uniprot_id,target_key,hgnc,species
O43924,PDE6B/PDE6A/PDE6H/PDE6C/PDE6D/PDE6G,PDE6D,Homo sapiens
P18545,PDE6B/PDE6A/PDE6H/PDE6C/PDE6D/PDE6G,PDE6G,Homo sapiens
Q13956,PDE6B/PDE6A/PDE6H/PDE6C/PDE6D/PDE6G,PDE6H,Homo sapiens
O43924,PDE6D,PDE6D,Homo sapiens
Q13946,PDE7A,PDE7A,Homo sapiens
O76083,PDE9A,PDE9A,Homo sapiens
Q9HBH1,PDF,PDF,Homo sapiens
P04085,PDGFA,PDGFA,Homo sapiens
P01127,PDGFB,PDGFB,Homo sapiens
P16234,PDGFRA,PDGFRA,Homo sapiens
P16234,PDGFRA/PDGFRB,PDGFRA,Homo sapiens
P09619,PDGFRA/PDGFRB,PDGFRB,Homo sapiens
P09619,PDGFRB,PDGFRB,Homo sapiens
O15530,PDK1,PDK1,Homo sapiens
O15530,PDK3/PDK2/PDK4/PDK1,PDK1,Homo sapiens
Q15119,PDK3/PDK2/PDK4/PDK1,PDK2,Homo sapiens
Q15120,PDK3/PDK2/PDK4/PDK1,PDK3,Homo sapiens
Q16654,PDK3/PDK2/PDK4/PDK1,PDK4,Homo sapiens
O15530,PDPK1,PDPK1,Homo sapiens
P06401,PGR,PGR,Homo sapiens
Q16816,PHKG1,PHKG1,Homo sapiens
P15735,PHKG2,PHKG2,Homo sapiens
Q8TCT1,PHOSPHO1,PHOSPHO1,Homo sapiens
O00443,PIK3C2A,PIK3C2A,Homo sapiens
O00750,PIK3C2B,PIK3C2B,Homo sapiens
Q8NEB9,PIK3C3,PIK3C3,Homo sapiens
P42336,PIK3CA,PIK3CA,Homo sapiens
P42338,PIK3CB,PIK3CB,Homo sapiens
O00329,PIK3CD,PIK3CD,Homo sapiens
P48736,PIK3CG,PIK3CG,Homo sapiens
P11309,PIM1,PIM1,Homo sapiens
Q9P1W9,PIM2,PIM2,Homo sapiens
Q86V86,PIM3,PIM3,Homo sapiens
P78356,PIP4K2B,PIP4K2B,Homo sapiens
Q99755,PIP5K1A,PIP5K1A,Homo sapiens
P14618,PKM,PKM,Homo sapiens
Q99640,PKMYT1,PKMYT1,Homo sapiens
Q16512,PKN1,PKN1,Homo sapiens
Q16513,PKN2,PKN2,Homo sapiens
O15496,PLA2G10,PLA2G10,Homo sapiens
P04054,PLA2G1B,PLA2G1B,Homo sapiens
P14555,PLA2G2A,PLA2G2A,Homo sapiens
Q9UNK4,PLA2G2D,PLA2G2D,Homo sapiens
Q9NZK7,PLA2G2E,PLA2G2E,Homo sapiens
Q9BZM2,PLA2G2F,PLA2G2F,Homo sapiens
P39877,PLA2G5,PLA2G5,Homo sapiens
Q13093,PLA2G7,PLA2G7,Homo sapiens
P00749,PLAU,PLAU,Homo sapiens
Q13393,PLD1,PLD1,Homo sapiens
O14939,PLD2,PLD2,Homo sapiens
P00747,PLG,PLG,Homo sapiens
P53350,PLK1,PLK1,Homo sapiens
Q9H4B4,PLK3,PLK3,Homo sapiens
O00444,PLK4,PLK4,Homo sapiens
O15305,PMM2,PMM2,Homo sapiens
P11086,PNMT,PNMT,Homo sapiens
P01298,PNP,PNP,Homo sapiens
P06746,POLB,POLB,Homo sapiens
O95602,POLR1A,POLR1A,Homo sapiens
P14859,POU2F1,POU2F1,Homo sapiens
P09086,POU2F2,POU2F2,Homo sapiens
Q07869,PPARA,PPARA,Homo sapiens
Q03181,PPARD,PPARD,Homo sapiens
P37231,PPARG,PPARG,Homo sapiens
P62937,PPIA,PPIA,Homo sapiens
P23284,PPIB,PPIB,Homo sapiens
P48147,PREP,PREP,Homo sapiens
Q13131,PRKAA1,PRKAA1,Homo sapiens
P54646,PRKAA2,PRKAA2,Homo sapiens
Q9Y478,PRKAB1,PRKAB1,Homo sapiens
P17252,PRKACA,PRKACA,Homo sapiens
P22694,PRKACB,PRKACB,Homo sapiens
P17252,PRKACG/PRKACA/PRKACB,PRKACA,Homo sapiens
P22694,PRKACG/PRKACA/PRKACB,PRKACB,Homo sapiens
P22612,PRKACG/PRKACA/PRKACB,PRKACG,Homo sapiens
Q13131,PRKAG2/PRKAB2/PRKAA1/PRKAA2/PRKAB1/PRKAG1/PRKAG3,PRKAA1,Homo sapiens
P54646,PRKAG2/PRKAB2/PRKAA1/PRKAA2/PRKAB1/PRKAG1/PRKAG3,PRKAA2,Homo sapiens
Q9Y478,PRKAG2/PRKAB2/PRKAA1/PRKAA2/PRKAB1/PRKAG1/PRKAG3,PRKAB1,Homo sapiens
O43741,PRKAG2/PRKAB2/PRKAA1/PRKAA2/PRKAB1/PRKAG1/PRKAG3,PRKAB2,Homo sapiens
P54619,PRKAG2/PRKAB2/PRKAA1/PRKAA2/PRKAB1/PRKAG1/PRKAG3,PRKAG1,Homo sapiens
Q9UGJ0,PRKAG2/PRKAB2/PRKAA1/PRKAA2/PRKAB1/PRKAG1/PRKAG3,PRKAG2,Homo sapiens
Q9UGI9,PRKAG2/PRKAB2/PRKAA1/PRKAA2/PRKAB1/PRKAG1/PRKAG3,PRKAG3,Homo sapiens
P17252,PRKCA,PRKCA,Homo sapiens
P05771,PRKCB,PRKCB,Homo sapiens
Q05655,PRKCD,PRKCD,Homo sapiens
Q02156,PRKCE,PRKCE,Homo sapiens
P05129,PRKCG,PRKCG,Homo sapiens
P24723,PRKCH,PRKCH,Homo sapiens
P41743,PRKCI,PRKCI,Homo sapiens
Q04759,PRKCQ,PRKCQ,Homo sapiens
Q15139,PRKD1,PRKD1,Homo sapiens
P17252,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCA,Homo sapiens
P05771,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCB,Homo sapiens
Q05655,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCD,Homo sapiens
Q02156,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCE,Homo sapiens
P05129,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCG,Homo sapiens
P24723,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCH,Homo sapiens
P41743,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCI,Homo sapiens
Q04759,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCQ,Homo sapiens
Q05513,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKCZ,Homo sapiens
Q15139,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKD1,Homo sapiens
O94806,PRKD1/PRKCI/PRKCH/PRKCB/PRKCG/PRKCD/PRKCA/PRKD3/PRKCE/PRKCQ/PRKCZ,PRKD3,Homo sapiens
Q9BZL6,PRKD2,PRKD2,Homo sapiens
O94806,PRKD3,PRKD3,Homo sapiens
P78527,PRKDC,PRKDC,Homo sapiens
Q13976,PRKG1,PRKG1,Homo sapiens
Q13237,PRKG2,PRKG2,Homo sapiens
P51817,PRKX,PRKX,Homo sapiens
Q99873,PRMT1,PRMT1,Homo sapiens
Q9NVM4,PRMT7,PRMT7,Homo sapiens
P04070,PROC,PROC,Homo sapiens
P07477,PRSS3/PRSS2/PRSS1,PRSS1,Homo sapiens
P07478,PRSS3/PRSS2/PRSS1,PRSS2,Homo sapiens
P35030,PRSS3/PRSS2/PRSS1,PRSS3,Homo sapiens
P49768,PSEN1,PSEN1,Homo sapiens
Q96BI3,PSEN2/PSENEN/NCSTN/APH1A/PSEN1/APH1B,APH1A,Homo sapiens
Q8WW43,PSEN2/PSENEN/NCSTN/APH1A/PSEN1/APH1B,APH1B,Homo sapiens
Q92542,PSEN2/PSENEN/NCSTN/APH1A/PSEN1/APH1B,NCSTN,Homo sapiens
P49768,PSEN2/PSENEN/NCSTN/APH1A/PSEN1/APH1B,PSEN1,Homo sapiens
P49810,PSEN2/PSENEN/NCSTN/APH1A/PSEN1/APH1B,PSEN2,Homo sapiens
Q9NZ42,PSEN2/PSENEN/NCSTN/APH1A/PSEN1/APH1B,PSENEN,Homo sapiens
P25105,PTAFR,PTAFR,Homo sapiens
Q13258,PTGDR,PTGDR,Homo sapiens
Q9Y5Y4,PTGDR2,PTGDR2,Homo sapiens
P34995,PTGER1,PTGER1,Homo sapiens
P35408,PTGER2,PTGER2,Homo sapiens
P43115,PTGER3,PTGER3,Homo sapiens
P35408,PTGER4,PTGER4,Homo sapiens
O14684,PTGES,PTGES,Homo sapiens
Q9H7Z7,PTGES2,PTGES2,Homo sapiens
P43119,PTGIR,PTGIR,Homo sapiens
P23219,PTGS1,PTGS1,Homo sapiens
P35354,PTGS2,PTGS2,Homo sapiens
Q05397,PTK2,PTK2,Homo sapiens
Q14289,PTK2B,PTK2B,Homo sapiens
Q13882,PTK6,PTK6,Homo sapiens
P18031,PTPN1,PTPN1,Homo sapiens
Q06124,PTPN11,PTPN11,Homo sapiens
P29350,PTPN6,PTPN6,Homo sapiens
P35236,PTPN7,PTPN7,Homo sapiens
P06737,PYGL,PYGL,Homo sapiens
Q07869,Ppara,Ppara,Homo sapiens
P51151,RAB9A,RAB9A,Homo sapiens
O60671,RAD1,RAD1,Homo sapiens
Q06609,RAD51,RAD51,Homo sapiens
P04049,RAF1,RAF1,Homo sapiens
O95398,RAPGEF3,RAPGEF3,Homo sapiens
Q8WZA2,RAPGEF4,RAPGEF4,Homo sapiens
P10276,RARA,RARA,Homo sapiens
P10826,RARB,RARB,Homo sapiens
P13631,RARG,RARG,Homo sapiens
P02753,RBP4,RBP4,Homo sapiens
P46063,RECQL,RECQL,Homo sapiens
Q04206,RELA,RELA,Homo sapiens
P00797,REN,REN,Homo sapiens
P07949,RET,RET,Homo sapiens
P57771,RGS8,RGS8,Homo sapiens
Q9BRS2,RIOK1,RIOK1,Homo sapiens
O14730,RIOK3,RIOK3,Homo sapiens
Q13546,RIPK1,RIPK1,Homo sapiens
O43353,RIPK2,RIPK2,Homo sapiens
O60930,RNASEH1,RNASEH1,Homo sapiens
Q13464,ROCK1,ROCK1,Homo sapiens
O75116,ROCK2,ROCK2,Homo sapiens
Q13464,ROCK2/ROCK1,ROCK1,Homo sapiens
O75116,ROCK2/ROCK1,ROCK2,Homo sapiens
P35398,RORA,RORA,Homo sapiens
P51449,RORC,RORC,Homo sapiens
P08922,ROS1,ROS1,Homo sapiens
Q15418,RPS6KA1,RPS6KA1,Homo sapiens
Q15349,RPS6KA2,RPS6KA2,Homo sapiens
P51812,RPS6KA3,RPS6KA3,Homo sapiens
O75676,RPS6KA4,RPS6KA4,Homo sapiens
O75582,RPS6KA5,RPS6KA5,Homo sapiens
Q9UK32,RPS6KA6,RPS6KA6,Homo sapiens
P23443,RPS6KB1,RPS6KB1,Homo sapiens
Q9HBX9,RXFP1,RXFP1,Homo sapiens
P19793,RXRA,RXRA,Homo sapiens
P28702,RXRB,RXRB,Homo sapiens
P48443,RXRG,RXRG,Homo sapiens
P10276,Rara,Rara,Homo sapiens
P21453,S1PR1,S1PR1,Homo sapiens
O95977,S1PR4,S1PR4,Homo sapiens
Q9UBE0,SAE1/UBA2,SAE1,Homo sapiens
Q9UBT2,SAE1/UBA2,UBA2,Homo sapiens
O00767,SCD,SCD,Homo sapiens
Q9Y5Y9,SCN10A,SCN10A,Homo sapiens
Q99250,SCN2A,SCN2A,Homo sapiens
Q9NY46,SCN3A,SCN3A,Homo sapiens
P35499,SCN4A,SCN4A,Homo sapiens
Q14524,SCN5A,SCN5A,Homo sapiens
Q15858,SCN9A,SCN9A,Homo sapiens
Q9GZR1,SENP6,SENP6,Homo sapiens
Q9BQF6,SENP7,SENP7,Homo sapiens
Q96LD8,SENP8,SENP8,Homo sapiens
P05121,SERPINE1,SERPINE1,Homo sapiens
Q8WTS6,SETD7,SETD7,Homo sapiens
Q15047,SETDB1,SETDB1,Homo sapiens
Q15393,SF3B3,SF3B3,Homo sapiens
O00141,SGK1,SGK1,Homo sapiens
Q9HBY8,SGK2,SGK2,Homo sapiens
Q96BR1,SGK3,SGK3,Homo sapiens
P04278,SHBG,SHBG,Homo sapiens
Q15465,SHH,SHH,Homo sapiens
Q99720,SIGMAR1,SIGMAR1,Homo sapiens
P57059,SIK1,SIK1,Homo sapiens
Q9H0K1,SIK2,SIK2,Homo sapiens
Q96EB6,SIRT1,SIRT1,Homo sapiens
Q8IXJ6,SIRT2,SIRT2,Homo sapiens
Q9NTG7,SIRT3,SIRT3,Homo sapiens
Q9H2X9,SLC12A5,SLC12A5,Homo sapiens
P53985,SLC16A1,SLC16A1,Homo sapiens
P41440,SLC19A1,SLC19A1,Homo sapiens
O15245,SLC22A1,SLC22A1,Homo sapiens
Q96S37,SLC22A12,SLC22A12,Homo sapiens
O15244,SLC22A2,SLC22A2,Homo sapiens
O75751,SLC22A3,SLC22A3,Homo sapiens
O43868,SLC28A2,SLC28A2,Homo sapiens
Q9HAS3,SLC28A3,SLC28A3,Homo sapiens
Q99808,SLC29A1,SLC29A1,Homo sapiens
P11166,SLC2A1,SLC2A1,Homo sapiens
Q96NT5,SLC46A1,SLC46A1,Homo sapiens
Q96FL8,SLC47A1,SLC47A1,Homo sapiens
Q86VL8,SLC47A2,SLC47A2,Homo sapiens
P13866,SLC5A1,SLC5A1,Homo sapiens
P31639,SLC5A2,SLC5A2,Homo sapiens
Q9NY91,SLC5A4,SLC5A4,Homo sapiens
P23975,SLC6A2,SLC6A2,Homo sapiens
Q01959,SLC6A3,SLC6A3,Homo sapiens
P31645,SLC6A4,SLC6A4,Homo sapiens
P23975,SLC6A5,SLC6A5,Homo sapiens
Q9UPY5,SLC7A11,SLC7A11,Homo sapiens
P19634,SLC9A1,SLC9A1,Homo sapiens
Q9Y6L6,SLCO1B1,SLCO1B1,Homo sapiens
Q9NPD5,SLCO1B3,SLCO1B3,Homo sapiens
O94956,SLCO2B1,SLCO2B1,Homo sapiens
Q9H2G2,SLK,SLK,Homo sapiens
Q96Q15,SMG1,SMG1,Homo sapiens
Q16637,SMN1/SMN2,SMN1,Homo sapiens
Q16637,SMN1/SMN2,SMN2,Homo sapiens
Q99835,SMO,SMO,Homo sapiens
Q9NRG4,SMYD2,SMYD2,Homo sapiens
P35610,SOAT1,SOAT1,Homo sapiens
O75908,SOAT2,SOAT2,Homo sapiens
Q99523,SORT1,SORT1,Homo sapiens
Q9NYA1,SPHK1,SPHK1,Homo sapiens
P12931,SRC,SRC,Homo sapiens
P18405,SRD5A1,SRD5A1,Homo sapiens
P31213,SRD5A2,SRD5A2,Homo sapiens
Q9H3Y6,SRMS,SRMS,Homo sapiens
Q96SB4,SRPK1,SRPK1,Homo sapiens
P78362,SRPK2,SRPK2,Homo sapiens
P30872,SSTR1,SSTR1,Homo sapiens
P30872,SSTR1/SSTR5/SSTR3/SSTR4/SSTR2,SSTR1,Homo sapiens
P30874,SSTR1/SSTR5/SSTR3/SSTR4/SSTR2,SSTR2,Homo sapiens
P32745,SSTR1/SSTR5/SSTR3/SSTR4/SSTR2,SSTR3,Homo sapiens
P31391,SSTR1/SSTR5/SSTR3/SSTR4/SSTR2,SSTR4,Homo sapiens
P35346,SSTR1/SSTR5/SSTR3/SSTR4/SSTR2,SSTR5,Homo sapiens
P30874,SSTR2,SSTR2,Homo sapiens
P32745,SSTR3,SSTR3,Homo sapiens
P31391,SSTR4,SSTR4,Homo sapiens
P35346,SSTR5,SSTR5,Homo sapiens
Q9Y5Y6,ST14,ST14,Homo sapiens
P42224,STAT1,STAT1,Homo sapiens
P40763,STAT3,STAT3,Homo sapiens
P42229,STAT5A,STAT5A,Homo sapiens
P42226,STAT6,STAT6,Homo sapiens
O94804,STK10,STK10,Homo sapiens
Q15831,STK11,STK11,Homo sapiens
O75716,STK16,STK16,Homo sapiens
Q9UEE5,STK17A,STK17A,Homo sapiens
O94768,STK17B,STK17B,Homo sapiens
Q9Y6E0,STK24,STK24,Homo sapiens
O00506,STK25,STK25,Homo sapiens
Q9P289,STK26,STK26,Homo sapiens
Q9Y6E0,STK3,STK3,Homo sapiens
Q9NY57,STK32B,STK32B,Homo sapiens
Q86UX6,STK32C,STK32C,Homo sapiens
Q9BYT3,STK33,STK33,Homo sapiens
Q9NRP7,STK36,STK36,Homo sapiens
Q9Y2H1,STK38L,STK38L,Homo sapiens
Q13043,STK4,STK4,Homo sapiens
P50225,SULT1A1,SULT1A1,Homo sapiens
O43463,SUV39H1,SUV39H1,Homo sapiens
Q9H5I1,SUV39H2,SUV39H2,Homo sapiens
P43405,SYK,SYK,Homo sapiens
Q96RJ0,TAAR1,TAAR1,Homo sapiens
P25103,TACR1,TACR1,Homo sapiens
P21452,TACR2,TACR2,Homo sapiens
P29371,TACR3,TACR3,Homo sapiens
P21675,TAF1,TAF1,Homo sapiens
Q8IZX4,TAF1L,TAF1L,Homo sapiens
Q9UHD2,TBK1,TBK1,Homo sapiens
P21731,TBXA2R,TBXA2R,Homo sapiens
P24557,TBXAS1,TBXAS1,Homo sapiens
P48775,TDO2,TDO2,Homo sapiens
Q9NUW8,TDP1,TDP1,Homo sapiens
O95551,TDP2,TDP2,Homo sapiens
P42680,TEC,TEC,Homo sapiens
Q02763,TEK,TEK,Homo sapiens
O14746,TERT,TERT,Homo sapiens
Q15569,TESK1,TESK1,Homo sapiens
P36897,TGFBR1,TGFBR1,Homo sapiens
P37173,TGFBR2,TGFBR2,Homo sapiens
P22735,TGM1,TGM1,Homo sapiens
P21980,TGM2,TGM2,Homo sapiens
Q08188,TGM3,TGM3,Homo sapiens
P40225,THPO,THPO,Homo sapiens
P10827,THRA,THRA,Homo sapiens
P10828,THRB,THRB,Homo sapiens
P35590,TIE1,TIE1,Homo sapiens
P04183,TK1,TK1,Homo sapiens
Q9UKI8,TLK1,TLK1,Homo sapiens
Q86UE8,TLK2,TLK2,Homo sapiens
Q9NYK1,TLR7,TLR7,Homo sapiens
Q9NR97,TLR8,TLR8,Homo sapiens
Q9NRS4,TMPRSS4,TMPRSS4,Homo sapiens
Q9UKE5,TNIK,TNIK,Homo sapiens
Q13470,TNK1,TNK1,Homo sapiens
Q07912,TNK2,TNK2,Homo sapiens
O95271,TNKS,TNKS,Homo sapiens
Q9H2K2,TNKS2,TNKS2,Homo sapiens
Q59H18,TNNI3K,TNNI3K,Homo sapiens
P11387,TOP1,TOP1,Homo sapiens
P11388,TOP2A,TOP2A,Homo sapiens
P11388,TOP2B/TOP2A,TOP2A,Homo sapiens
Q02880,TOP2B/TOP2A,TOP2B,Homo sapiens
P04637,TP53,TP53,Homo sapiens
Q12888,TP53BP1,TP53BP1,Homo sapiens
Q12931,TRAP1,TRAP1,Homo sapiens
O15164,TRIM24,TRIM24,Homo sapiens
Q9UPN9,TRIM33,TRIM33,Homo sapiens
O75762,TRPA1,TRPA1,Homo sapiens
O94759,TRPM2,TRPM2,Homo sapiens
Q7Z2W7,TRPM8,TRPM8,Homo sapiens
Q8NER1,TRPV1,TRPV1,Homo sapiens
Q9HBA0,TRPV4,TRPV4,Homo sapiens
P16473,TSHR,TSHR,Homo sapiens
P30536,TSPO,TSPO,Homo sapiens
Q9BXA7,TSSK1B,TSSK1B,Homo sapiens
P33981,TTK,TTK,Homo sapiens
P02766,TTR,TTR,Homo sapiens
Q71U36,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBA1A,Homo sapiens
P68363,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBA1B,Homo sapiens
Q9BQE3,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBA1C,Homo sapiens
P0DPH7,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBA3C,Homo sapiens
P0DPH8,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBA3D,Homo sapiens
Q6PEY2,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBA3E,Homo sapiens
P68366,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBA4A,Homo sapiens
P07437,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB,Homo sapiens
Q9H4B7,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB1,Homo sapiens
Q13885,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB2A,Homo sapiens
Q9BVA1,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB2B,Homo sapiens
Q13509,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB3,Homo sapiens
P04350,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB4A,Homo sapiens
P68371,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB4B,Homo sapiens
Q9BUF5,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB6,Homo sapiens
Q3ZCM7,TUBB2B/TUBB6/TUBA1C/TUBA3E/TUBB2A/TUBA1B/TUBB3/TUBB4B/TUBA1A/TUBB/TUBB8/TUBB4A/TUBB1/TUBA4A/TUBA3C/TUBA3D,TUBB8,Homo sapiens
Q13509,TUBB3,TUBB3,Homo sapiens
P42681,TXK,TXK,Homo sapiens
P29597,TYK2,TYK2,Homo sapiens
P23458,TYK2/JAK1,JAK1,Homo sapiens
P29597,TYK2/JAK1,TYK2,Homo sapiens
O60674,TYK2/JAK2,JAK2,Homo sapiens
P29597,TYK2/JAK2,TYK2,Homo sapiens
P23458,TYK2/JAK2/JAK1,JAK1,Homo sapiens
O60674,TYK2/JAK2/JAK1,JAK2,Homo sapiens
P29597,TYK2/JAK2/JAK1,TYK2,Homo sapiens
P04818,TYMS,TYMS,Homo sapiens
Q06418,TYRO3,TYRO3,Homo sapiens
Q71U36,Tuba1a,Tuba1a,Homo sapiens
P61088,UBE2N,UBE2N,Homo sapiens
Q16739,UGCG,UGCG,Homo sapiens
P22309,UGT1A1,UGT1A1,Homo sapiens
Q9HAW8,UGT1A10,UGT1A10,Homo sapiens
P22310,UGT1A4,UGT1A4,Homo sapiens
P19224,UGT1A6,UGT1A6,Homo sapiens
Q9HAW7,UGT1A7,UGT1A7,Homo sapiens
O60656,UGT1A9,UGT1A9,Homo sapiens
P16662,UGT2B7,UGT2B7,Homo sapiens
O94782,USP1,USP1,Homo sapiens
O75604,USP2,USP2,Homo sapiens
Q93009,USP7,USP7,Homo sapiens
Q9UKP6,UTS2R,UTS2R,Homo sapiens
P15498,VAV1,VAV1,Homo sapiens
P55072,VCP,VCP,Homo sapiens
P11473,VDR,VDR,Homo sapiens
P30291,WEE1,WEE1,Homo sapiens
P56704,WNT3A,WNT3A,Homo sapiens
P47989,XDH,XDH,Homo sapiens
P98170,XIAP,XIAP,Homo sapiens
P07947,YES1,YES1,Homo sapiens
P43403,ZAP70,ZAP70,Homo sapiens
