inchikey	portal_path	published_date	pains	toxicophore	cansar_id	rating_in_cell	rating_in_organism	rating_count	reference	source_id
ZHXIMGYEMBZGOI-UHFFFAOYSA-N	unsuitables/nsc-93392	2017-07-08	No	No	1065940	0	0	0		1160
DTMHAFMUJHYVGK-UHFFFAOYSA-N	unsuitables/chembl3589281	2017-07-08	No	No	1107538	0	0	0		1161
KXSIHXHEHABEJX-UHFFFAOYSA-N	unsuitables/620223	2017-07-08	No	No	1308630	0	0	0		1162
IJAPPYDYQCXOEF-UHFFFAOYSA-N	unsuitables/phthalazinone	2017-07-08	No	No	89399	0	0	0		1163
ZLYVTQGSZRQZLA-UHFFFAOYSA-N	unsuitables/gjw	2017-07-08	No	No	1181168	0	0	0		1164
NVVWVYYHTKCIAE-UHFFFAOYSA-N	unsuitables/bzc	2017-07-08	No	No	1166997	0	0	0		1165
GLBZSOQDAOLMGC-UHFFFAOYSA-N	unsuitables/amg-458	2017-07-08	No	No	817363	0	0	0		1166
AXRCEOKUDYDWLF-UHFFFAOYSA-N	unsuitables/enzastaurin	2017-07-08	No	Yes	795308	0	0	0		1167
VHBFFQKBGNRLFZ-UHFFFAOYSA-N	unsuitables/flavone	2017-07-08	No	No	1109148	0	0	0		1168
WHTVZRBIWZFKQO-UHFFFAOYSA-N	unsuitables/chloroquine	2017-07-08	No	No	1305871	0	0	0		1169
PPOQMSJVMJCEAI-UHFFFAOYSA-N	unsuitables/aj4	2017-07-08	No	No	1146534	0	0	0		1170
GNFSYBNDPOBXLJ-SNAWJCMRSA-N	unsuitables/chembl2179988	2017-07-08	No	Yes	1054589	0	0	0		1171
NZSKSXWSNJEOQY-UHFFFAOYSA-N	unsuitables/chembl3593715	2017-07-08	No	No	1570026	0	0	0		1172
INPZIMSQNZGLHQ-JTQLQIEISA-N	unsuitables/chembl3092521	2017-07-08	No	No	1284750	0	0	0		1173
YAXDRRKYLDEMKO-INIZCTEOSA-N	unsuitables/chembl3092544	2017-07-08	No	No	1653084	0	0	0		1174
XFDUHJPVQKIXHO-UHFFFAOYSA-N	unsuitables/3-aminobenzoic-acid	2017-07-08	No	No	56288	0	0	0		1175
YWPMKTWUFVOFPL-UHFFFAOYSA-N	unsuitables/chembl1688212	2017-07-08	No	No	3985	0	0	0		1176
ISZWRZGKEWQACU-UHFFFAOYSA-N	unsuitables/nsc-22356	2017-07-08	No	No	1068678	0	0	0		1177
PVFGJHYLIHMCQD-UHFFFAOYSA-N	unsuitables/chembl301624	2017-07-08	Yes	Yes	1172273	0	0	0		1178
SQVXWIUVAILQRH-UHFFFAOYSA-N	unsuitables/nsc-123414	2017-07-08	No	No	1161709	0	0	0		1179
ZGSXEXBYLJIOGF-ALFLXDJESA-N	unsuitables/iwr-1	2017-07-08	No	Yes	344422	0	0	0		1180
PISBNXWDAGANOP-UHFFFAOYSA-N	unsuitables/ag-014376	2017-07-08	No	No	1499401	0	0	0		1181
HGEPGGJUGUMFHT-UHFFFAOYSA-N	unsuitables/ku-0058948	2017-07-08	No	No	1903925	0	0	0		1182
YQSZNYLPVBOGPO-UHFFFAOYSA-N	unsuitables/ku-58684	2017-07-08	No	No	1696288	0	0	0		1183
SDXBGOVSVBZDFL-UHFFFAOYSA-N	unsuitables/cep-6800	2017-07-08	No	Yes	1401652	0	0	0		1184
UVSVTDVJQAJIFG-VURMDHGXSA-N	unsuitables/lfm-a13	2017-07-08	No	Yes	99599	0	0	0		1185
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	unsuitables/4-bromo-benzamide	2017-07-08	No	No	56360	0	0	0		1186
SQCWABLHLAOJBR-UHFFFAOYSA-N	unsuitables/wlh	2017-07-08	No	No	1107542	0	0	0		1187
LPTGUSPVGHUCQF-UHFFFAOYSA-N	unsuitables/ruski-41	2020-03-05	No	No	3312888	0	0	0	https://doi.org/10.1021/acschembio.6b00896	1188
AEENEMOEBJOKGN-UHFFFAOYSA-N	unsuitables/ruski-43	2020-03-05	No	No	1861430	0	0	0	https://doi.org/10.1021/acschembio.6b00896	1188
AYUNIORJHRXIBJ-TXHRRWQRSA-N	unsuitables/tanespimycin-17-aag	2020-12-02	Yes	Yes	866964	0	0	0		1189
CYPYTURSJDMMMP-WVCUSYJESA-N	unsuitables/tris-dba-palladium	2021-05-27	No	Yes	3313089	0	0	0		1190
XUSDVLHKNBOGJY-UHFFFAOYSA-N	unsuitables/d-nmappd	2021-05-27	No	Yes	296713	0	0	0		1191
JYZJYKOZGGEXSX-UHFFFAOYSA-N	unsuitables/2-hydroxymyristic-acid	2021-05-27	No	Yes	1052019	0	0	0		1192
CSWHYHPUEDNIQY-UHFFFAOYSA-N	unsuitables/ihap1	2022-09-21	No	No	1610895	0	0	0		1193
PHCFSFBQEROREL-BQBZGAKWSA-N	unsuitables/talabostat	2021-03-29	No	Yes	27596	0	0	0		1194
WGKGADVPRVLHHZ-ZHRMCQFGSA-N	unsuitables/dt-061	2022-09-21	No	No	2912974	0	0	0		1195
QMGUOJYZJKLOLH-UHFFFAOYSA-N	unsuitables/gf109203x	2017-07-20	No	Yes	321917	0	0	0		1196
QGZYDVAGYRLSKP-UHFFFAOYSA-N	unsuitables/ricolinostat	2023-01-12	No	Yes	3450665	0	0	0		1197
OBKXEAXTFZPCHS-UHFFFAOYSA-N	unsuitables/phenylbutyrate	2023-03-31	No	No	7664	0	0	0		1198
DGEZNRSVGBDHLK-UHFFFAOYSA-N	unsuitables/phenanthroline	2023-05-09	No	No	31029	0	0	0		1199
GSCPDZHWVNUUFI-UHFFFAOYSA-N	unsuitables/3-aminobenzamide	2017-02-01	No	No	67064	0	0	0		1200
TUCIOBMMDDOEMM-RIYZIHGNSA-N	unsuitables/ag490	2024-02-19	Yes	Yes	3444910	0	0	0		1201
HKSZLNNOFSGOKW-FYTWVXJKSA-N	unsuitables/staurosporine	2016-12-09	No	No	624063	0	0	0		1202
OPQRFPHLZZPCCH-PGMHBOJBSA-N	unsuitables/ldn-57444	2023-06-19	No	Yes	1660579	0	0	0		1203
PCOXPBOKDABARQ-UHFFFAOYSA-N	unsuitables/nsc617145	2024-08-14	No	Yes	1443338	0	0	0		1204
YXEWPGYLMHXLPS-UHFFFAOYSA-N	unsuitables/nsc19630	2024-08-14	No	Yes	20808	0	0	0		1205
WMCOYUSJXXCHFH-UHFFFAOYSA-N	unsuitables/ml216	2024-08-14	No	No	1756830	0	0	0		1206
HUQKUJNSVHEHIH-UHFFFAOYSA-N	unsuitables/an2	2024-12-12	No	No	1129932	0	0	0		1207
LMXYVLFTZRPNRV-KMKOMSMNSA-N	unsuitables/gw-5074	2024-12-12	No	No	1236171	0	0	0		1208
GPKLWRHHVIBYEO-KMKOMSMNSA-N	unsuitables/an1	2024-12-12	Yes	Yes	4205887	0	0	0		1209
CZQHHVNHHHRRDU-UHFFFAOYSA-N	unsuitables/ly294002	2016-12-15	No	No	1394412	0	0	0		1210
