id	inchikey	target_id	moa	bioactivity_type	relation	value	unit	assay_type	assay_description	cell_line	concentration	concentration_unit	source_id	source_xref
3237	HGQYUHFFAIXWDI-GOSISDBHSA-N	7	inhibitor			7.9	nM	biochemical	ADP-Glo assay | 7.9 ± 4.0 nM				865	plk4-in-25
3238	HGQYUHFFAIXWDI-GOSISDBHSA-N	7	inhibitor	EC50		59	nM	cell	NanoBRET | 59 ± 2.5 nM				865	plk4-in-25
3239	HGQYUHFFAIXWDI-GOSISDBHSA-N	7	inhibitor	EC50		88	nM	cell	Cell viability assay over 5 days | 88 ± 37 nM				865	plk4-in-25
3240	APEYSKGQWJKJAZ-LCLGPXMOSA-N	90	degrader (protac)	DC50		38	nM	cell	LDH Degradation after 48h | 38 ± 0.5 nM				866	ms6105
3241	APEYSKGQWJKJAZ-LCLGPXMOSA-N	90	degrader (protac)	Dmax		93	%	cell	LDH degradation after 48 h | 93 ± 2.6%				866	ms6105
3242	APEYSKGQWJKJAZ-LCLGPXMOSA-N	90	degrader (protac)	GI50		16100	nM	cell	Anti-proliferative activity measured via WST-8 assay in 48 h | 16100 ± 5700 nM				866	ms6105
3243	APEYSKGQWJKJAZ-LCLGPXMOSA-N	112	degrader (protac)	DC50		74	nM	cell	LDH degradation after 48h | 74 ± 6.9 nM				866	ms6105
3244	APEYSKGQWJKJAZ-LCLGPXMOSA-N	112	degrader (protac)	Dmax		86	%	cell	LDH degradation after 48 h | 86 ± 7.7%				866	ms6105
3245	FHFUBRLTXZVOQX-UHFFFAOYSA-N	545	degrader (protac)	DC50		0.32	nM	cell	Degradation after 6 h treatment of 97% (Dmax)				867	czh-z16
3246	FHFUBRLTXZVOQX-UHFFFAOYSA-N	545	degrader (protac)	DC50		2.4	nM	cell	Degradation of HDAC8 observed via western blot with Dmax = 77%				867	czh-z16
3247	FHFUBRLTXZVOQX-UHFFFAOYSA-N	545	degrader (protac)	DC50		3.1	nM	cell	Degradation of HDAC8 observed via WB Dmax 92%				867	czh-z16
3248	FHFUBRLTXZVOQX-UHFFFAOYSA-N	545	degrader (protac)	DC50		0.27	nM	cell	Degradation of HDAC8 observed via WB Dmax 96%				867	czh-z16
3249	CLUWNSLFLMBFKA-RMCUFUCFSA-N	514	degrader (protac)	Dmax	>	99	%	cell	Degradation evaluation in Western blot				868	ms8709
3250	CLUWNSLFLMBFKA-RMCUFUCFSA-N	514	degrader (protac)	DC50		274	nM	cell	"Degradation measured via Western blot
Degradation occured from 4 h and reached complete degradation around 24 h | 274 ± 2 nM"				868	ms8709
3251	CLUWNSLFLMBFKA-RMCUFUCFSA-N	565	degrader (protac)	Dmax	>	99	%	cell	Degradation evaluation in Western blot				868	ms8709
3252	CLUWNSLFLMBFKA-RMCUFUCFSA-N	565	degrader (protac)	DC50		260	nM	cell	Degradation followed by western blot; Degradation occured from 4 h and reached complete degradation around 24 h | 260 ± 53 nM				868	ms8709
3253	PWYJKWQDDHJXMJ-YKCITUTQSA-N	283	degrader (protac)	EC50		3.2	nM	cell	NanoBRET | 3.2 ± 0.2 nM				869	ah078
3254	PWYJKWQDDHJXMJ-YKCITUTQSA-N	283	degrader (protac)	Dmax		70.1	%	cell	HiBit assay, degradation after 6 h				869	ah078
3255	PWYJKWQDDHJXMJ-YKCITUTQSA-N	283	degrader (protac)	DC50		550	nM	cell	HiBit assay, degradation after 6 h				869	ah078
3256	PWYJKWQDDHJXMJ-YKCITUTQSA-N	283	degrader (protac)	activity		1	uM	cell	Western blot; degradation of CK1delta after 6 h treatment				869	ah078
3257	PWYJKWQDDHJXMJ-YKCITUTQSA-N	293	degrader (protac)	activity		1	uM	cell	Western blot; degradation of CK1epsilon after 6 h treatment				869	ah078
3258	GPZKXLCJTKULAU-UHFFFAOYSA-N	549	degrader (protac)			1790	nM	biochemical	Inhibition of FTO demethylation via cell-free dot blot assay				870	qp73
3259	GPZKXLCJTKULAU-UHFFFAOYSA-N	549	degrader (protac)	DC50		34.9	nM	cell	Degradation detected via western blot over 48 h treatment				870	qp73
3260	GPZKXLCJTKULAU-UHFFFAOYSA-N	549	degrader (protac)	IC50		22.4	nM	cell	Cell proliferation assay				870	qp73
3261	GPZKXLCJTKULAU-UHFFFAOYSA-N	549	degrader (protac)	Dmax		91	%	cell	Degradation detected via western blot				870	qp73
3262	GPZKXLCJTKULAU-UHFFFAOYSA-N	549	degrader (protac)	DC50		65.9	nM	cell	Degradation in AML cell line				870	qp73
3263	BXCPYBFBMAWDDY-UHFFFAOYSA-N	184	degrader (protac)			24	nM	biochemical	Caliper Mobility shift assay				871	cps2
3264	BXCPYBFBMAWDDY-UHFFFAOYSA-N	184	degrader (protac)	Dmax		100	%	cell	Degradation over 48 h detected via Western Blot				871	cps2
3265	BXCPYBFBMAWDDY-UHFFFAOYSA-N	184	degrader (protac)	DC50	>=	12	nM	cell	Degradation of target protein in several AML cell lines over 24 h | 12-61 nM				871	cps2
3266	SVKZUEZCCKLNIM-UHFFFAOYSA-N	562	degrader (protac)	IC50		0.27	nM	cell	MTS assay, cell proliferation | 0.27 ± 0.02 nM				872	brd9-protac-e5
3267	SVKZUEZCCKLNIM-UHFFFAOYSA-N	562	degrader (protac)	DC50		0.016	nM	cell	BRD9 degradation in MV4-11 cells treated with E5				872	brd9-protac-e5
3268	SVKZUEZCCKLNIM-UHFFFAOYSA-N	562	degrader (protac)	Dmax		97	%	cell	BRD9 degradation in MV4-11 cells treated with E5 with 92% BRD9 degradation after 4 h of treatment.				872	brd9-protac-e5
3269	LFCNOSRNWFMQLB-UHFFFAOYSA-N	304	degrader (protac)	DC50		3.5	nM	cell	Western blot assessing CDK9 degradation with Dmax 94% at 25 nM compound conc. | 3.5 ± 0.7 nM				873	dcdk9-202
3270	LFCNOSRNWFMQLB-UHFFFAOYSA-N	304	degrader (protac)	IC50		8.5	nM	cell	Cell growth inhibition assay | 8.5 ± 0.2 nM				873	dcdk9-202
3271	HKSBXNVKPFTBIG-WUEKOBJSSA-N	445	degrader (protac)			12.4	nM	biochemical	kinase activity assay				874	xl01126
