inchikey	smiles	name
NIJJYAXOARWZEE-UHFFFAOYSA-N	CCCC(CCC)C(=O)O	Valproic acid
XHEFDIBZLJXQHF-UHFFFAOYSA-N	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12	Fisetin
CDRPUGZCRXZLFL-OWOJBTEDSA-N	Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1	Piceatannol
NETXMUIMUZJUTB-UHFFFAOYSA-N	COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1	Apabetalone
HUPFGZXOMWLGNK-UHFFFAOYSA-N	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	Diflusinal
XGALLCVXEZPNRQ-UHFFFAOYSA-N	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	Gefitinib
AYMYWHCQALZEGT-ORCRQEGFSA-N	O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O	Butein
DXDRHHKMWQZJHT-FPYGCLRLSA-N	O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O	Isoliquiritigenin
KDPSGIFCBZTBEZ-UHFFFAOYSA-N	Cn1c(=S)n(CCSc2nc3ccccc3[nH]2)c2ccccc21	BIC1
ZZZYHIMVKOHVIH-MWFXHRFLSA-N	COC(=O)[C@@]12OC[C@@]34[C@H]1[C@@H](OC(=O)C=C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O	Brusatol
QDKLRKZQSOQWJQ-SMDXAGPFSA-N	C=C(C)[C@@H](CC=C(C)C)C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O	Garcinol
AJRGHIGYPXNABY-UHFFFAOYSA-N	COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1	PCI-34051
JWOGUUIOCYMBPV-GMFLJSBRSA-N	CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O	Apicidin
VAZAPHZUAVEOMC-UHFFFAOYSA-N	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	CI-994
DLVJMFOLJOOWFS-VJIFSZOSSA-N	C=C[C@@H](O)[C@@H]1O[C@H]1/C=C/[C@@H]1O[C@@H]1[C@@H](C)O	Depudecin
GNYCTMYOHGBSBI-KVUCBBCISA-N	C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCC(=O)C2CO2)NC(=O)[C@@H](C)NC1=O	HC Toxin
HRNLUBSXIHFDHP-UHFFFAOYSA-N	Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1	Mocetinostat
INVTYAOGFAGBOE-UHFFFAOYSA-N	Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1	Entinostat
DEZFNHCVIZBHBI-ZHACJKMWSA-N	CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O	Rottlerin
URWCXPXBBITYLR-UHFFFAOYSA-N	CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1	TH287
PVRYEWOXWGDQHA-URLMMPGGSA-N	CCOc1cc(OC)ccc1C1=N[C@@H](c2ccc(Br)cc2)[C@@H](c2ccc(Br)cc2)N1C(=O)N1CCN(CCO)CC1	Nutlin-2
UNXQGBMZYKHQCO-NVHWNKAKSA-N	CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12	MI-219
RLUGRMMSGGKTPV-UHFFFAOYSA-N	Nc1sc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1C(=O)NC1CCCCC1	MCL0527-3
UOVSZRTTWLJPHE-HNXAPSNLSA-N	COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)sc32)[C@H]1c1cccc(Cl)c1F	RO5353
NNGMKDJOKUWNGN-NMMPVGNLSA-N	Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(C3CCCC3)C(=O)N21	4-PBHA
IYDMGGPKSVWQRT-UHFFFAOYSA-N	COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCN(C(C)=O)CC2)c(OC(C)C)c1	Nutlin-1
BDUHCSBCVGXTJM-WUFINQPMSA-N	COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1	Nutlin-3A
QZJRNGXHRQJBJH-UHFFFAOYSA-N	O=C(O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccccc2)ncn1Cc1ccc(Cl)cc1	PB12
FLEPRYJBTOPZTM-UKILVPOCSA-N	CC(C)C[C@@]1(C(=O)NCCc2ccncc2)N=CN(CC2CC2)[C@H]1c1ccc(Cl)cc1	PB11
HMKAZNCSHAJLSA-HIJQLYNKSA-N	CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	AM-8735
CGCOPBXAGSCZNX-FNQJWKMRSA-N	COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)ncc32)[C@H]1c1cccc(Cl)c1F	RO2468
ARYVAQSYRLZVQD-UHFFFAOYSA-N	NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2	NMS-P118
XZFYSTPLSPZNKJ-UHFFFAOYSA-N	Cc1ccc(C)n1-c1ccc(C(=O)ON2C(=O)CCC2=O)cc1	RH02007
ZFEXNHYQHDJAGL-UHFFFAOYSA-N	CCC1=C(c2cc(Cl)c3ccccc3c2OCC(=O)O)OC(CC)(C(=O)c2cc(Cl)c3ccccc3c2OCC(=O)O)CC1	NSC83143
CGLMQIIIQWNAMG-UHFFFAOYSA-N	CCOC(=O)C1C(O)=C(P(=O)(C2=C(O)C(C(=O)OCC)C(c3ccc(OC(C)=O)cc3)C(C(=O)O)C2=O)N(CCCl)CCCl)C(=O)C(C(=O)O)C1c1ccc(OC(C)=O)cc1	NSC135098
XKTMIJODWOEBKO-UHFFFAOYSA-M	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1.[Na+]	Acid Green 3
ASUGUQWIHMTFJL-QGZVFWFLSA-N	CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F	Decernotinib
ZHEHVZXPFVXKEY-LYGOBDSISA-N	CCCCCCOC(=O)[C@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	KT5720
VLULRUCCHYVXOH-UHFFFAOYSA-N	Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12	ONC201
LTYNXERAWVCPAH-OHRKNAERSA-N	CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)OC(=O)[C@H](C)N(C)C1=O	Cotransin
YRRAGUMVDQQZIY-UHFFFAOYSA-N	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12	Gossypetin
VWFIHGWHMXSTAO-UHFFFAOYSA-N	C=CCn1c(S)nnc1CSc1ccccc1[N+](=O)[O-]	DSHS00884
JPOAXWSMFOLMQH-UWWJMHSNSA-N	O=C(O)c1cc(N=C2C=CC(=C(c3ccccc3)c3ccc(Nc4ccc(Cl)c(C(=O)O)c4)cc3)C=C2)ccc1Cl	NSC117907
QKJRDUVFCNBDGG-YKXMQWBGSA-N	C=CC1=C(C)C(=O)N/C1=C\c1[nH]c(Cc2[nH]c(/C=C3/NC(=O)C(C(C)SC(C)=O)=C3C)cc2CCC(=O)O)c(CCC(=O)O)c1C	NSC216029
BGLPECHZZQDNCD-UHFFFAOYSA-N	CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1	Cerdulatinib
HWXVIOGONBBTBY-ONEGZZNKSA-N	C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1	Pacritinib
SAGZIBJAQGBRQA-UHFFFAOYSA-N	O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1	GW788388
PNMYJIOQIAEYQL-UHFFFAOYSA-N	Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1	TH588
KTEIFNKAUNYNJU-LBPRGKRZSA-N	C[C@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl	S-crizotinib
AVZCPICCWKMZDT-UHFFFAOYSA-N	O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1	GSK-J1
KWUZCAVKPCRJPO-UHFFFAOYSA-N	CCNc1ccc(-c2nc3ccc(C)cc3s2)cc1	Thio-2
TZALECNALKOBPY-UHFFFAOYSA-N	Cc1ccc2c(sc(-c3ccc4c(c3)sc(-c3ccc(N(C)C)cc3)[n+]4C)[n+]2C)c1S(=O)(=O)[O-]	Thioflavin S
RYCBSFIKWACFBY-UHFFFAOYSA-N	CCn1c(=O)c(-c2ccc(-c3cncc(C)n3)cc2Cl)cc2cnc(NCCC3CCN(C)CC3)nc21	FRAX1036
JVDOKQYTTYUYDV-UHFFFAOYSA-N	Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1	TG10129
HHFBDROWDBDFBR-UHFFFAOYSA-N	O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1	MLN8054
ZIMMTPFXOMAJTQ-UHFFFAOYSA-N	COc1ccc(-c2nc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n(Cc3ccc(C(N)=O)cc3)c2-c2ccc(OC)cc2)cc1	Apoptozole
ZZUZYEMRHCMVTB-UHFFFAOYSA-N	NS(=O)(=O)C#Cc1ccccc1	Pifithrin-mu
HAGVCKULCLQGRF-UHFFFAOYSA-N	Br.Cc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1	Pifithrin-alpha
IMUKUMUNZJILCG-UHFFFAOYSA-N	Cc1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1	Pifithrin-beta
MMBSCBVEHMETSA-GDAWTGGTSA-N	CCC1C/C(=C\c2cccnc2)C(=O)/C(=C/c2cccnc2)C1	MCB-613
LUYWAGVRXKSNLL-DEOSSOPVSA-N	CC1(C)OC(=O)N(c2ccc(C(=O)Nc3cccc4cccnc34)cc2)[C@H]1c1ccccc1	K4F
FDQXEDMRIBACLZ-UHFFFAOYSA-N	NC(=O)c1cccc(NC(=O)C2=C(C(=O)O)CCC2)c1	CHEMBL3414768
GNFSYBNDPOBXLJ-PLNGDYQASA-N	NC(=O)c1cccc(NC(=O)/C=C\C(=O)O)c1	CHEMBL2179989
HWTVYWVFOWWESR-GFCCVEGCSA-N	C[C@@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccn1	CHEMBL3092538
HRYKZAKEAVZGJD-UHFFFAOYSA-N	Cc1nc2c(c(=O)[nH]1)CSCC2	CHEMBL483348
VBHDTUSGPSUCNL-KRWDZBQOSA-N	COC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1nc2ccccc2c(=O)[nH]1	CHEMBL3092523
HWTVYWVFOWWESR-LBPRGKRZSA-N	C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccn1	CHEMBL3092539
NMZRTRAYSHQMPR-UHFFFAOYSA-N	O=C1NCCc2ccc(Cl)cc21	CHEMBL3416132
ZHXIMGYEMBZGOI-UHFFFAOYSA-N	O=c1cc(-c2ccc(F)cc2)oc2ccccc12	NSC-93392
DTMHAFMUJHYVGK-UHFFFAOYSA-N	CN1CCCc2c1cc(-c1ccccc1)[nH]c2=O	CHEMBL3589281
KXSIHXHEHABEJX-UHFFFAOYSA-N	CCCN1CCC(c2nc3cccc(C(N)=O)c3[nH]2)CC1	A-620223
IJAPPYDYQCXOEF-UHFFFAOYSA-N	Oc1nncc2ccccc12	Phthalazinone
ZLYVTQGSZRQZLA-UHFFFAOYSA-N	O=c1[nH]c2cc(CN3CCCC3)ccc2n2cccc12	GJW
NVVWVYYHTKCIAE-UHFFFAOYSA-N	COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1	BZC
GLBZSOQDAOLMGC-UHFFFAOYSA-N	COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1	AMG-458
AXRCEOKUDYDWLF-UHFFFAOYSA-N	Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21	Enzastaurin
VHBFFQKBGNRLFZ-UHFFFAOYSA-N	O=c1cc(-c2ccccc2)oc2ccccc12	Flavone
WHTVZRBIWZFKQO-UHFFFAOYSA-N	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	Chloroquine
PPOQMSJVMJCEAI-UHFFFAOYSA-N	Cc1cc(=O)[nH]c2cc(-c3ccccc3F)ccc12	AJ4
GNFSYBNDPOBXLJ-SNAWJCMRSA-N	NC(=O)c1cccc(NC(=O)/C=C/C(=O)O)c1	CHEMBL2179988
NZSKSXWSNJEOQY-UHFFFAOYSA-N	O=c1[nH]c(N2CCN(Cc3ccncc3)CC2)nc2c1CCCC2	CHEMBL3593715
INPZIMSQNZGLHQ-JTQLQIEISA-N	CC[C@@H](CO)NC(=O)CCc1nc2ccccc2c(=O)[nH]1	CHEMBL3092521
YAXDRRKYLDEMKO-INIZCTEOSA-N	CC[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1	CHEMBL3092544
XFDUHJPVQKIXHO-UHFFFAOYSA-N	Nc1cccc(C(=O)O)c1	3-Aminobenzoic Acid
YWPMKTWUFVOFPL-UHFFFAOYSA-N	O=C1NCCc2ccccc21	CHEMBL1688212
ISZWRZGKEWQACU-UHFFFAOYSA-N	O=c1cc(-c2cccc(O)c2)oc2ccccc12	NSC-22356
PVFGJHYLIHMCQD-UHFFFAOYSA-N	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12	CHEMBL301624
SQVXWIUVAILQRH-UHFFFAOYSA-N	COc1ccc(-c2cc(=O)c3ccc(O)cc3o2)cc1	NSC-123414
ZGSXEXBYLJIOGF-ALFLXDJESA-N	O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)cc1	IWR-1
PISBNXWDAGANOP-UHFFFAOYSA-N	CN(C)Cc1ccc(-c2cc3cccc4c3n2CCNC4=O)cc1	AG-014376
HGEPGGJUGUMFHT-UHFFFAOYSA-N	O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1	KU-0058948
YQSZNYLPVBOGPO-UHFFFAOYSA-N	O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F	KU-58684
SDXBGOVSVBZDFL-UHFFFAOYSA-N	NCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4	CEP-6800
UVSVTDVJQAJIFG-VURMDHGXSA-N	C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br	LFM-A13
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	NC(=O)c1ccc(Br)cc1	4-Bromo-Benzamide
SQCWABLHLAOJBR-UHFFFAOYSA-N	CN1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1	WLH
LPTGUSPVGHUCQF-UHFFFAOYSA-N	C=CCNCC(=O)N1CCc2sccc2C1COc1ccc(Cl)c(C)c1	RUSKI-41
ATUUNJCZCOMUKD-OKILXGFUSA-N	C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@H](C)O1	MLi-2
AEENEMOEBJOKGN-UHFFFAOYSA-N	CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1	RUSKI-43
XKBSPAZCFAIBJL-OAHLLOKOSA-N	CN(C)[C@@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1	(R)-Zinc-3573
KMESAVNRPDKZCQ-UHFFFAOYSA-N	CCOCCn1cc(C(=O)Nc2ccc(-n3nc(-c4cccnc4)cc3C(F)(F)F)cn2)ccc1=O	BI-1935
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	O=C(NC[C@H]1[C@@H]2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@H]12)c1ccc2[nH]nnc2c1	BI-2545
BTSUNSRQYLVGIS-ADTYUTHVSA-N	COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCCCC5)C4)cc3)C2)CC1	M-808
PROGRNRRJJYCNX-UHFFFAOYSA-N	COc1ccc(C(CC(=O)N2CCCC2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc1	CMLD-2
JQNINBDKGLWYMU-GEAQBIRJSA-N	CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3	AMG 176
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Cn1nc(C(F)(F)F)cc1-c1cnc(N2CCc3cc(S(=O)(=O)Nc4c(F)cc(Cl)cc4F)cc(N4CCCC4=O)c32)nc1	TP-020
CGECJCJUHCZZGO-UHFFFAOYSA-N	CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1	MBM-55
OTKTZEZTFCAULO-DEOSSOPVSA-N	O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O	GSK2973980A
XMNLWOQHMQRHDV-UHFFFAOYSA-N	CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C#N)(c3ccccc3)CC2)CC1	NCT-505
BATCTBJIJJEPHM-UHFFFAOYSA-N	O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1	PF-04457845
AYUNIORJHRXIBJ-TXHRRWQRSA-N	C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O	Tanespimycin (17-AAG)
QCQQONWEDCOTBV-UHFFFAOYSA-N	Cc1c(-c2ccc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)cnn1CC12CC3CC(CC(C3)C1)C2	A-1331852
BSISGUIVBKDTQO-QIKYYPRYSA-N	COc1cc(Cl)c(C(=O)N[C@@H](CN[C@H]2CC[C@@H](N)CC2)Cc2ccc(C#N)cc2)cc1-c1ccc(CN[C@H](C)c2ccc(C)cc2)o1	BAY-850
XUYMIRYNRKXKOR-HMHJJOSWSA-N	CCS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(c2)CN(C[C@H]2CC[C@H](C(F)(F)F)CC2)[C@H]3C(C)C)nc1	Vimirogant
CYPYTURSJDMMMP-WVCUSYJESA-N	O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd]	Tris-DBA palladium
XUSDVLHKNBOGJY-UHFFFAOYSA-N	CCCCCCCCCCCCCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	D-NMAPPD
JYZJYKOZGGEXSX-UHFFFAOYSA-N	CCCCCCCCCCCCC(O)C(=O)O	2-hydroxymyristic acid
WUJVPELCYCESAP-UHFFFAOYSA-N	O=C(O)CC1CCC2(CC1)CCN(c1cc(OC(F)(F)F)ccc1Cl)CC2	GPR120-IN-1
ZLTQCDRXWXUYHJ-UHFFFAOYSA-N	[C-]#[N+]c1ccc(S(=O)(=O)Nc2ccc3c(c2)cc(C)c(=O)n3C)cc1	NI-42
NBTNHSGBRGTFJS-UHFFFAOYSA-N	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1	WH-4-023
SOXNKJCQBRQUMS-UHFFFAOYSA-N	Cc1nn(C)c(C)c1CCOc1c(-c2ccc3c(c2)c(CN(C)C)nn3C)ccc(F)c1F	IMP-1088
KYWWJENKIMRJBI-UHFFFAOYSA-N	Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1	LXR-623
MPASHPJAIUOWCK-UHFFFAOYSA-N	Cc1cc(C)c(-n2ccn3nc(-c4cccnc4)cc23)cc1NC(=O)c1cc(C#N)cc(S(F)(F)(F)(F)F)c1	BAY-826
JVCWPUFNLFSKFS-UHFFFAOYSA-N	CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C	AC710
FYMVGXGSNIVSKY-NRFANRHFSA-N	C#Cc1cnc2[nH]cc(-c3cccc4c3CCN4C(=O)[C@@H]3CCCN3C#N)c2c1	IMP-1710
KLGQSVMIPOVQAX-UHFFFAOYSA-N	Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2	XAV939
ZJZWZIXSGNFWQQ-UHFFFAOYSA-N	COc1ccc(C2(CNC(=O)c3ccc(NC(=O)c4ccco4)cc3)CCOCC2)cc1	JW55
KHWCPNJRJCNVRI-UHFFFAOYSA-N	CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1	GSK2801
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N	Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1	Bafetinib
LVDRREOUMKACNJ-BKMJKUGQSA-N	Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12	LP99
CXJCGSPAPOTTSF-VURMDHGXSA-N	CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C	KH-CB19
TXEBNKKOLVBTFK-UHFFFAOYSA-N	C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1	BLU9931
CQCWHSDMJBAGDC-UHFFFAOYSA-N	CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1	GNE-781
DSUZLJDXUJUTGI-LLVKDONJSA-N	O=c1[nH]ccc2cc(F)c(NS(=O)(=O)c3ccc(N4CC[C@@H](O)C4)s3)cc12	LSN-3213128
VWEDZTZAXHMZIL-UHFFFAOYSA-N	COc1cc(CCNCc2ccccc2O)c(OC)cc1C#N	25CN-NBOH
PKCDDUHJAFVJJB-VLZXCDOPSA-N	C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1	Linsitinib
JGQPZPLJOBHHBK-UFXYQILXSA-N	Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2	dBET6
XSMABFRQESMONQ-SFHVURJKSA-N	CN(c1ccccc1)c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O	QC6352
NGEBYTLALFOQKI-HDJSIYSDSA-N	O=C(O)C[C@H]1CC[C@H](c2ccc(NC(=O)c3nnc(Nc4ccc(F)c(F)c4)o3)cc2)CC1	AZD3988
RENRQMCACQEWFC-UGKGYDQZSA-N	CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1	LNP-023
JKCSCHXVWPSGBG-OPKPGBGESA-N	NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)CCCCCC#Cc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)C[C@H](NC(=O)c3cc4cc(C(F)(F)P(=O)(O)O)ccc4[nH]3)C(=O)N12)C(=O)NC(c1ccccc1)c1ccccc1	SD-36
MPMKMQHJHDHPBE-RUZDIDTESA-N	C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12	GLPG0974
HNLHOKSDTBAERS-CWIPYCOQSA-N	CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2ncc(CC(=O)O)s2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)c(F)c1	AM-6761
MXUSGDMIHGLCNC-HNNXBMFYSA-N	N#Cc1cc(F)cc(Oc2ccc(S(=O)(=O)C(F)F)c3c2CC(F)(F)[C@H]3O)c1	PT2399
LXRZVMYMQHNYJB-UNXOBOICSA-N	Cc1sc(C(=O)c2cncnc2N[C@H]2C[C@H](O)[C@@H](COS(N)(=O)=O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21	TAK-981
TXZPMHLMPKIUGK-UHFFFAOYSA-N	COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2	PFI-1
RUPXKSLKGSSZCP-UHFFFAOYSA-N	Cc1ccccc1-c1cccc(CNc2ccc(CCC(=O)O)cc2)c1	TUG-469
ONBSHRSJOPSEGS-INIZCTEOSA-N	CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2	PT2385
TVTXCJFHQKSQQM-LJQIRTBHSA-N	COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F	RG7388
GBJVVSCPOBPEIT-UHFFFAOYSA-N	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O	AZD1152
GBAKVEWPYUIGHN-UHFFFAOYSA-N	O=c1nc(-c2ccccn2)sc2ccccc12	BTZO-1
NBOJHRYUGLRASX-UHFFFAOYSA-N	O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1	PF-3845
