inchikey	smiles	name
UQZCQKXJAXKZQH-LBPRGKRZSA-N	C[C@@H](COCCC(=O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1)Nc1cn[nH]c(=O)c1C(F)(F)F	RBN-2397
JZCWLJDSIRUGIN-UHFFFAOYSA-N	CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1	BERZOSERTIB
LCFFREMLXLZNHE-GBOLQPHISA-N	CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1	RILZABRUTINIB
FUIYMYNYUHVDPT-HDJSIYSDSA-N	CC1(C)Oc2ncnc(N)c2N=C1c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1	T863
XOPYFXBZMVTEJF-PDACKIITSA-N	CO[C@]12C=C[C@](C)(O1)[C@@H](OC(=O)/C=C/c1cn(C)cn1)C[C@H]1C(C)=CC[C@H](C(C)C)[C@H]1/C=C\2CO[C@@H]1OC[C@@H](O)[C@@H](O)[C@@H]1OC(C)=O	Eleutherobin
CSWHYHPUEDNIQY-UHFFFAOYSA-N	COc1ccc(C(=O)N2c3ccccc3Sc3ccc(Cl)cc32)cc1	iHAP1
PHCFSFBQEROREL-BQBZGAKWSA-N	CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O	Talabostat
WGKGADVPRVLHHZ-ZHRMCQFGSA-N	O=S(=O)(N[C@@H]1CCC[C@H](N2c3ccccc3Oc3ccccc32)[C@H]1O)c1ccc(OC(F)(F)F)cc1	DT-061
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21	GF109203X
GRTDDIZIUSADLD-CRAIPNDOSA-N	COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21	SPH3127
OXQNLLVUVDAEHC-OAQYLSRUSA-N	COc1ccc(-c2csc(NC(=O)[C@H]3CCCCN3S(=O)(=O)c3ccc(C)cc3)n2)cc1	ML277
PKNYXWMTHFMHKD-UHFFFAOYSA-N	CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O	GW7647
HRJWSEPIRZRGCL-UHFFFAOYSA-N	O=C(O)c1ccc(OCCCc2ccc(OCCCCOC3CCCCC3)cc2)c(C(=O)NC2CCCC(C(=O)O)C2)c1	HAMI3379
KBFUQFVFYYBHBT-UHFFFAOYSA-N	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1cccn1	TRAM-34
OYUDYQMFVRHPIY-UHFFFAOYSA-N	CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)cn3)cc(OC(C)C)c2)n1)OCC	BMS-820132
USHQRIKZLHNPQR-JTQLQIEISA-N	COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F	ICENTICAFTOR
PQUGCKBLVKJMNT-UHFFFAOYSA-N	COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1	SC-560
QGZYDVAGYRLSKP-UHFFFAOYSA-N	O/N=C(\O)CCCCCC/N=C(\O)c1cnc(N(c2ccccc2)c2ccccc2)nc1	Ricolinostat
WWOOWAHTEXIWBO-QFRSUPTLSA-N	Nc1ncnc2c1ccn2[C@@H]1O[C@H]([C@H](O)c2ccccc2)[C@@H](O)[C@H]1O	LLY-283
WULUGQONDYDNKY-UHFFFAOYSA-N	CN(C)C(=O)Cn1cc(-c2ccc(-c3cncc4ccccc34)cc2)cn1	BI-1347
CJAQCMBWGUOBIX-ZUQRMPMESA-M	Cc1c(P(=S)(c2ccccc2)c2ccccc2)n2ccccc2[n+]1C/C=C/c1ccccc1.[Br-]	ML154
YEVOZZZLKJKCCD-UHFFFAOYSA-N	CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)ncc1Cl	HG-10-102-01
PRNXOFBDXNTIFG-FQEVSTJZSA-N	Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C	AZD3965
PQOOIERVZAXHBP-UHFFFAOYSA-N	O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1	UNC1215
COOGVHJHSCBOQT-MRVPVSSYSA-N	CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1	JNJ-39758979
DLNFTRSEHUWEGO-HUUCEWRRSA-N	O=C(Cc1ccccc1)Nc1nnc(N2C[C@H]3C[C@@H]2CN3c2cccnn2)s1	A-446
LIIWIMDSZVNYHY-UHFFFAOYSA-N	O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1	ACY-738
PDMXSCCBEBCTGX-UHFFFAOYSA-N	O=C(Nc1ccc(Cl)cc1B(O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2)nc1	HSL-IN-1
QBIGUDRHHJTXKG-UUWRZZSWSA-N	COc1nc2ccc([C@@](O)(c3ccccc3)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1	JNJ-54119936
JYTISQGEFSHUIR-UHFFFAOYSA-N	Cc1c(Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2F)nc2ccc(-c3cnn(C4CC4)c3)cn2c1=O	NVS-BPTF-1
GRXCLNMCJWKTAT-UHFFFAOYSA-N	COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C5CCC5)n4)cc3C2)c1	PF-06471553
VGRLXWFIXGZRMS-UHFFFAOYSA-N	O=C(c1cnc(NCc2cnccn2)nc1)N1CCC2(CCOCC2)C1	PFI-653
PGKXDIMONUAMFR-AREMUKBSSA-N	CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1	SAREDUTANT
PWKAYICUBVNJAZ-UHFFFAOYSA-N	CC1CCN(c2ccnc(NCc3cn(C)cn3)n2)CC1	TP-040
MSTXJJGAXXJCBY-UHFFFAOYSA-N	O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc2ccccc2c1	VU0364739
VHSVKVWHYFBIFJ-HKZYLEAXSA-N	CC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1cc3c(cc1Br)OCO3)N2	LNS8801
IVDUVEGCMXCMSO-FQEVSTJZSA-N	Cc1ncc(Cl)cc1NCc1ccc(C(=O)N[C@@H](CC2CCCC2)C(=O)NC2CC2)s1	GSK2830371
WOAOENGFAAUUGT-UHFFFAOYSA-N	Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccnc2cc(F)ccc12	BI-9321
HRJWTAWVFDCTGO-UHFFFAOYSA-N	O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2	LY2090314
BZZKEPGENYLQSC-FIBGUPNXSA-N	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	DEUCRAVACITINIB
XUKUURHRXDUEBC-KAYWLYCHSA-N	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O	Atorvastatin
WDHOIABIERMLGY-CMJOXMDJSA-N	C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F	AZD9833
YTINZZFBHWSAGL-NDEPHWFRSA-N	N#Cc1ccc(N2CCN(Cc3ccc(COc4cccc5c4CN([C@H]4CCC(=O)NC4=O)C5=O)cc3)CC2)c(F)c1	MEZIGDOMIDE
VNCIWNGCMAKKEO-UHFFFAOYSA-N	CCCCN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1	TH257
OBKXEAXTFZPCHS-UHFFFAOYSA-N	O=C(O)CCCc1ccccc1	Phenylbutyrate
VRQMAABPASPXMW-HDICACEKSA-N	COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@H](C)N[C@H](C)C4)cc3)[nH]n2)cc(OC)c1	AZD4547
AVKAVKZKOFSSMY-DEOSSOPVSA-N	Cc1cc2c(ncn2C2(C)CN(C(=O)c3ccn(CC4CCN([C@H]5C=CCCCC5)CC4)c3)C2)c(N)n1	PFI-5
QGNDVASWIHEXCL-AWEZNQCLSA-N	C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4c(cnn4C)c3)ccc2[nH]1	SGC-iMLLT
QCIJLRJBZDBVDB-UHFFFAOYSA-N	COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C	PFI-4
ZKIRTFGYQVXNGL-UHFFFAOYSA-N	C=CCn1cc(C(=O)N(C)C2CCN(c3cc(-c4cccc(OC)c4)ncn3)CC2)c2cc[nH]c2c1=O	GNE-886
AQTNUGRRZDRZIA-UHFFFAOYSA-N	CC(C)(C)OC(=O)N1CCN(c2cc(-c3ccccc3O)nnc2N)CC1	SGC-SMARCA-BRDVIII
RZFJBSIAXYEPBX-UHFFFAOYSA-N	CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl	SMG1i
IXWUILRSNIQHDM-QGZVFWFLSA-N	CN(C)C(=O)c1ccc(-c2cc(C(=O)N[C@@H]3CCc4ccccc43)no2)cc1O	PFI-6
INAICWLVUAKEPB-QSTFCLMHSA-N	O=C(/C=C/N1C[C@H]2C[C@@H]1CN2c1ccccn1)c1ccccc1O	PFI-3
GWGNPYYVGANHRJ-GDBMZVCRSA-N	C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1cn2c(C3CCOCC3)ncc2c(=O)[nH]1	IMR-687
AUOSKLDNVNGKRR-UHFFFAOYSA-N	COc1cc(Nc2ccnc3ccc(Br)cc23)cc(OC)c1OC	SGC-GAK-1
KGXBCWANASZZQG-UHFFFAOYSA-N	CCC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)cc1	FMF-03-145-1
ZRTFTZCKJUNZIU-HNNXBMFYSA-N	C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4cnccc4c3)ccc2[nH]1	NVS-MLLT-1
CZKPAGLXQOQNEI-UHFFFAOYSA-N	CCCCCCCCCCCCC(=O)c1c(O)c(OC)c(OC)[nH]c1=O	TTT20171
JKJMWHULJIOKPJ-UHFFFAOYSA-N	O=C(N1CCCCC1Cc1ccccc1)n1cc(-c2ccc(-c3ccccc3)cc2)nn1	KT109
TXJZRSRTYPUYRW-GHTZIAJQSA-N	COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1	RSL3
DGEZNRSVGBDHLK-UHFFFAOYSA-N	c1cnc2c(c1)ccc1cccnc12	PHENANTHROLINE
ARYUXFNGXHNNDM-UHFFFAOYSA-N	COc1cc(NC(=O)c2ccccn2)ccc1Cl	VU0361737
WQAVGRAETZEADU-UHFFFAOYSA-N	CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O	AZD5305
MLJVGAYSVYMPSB-MSUKGTQXSA-N	CC1=C(C)C(=O)C(C(C)(C)CC(=O)N(CCCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)Cc2cccc(-c3ccc(Cl)cc3)c2)=C(C)C1=O	SGC3027
CDJPHTNUARAVMH-SECBINFHSA-N	C[C@H](c1cccc(C#N)c1)n1cc(Cl)cc(C(N)=O)c1=N	(R)-9s
HFNKQEVNSGCOJV-OAHLLOKOSA-N	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1	Ruxolitinib
OQFCHSFVWSLDAO-UHFFFAOYSA-N	COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2CC(F)(F)F	DCLK1-IN-1
WSEQXVZVJXJVFP-FQEVSTJZSA-N	CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	ESCITALOPRAM
AJBBEYXFRYFVNM-UHFFFAOYSA-N	CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O	MRS 1754
HNOLTAKAPDKZRY-AWEZNQCLSA-N	CC(C)[C@@H]1CN(c2nc(Nc3cc(C(C)(C)C)[nH]n3)c3cc[nH]c3n2)CCN1	Spastazolin
KJDAGXLMHXUAGV-DGWLBADLSA-N	NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)[C@H](O)[C@@H]1O	TAK-243
FLNYLINBEZROPL-NSOVKSMOSA-N	COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1	CP-96345
GSCPDZHWVNUUFI-UHFFFAOYSA-N	NC(=O)c1cccc(N)c1	3-AMINOBENZAMIDE
CMJJZRAAQMUAFH-INIZCTEOSA-N	Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@@H]4C)cc(C(F)(F)F)c2)cn1	DDR-TRK-1
MSIJJXOWLFOYIN-UHFFFAOYSA-N	CN(C)CCCOc1ccc(-c2cc(NCCCn3cccn3)nc(S(C)(=O)=O)n2)cc1	TP-238
FFLJVBPCONQSQW-UHFFFAOYSA-N	c1ccc2c(-c3coc4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1	MU1700
IESAJAZKMLPVIB-VXGBXAGGSA-N	O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(F)cc1	BAY-390
PEMUGDMSUDYLHU-ZEQRLZLVSA-N	C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N	MRTX849
NXQKSXLFSAEQCZ-SFHVURJKSA-N	C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1	AMG-510
CAPZLSKZPWSIKV-LJQANCHMSA-N	Cn1cnc2ncnc(N3CC[C@@]4(CCN(c5ccc(C(F)(F)F)c(Cl)c5)C4)C3)c21	MRK952
RIGHCDSORZCRDE-UHFFFAOYSA-N	O=C(NCCCn1ccnc1)c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1	JNJ-9350
RAXZSEGXMBWYQK-SNVBAGLBSA-N	C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1	ERKi
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	DORAMAPIMOD
RHFIAUKMKYHHFA-UHFFFAOYSA-N	N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1	GNE-3511
LUVOYGUFQRWXGQ-UHFFFAOYSA-N	COCCOCCn1nc(C)c2c1CSCc1cc(n(C)n1)CCc1cc(c3ccc(F)cc3c1)OCCCn1c(C(=O)O)c(C)c3c-2c(Cl)ccc31	JNJ-4355
MCLDWKVRXDHDEI-UHFFFAOYSA-N	CC(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1	SGC-CAF382-1
VSMTYSWGHKYXOF-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C	TDI-10229
NWTCZTAQSRLSCP-UHFFFAOYSA-N	O=C(CCc1ccc2c(c1)[nH]c1ccncc12)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O	QC-01-175
DRSZMILOMUPIBJ-UHFFFAOYSA-N	CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1	TC-G-1008
ZLHFILGSQDJULK-UHFFFAOYSA-N	COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O	ALISERTIB
CWLAIOPWFOOJHQ-QHCPKHFHSA-N	CNC(=O)Oc1cc(F)c2nc(-c3ccc4ccccc4c3)n(-c3ccnc(N[C@H]4CCCN(C(=O)C5CC5)C4)n3)c2c1	JNK3-IN-8
NCDZABJPWMBMIQ-INIZCTEOSA-N	CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1	AZD-4017
XDJGNPSZQSWJCV-UHFFFAOYSA-N	CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1	PF-06263276
UZWDCWONPYILKI-UHFFFAOYSA-N	CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1	ABEMACICLIB
QJZQFVRFJCGDKF-UHFFFAOYSA-N	Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1	MK-2894
YOVVNQKCSKSHKT-HNNXBMFYSA-N	Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12	APITOLISIB
GBLBJPZSROAGMF-RWYJCYHVSA-N	CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1	PRALSETINIB
HWVNEWGKWRGSRK-UHFFFAOYSA-N	Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O	GW0742
KVLFRAWTRWDEDF-IRXDYDNUSA-N	COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO	AZD8055
HFLMLZKGLUEWBU-UHFFFAOYSA-N	CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12	KHK-IN-1
UKBQFBRPXKGJPY-INIZCTEOSA-N	CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCOC3)cn2)c1	Ervogastat
OAZAPIKYVGRNCO-UHFFFAOYSA-N	CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1	TP-060
RSMYFSPOTCDHHJ-GOSISDBHSA-N	COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12	AZD5153
GOOYSJIWTIHOGW-UHFFFAOYSA-N	COc1ncccc1-c1cnn2ccc(N3CCN(C(=O)OC(C)C)CC3)nc12	LP-935509
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F	ZIMLOVISERTIB
SJHNWSAWWOAWJH-MRXNPFEDSA-N	Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1	Emavusertib
DJVYXMINSBMUHH-QAQDUYKDSA-N	c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1	IRAK4-IN-28
CDQQWCLOMUMQMM-UHFFFAOYSA-N	N#Cc1c(-c2cccs2)nc(SCc2cccc(C(=O)NO)c2)[nH]c1=O	TES-1025
RQFYFNAGNBUGFC-UHFFFAOYSA-N	COc1ccc(-c2ocnc2C(=O)NCCCn2cncn2)cc1Cl	PF-367
COGUZYALRYMQTD-LJQANCHMSA-N	C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1	MFH290
WQVPGYMGERDXLH-UHFFFAOYSA-N	C=CC(=O)Nc1cccc(C(=O)Nc2ccc(NC(=O)c3cccc(-c4ccn[nH]4)n3)cc2)c1	JH-X-119-01
IWMCPJZTADUIFX-UHFFFAOYSA-N	COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C	LRRK2-IN1
FWJRVGZWNDOOFH-OAHLLOKOSA-N	CCCCCCc1cccc(NC(=O)[C@H](N)CCP(=O)(O)O)c1	ML5
QJSFLEBIQZMJQF-UHFFFAOYSA-N	Nc1ncc(-c2ccc(S(=O)(=O)N3CCN(CCCCc4cn(CCOCCOCCOCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)nn4)CC3)cc2)nc1C(=O)Nc1cccnc1	PT-65
NIPTUMFVYBXSMZ-JOCHJYFZSA-N	Cc1cc(C)cc([C@@H]2c3cc(C)ccc3NC(=O)CN2C(=O)c2ccc(Br)s2)c1	SGC6870
WDBUEMWHXKHQNB-NNAUULPKSA-N	COc1cc(OC)c(Cl)c(/N=C(\O)N(C)c2cc(Nc3ccc(N4CCN(C/C(O)=N/[C@H](C(=O)N5C[C@H](O)C[C@H]5/C(O)=N\[C@H](C)c5ccc(-c6scnc6C)cc5)C(C)(C)C)CC4)cc3)ncn2)c1Cl	DGY-09-192
LWXOPXNDPRPGMJ-UHFFFAOYSA-N	C=C/C(O)=N/c1ccccc1Nc1ncnc2[nH]cc(Cl)c12	BSJ-04-122
KOZGEDUWAQFVAV-UHFFFAOYSA-N	O=C1COc2cc(C(=O)N(Cc3ccc(C(=O)Nc4ccncn4)cc3)C3CC3)ccc2N1	UNC6934
DMUSMYYDKCXFKR-MRJIRHQNSA-N	CN(C)C/C=C/C(=O)Nc1ccc(O[C@@H]2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1	BSJ-01-175
VNSQFPFWUAZOTQ-UHFFFAOYSA-N	COc1cccc(OC)c1S(=O)(=O)Nc1noc2cc(Cn3cccn3)cc(OC)c12	PF-9363
LXRBPWHQMGKMRT-GOSISDBHSA-N	CC(C)C[C@@H](NC(=O)C1(C(F)(F)F)CCCCC1)C(=O)Nc1nnc(Cc2ccc(C#N)cc2)s1	BAY-805
XUOJHVFYSAMHNK-GWMXKSKGSA-N	Nc1ncc(-c2cn(C34CC(F)(C3)C4)c([C@@H](O)C(F)(F)F)n2)cc1OC(F)(F)F	IACS-52825
IVOACCSOISMVBL-UHFFFAOYSA-N	O=C(c1ccc2c(ccn2-c2ccc(F)cc2)c1)N1CC(N2CCN(C(=O)c3nccs3)CC2)C1	JNJ-42226314
HEUVRFNVTLGKMZ-SANMLTNESA-N	Cn1cncc1[C@](O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1	ABT-100
DNVXATUJJDPFDM-KRWDZBQOSA-N	Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2	JQ1
NZYTZRHHBAJPKN-UHFFFAOYSA-N	COc1cc(OC)cc(-c2noc(N3CCN(C)C4(CCN(c5ccnc(C)c5)CC4)C3)n2)c1	MRK-740
RCINICONZNJXQF-MZXODVADSA-N	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C	Taxol
BDYDINKSILYBOL-WMZHIEFXSA-N	COc1cc(C(=O)N2CC[C@@H](O)[C@@H](N)C2)cc2nc(-c3cc4ccccc4n3CC3CC3)n(C)c12	GSK484
DUCNNEYLFOQFSW-PMERELPUSA-N	COc1c(C)cc(NC(=O)c2nn(Cc3ccc(F)cc3)c3c2CN(C(=O)c2ccc[nH]2)C[C@]3(C)C(N)=O)cc1C	GSK864
RPBMXJHQYJLPDN-UHFFFAOYSA-N	CC(=O)c1cc(-c2cc(C(=O)NC3CC3)ccc2C)c2ncccn12	TP-472
RNEOHKZPZKEZCQ-UHFFFAOYSA-N	O=C(NCCc1nccs1)c1cnc2c(SSc3cccc4cc(C(=O)NCCc5nccs5)cnc34)cccc2c1	Capzimin
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	COCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1	SHR1653
RMCSKUADBRROSI-UHFFFAOYSA-N	Cc1ccc2c(OCCN3CCN(Cc4cccc5cccnc45)CC3)cccc2n1	SB-714786
RWRSKMSFZCQDMQ-UHFFFAOYSA-N	Clc1ccc(Oc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1	TTBK1-IN-2
RIWTUJFFSTVYPW-UHFFFAOYSA-N	COc1cc(-c2cncc(-c3ccc(N4CCN(C(C)C)CC4)cc3)c2C)cc(F)c1C(N)=O	M4K2234
QARLNMDDSQMINK-BVRKHOPBSA-N	Cc1c(Nc2nccc3cc(CN4CC[C@@H](O)C4)cnc23)cccc1-c1cccc(-c2nc3cc(CN4CC[C@@H](C(=O)O)C4)cc(C#N)c3o2)c1C	INCB085660
HKASDKLLEVWKJA-YADARESESA-N	CC(C)c1nc2c(c3c1[C@@H](c1ccc(C(F)(F)F)cc1)OC31CCOCC1)[C@@H](O)CC(C)(C)C2	BI-5756
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	C[C@H]1CCN1c1nc(N2C[C@H]3[C@H](CC(=O)O)[C@H]3C2)cc(C(F)(F)F)n1	PF-06835919
XRDVXQQZLHVEQZ-UHFFFAOYSA-N	O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1	GNE-617
MZBOZBMARIQZGX-GRRGFIRHSA-N	CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12	MI-888
LZNFQRSVDZCPTR-SCFUHWHPSA-N	C#Cc1cccc(Nc2ncnc3c2ncn3[C@@H]2O[C@H](COS(N)(=O)=O)[C@@H](O)[C@H]2O)c1	ABPA3
UNRTVIQQMJRQLZ-UHFFFAOYSA-N	Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1	GNE-7883
LQHDIGAYVSAVRJ-UHFFFAOYSA-N	COc1nnc2ccc(N(C)CCOc3ccc(C4CCN(c5ccc6nnc(OC)n6n5)CC4)cc3)nn12	BiBET
BWBUPDTUXQDHSX-AWEZNQCLSA-N	CC(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)C)n1	CS640
ZRHWCAFAIHTQKD-QGZVFWFLSA-N	COC(=O)N1C(=O)[C@@](c2ccccc2)(C2CCCC2)N1C(=O)OC	ABL127
CQAPXPSWLDAVEG-UHFFFAOYSA-N	CC(C)(O)c1ccc(NC(=O)c2ccnn(-c3ccccc3OCC(F)(F)F)c2=O)cc1	T-690
YNVKFHIWFDRVNY-UHFFFAOYSA-N	Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1	HS665
