chembl_id	inchikey
CHEMBL3109945	BXKNUXDLZJPPBO-UHFFFAOYSA-N
CHEMBL204232	VHSIAYLBCLUAFT-UHFFFAOYSA-N
CHEMBL4594444	AZXOTZCWQDJCLY-SJCJKPOMSA-N
CHEMBL5308262	APLVGTKXOIMODQ-IBGZPJMESA-N
CHEMBL4745471	TXIYVFVMXNFNRX-UHFFFAOYSA-N
CHEMBL4088216	MAHFVAHPQSLLJF-IBGZPJMESA-N
CHEMBL4752776	BNYXRPMABDQJJR-UHFFFAOYSA-N
CHEMBL4452939	UCBIQZUJJSVQHL-UHFFFAOYSA-N
CHEMBL5085558	WBFJDKLBAAHKIL-UHFFFAOYSA-N
CHEMBL4802045	DVIVLYHDLNAXAT-OAQYLSRUSA-N
CHEMBL4537673	HZRJHVDNTDBTOZ-QGZVFWFLSA-N
CHEMBL3605457	LHGUZCKPFXXVPV-GOSISDBHSA-N
CHEMBL2436978	QKKIWEILHCXECO-UHFFFAOYSA-N
CHEMBL5177469	HLHNFJNSQZZUNW-MAEOIBBWSA-N
CHEMBL3358954	AUIFRJWXYUNPPV-QFIPXVFZSA-N
CHEMBL4549667	KHVVJKLNKLQLJZ-SFHVURJKSA-N
CHEMBL5303489	VGFHPNRWHOQLEB-UHFFFAOYSA-N
CHEMBL2177161	FHCSBLWRGCOVPT-UHFFFAOYSA-N
CHEMBL4552060	WQNRDXHKVSKUPI-UHFFFAOYSA-N
CHEMBL4531334	IEFFSHLHNYVSEF-UHFFFAOYSA-N
CHEMBL4564126	LVEUPFUJRKZPEN-UHFFFAOYSA-N
CHEMBL5087558	YCFFONJEHNSECY-UHFFFAOYSA-N
CHEMBL5288342	DZIHITUUUPJMOQ-UHFFFAOYSA-N
CHEMBL3815054	JRJKATLTRNXYCE-UHFFFAOYSA-N
CHEMBL2216870	IFSDAJWBUCMOAH-HNNXBMFYSA-N
CHEMBL4587232	BXDZOYLPNAIDOC-UHFFFAOYSA-N
CHEMBL4591082	WGMNFJAFXXXRLZ-GEVKEYJPSA-N
CHEMBL5288779	HEVVNKYNJCSHFA-UHFFFAOYSA-N
CHEMBL5078192	KFRGPUFONMCXQI-RUZDIDTESA-N
CHEMBL402548	XKFTZKGMDDZMJI-HSZRJFAPSA-N
CHEMBL1731533	QPGYAMIHXLCFTJ-UHFFFAOYSA-N
CHEMBL3697701	HKROEBDHHKMNBZ-CHBKHGQFSA-N
CHEMBL3897959	HOTSVKDMIYWWIY-UHFFFAOYSA-N
CHEMBL3188172	AECDBHGVIIRMOI-UHFFFAOYSA-N
CHEMBL280164	JGPJQFOROWSRRS-UHFFFAOYSA-N
CHEMBL5209511	VQINULODWGEVBB-UHFFFAOYSA-N
CHEMBL5189857	GPXQUPCJIJBXHJ-UHFFFAOYSA-N
CHEMBL5303540	VLYNCWZASZUTNV-FCQUAONHSA-N
CHEMBL5307400	XKDHFIPNTTUSIA-UHFFFAOYSA-N
CHEMBL607400	MSYKRHVOOPPJKU-BDAKNGLRSA-N
CHEMBL5315640	JGLGMFHQGRAHAO-HXUWFJFHSA-N
CHEMBL5084200	GHNYLVIESIGHDJ-OAQYLSRUSA-N
CHEMBL252164	NDAZATDQFDPQBD-UHFFFAOYSA-N
CHEMBL4650521	UCJZOKGUEJUNIO-IINYFYTJSA-N
CHEMBL5091591	ZLVKIBLQXFILMA-IKGGRYGDSA-N
CHEMBL4434871	VBYGXNURPHQSPG-MUUNZHRXSA-N
CHEMBL4206758	YDPMMWAOCCOULO-JBRSBNLGSA-N
CHEMBL3622372	SPDQRCUBFSRAFI-DOMZBBRYSA-N
CHEMBL5174830	DORZPJWJOBMQKC-UHFFFAOYSA-N
CHEMBL4522276	IIKPYJZUOZRTIB-UHFFFAOYSA-N
CHEMBL3989948	WKDNQONLGXOZRG-HRNNMHKYSA-N
CHEMBL4754195	HEAGNKNMQVIVMM-UHFFFAOYSA-N
CHEMBL4213025	JWZAQUXBYYOGFA-UHFFFAOYSA-N
CHEMBL3959351	GHKMIOAEPALCFS-UHFFFAOYSA-N
CHEMBL4795354	RTFQFPZKDYMMMJ-RIAKQDHQSA-N
CHEMBL4870240	YJOJMGTVKMABKQ-FIQOPJFZSA-N
CHEMBL2151741	YNDJPWSVYYRNTJ-MEXKHVBFSA-N
CHEMBL5275033	QUQTXFIMYFMULC-OGOZKGDESA-N
CHEMBL5194790	ZSCOIFSUFMYZEZ-YSWDPXALSA-N
CHEMBL4582373	BQXUPNKLZNSUMC-YUQWMIPFSA-N
CHEMBL4553408	PACRWHUPEPCFHX-UHFFFAOYSA-N
CHEMBL4749646	ZUODKONSNNHSAJ-AMLBMYBGSA-N
CHEMBL4451634	XPEJZXWPKDAYFX-UHFFFAOYSA-N
CHEMBL5315550	BUIJBFHGUQJYSD-XZOQPEGZSA-N
CHEMBL3824068	BLFBSGVUERKSST-UHFFFAOYSA-N
CHEMBL4297629	MOWXJLUYGFNTAL-DEOSSOPVSA-N
CHEMBL4850857	BPLPIBNWDLPUKP-UHFFFAOYSA-N
CHEMBL5077506	OMISHRJQMYQPMG-UHFFFAOYSA-N
CHEMBL5207128	LTOAWFRZXVPHAJ-UHFFFAOYSA-N
CHEMBL4297899	AOTRIQLYUAFVSC-UHFFFAOYSA-N
CHEMBL3960662	AOTRIQLYUAFVSC-UHFFFAOYSA-N
CHEMBL4851439	ATKHYZXUMVNCIO-UHFFFAOYSA-N
CHEMBL5095223	WXRCLFFPZXJCLS-UHFFFAOYSA-N
CHEMBL419432	KLKKWCPJBTXWOV-UHFFFAOYSA-N
CHEMBL4537998	FMQWOAKTQPLQBR-SANMLTNESA-N
CHEMBL205742	JOFQERPJMGKMMX-QGZVFWFLSA-N
CHEMBL5192659	ILPWEAHQRAWJIU-OAHLLOKOSA-N
CHEMBL5095164	DVFCRTGTEXUFIN-GFCCVEGCSA-N
CHEMBL4450322	KPABJHHKKJIDGX-JOCHJYFZSA-N
CHEMBL2325741	JDUBGYFRJFOXQC-KRWDZBQOSA-N
CHEMBL5203605	VBTBURGKMCKOJC-UHFFFAOYSA-N
CHEMBL5285058	GPKLWRHHVIBYEO-KMKOMSMNSA-N
CHEMBL3951810	AKCDDYGYIGPEKL-JQOQJDEVSA-N
CHEMBL5169494	HFOBENSCBRZVSP-NRFSWKIWSA-N
CHEMBL5095777	WZMIWVZGYMKUDV-UHFFFAOYSA-N
CHEMBL4647810	YBXRSCXGRPSTMW-CYBMUJFWSA-N
CHEMBL5081048	SCLLZBIBSFTLIN-INOGPEIASA-N
CHEMBL4746525	CKFRXCBNKKOFGO-IGEOTXOUSA-N
CHEMBL4446892	FFPHMUIGESPOTK-UHFFFAOYSA-N
CHEMBL1939876	MMJPVSDTLGFIQW-UHFFFAOYSA-N
CHEMBL209148	ZHXNIYGJAOPMSO-UHFFFAOYSA-N
CHEMBL4518579	HCDAVCLCBXIYPW-QGZVFWFLSA-N
CHEMBL4447794	MVULIYLBRNHLEE-LFHXYJAASA-N
CHEMBL5084955	BOXZMOCGSKLDAH-OUZJXKGJSA-N
CHEMBL5092273	OFNZESNEBSQKSE-BQGOKDIQSA-N
CHEMBL3913746	AWNXKZVIZARMME-UHFFFAOYSA-N
CHEMBL4303171	FSZPIAXLCCQFCM-FCQUAONHSA-N
CHEMBL474133	YBMGNDPBARCLFT-UHFFFAOYSA-N
CHEMBL3622373	GEPYBHCJBORHCE-SFHVURJKSA-N
CHEMBL3392845	CCAWRGNYALGPQH-UHFFFAOYSA-N
CHEMBL3414622	JCKGSPAAPQRPBW-OAQYLSRUSA-N
CHEMBL2441082	RNAMYOYQYRYFQY-UHFFFAOYSA-N
CHEMBL1231795	QOECJCJVIMVJGX-UHFFFAOYSA-N
CHEMBL3414619	DPJNKUOXBZSZAI-UHFFFAOYSA-N
CHEMBL3183531	WBKCKEHGXNWYMO-UHFFFAOYSA-N
CHEMBL3818617	OTTJIRVZJJGFTK-SFHVURJKSA-N
CHEMBL4521971	ABGOSOMRWSYAOB-UHFFFAOYSA-N
CHEMBL1093266	PSOXOVKYGWBTPB-UHFFFAOYSA-N
CHEMBL1231160	MPUQHZXIXSTTDU-QXGSTGNESA-N
CHEMBL3125702	DRLCSJFKKILATL-YWCVFVGNSA-N
CHEMBL1221600	HXZRMADPDYFMEB-FTTMEYFSSA-N
CHEMBL413	QFJCIRLUMZQUOT-HPLJOQBZSA-N
CHEMBL3819587	ZDNGJXBUEQNFBQ-GCJKJVERSA-N
CHEMBL269732	QJJXYPPXXYFBGM-LFZNUXCKSA-N
CHEMBL4564923	QJJXYPPXXYFBGM-LFZNUXCKSA-N
CHEMBL3774655	YKNAKDFZAWQEEO-IBGZPJMESA-N
CHEMBL228814	QJZRFPJCWMNVAV-HHHXNRCGSA-N
CHEMBL521686	FDLYAMZZIXQODN-UHFFFAOYSA-N
CHEMBL1173655	ULXXDDBFHOBEHA-CWDCEQMOSA-N
CHEMBL3301625	KXBDTLQSDKGAEB-UHFFFAOYSA-N
CHEMBL5178416	ZVWPOIUAPXDLMB-UHFFFAOYSA-N
CHEMBL5077276	LGWDVWIZDPGCFG-UHFFFAOYSA-N
CHEMBL2107823	SQSZANZGUXWJEA-UHFFFAOYSA-N
CHEMBL4286938	IFWUBRBMMNTBRZ-UHFFFAOYSA-N
CHEMBL3824089	GMPQGWXPDRNCBL-UHFFFAOYSA-N
CHEMBL4104741	REVJNSVNICWODC-KIDMSAQOSA-N
CHEMBL4225537	NDVQUNZCNAMROD-RZUBCFFCSA-N
CHEMBL3623004	DFBDRVGWBHBJNR-BBNFHIFMSA-N
CHEMBL1229592	ITTRLTNMFYIYPA-UHFFFAOYSA-N
CHEMBL4469414	PMQUGSPFUBGJCZ-CHOKWEPUSA-N
CHEMBL3740291	QKPUKWQKXUUTOK-UHFFFAOYSA-N
CHEMBL4471306	MFYLCAMJNGIULC-KCVUFLITSA-N
CHEMBL4444498	PIEQDBPBBQPLPL-UHFFFAOYSA-N
CHEMBL5409389	UMUQEMHROZVOTF-LJQANCHMSA-N
CHEMBL356769	BHUZLJOUHMBZQY-YXQOSMAKSA-N
CHEMBL5085204	VPQCHIWQHIOPQS-UHFFFAOYSA-N
CHEMBL4548689	MDGIEDNDSFMSLP-UHFFFAOYSA-N
CHEMBL3908979	BHKDKKZMPODMIQ-UHFFFAOYSA-N
CHEMBL569864	OSXFATOLZGZLSK-UHFFFAOYSA-N
CHEMBL5314441	KMFLQPJJHQNKKF-UHFFFAOYSA-N
CHEMBL3707331	FIVSJYGQAIEMOC-ZGNKEGEESA-N
CHEMBL5172767	RGHLRMNPUGUZEY-UHFFFAOYSA-N
CHEMBL5278315	GYKNPXCQINZRLL-UHFFFAOYSA-N
CHEMBL5414047	KGSBEYKVWODBRD-ICSRJNTNSA-N
CHEMBL5314487	XSQUJFKRXZMOKA-PAFIKIDNSA-N
CHEMBL4649390	SGSFONPFVRRJLS-UHFFFAOYSA-N
CHEMBL1672987	LGLHCXISMKHLIK-UHFFFAOYSA-N
CHEMBL1230541	JIFCFQDXHMUPGP-UHFFFAOYSA-N
CHEMBL3990456	NDEXUOWTGYUVGA-LJQANCHMSA-N
CHEMBL3408947	DADASRPKWOGKCU-FVTQAUBDSA-N
CHEMBL1236782	HZASIAXCPXTISQ-NVXWUHKLSA-N
CHEMBL3590107	HDAJDNHIBCDLQF-RUZDIDTESA-N
CHEMBL3182444	LCVIRAZGMYMNNT-UHFFFAOYSA-N
CHEMBL2396661	STUWGJZDJHPWGZ-LBPRGKRZSA-N
CHEMBL4541479	HTFNVAVTYILUCF-UHFFFAOYSA-N
CHEMBL1738797	KDGFLJKFZUIJMX-UHFFFAOYSA-N
CHEMBL189963	AHJRHEGDXFFMBM-UHFFFAOYSA-N
CHEMBL3770443	ZBCMHWUFWQFPLV-VVOJOOEHSA-N
CHEMBL2140408	IVUGFMLRJOCGAS-UHFFFAOYSA-N
CHEMBL3545215	JCINBYQJBYJGDM-UHFFFAOYSA-N
CHEMBL2336325	JUSFANSTBFGBAF-IRXDYDNUSA-N
CHEMBL2152944	HXMGCTFLLWPVFM-GOSISDBHSA-N
CHEMBL412142	AQGNHMOJWBZFQQ-UHFFFAOYSA-N
CHEMBL2203843	IENLGMOXAQMNEH-CYBMUJFWSA-N
CHEMBL521851	LHNIIDJUOCFXAP-UHFFFAOYSA-N
CHEMBL4553284	UYUHRKLITDJEHB-UHFFFAOYSA-N
CHEMBL3326006	MJSHVHLADKXCML-RQNOJGIXSA-N
CHEMBL3402762	AHYMHWXQRWRBKT-UHFFFAOYSA-N
CHEMBL5284353	VASPFLVEEOBQOS-UHFFFAOYSA-N
CHEMBL3128043	AYCPARAPKDAOEN-LJQANCHMSA-N
CHEMBL4303508	DEEOXSOLTLIWMG-UHFFFAOYSA-N
CHEMBL513909	XQVVPGYIWAGRNI-JOCHJYFZSA-N
CHEMBL1673046	QAPAJIZPZGWAND-UHFFFAOYSA-N
CHEMBL941	KTUFNOKKBVMGRW-UHFFFAOYSA-N
CHEMBL3137309	LQBVNQSMGBZMKD-UHFFFAOYSA-N
CHEMBL3342332	SOYCFODXNRVBTI-UHFFFAOYSA-N
CHEMBL3342187	JKMWZKPAXZBYEH-JWHWKPFMSA-N
CHEMBL3417704	XMVAWGSQPHFXKU-UHFFFAOYSA-N
CHEMBL4439276	ZFBHXVOCZBPADE-SSEXGKCCSA-N
CHEMBL2316207	JWZSSEWMVYKYKW-UHFFFAOYSA-N
CHEMBL4580220	OZFFKOSQNBBYCA-UHFFFAOYSA-N
CHEMBL2105717	ONIQOQHATWINJY-UHFFFAOYSA-N
CHEMBL3688339	DKZYXHCYPUVGAF-JCNLHEQBSA-N
CHEMBL4544478	SXWMIXPJPNCXQQ-UHFFFAOYSA-N
CHEMBL1976040	BKWJAKQVGHWELA-UHFFFAOYSA-N
CHEMBL2165191	IRTDIKMSKMREGO-OAHLLOKOSA-N
CHEMBL2057915	CDOOFZZILLRUQH-GDLZYMKVSA-N
CHEMBL2323775	VMJFTOSOFDEKTM-UHFFFAOYSA-N
CHEMBL3126198	AUWUGRCKTQSGJY-HHHXNRCGSA-N
CHEMBL3989927	IXZOHGPZAQLIBH-NRFANRHFSA-N
CHEMBL5205388	GSGDUDAFETZSPM-IATAILRESA-N
CHEMBL4449512	BANRYGZZIMCKNA-OYGJEQPESA-N
CHEMBL4742712	PWBHUSLMHZLGRN-UHFFFAOYSA-N
CHEMBL3740897	NWGMIELHSCQGOG-ZDUSSCGKSA-N
CHEMBL343448	OHRURASPPZQGQM-GCCNXGTGSA-N
CHEMBL5184590	KKFFOOWORPUAJB-NVXWUHKLSA-N
CHEMBL4755229	XCGYXEVLQIIEJH-UHFFFAOYSA-N
CHEMBL3605456	PFPSFENQCNMITC-MRXNPFEDSA-N
CHEMBL2169919	WXRGFPHDRFQODR-ICLZECGLSA-N
CHEMBL2204995	ULNXAWLQFZMIHX-UHFFFAOYSA-N
CHEMBL3414621	NSQSAUGJQHDYNO-UHFFFAOYSA-N
CHEMBL4545488	LQTWDAYNGMMHLV-UHFFFAOYSA-N
CHEMBL4297463	HPODOLXTMDHLLC-QGZVFWFLSA-N
CHEMBL4303679	PTPNCCWOTBBVJR-UHFFFAOYSA-N
CHEMBL1765740	QLPHOXTXAKOFMU-WBVHZDCISA-N
CHEMBL4208229	VOVZXURTCKPRDQ-CQSZACIVSA-N
CHEMBL5206992	YHMDHAMZFMNMTF-MSOLQXFVSA-N
CHEMBL3609372	OINGHOPGNMYCAB-INIZCTEOSA-N
CHEMBL4573938	HSVRUECLQUGTDS-UHFFFAOYSA-N
CHEMBL3356009	XMWUCMFVDXDRDE-NRFANRHFSA-N
CHEMBL4567157	VIQXILLOJLATEF-UHFFFAOYSA-N
CHEMBL2311578	UJGTUKMAJVCBIS-UHFFFAOYSA-N
CHEMBL4558528	ZPNTXOKOIHPCLI-UHFFFAOYSA-N
CHEMBL4568735	NVGROBHDOYRPAN-FPTDNZKUSA-N
CHEMBL4458424	VKQBTIMLSDGNLG-QHCPKHFHSA-N
CHEMBL472	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
CHEMBL1272	FAEKWTJYAYMJKF-QHCPKHFHSA-N
CHEMBL4878586	RZLXOEIALAVGKH-UHFFFAOYSA-N
CHEMBL1814633	ZKIQFLSGMMYCGS-SANMLTNESA-N
CHEMBL4455633	KKMZWHRTQLNOCF-UHFFFAOYSA-N
CHEMBL3683575	NFHSJYKXENYICE-UHFFFAOYSA-N
CHEMBL239226	OJQMKCBWYCWFPU-UHFFFAOYSA-N
CHEMBL5396266	WXTJCPHELGTTJU-FMKPAKJESA-N
CHEMBL2216830	DNVFTXQYIYFQBW-UHFFFAOYSA-N
CHEMBL5187755	QYJLBHRAPDJOSO-NVXWUHKLSA-N
CHEMBL1208155	HEAUOKZIVMZVQL-VWLOTQADSA-N
CHEMBL5209881	ASRLBLHATMXGPC-UHFFFAOYSA-N
CHEMBL5094191	RKAFYSIKAVFVPS-UHFFFAOYSA-N
CHEMBL5219830	XVGSKZXXLKUEIO-MRXNPFEDSA-N
CHEMBL4525652	NRHPFMQPXSSELC-QHCPKHFHSA-N
CHEMBL3622820	KTBSXLIQKWEBRB-UHFFFAOYSA-N
CHEMBL3917975	HXYXHSDYBDFOFO-INIZCTEOSA-N
CHEMBL5518004	FSQGWBXWGNWEAV-CMDGGOBGSA-N
CHEMBL5095036	OXTSYWDBUVRXFF-GDLZYMKVSA-N
CHEMBL2178422	KRNAOFGYEFKHPB-ANJVHQHFSA-N
CHEMBL3408213	LBFYQISQYCGDDW-UHFFFAOYSA-N
CHEMBL5631912	JLIJJLLYTGASQX-UHFFFAOYSA-N
CHEMBL3577885	BXNMZRPTQFVRFA-QGZVFWFLSA-N
CHEMBL4594258	HTCJUBZBSJQWBW-CQSZACIVSA-N
CHEMBL3338865	VSOUDUXMPUHJEU-UHFFFAOYSA-N
CHEMBL540989	RSJAXPUYVJKAAA-JPGJPTAESA-N
CHEMBL1471	ATALOFNDEOCMKK-OITMNORJSA-N
CHEMBL88223	ATHZIFFSGSWIAU-UHFFFAOYSA-N
CHEMBL4650341	UXZAJSZFFARTEI-YRPNKDGESA-N
CHEMBL4594442	NCWQLHHDGDXIJN-UHFFFAOYSA-N
CHEMBL111612	OAEWNSKRLBVVBV-QSEAXJEQSA-N
CHEMBL2069499	FOBFICSYUINKAA-XMMPIXPASA-N
CHEMBL3989871	PUKBOVABABRILL-YZNIXAGQSA-N
CHEMBL4784510	FJZNNKJZHQFMCK-LRDDRELGSA-N
CHEMBL1829174	BZCALJIHZVNMGJ-HSZRJFAPSA-N
CHEMBL4537788	PZGSYNNVPNLHQG-SANMLTNESA-N
CHEMBL5075693	VXNAMCLMCBLNOL-NFQMXDRXSA-N
CHEMBL339053	HLCHESOMJVGDSJ-LOYHVIPDSA-N
CHEMBL5314557	DTCZNKWBDTXEBS-UHFFFAOYSA-N
CHEMBL1543306	PMEQBGAGFZDWQX-UHFFFAOYSA-N
CHEMBL4445670	QXURFIGBRGWPQD-UHFFFAOYSA-N
CHEMBL4650316	GQCXHIKRWBIQMD-AKJBCIBTSA-N
CHEMBL1823342	OVUNRYUVDVWTTE-UHFFFAOYSA-N
CHEMBL5421689	HUOLMBXGHHSYHC-QWQFASRJSA-N
CHEMBL5564627	NORRDWRSNUOCBV-XCIZWWPASA-N
CHEMBL4862963	CLCTZVRHDOAUGJ-SYVGMNBRSA-N
CHEMBL5268644	JNTJTCXFIXNXDV-VIFPVBQESA-N
CHEMBL5314497	DTWUUAFTYSMNQX-GFCCVEGCSA-N
CHEMBL570015	JFHROPTYMMSOLG-UHFFFAOYSA-N
CHEMBL5555035	REPLCRNGGWSKTN-JYQLQLLISA-N
CHEMBL5567902	ZOSWUNAJRAEGEW-YTIGDUPRSA-N
CHEMBL5285810	ZGSWGXNEXAXEGV-XFCHVEHOSA-N
CHEMBL4749741	PPNNFXIBKLCMTI-WXEAQWFJSA-N
CHEMBL4466284	IPNTVOAQOGRLQB-JJMBTQCASA-N
CHEMBL4748407	IVARZBJJMMUJHI-SQKKEFIPSA-N
CHEMBL4851806	OGAOHACYLUBWJQ-UHFFFAOYSA-N
CHEMBL4112323	DOVSNSDMRJVTMR-JOCHJYFZSA-N
CHEMBL4161454	AYMGZLUKTNXEMY-UHFFFAOYSA-N
CHEMBL5409425	ROINLDWZNWCWJK-ZYIHSGTPSA-N
CHEMBL5278232	ZJJZBBBSQKVNHL-BYBNZYMESA-N
CHEMBL5171934	INXGMIWEZJNJOA-NVZKIFIHSA-N
CHEMBL4525203	RTNONCBKGZNCJS-LJLQSONVSA-N
CHEMBL4540528	DUPAJELXESPTNF-PPZGWQTASA-N
CHEMBL4802133	SWVYYNLRVIYURK-AREMUKBSSA-N
CHEMBL5198592	AAZUPSFRSHFTGV-INIZCTEOSA-N
CHEMBL5198469	LLCVDQHLYHBAHR-UHFFFAOYSA-N
CHEMBL3970748	UCGWYCMPZXDHNR-UHFFFAOYSA-N
CHEMBL4639128	ZORLJXWXFABTPZ-CTNGQTDRSA-N
CHEMBL4778548	UVVQLQQNGHYTOL-JIVXZRRKSA-N
CHEMBL4301645	BASFYRLYJAZPPL-UONOGXRCSA-N
CHEMBL5207330	FHRKRGDHMCCDEO-LLVKDONJSA-N
CHEMBL5395794	QRYISIPABXJVOQ-AWEZNQCLSA-N
CHEMBL5087506	UEUNDURNLYLSNB-HOTGVXAUSA-N
CHEMBL4093612	KDOQEEMQPHIANX-NFBKMPQASA-N
CHEMBL4593677	QKVFMAAIXZONRN-UHFFFAOYSA-N
CHEMBL4757114	VUOYAALVGSMUHC-UHFFFAOYSA-N
CHEMBL4303523	SDGJBAUIGHSMRI-UHFFFAOYSA-N
CHEMBL554	BCFGMOOMADDAQU-UHFFFAOYSA-N
CHEMBL2103875	LIRYPHYGHXZJBZ-UHFFFAOYSA-N
CHEMBL3188267	LIOLIMKSCNQPLV-UHFFFAOYSA-N
CHEMBL3651966	VRQXRVAKPDCRCI-ZNMIVQPWSA-N
CHEMBL5280210	HPJVZSVEIGCFJP-SFHVURJKSA-N
CHEMBL3889654	NYNZQNWKBKUAII-KBXCAEBGSA-N
CHEMBL1950289	IBGLGMOPHJQDJB-IHRRRGAJSA-N
CHEMBL4285417	RHGZXPKHVAHQJO-BIIHCSGHSA-N
CHEMBL3643413	MWKYMZXCGYXLPL-ZDUSSCGKSA-N
CHEMBL537757	LXDPQXXUVGVIND-UHFFFAOYSA-N
CHEMBL2441340	PRWSIEBRGXYXAJ-UHFFFAOYSA-N
CHEMBL5314423	BWINBHTTZLVXGT-NVXWUHKLSA-N
CHEMBL5084426	QVOGVAVHOLLLAZ-UHFFFAOYSA-N
CHEMBL3685796	OYKPWSZSBLRRPL-HOYKHHGWSA-N
