chembl_id	inchikey
CHEMBL3609637	AAHNBILIYONQLX-UHFFFAOYSA-N
CHEMBL1091513	WDZVWDXOIGQJIO-UHFFFAOYSA-N
CHEMBL3286797	LWJGMYMNSNVCEM-UHFFFAOYSA-N
CHEMBL5092058	BEBDKSYNJJVZSO-SECBINFHSA-N
CHEMBL5303449	SWOIFXHMBKFCRM-UHFFFAOYSA-N
CHEMBL1800685	FOECKIWHCOYYFL-UHFFFAOYSA-N
CHEMBL4551635	UNSHMXUHOHBLIQ-UHFFFAOYSA-N
CHEMBL4585243	ZGBAPSHWPBXEKN-OPHFCASCSA-N
CHEMBL3298371	XFYUTGIEFKGWND-NRFANRHFSA-N
CHEMBL4802050	KIWKRCCIHSGWQS-VIFPVBQESA-N
CHEMBL31965	OMZCMEYTWSXEPZ-UHFFFAOYSA-N
CHEMBL3287574	BMLGZNVPWRUVNM-IBGZPJMESA-N
CHEMBL492572	DRIMIUYGTDAQOX-KRWDZBQOSA-N
CHEMBL4638406	LZSPYTNDRPEZBK-OXYJHPMESA-N
CHEMBL4877117	FSELUFUYNUNZKD-UHFFFAOYSA-N
CHEMBL4802039	CYFBRQHYEQKYHH-MRXNPFEDSA-N
CHEMBL2178577	AESXAJXKMUNYJP-ZWFIUULVSA-N
CHEMBL4228713	CSBKUBOVPUXFLO-MAVVKCOWSA-N
CHEMBL3087181	CLSNATLUIXZPMV-UHFFFAOYSA-N
CHEMBL2204935	NTIFDLOQPKMIJK-AJTFRIOCSA-N
CHEMBL2403108	VERWOWGGCGHDQE-UHFFFAOYSA-N
CHEMBL4303241	NRJKIOCCERLIDG-GOSISDBHSA-N
CHEMBL5303460	BRJXJOWXAFLRTE-OAQYLSRUSA-N
CHEMBL5314555	XOQVZSSDIQQUGO-UHFFFAOYSA-N
CHEMBL3039518	URWYQGVSPQJGGB-DHUJRADRSA-N
CHEMBL4284414	HDZWHJYZJWLTAG-UHFFFAOYSA-N
CHEMBL4802159	BJXYHBKEQFQVES-NWDGAFQWSA-N
