id	inchikey	target_id	moa
377	CMJJZRAAQMUAFH-INIZCTEOSA-N	436	inhibitor
378	CMJJZRAAQMUAFH-INIZCTEOSA-N	106	inhibitor
379	CMJJZRAAQMUAFH-INIZCTEOSA-N	434	inhibitor
380	CMJJZRAAQMUAFH-INIZCTEOSA-N	431	inhibitor
381	MSIJJXOWLFOYIN-UHFFFAOYSA-N	544	inhibitor
382	MSIJJXOWLFOYIN-UHFFFAOYSA-N	378	inhibitor
383	FFLJVBPCONQSQW-UHFFFAOYSA-N	244	inhibitor
384	FFLJVBPCONQSQW-UHFFFAOYSA-N	358	inhibitor
385	IESAJAZKMLPVIB-VXGBXAGGSA-N	67	inhibitor
386	PEMUGDMSUDYLHU-ZEQRLZLVSA-N	99	covalent inhibitor
387	NXQKSXLFSAEQCZ-SFHVURJKSA-N	99	covalent inhibitor
388	CAPZLSKZPWSIKV-LJQANCHMSA-N	607	inhibitor
389	RIGHCDSORZCRDE-UHFFFAOYSA-N	583	inhibitor
390	RAXZSEGXMBWYQK-SNVBAGLBSA-N	202	inhibitor
391	RAXZSEGXMBWYQK-SNVBAGLBSA-N	196	inhibitor
392	MVCOAUNKQVWQHZ-UHFFFAOYSA-N	432	inhibitor
393	RHFIAUKMKYHHFA-UHFFFAOYSA-N	379	inhibitor
394	LUVOYGUFQRWXGQ-UHFFFAOYSA-N	368	inhibitor
395	MCLDWKVRXDHDEI-UHFFFAOYSA-N	71	inhibitor
396	VSMTYSWGHKYXOF-UHFFFAOYSA-N	519	inhibitor
397	NWTCZTAQSRLSCP-UHFFFAOYSA-N	136	degrader (protac)
398	DRSZMILOMUPIBJ-UHFFFAOYSA-N	39	agonist
399	ZLHFILGSQDJULK-UHFFFAOYSA-N	23	inhibitor
400	CWLAIOPWFOOJHQ-QHCPKHFHSA-N	323	inhibitor
401	NCDZABJPWMBMIQ-INIZCTEOSA-N	205	inhibitor
402	XDJGNPSZQSWJCV-UHFFFAOYSA-N	180	inhibitor
403	XDJGNPSZQSWJCV-UHFFFAOYSA-N	52	inhibitor
404	XDJGNPSZQSWJCV-UHFFFAOYSA-N	318	inhibitor
405	XDJGNPSZQSWJCV-UHFFFAOYSA-N	209	inhibitor
406	UZWDCWONPYILKI-UHFFFAOYSA-N	144	inhibitor
407	UZWDCWONPYILKI-UHFFFAOYSA-N	344	inhibitor
408	QJZQFVRFJCGDKF-UHFFFAOYSA-N	231	antagonist
409	YOVVNQKCSKSHKT-HNNXBMFYSA-N	261	inhibitor
410	YOVVNQKCSKSHKT-HNNXBMFYSA-N	262	inhibitor
411	YOVVNQKCSKSHKT-HNNXBMFYSA-N	285	inhibitor
412	YOVVNQKCSKSHKT-HNNXBMFYSA-N	5	inhibitor
413	YOVVNQKCSKSHKT-HNNXBMFYSA-N	263	inhibitor
414	GBLBJPZSROAGMF-RWYJCYHVSA-N	120	inhibitor
415	HWVNEWGKWRGSRK-UHFFFAOYSA-N	357	agonist
416	KVLFRAWTRWDEDF-IRXDYDNUSA-N	263	inhibitor
417	HFLMLZKGLUEWBU-UHFFFAOYSA-N	301	inhibitor
418	UKBQFBRPXKGJPY-INIZCTEOSA-N	518	inhibitor
419	OAZAPIKYVGRNCO-UHFFFAOYSA-N	435	inhibitor
420	RSMYFSPOTCDHHJ-GOSISDBHSA-N	55	inhibitor
421	RSMYFSPOTCDHHJ-GOSISDBHSA-N	192	inhibitor
422	RSMYFSPOTCDHHJ-GOSISDBHSA-N	441	inhibitor
423	RSMYFSPOTCDHHJ-GOSISDBHSA-N	416	inhibitor
424	GOOYSJIWTIHOGW-UHFFFAOYSA-N	437	inhibitor
425	JKDGKIBAOAFRPJ-ZBINZKHDSA-N	584	inhibitor
426	SJHNWSAWWOAWJH-MRXNPFEDSA-N	584	inhibitor
427	DJVYXMINSBMUHH-QAQDUYKDSA-N	584	inhibitor
428	DJVYXMINSBMUHH-QAQDUYKDSA-N	310	inhibitor
429	CDQQWCLOMUMQMM-UHFFFAOYSA-N	493	inhibitor
430	RQFYFNAGNBUGFC-UHFFFAOYSA-N	299	inhibitor
431	RQFYFNAGNBUGFC-UHFFFAOYSA-N	300	inhibitor
432	COGUZYALRYMQTD-LJQANCHMSA-N	586	inhibitor
433	COGUZYALRYMQTD-LJQANCHMSA-N	404	inhibitor
434	WQVPGYMGERDXLH-UHFFFAOYSA-N	310	inhibitor
435	IWMCPJZTADUIFX-UHFFFAOYSA-N	445	inhibitor
436	FWJRVGZWNDOOFH-OAHLLOKOSA-N	166	antagonist
437	QJSFLEBIQZMJQF-UHFFFAOYSA-N	299	degrader (protac)
438	QJSFLEBIQZMJQF-UHFFFAOYSA-N	300	degrader (protac)
439	NIPTUMFVYBXSMZ-JOCHJYFZSA-N	515	inhibitor
440	WDBUEMWHXKHQNB-NNAUULPKSA-N	141	degrader (protac)
441	WDBUEMWHXKHQNB-NNAUULPKSA-N	171	degrader (protac)
442	LWXOPXNDPRPGMJ-UHFFFAOYSA-N	277	inhibitor
443	LWXOPXNDPRPGMJ-UHFFFAOYSA-N	16	inhibitor
444	KOZGEDUWAQFVAV-UHFFFAOYSA-N	89	antagonist
445	DMUSMYYDKCXFKR-MRJIRHQNSA-N	586	inhibitor
446	DMUSMYYDKCXFKR-MRJIRHQNSA-N	404	inhibitor
447	VNSQFPFWUAZOTQ-UHFFFAOYSA-N	502	inhibitor
448	VNSQFPFWUAZOTQ-UHFFFAOYSA-N	498	inhibitor
449	LXRBPWHQMGKMRT-GOSISDBHSA-N	605	inhibitor
450	XUOJHVFYSAMHNK-GWMXKSKGSA-N	379	inhibitor
451	IVOACCSOISMVBL-UHFFFAOYSA-N	535	inhibitor
452	HEUVRFNVTLGKMZ-SANMLTNESA-N	292	inhibitor
453	DNVXATUJJDPFDM-KRWDZBQOSA-N	192	inhibitor
454	DNVXATUJJDPFDM-KRWDZBQOSA-N	55	inhibitor
455	DNVXATUJJDPFDM-KRWDZBQOSA-N	416	inhibitor
456	DNVXATUJJDPFDM-KRWDZBQOSA-N	441	inhibitor
457	NZYTZRHHBAJPKN-UHFFFAOYSA-N	572	inhibitor
458	RCINICONZNJXQF-MZXODVADSA-N	114	inhibitor
459	BDYDINKSILYBOL-WMZHIEFXSA-N	617	mixed-mode inhibitor
460	DUCNNEYLFOQFSW-PMERELPUSA-N	68	inhibitor
461	RPBMXJHQYJLPDN-UHFFFAOYSA-N	562	inhibitor
462	RPBMXJHQYJLPDN-UHFFFAOYSA-N	570	inhibitor
463	RNEOHKZPZKEZCQ-UHFFFAOYSA-N	8	inhibitor
464	UYKVJQCPBDDIFD-ZSEKCTLFSA-N	214	antagonist
465	RMCSKUADBRROSI-UHFFFAOYSA-N	198	antagonist
466	RWRSKMSFZCQDMQ-UHFFFAOYSA-N	446	inhibitor
467	RIWTUJFFSTVYPW-UHFFFAOYSA-N	244	inhibitor
468	RIWTUJFFSTVYPW-UHFFFAOYSA-N	358	inhibitor
469	QARLNMDDSQMINK-BVRKHOPBSA-N	589	inhibitor
470	HKASDKLLEVWKJA-YADARESESA-N	143	inhibitor
471	MDUYWDNWFXSMJJ-XWLWVQCSSA-N	301	inhibitor
472	XRDVXQQZLHVEQZ-UHFFFAOYSA-N	273	inhibitor
473	MZBOZBMARIQZGX-GRRGFIRHSA-N	348	antagonist
474	LZNFQRSVDZCPTR-SCFUHWHPSA-N	174	covalent inhibitor
475	LZNFQRSVDZCPTR-SCFUHWHPSA-N	491	covalent inhibitor
476	UNRTVIQQMJRQLZ-UHFFFAOYSA-N	201	inhibitor
477	UNRTVIQQMJRQLZ-UHFFFAOYSA-N	424	inhibitor
478	UNRTVIQQMJRQLZ-UHFFFAOYSA-N	532	inhibitor
479	UNRTVIQQMJRQLZ-UHFFFAOYSA-N	423	inhibitor
480	LQHDIGAYVSAVRJ-UHFFFAOYSA-N	192	bivalent inhibitor
481	LQHDIGAYVSAVRJ-UHFFFAOYSA-N	55	bivalent inhibitor
482	LQHDIGAYVSAVRJ-UHFFFAOYSA-N	416	bivalent inhibitor
483	LQHDIGAYVSAVRJ-UHFFFAOYSA-N	441	bivalent inhibitor
484	BWBUPDTUXQDHSX-AWEZNQCLSA-N	476	inhibitor
485	ZRHWCAFAIHTQKD-QGZVFWFLSA-N	634	covalent inhibitor
486	CQAPXPSWLDAVEG-UHFFFAOYSA-N	435	inhibitor
487	YNVKFHIWFDRVNY-UHFFFAOYSA-N	253	agonist
488	OBJNFLYHUXWUPF-IZZDOVSWSA-N	303	covalent inhibitor
489	QVQHWPLHUNEREE-UHFFFAOYSA-N	492	inhibitor
490	XVFDNRYZXDHTHT-PXAZEXFGSA-N	370	inhibitor
491	IVYQPSHHYIAUFO-VXKWHMMOSA-N	567	agonist
492	RVOZYMPVGIVNJX-UHFFFAOYSA-N	72	inhibitor
493	DFQGDHBGRSTTHX-UHFFFAOYSA-N	162	inhibitor
494	HNIFCPBQMKPRCX-UHFFFAOYSA-N	214	antagonist
495	REQQVBGILUTQNN-UHFFFAOYSA-N	401	inhibitor
496	YJPWVCIGSHWNON-UHFFFAOYSA-N	232	antagonist
497	MCIACXAZCBVDEE-CUUWFGFTSA-N	217	inhibitor
498	TVMJSGGZULFVCZ-XMMPIXPASA-N	194	antagonist
499	ZAGCLFXBHOXXEN-JPTLTNPLSA-N	570	degrader (protac)
500	ZAGCLFXBHOXXEN-JPTLTNPLSA-N	562	degrader (protac)
501	YIHHYCIYAIVQKX-MBIULKOWSA-N	396	inhibitor
502	MSFPLTWUFWOKBX-IFXJQAMLSA-O	505	antagonist
503	MSFPLTWUFWOKBX-IFXJQAMLSA-O	504	antagonist
504	BBIPVJCGIASXJB-PKTZIBPZSA-N	326	inhibitor
505	BBIPVJCGIASXJB-PKTZIBPZSA-N	349	inhibitor
506	BBIPVJCGIASXJB-PKTZIBPZSA-N	405	inhibitor
507	SPMVMDHWKHCIDT-UHFFFAOYSA-N	155	inhibitor
508	SPMVMDHWKHCIDT-UHFFFAOYSA-N	236	inhibitor
509	SPMVMDHWKHCIDT-UHFFFAOYSA-N	235	inhibitor
510	ZRPZPNYZFSJUPA-UHFFFAOYSA-N	99	covalent inhibitor
511	NDRFFOKFYGUOKD-ZDUSSCGKSA-N	255	inhibitor
512	PJKRNPPUSQSCHN-UHFFFAOYSA-N	245	inhibitor
513	BLSNYSFLZAWBIV-SFHVURJKSA-N	507	inhibitor
514	QGPXEIMWTKWHMH-DEOSSOPVSA-N	162	inhibitor
515	AAHNBILIYONQLX-UHFFFAOYSA-N	297	modulator
516	FRPJGTNLZNXQEX-UHFFFAOYSA-N	173	agonist
517	WDZVWDXOIGQJIO-UHFFFAOYSA-N	297	inhibitor
518	LWJGMYMNSNVCEM-UHFFFAOYSA-N	268	antagonist
519	BEBDKSYNJJVZSO-SECBINFHSA-N	381	modulator
520	SWOIFXHMBKFCRM-UHFFFAOYSA-N	283	inhibitor
521	SWOIFXHMBKFCRM-UHFFFAOYSA-N	293	inhibitor
522	FOECKIWHCOYYFL-UHFFFAOYSA-N	420	antagonist
523	UNSHMXUHOHBLIQ-UHFFFAOYSA-N	325	inhibitor
524	UNSHMXUHOHBLIQ-UHFFFAOYSA-N	32	inhibitor
525	ZGBAPSHWPBXEKN-OPHFCASCSA-N	249	inhibitor
526	QVIWDCUKIZPUBD-WLRWWHNQSA-N	111	inhibitor
527	XFYUTGIEFKGWND-NRFANRHFSA-N	374	inhibitor
528	KIWKRCCIHSGWQS-VIFPVBQESA-N	132	covalent inhibitor
529	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	93	covalent inhibitor
530	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	105	covalent inhibitor
531	BMLGZNVPWRUVNM-IBGZPJMESA-N	19	agonist
532	DRIMIUYGTDAQOX-KRWDZBQOSA-N	391	inhibitor
533	LZSPYTNDRPEZBK-OXYJHPMESA-N	225	antagonist
534	FSELUFUYNUNZKD-UHFFFAOYSA-N	586	inhibitor
535	FSELUFUYNUNZKD-UHFFFAOYSA-N	404	inhibitor
536	CYFBRQHYEQKYHH-MRXNPFEDSA-N	50	inhibitor
537	AESXAJXKMUNYJP-ZWFIUULVSA-N	311	antagonist
538	CSBKUBOVPUXFLO-MAVVKCOWSA-N	135	inhibitor
539	CLSNATLUIXZPMV-UHFFFAOYSA-N	535	inhibitor
540	NTIFDLOQPKMIJK-AJTFRIOCSA-N	227	antagonist
541	VERWOWGGCGHDQE-UHFFFAOYSA-N	618	inhibitor
542	NRJKIOCCERLIDG-GOSISDBHSA-N	228	inhibitor
543	BRJXJOWXAFLRTE-OAQYLSRUSA-N	278	antagonist
544	XOQVZSSDIQQUGO-UHFFFAOYSA-N	171	covalent inhibitor
545	URWYQGVSPQJGGB-DHUJRADRSA-N	122	antagonist
546	URWYQGVSPQJGGB-DHUJRADRSA-N	163	antagonist
547	URWYQGVSPQJGGB-DHUJRADRSA-N	115	antagonist
548	HDZWHJYZJWLTAG-UHFFFAOYSA-N	327	inverse agonist
549	HDZWHJYZJWLTAG-UHFFFAOYSA-N	384	inverse agonist
550	BJXYHBKEQFQVES-NWDGAFQWSA-N	585	inhibitor
551	BJXYHBKEQFQVES-NWDGAFQWSA-N	575	inhibitor
552	BXKNUXDLZJPPBO-UHFFFAOYSA-N	228	inhibitor
553	WCPXAGKUVIPMIY-TZQLILQPSA-N	261	inhibitor
554	WCPXAGKUVIPMIY-TZQLILQPSA-N	262	inhibitor
555	WCPXAGKUVIPMIY-TZQLILQPSA-N	285	inhibitor
556	VHSIAYLBCLUAFT-UHFFFAOYSA-N	167	inverse agonist
557	AZXOTZCWQDJCLY-SJCJKPOMSA-N	246	antagonist
558	AZXOTZCWQDJCLY-SJCJKPOMSA-N	212	antagonist
559	APLVGTKXOIMODQ-IBGZPJMESA-N	308	inhibitor
560	APLVGTKXOIMODQ-IBGZPJMESA-N	309	inhibitor
561	MHMPZSOMHQSWEN-UHFFFAOYSA-N	402	inhibitor
562	WGYWHJPQFQGLOQ-UHFFFAOYSA-N	623	inhibitor
563	TXIYVFVMXNFNRX-UHFFFAOYSA-N	484	inhibitor
564	TXIYVFVMXNFNRX-UHFFFAOYSA-N	523	inhibitor
565	MAHFVAHPQSLLJF-IBGZPJMESA-N	397	inhibitor
566	BNYXRPMABDQJJR-UHFFFAOYSA-N	73	inhibitor
567	PIJSEUOSRTYUJM-UHFFFAOYSA-N	643	inhibitor
568	PIJSEUOSRTYUJM-UHFFFAOYSA-N	592	inhibitor
569	UCBIQZUJJSVQHL-UHFFFAOYSA-N	437	inhibitor
570	UCBIQZUJJSVQHL-UHFFFAOYSA-N	580	inhibitor
571	WBFJDKLBAAHKIL-UHFFFAOYSA-N	524	inhibitor
572	WBFJDKLBAAHKIL-UHFFFAOYSA-N	341	inhibitor
573	WBFJDKLBAAHKIL-UHFFFAOYSA-N	621	inhibitor
574	DVIVLYHDLNAXAT-OAQYLSRUSA-N	281	inhibitor
575	HZRJHVDNTDBTOZ-QGZVFWFLSA-N	601	inhibitor
576	HZRJHVDNTDBTOZ-QGZVFWFLSA-N	407	inhibitor
577	LHGUZCKPFXXVPV-GOSISDBHSA-N	430	sam competitive inhibitor
578	LHGUZCKPFXXVPV-GOSISDBHSA-N	503	sam competitive inhibitor
579	QKKIWEILHCXECO-UHFFFAOYSA-N	343	inhibitor
580	QKKIWEILHCXECO-UHFFFAOYSA-N	354	inhibitor
581	QKKIWEILHCXECO-UHFFFAOYSA-N	433	inhibitor
582	KLGDKBPAEMOECW-UHFFFAOYSA-N	509	inhibitor
583	KIEQQZZDWUNUQK-UHFFFAOYSA-N	195	degrader/inhibitor
584	HLHNFJNSQZZUNW-MAEOIBBWSA-N	477	inhibitor
585	GCWIQUVXWZWCLE-INIZCTEOSA-N	192	inhibitor
586	GCWIQUVXWZWCLE-INIZCTEOSA-N	55	inhibitor
587	GCWIQUVXWZWCLE-INIZCTEOSA-N	416	inhibitor
588	GCWIQUVXWZWCLE-INIZCTEOSA-N	441	inhibitor
589	AUIFRJWXYUNPPV-QFIPXVFZSA-N	104	agonist
590	KHVVJKLNKLQLJZ-SFHVURJKSA-N	397	inhibitor
591	SAAYRHKJHDIDPH-UHFFFAOYSA-N	436	inhibitor
592	SAAYRHKJHDIDPH-UHFFFAOYSA-N	373	inhibitor
593	VGFHPNRWHOQLEB-UHFFFAOYSA-N	492	inhibitor
594	VGFHPNRWHOQLEB-UHFFFAOYSA-N	475	inhibitor
595	FHCSBLWRGCOVPT-UHFFFAOYSA-N	300	inhibitor
596	WQNRDXHKVSKUPI-UHFFFAOYSA-N	66	inhibitor
597	VUIITYLFSAXKIQ-UHFFFAOYSA-N	472	inhibitor
598	WQKXOAJVNFOHNZ-UHFFFAOYSA-N	460	inhibitor
599	WQKXOAJVNFOHNZ-UHFFFAOYSA-N	611	inhibitor
600	KTACUAZSJJIUKD-QXONSOMPSA-N	332	inhibitor
601	KTACUAZSJJIUKD-QXONSOMPSA-N	555	inhibitor
602	KTACUAZSJJIUKD-QXONSOMPSA-N	629	inhibitor
603	IEFFSHLHNYVSEF-UHFFFAOYSA-N	294	inhibitor
604	IEFFSHLHNYVSEF-UHFFFAOYSA-N	295	inhibitor
605	IEFFSHLHNYVSEF-UHFFFAOYSA-N	296	inhibitor
606	IEFFSHLHNYVSEF-UHFFFAOYSA-N	566	inhibitor
607	LVEUPFUJRKZPEN-UHFFFAOYSA-N	241	inhibitor
608	LVEUPFUJRKZPEN-UHFFFAOYSA-N	242	inhibitor
609	DDKHTWASHUKHLD-UHFFFAOYSA-N	1	inhibitor
610	YCFFONJEHNSECY-UHFFFAOYSA-N	599	inhibitor
611	DZIHITUUUPJMOQ-UHFFFAOYSA-N	281	inhibitor
612	JRJKATLTRNXYCE-UHFFFAOYSA-N	240	inhibitor
613	IFSDAJWBUCMOAH-HNNXBMFYSA-N	5	inhibitor
614	BXDZOYLPNAIDOC-UHFFFAOYSA-N	304	degrader (protac)
615	BXDZOYLPNAIDOC-UHFFFAOYSA-N	417	degrader (protac)
616	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	373	inhibitor
617	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	436	inhibitor
618	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	427	inhibitor
619	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	432	inhibitor
620	OCQCKUTZHBQNEI-UHFFFAOYSA-N	299	inhibitor
621	OCQCKUTZHBQNEI-UHFFFAOYSA-N	300	inhibitor
622	PFZRXJIYAFANHP-IBGZPJMESA-N	60	inhibitor
623	PFZRXJIYAFANHP-IBGZPJMESA-N	480	inhibitor
624	KGJVKYSVVOQPDL-UHFFFAOYSA-N	184	inhibitor
625	MRHRACKJKBOJEI-UHFFFAOYSA-N	509	inhibitor
626	ZOIBZSZLMJDVDQ-UHFFFAOYSA-N	430	inhibitor
627	XASOHFCUIQARJT-UHFFFAOYSA-N	555	inhibitor
628	XASOHFCUIQARJT-UHFFFAOYSA-N	629	inhibitor
629	JCSGFHVFHSKIJH-UHFFFAOYSA-N	299	inhibitor
630	JCSGFHVFHSKIJH-UHFFFAOYSA-N	300	inhibitor
631	HEVVNKYNJCSHFA-UHFFFAOYSA-N	339	inhibitor
632	HEVVNKYNJCSHFA-UHFFFAOYSA-N	160	inhibitor
633	KFRGPUFONMCXQI-RUZDIDTESA-N	345	inhibitor
634	XKFTZKGMDDZMJI-HSZRJFAPSA-N	23	inhibitor
635	XKFTZKGMDDZMJI-HSZRJFAPSA-N	511	inhibitor
636	XKFTZKGMDDZMJI-HSZRJFAPSA-N	624	inhibitor
637	QPGYAMIHXLCFTJ-UHFFFAOYSA-N	422	inhibitor
638	QPGYAMIHXLCFTJ-UHFFFAOYSA-N	46	inhibitor
639	QPGYAMIHXLCFTJ-UHFFFAOYSA-N	526	inhibitor
640	HKROEBDHHKMNBZ-CHBKHGQFSA-N	67	antagonist
641	DFQAJLQXPSPNJE-UHFFFAOYSA-N	23	inhibitor
642	DFQAJLQXPSPNJE-UHFFFAOYSA-N	511	inhibitor
643	DFQAJLQXPSPNJE-UHFFFAOYSA-N	624	inhibitor
644	HOTSVKDMIYWWIY-UHFFFAOYSA-N	15	inhibitor
645	AECDBHGVIIRMOI-UHFFFAOYSA-N	121	inhibitor
646	PTAMRJLIOCHJMQ-PYNGZGNASA-N	55	degrader (protac)
647	PTAMRJLIOCHJMQ-PYNGZGNASA-N	416	degrader (protac)
648	PTAMRJLIOCHJMQ-PYNGZGNASA-N	192	degrader (protac)
649	JGPJQFOROWSRRS-UHFFFAOYSA-N	190	antagonist
650	QEASMQZYZCGOSA-UHFFFAOYSA-N	216	inhibitor
651	VQINULODWGEVBB-UHFFFAOYSA-N	332	inhibitor
652	VQINULODWGEVBB-UHFFFAOYSA-N	629	inhibitor
653	VQINULODWGEVBB-UHFFFAOYSA-N	555	inhibitor
654	GPXQUPCJIJBXHJ-UHFFFAOYSA-N	471	inhibitor
655	YHYKUSGACIYRML-KRWDZBQOSA-N	331	inhibitor
656	YHYKUSGACIYRML-KRWDZBQOSA-N	639	inhibitor
657	UWPFUBNCDABUEE-SIFUEBAJSA-N	408	covalent inhibitor
658	VLYNCWZASZUTNV-FCQUAONHSA-N	299	inhibitor
659	VLYNCWZASZUTNV-FCQUAONHSA-N	300	inhibitor
660	XKDHFIPNTTUSIA-UHFFFAOYSA-N	464	inhibitor
661	ALGPVOJFIGPPPX-VIFPVBQESA-N	142	inhibitor
662	ALGPVOJFIGPPPX-VIFPVBQESA-N	147	inhibitor
663	ALGPVOJFIGPPPX-VIFPVBQESA-N	563	inhibitor
664	UOZVVPXKJGOFIG-UHFFFAOYSA-N	40	inhibitor
665	MSYKRHVOOPPJKU-BDAKNGLRSA-N	459	inhibitor
666	GCVYFXYBQCKHCH-UHFFFAOYSA-N	89	inhibitor
667	JGLGMFHQGRAHAO-HXUWFJFHSA-N	620	agonist
668	XKYVECRUZPCRQR-UHFFFAOYSA-N	408	inhibitor
669	GHNYLVIESIGHDJ-OAQYLSRUSA-N	345	inhibitor
670	YHLQVQKZDZYMIP-MOPGFXCFSA-N	19	agonist
671	NDAZATDQFDPQBD-UHFFFAOYSA-N	117	inhibitor
672	NDAZATDQFDPQBD-UHFFFAOYSA-N	125	inhibitor
673	UCJZOKGUEJUNIO-IINYFYTJSA-N	362	inhibitor
674	ZLVKIBLQXFILMA-IKGGRYGDSA-N	546	inhibitor
675	STPSLAZMEWZDAJ-AREMUKBSSA-N	29	inhibitor
676	JQLMEZBHIJSVKR-UHFFFAOYSA-N	75	inhibitor
677	JQLMEZBHIJSVKR-UHFFFAOYSA-N	521	inhibitor
678	JQLMEZBHIJSVKR-UHFFFAOYSA-N	346	inhibitor
679	JQLMEZBHIJSVKR-UHFFFAOYSA-N	347	inhibitor
680	JQLMEZBHIJSVKR-UHFFFAOYSA-N	365	inhibitor
681	VBYGXNURPHQSPG-MUUNZHRXSA-N	303	inhibitor
682	DZTGIRNXWSZBIM-QURGRASLSA-N	55	inhibitor
683	DZTGIRNXWSZBIM-QURGRASLSA-N	416	inhibitor
684	YLHSFRZHEMHKAF-UHFFFAOYSA-N	595	inhibitor
685	YDPMMWAOCCOULO-JBRSBNLGSA-N	455	inhibitor
686	YDPMMWAOCCOULO-JBRSBNLGSA-N	615	inhibitor
687	SPDQRCUBFSRAFI-DOMZBBRYSA-N	488	inhibitor
688	DORZPJWJOBMQKC-UHFFFAOYSA-N	627	inhibitor
689	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor
690	NDEORODKVUYMFQ-NHCUHLMSSA-N	416	inhibitor
691	NDEORODKVUYMFQ-NHCUHLMSSA-N	55	inhibitor
692	NDEORODKVUYMFQ-NHCUHLMSSA-N	441	inhibitor
693	CFUSHHQUUUZFAG-UHFFFAOYSA-N	554	inhibitor
694	IIKPYJZUOZRTIB-UHFFFAOYSA-N	184	inhibitor
695	WKDNQONLGXOZRG-HRNNMHKYSA-N	331	inhibitor
696	WKDNQONLGXOZRG-HRNNMHKYSA-N	639	inhibitor
697	HEAGNKNMQVIVMM-UHFFFAOYSA-N	294	inhibitor
698	HEAGNKNMQVIVMM-UHFFFAOYSA-N	295	inhibitor
699	HEAGNKNMQVIVMM-UHFFFAOYSA-N	566	inhibitor
700	GPMTWAPXRJMXCC-UHFFFAOYSA-N	355	inhibitor
701	GPMTWAPXRJMXCC-UHFFFAOYSA-N	264	inhibitor
702	JNAABFZPXJJMPX-UHFFFAOYSA-N	351	inhibitor
703	JWZAQUXBYYOGFA-UHFFFAOYSA-N	370	activator
704	SZZJHKUNVBZYMT-RGULYWFUSA-N	628	inhibitor
705	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor
706	GHKMIOAEPALCFS-UHFFFAOYSA-N	285	inhibitor
707	RTFQFPZKDYMMMJ-RIAKQDHQSA-N	510	degrader (protac)
708	YJOJMGTVKMABKQ-FIQOPJFZSA-N	586	degrader (protac)
709	JECHBTRAPARMGI-KMIZWFMDSA-N	291	degrader (protac)
710	QUQTXFIMYFMULC-OGOZKGDESA-N	28	degrader (protac)
711	ZSCOIFSUFMYZEZ-YSWDPXALSA-N	93	degrader (protac)
712	ZSCOIFSUFMYZEZ-YSWDPXALSA-N	105	degrader (protac)
713	BQXUPNKLZNSUMC-YUQWMIPFSA-N	101	degrader (protac)
714	PACRWHUPEPCFHX-UHFFFAOYSA-N	344	degrader (protac)
715	ZUODKONSNNHSAJ-AMLBMYBGSA-N	640	degrader (protac)
716	XIRQUXILNXIWDI-UHFFFAOYSA-N	618	degrader (protac)
717	WMBSSRAFHKGIRA-UHFFFAOYSA-N	159	degrader (protac)
718	LJGCXHMGIUJXDV-UHFFFAOYSA-N	156	degrader (protac)
719	HZHUKQLWLNDVDZ-IBDVCRJISA-N	472	inhibitor
720	XPEJZXWPKDAYFX-UHFFFAOYSA-N	641	inhibitor
721	XPEJZXWPKDAYFX-UHFFFAOYSA-N	539	inhibitor
722	XPEJZXWPKDAYFX-UHFFFAOYSA-N	443	inhibitor
723	XPEJZXWPKDAYFX-UHFFFAOYSA-N	440	inhibitor
724	SYRVEVZSXHRXIX-KRWDZBQOSA-N	193	inhibitor
725	WAFNVKVWBPXGHK-QDUSTFBWSA-N	65	inhibitor
726	BUIJBFHGUQJYSD-XZOQPEGZSA-N	279	antagonist
727	BLFBSGVUERKSST-UHFFFAOYSA-N	412	inhibitor
728	GRKYJLSMFYQHMP-APASRLOHSA-N	636	inhibitor
729	ZOJWMCDSTRTTOW-UHFFFAOYSA-N	184	degrader (protac)
730	ZOJWMCDSTRTTOW-UHFFFAOYSA-N	345	degrader (protac)
731	MOWXJLUYGFNTAL-DEOSSOPVSA-N	342	inhibitor
732	BPLPIBNWDLPUKP-UHFFFAOYSA-N	21	inhibitor
733	SMVCNKJTRUVRLZ-UHFFFAOYSA-N	61	inhibitor
734	OMISHRJQMYQPMG-UHFFFAOYSA-N	609	degrader (protac)
735	LTOAWFRZXVPHAJ-UHFFFAOYSA-N	579	antagonist
736	AOTRIQLYUAFVSC-UHFFFAOYSA-N	390	inhibitor
737	IPDMIUDPUBUHSU-INIZCTEOSA-N	633	inhibitor
738	ATKHYZXUMVNCIO-UHFFFAOYSA-N	342	inhibitor
739	WXRCLFFPZXJCLS-UHFFFAOYSA-N	131	inhibitor
740	KLKKWCPJBTXWOV-UHFFFAOYSA-N	204	modulator
741	IPUJINDWAGRAHN-KNXBSLHKSA-N	331	inhibitor
742	IPUJINDWAGRAHN-KNXBSLHKSA-N	639	inhibitor
743	FMQWOAKTQPLQBR-SANMLTNESA-N	178	antagonist
744	JOFQERPJMGKMMX-QGZVFWFLSA-N	324	inhibitor
745	CRLZRGXSDBAEFD-UHFFFAOYSA-N	161	agonist
746	CRLZRGXSDBAEFD-UHFFFAOYSA-N	203	agonist
