id	inchikey	target_id	moa
747	CRLZRGXSDBAEFD-UHFFFAOYSA-N	282	agonist
748	IKPNRMYDOSNVAU-UHFFFAOYSA-N	298	activator
749	OYDTWNVVTPPDDO-UHFFFAOYSA-N	332	inhibitor
750	OYDTWNVVTPPDDO-UHFFFAOYSA-N	555	inhibitor
751	UEMPFKOYBHCUIG-QVIWBNHYSA-N	380	inhibitor
752	UEMPFKOYBHCUIG-QVIWBNHYSA-N	213	inhibitor
753	ILPWEAHQRAWJIU-OAHLLOKOSA-N	370	inhibitor
754	DVFCRTGTEXUFIN-GFCCVEGCSA-N	154	inhibitor
755	DVFCRTGTEXUFIN-GFCCVEGCSA-N	156	inhibitor
756	WAVPKLNVEGDDGC-LFIBNONCSA-N	260	degrader (protac)
757	WAVPKLNVEGDDGC-LFIBNONCSA-N	134	degrader (protac)
758	LTWQQWSXYYXVGA-UHFFFAOYSA-N	619	inhibitor
759	KPABJHHKKJIDGX-JOCHJYFZSA-N	303	covalent inhibitor
760	HPBOMWKBZHYYGE-UHFFFAOYSA-N	442	modulator
761	JDUBGYFRJFOXQC-KRWDZBQOSA-N	220	inhibitor
762	JDUBGYFRJFOXQC-KRWDZBQOSA-N	221	inhibitor
763	JDUBGYFRJFOXQC-KRWDZBQOSA-N	626	inhibitor
764	MCRHRRIGPAVFNY-SFHVURJKSA-N	255	inhibitor
765	FXMIIWBGTCDJJQ-UHFFFAOYSA-N	506	inhibitor
766	HKXSBJJCHBFTMB-UHFFFAOYSA-N	243	covalent inhibitor
767	IRKXKBMGTVDZAJ-UHFFFAOYSA-N	176	covalent inhibitor
768	VBTBURGKMCKOJC-UHFFFAOYSA-N	454	inhibitor
769	IYFCFYWXRIVCTH-OAHLLOKOSA-N	84	inhibitor
770	JOAFWIHZEBKYQK-OAHLLOKOSA-N	177	inhibitor
771	QJRFBKYETDVAJQ-ZEQKJWHPSA-N	350	antagonist
772	FVZCFUKXGUUDBQ-ZWSMLAFMSA-N	83	degrader (protac)
773	YPPSMYLMSKHYAY-UHFFFAOYSA-N	588	inhibitor
774	XDPRKJSOJYMCMZ-UHFFFAOYSA-N	486	degrader (protac)
775	FOLSZCLZVLICGG-GJYPPUQNSA-N	506	inhibitor
776	AKCDDYGYIGPEKL-JQOQJDEVSA-N	297	modulator
777	CAOSCCRYLYQBES-UHFFFAOYSA-N	551	inhibitor
778	HFOBENSCBRZVSP-NRFSWKIWSA-N	589	inhibitor
779	XYKISMBNQVUKPW-GOSISDBHSA-N	48	inhibitor
780	GMZCYCKIXQZORP-UHFFFAOYSA-N	412	inhibitor
781	VDGNPEFFHQRGOP-UHFFFAOYSA-N	372	inhibitor
782	JJRRWLVKNLMRSA-UHFFFAOYSA-N	641	inhibitor
783	ZZFKEZYGYPWBGP-UHFFFAOYSA-N	210	inhibitor
784	STQKUEFQEVDNLU-UHFFFAOYSA-N	54	inhibitor
785	MVYWULXPOKYILU-UHFFFAOYSA-N	512	inhibitor
786	VZAFGXCWAWRULT-UONOGXRCSA-N	505	antagonist
787	VZAFGXCWAWRULT-UONOGXRCSA-N	504	antagonist
788	OLEFHQBTXFCZON-HXUWFJFHSA-N	303	covalent inhibitor
789	WZMIWVZGYMKUDV-UHFFFAOYSA-N	283	inhibitor
790	WZMIWVZGYMKUDV-UHFFFAOYSA-N	293	inhibitor
791	LPQXZOJIUVOCAL-NRFANRHFSA-N	608	inhibitor
792	LPQXZOJIUVOCAL-NRFANRHFSA-N	334	inhibitor
793	KHLKLLMMPVSSQY-UHFFFAOYSA-N	607	antagonist
794	KHLKLLMMPVSSQY-UHFFFAOYSA-N	85	antagonist
795	YBXRSCXGRPSTMW-CYBMUJFWSA-N	396	inhibitor
796	SCLLZBIBSFTLIN-INOGPEIASA-N	99	inhibitor
797	XVECNLUKQDKOST-UHFFFAOYSA-N	544	inhibitor
798	CKFRXCBNKKOFGO-IGEOTXOUSA-N	561	inhibitor
799	FFPHMUIGESPOTK-UHFFFAOYSA-N	601	inhibitor
800	DNHPDWGIXIMXSA-CXNSMIOJSA-N	286	inhibitor
801	MMJPVSDTLGFIQW-UHFFFAOYSA-N	274	inhibitor
802	KVMGAIOTUIGROS-AZUAARDMSA-N	44	agonist
803	ZGTWRRCZLAOQMY-UHFFFAOYSA-N	403	inhibitor
804	UFKFTBGGMLIIME-DEOSSOPVSA-N	336	inhibitor
805	ZHXNIYGJAOPMSO-UHFFFAOYSA-N	374	inhibitor
806	HCDAVCLCBXIYPW-QGZVFWFLSA-N	38	inhibitor
807	MVULIYLBRNHLEE-LFHXYJAASA-N	360	degrader (protac)
808	RXSCURXNWIHEAV-UHFFFAOYSA-N	321	inhibitor
809	RXSCURXNWIHEAV-UHFFFAOYSA-N	322	inhibitor
810	BOXZMOCGSKLDAH-OUZJXKGJSA-N	398	degrader (protac)
811	BOXZMOCGSKLDAH-OUZJXKGJSA-N	500	degrader (protac)
812	BOXZMOCGSKLDAH-OUZJXKGJSA-N	31	degrader (protac)
813	FYSWLIFIYIVHPI-DDWISSAJSA-N	192	degrader (protac)
814	FYSWLIFIYIVHPI-DDWISSAJSA-N	416	degrader (protac)
815	FYSWLIFIYIVHPI-DDWISSAJSA-N	55	degrader (protac)
816	KBTKRNXLECYGBY-NERSTHRASA-N	31	degrader (protac)
817	KBTKRNXLECYGBY-NERSTHRASA-N	545	degrader (protac)
818	OFNZESNEBSQKSE-BQGOKDIQSA-N	336	degrader (protac)
819	GJCIYFAPQUEGNE-UHFFFAOYSA-N	151	degrader (protac)
820	AZBRPAQQOMDJLZ-UHFFFAOYSA-N	96	degrader (protac)
821	AWNXKZVIZARMME-UHFFFAOYSA-N	488	inhibitor
822	FSZPIAXLCCQFCM-FCQUAONHSA-N	386	inhibitor
823	UZANYRRVDZSQGV-UHFFFAOYSA-N	453	inhibitor
824	YBMGNDPBARCLFT-UHFFFAOYSA-N	265	inhibitor
825	GEPYBHCJBORHCE-SFHVURJKSA-N	376	antagonist
826	GEPYBHCJBORHCE-SFHVURJKSA-N	501	antagonist
827	YTGYWPTWNBGCLG-UHFFFAOYSA-N	560	inhibitor
828	CCAWRGNYALGPQH-UHFFFAOYSA-N	284	inhibitor
829	JCKGSPAAPQRPBW-OAQYLSRUSA-N	497	inhibitor
830	BJFSUDWKXGMUKA-UHFFFAOYSA-N	562	inhibitor
831	BJFSUDWKXGMUKA-UHFFFAOYSA-N	570	inhibitor
832	RNAMYOYQYRYFQY-UHFFFAOYSA-N	514	inhibitor
833	RNAMYOYQYRYFQY-UHFFFAOYSA-N	565	inhibitor
834	QOECJCJVIMVJGX-UHFFFAOYSA-N	514	inhibitor
835	QOECJCJVIMVJGX-UHFFFAOYSA-N	565	inhibitor
836	DPJNKUOXBZSZAI-UHFFFAOYSA-N	430	inhibitor
837	DPJNKUOXBZSZAI-UHFFFAOYSA-N	503	inhibitor
838	WBKCKEHGXNWYMO-UHFFFAOYSA-N	25	inhibitor
839	BKCDJTRMYWSXMC-UHFFFAOYSA-N	514	inhibitor
840	BKCDJTRMYWSXMC-UHFFFAOYSA-N	565	inhibitor
841	TWKYXZSXXXKKJU-FQEVSTJZSA-N	17	inhibitor
842	OTTJIRVZJJGFTK-SFHVURJKSA-N	576	inhibitor
843	ZKXZLIFRWWKZRY-KRWDZBQOSA-N	17	inhibitor
844	ABGOSOMRWSYAOB-UHFFFAOYSA-N	439	inhibitor
845	ABGOSOMRWSYAOB-UHFFFAOYSA-N	473	inhibitor
846	PSOXOVKYGWBTPB-UHFFFAOYSA-N	327	antagonist, inverse agonist, mix agonist/antagonist in vivo
847	PSOXOVKYGWBTPB-UHFFFAOYSA-N	384	antagonist, inverse agonist, mix agonist/antagonist in vivo
848	MPUQHZXIXSTTDU-QXGSTGNESA-N	491	inhibitor
849	DYIRSNMPIZZNBK-UHFFFAOYSA-N	63	inhibitor
850	DRLCSJFKKILATL-YWCVFVGNSA-N	348	inhibitor
851	HXZRMADPDYFMEB-FTTMEYFSSA-N	338	actin disruptor
852	QFJCIRLUMZQUOT-HPLJOQBZSA-N	263	inhibitor
853	ZDNGJXBUEQNFBQ-GCJKJVERSA-N	406	inhibitor
854	QJJXYPPXXYFBGM-LFZNUXCKSA-N	337	inhibitor
855	YKNAKDFZAWQEEO-IBGZPJMESA-N	376	inhibitor
856	YKNAKDFZAWQEEO-IBGZPJMESA-N	501	inhibitor
857	QJZRFPJCWMNVAV-HHHXNRCGSA-N	319	inhibitor
858	JNAHVYVRKWKWKQ-CYBMUJFWSA-N	131	inhibitor
859	JNAHVYVRKWKWKQ-CYBMUJFWSA-N	600	inhibitor
860	FDLYAMZZIXQODN-UHFFFAOYSA-N	131	inhibitor
861	FDLYAMZZIXQODN-UHFFFAOYSA-N	600	inhibitor
862	PCHKPVIQAHNQLW-CQSZACIVSA-N	131	inhibitor
863	PCHKPVIQAHNQLW-CQSZACIVSA-N	600	inhibitor
864	ULXXDDBFHOBEHA-CWDCEQMOSA-N	93	covalent inhibitor
865	ULXXDDBFHOBEHA-CWDCEQMOSA-N	105	covalent inhibitor
866	KXBDTLQSDKGAEB-UHFFFAOYSA-N	363	covalent inhibitor
867	ZVWPOIUAPXDLMB-UHFFFAOYSA-N	266	modulator
868	LGWDVWIZDPGCFG-UHFFFAOYSA-N	495	allosteric activator, orthosteric inhibitor
869	LGWDVWIZDPGCFG-UHFFFAOYSA-N	547	allosteric activator, orthosteric inhibitor
870	LGWDVWIZDPGCFG-UHFFFAOYSA-N	564	allosteric activator, orthosteric inhibitor
871	SQSZANZGUXWJEA-UHFFFAOYSA-N	52	inhibitor
872	IFWUBRBMMNTBRZ-UHFFFAOYSA-N	470	inhibitor
873	GMPQGWXPDRNCBL-UHFFFAOYSA-N	145	inhibitor
874	CYOHGALHFOKKQC-UHFFFAOYSA-N	352	covalent inhibitor
875	REVJNSVNICWODC-KIDMSAQOSA-N	63	inhibitor
876	NDVQUNZCNAMROD-RZUBCFFCSA-N	250	inhibitor
877	DFBDRVGWBHBJNR-BBNFHIFMSA-N	101	antagonist
878	RRZVGDGTWNQAPW-UHFFFAOYSA-N	603	antagonist
879	RRZVGDGTWNQAPW-UHFFFAOYSA-N	602	antagonist
880	ITTRLTNMFYIYPA-UHFFFAOYSA-N	93	covalent inhibitor
881	OIGNJSKKLXVSLS-VWUMJDOOSA-N	104	agonist
882	PMQUGSPFUBGJCZ-CHOKWEPUSA-N	228	inhibitor
883	QKPUKWQKXUUTOK-UHFFFAOYSA-N	19	antagonist
884	MFYLCAMJNGIULC-KCVUFLITSA-N	168	inhibitor
885	PIEQDBPBBQPLPL-UHFFFAOYSA-N	482	inhibitor
886	UMUQEMHROZVOTF-LJQANCHMSA-N	517	inhibitor
887	BHUZLJOUHMBZQY-YXQOSMAKSA-N	595	inhibitor
888	VPQCHIWQHIOPQS-UHFFFAOYSA-N	574	inhibitor
889	HXBRBOYWXDLHDC-UHFFFAOYSA-N	221	covalent inhibitor
890	HXBRBOYWXDLHDC-UHFFFAOYSA-N	220	covalent inhibitor
891	FQAXDSVNYVVQSE-UHFFFAOYSA-N	257	modulator
892	VTFWALACVWFKNO-OCJYXSBASA-N	122	modulator
893	RJTJRVASUFIDQM-UHFFFAOYSA-N	139	modulator
894	MDGIEDNDSFMSLP-UHFFFAOYSA-N	426	modulator
895	BHKDKKZMPODMIQ-UHFFFAOYSA-N	176	covalent inhibitor
896	NMQUSJQZQWKQBL-UHFFFAOYSA-N	312	inhibitor
897	OSXFATOLZGZLSK-UHFFFAOYSA-N	514	inhibitor
898	KMFLQPJJHQNKKF-UHFFFAOYSA-N	206	inverse agonist
899	DUIHHZKTCSNTGM-UHFFFAOYSA-N	396	inhibitor
900	LBVKEEFIPBQIMD-JTQLQIEISA-N	106	inhibitor
901	LBVKEEFIPBQIMD-JTQLQIEISA-N	434	inhibitor
902	FIVSJYGQAIEMOC-ZGNKEGEESA-N	189	antagonist
903	WMOAPWVQPPIAFY-HSZRJFAPSA-N	167	agonist
904	YCBIMOYJAYMCOJ-CCEZHUSRSA-N	415	covalent inhibitor
905	JLNAZAXGWJVJEC-UHFFFAOYSA-N	242	inhibitor
906	YLGMPWWMPCGYBF-UHFFFAOYSA-N	506	inhibitor
907	RGHLRMNPUGUZEY-UHFFFAOYSA-N	542	inhibitor
908	GYKNPXCQINZRLL-UHFFFAOYSA-N	23	degrader (protac)
909	RDLSKDOSNKLEAQ-UHFFFAOYSA-N	257	modulator
910	KGSBEYKVWODBRD-ICSRJNTNSA-N	186	inhibitor
911	XSQUJFKRXZMOKA-PAFIKIDNSA-N	638	inhibitor
912	ISNXAOFEMNFJCO-YUXAGFNASA-N	447	covalent inhibitor
913	XUZMWHLSFXCVMG-UHFFFAOYSA-N	180	inhibitor
914	XUZMWHLSFXCVMG-UHFFFAOYSA-N	52	inhibitor
915	SGSFONPFVRRJLS-UHFFFAOYSA-N	401	inhibitor
916	LGLHCXISMKHLIK-UHFFFAOYSA-N	371	inhibitor
917	XLOGLWKOHPIJLV-UHFFFAOYSA-N	41	inhibitor
918	LOGJQOUIVKBFGH-YBEGLDIGSA-N	145	inhibitor
919	LOGJQOUIVKBFGH-YBEGLDIGSA-N	118	inhibitor
920	LOGJQOUIVKBFGH-YBEGLDIGSA-N	119	inhibitor
921	LOGJQOUIVKBFGH-YBEGLDIGSA-N	109	inhibitor
922	JIFCFQDXHMUPGP-UHFFFAOYSA-N	363	inhibitor
923	NDEXUOWTGYUVGA-LJQANCHMSA-N	18	inhibitor
924	MUOKSQABCJCOPU-UHFFFAOYSA-N	339	inhibitor
925	CMWRPDHVGMHLSZ-GFCCVEGCSA-N	287	inhibitor
926	DADASRPKWOGKCU-FVTQAUBDSA-N	7	inhibitor
927	HZASIAXCPXTISQ-NVXWUHKLSA-N	88	inhibitor
928	AUMDBEHGJRZSOO-UHFFFAOYSA-N	293	inhibitor
929	HDAJDNHIBCDLQF-RUZDIDTESA-N	202	inhibitor
930	HDAJDNHIBCDLQF-RUZDIDTESA-N	196	inhibitor
931	LCVIRAZGMYMNNT-UHFFFAOYSA-N	23	inhibitor
932	STUWGJZDJHPWGZ-LBPRGKRZSA-N	261	inhibitor
933	HTFNVAVTYILUCF-UHFFFAOYSA-N	387	inhibitor
934	VEPKQEUBKLEPRA-UHFFFAOYSA-N	432	inhibitor
935	KDGFLJKFZUIJMX-UHFFFAOYSA-N	618	inhibitor
936	AHJRHEGDXFFMBM-UHFFFAOYSA-N	144	inhibitor
937	AHJRHEGDXFFMBM-UHFFFAOYSA-N	344	inhibitor
938	ZBCMHWUFWQFPLV-VVOJOOEHSA-N	385	inhibitor
939	ZBCMHWUFWQFPLV-VVOJOOEHSA-N	388	inhibitor
940	ZBCMHWUFWQFPLV-VVOJOOEHSA-N	70	inhibitor
941	IVUGFMLRJOCGAS-UHFFFAOYSA-N	23	inhibitor
942	IVUGFMLRJOCGAS-UHFFFAOYSA-N	511	inhibitor
943	IVUGFMLRJOCGAS-UHFFFAOYSA-N	624	inhibitor
944	JCINBYQJBYJGDM-UHFFFAOYSA-N	52	inhibitor
945	JUSFANSTBFGBAF-IRXDYDNUSA-N	263	inhibitor
946	HXMGCTFLLWPVFM-GOSISDBHSA-N	432	inhibitor
947	DEZZLWQELQORIU-RELWKKBWSA-N	151	inhibitor
948	BCZUAADEACICHN-UHFFFAOYSA-N	127	inhibitor
949	AQGNHMOJWBZFQQ-UHFFFAOYSA-N	299	inhibitor
950	AQGNHMOJWBZFQQ-UHFFFAOYSA-N	300	inhibitor
951	IENLGMOXAQMNEH-CYBMUJFWSA-N	18	inhibitor
952	LHNIIDJUOCFXAP-UHFFFAOYSA-N	261	inhibitor
953	LHNIIDJUOCFXAP-UHFFFAOYSA-N	5	inhibitor
954	PSICWGWNIOOULV-UHFFFAOYSA-N	263	inhibitor
955	UYUHRKLITDJEHB-UHFFFAOYSA-N	332	inhibitor
956	UYUHRKLITDJEHB-UHFFFAOYSA-N	555	inhibitor
957	UYUHRKLITDJEHB-UHFFFAOYSA-N	629	inhibitor
958	MJSHVHLADKXCML-RQNOJGIXSA-N	240	inhibitor
959	MJSHVHLADKXCML-RQNOJGIXSA-N	380	inhibitor
960	MYKOWOGZBMOVBJ-UHFFFAOYSA-N	484	inhibitor
961	MYKOWOGZBMOVBJ-UHFFFAOYSA-N	523	inhibitor
962	AHYMHWXQRWRBKT-UHFFFAOYSA-N	127	inhibitor
963	VASPFLVEEOBQOS-UHFFFAOYSA-N	630	agonist
964	AYCPARAPKDAOEN-LJQANCHMSA-N	385	inhibitor
965	AYCPARAPKDAOEN-LJQANCHMSA-N	87	inhibitor
966	AYCPARAPKDAOEN-LJQANCHMSA-N	591	inhibitor
967	AYCPARAPKDAOEN-LJQANCHMSA-N	571	inhibitor
968	DEEOXSOLTLIWMG-UHFFFAOYSA-N	130	inhibitor
969	SCFMWQIQBVZOQR-UHFFFAOYSA-N	110	inhibitor
970	SCFMWQIQBVZOQR-UHFFFAOYSA-N	184	inhibitor
971	DTEKTGDVSARYDS-UHFFFAOYSA-N	421	inhibitor
972	DTEKTGDVSARYDS-UHFFFAOYSA-N	419	inhibitor
973	DTEKTGDVSARYDS-UHFFFAOYSA-N	315	inhibitor
974	DTEKTGDVSARYDS-UHFFFAOYSA-N	604	inhibitor
975	XQVVPGYIWAGRNI-JOCHJYFZSA-N	320	inhibitor
976	XQVVPGYIWAGRNI-JOCHJYFZSA-N	587	inhibitor
977	XQVVPGYIWAGRNI-JOCHJYFZSA-N	559	inhibitor
978	QAPAJIZPZGWAND-UHFFFAOYSA-N	387	inhibitor
979	KTUFNOKKBVMGRW-UHFFFAOYSA-N	92	inhibitor
980	KTUFNOKKBVMGRW-UHFFFAOYSA-N	137	inhibitor
981	LQBVNQSMGBZMKD-UHFFFAOYSA-N	135	inhibitor
982	SOYCFODXNRVBTI-UHFFFAOYSA-N	367	inhibitor
983	JKMWZKPAXZBYEH-JWHWKPFMSA-N	367	inhibitor
984	XMVAWGSQPHFXKU-UHFFFAOYSA-N	368	inhibitor
985	ZFBHXVOCZBPADE-SSEXGKCCSA-N	368	inhibitor
986	SXQZEMXQTRNLRZ-HXUWFJFHSA-N	418	covalent inhibitor
987	GXTJETQFYHZHNB-GASCZTMLSA-N	255	molecular glue
988	QLXULUNLCRKWRD-UHFFFAOYSA-N	502	inhibitor
989	JWZSSEWMVYKYKW-UHFFFAOYSA-N	432	inhibitor
990	VYWRYBZVVSPTQN-SANMLTNESA-N	261	inhibitor
991	OZFFKOSQNBBYCA-UHFFFAOYSA-N	383	inhibitor
992	OZFFKOSQNBBYCA-UHFFFAOYSA-N	421	inhibitor
993	ONIQOQHATWINJY-UHFFFAOYSA-N	236	inhibitor
994	WBLVOWHFRUAMCP-UHFFFAOYSA-N	552	inhibitor
995	DTBGJTHCIGPRDA-UHFFFAOYSA-N	466	inhibitor
996	DKZYXHCYPUVGAF-JCNLHEQBSA-N	412	inhibitor
997	SXWMIXPJPNCXQQ-UHFFFAOYSA-N	240	inhibitor
998	BKWJAKQVGHWELA-UHFFFAOYSA-N	210	inhibitor
999	YKDZIFFKQUNVHH-UHFFFAOYSA-N	339	inhibitor
1000	YKDZIFFKQUNVHH-UHFFFAOYSA-N	160	inhibitor
1001	GJYVLTPTDBQQCY-UHFFFAOYSA-N	294	inhibitor
1002	GJYVLTPTDBQQCY-UHFFFAOYSA-N	295	inhibitor
1003	GJYVLTPTDBQQCY-UHFFFAOYSA-N	566	inhibitor
1004	IRTDIKMSKMREGO-OAHLLOKOSA-N	262	inhibitor
1005	SUNXHXDJOIXABJ-NSHDSACASA-N	52	inhibitor
1006	CDOOFZZILLRUQH-GDLZYMKVSA-N	363	inhibitor
1007	VMJFTOSOFDEKTM-UHFFFAOYSA-N	127	inhibitor
1008	VMJFTOSOFDEKTM-UHFFFAOYSA-N	359	inhibitor
1009	WKIALOXOAZXGMG-UHFFFAOYSA-N	127	inhibitor
1010	XWQVQSXLXAXOPJ-QNGMFEMESA-N	304	inhibitor
1011	KNLROUBMVYVLGX-UHFFFAOYSA-N	318	inhibitor
1012	AUWUGRCKTQSGJY-HHHXNRCGSA-N	356	inhibitor
1013	IXZOHGPZAQLIBH-NRFANRHFSA-N	525	modulator
1014	IXZOHGPZAQLIBH-NRFANRHFSA-N	392	molecular glue
1015	IXZOHGPZAQLIBH-NRFANRHFSA-N	610	molecular glue
1016	GSGDUDAFETZSPM-IATAILRESA-N	255	molecular glue
1017	BANRYGZZIMCKNA-OYGJEQPESA-N	152	molecular glue
1018	PWBHUSLMHZLGRN-UHFFFAOYSA-N	152	molecular glue
1019	WCPTUQOMNJBIET-CALCHBBNSA-N	80	inhibitor
1020	WCPTUQOMNJBIET-CALCHBBNSA-N	556	inhibitor
1021	NWGMIELHSCQGOG-ZDUSSCGKSA-N	131	inhibitor
1022	NWGMIELHSCQGOG-ZDUSSCGKSA-N	600	inhibitor
1023	NWGMIELHSCQGOG-ZDUSSCGKSA-N	438	inhibitor
1024	FMTVWAGUJRUAKE-UHFFFAOYSA-N	538	inhibitor
1025	FMTVWAGUJRUAKE-UHFFFAOYSA-N	515	inhibitor
1026	FMTVWAGUJRUAKE-UHFFFAOYSA-N	472	inhibitor
1027	FMTVWAGUJRUAKE-UHFFFAOYSA-N	573	inhibitor
1028	FMTVWAGUJRUAKE-UHFFFAOYSA-N	53	inhibitor
1029	OHRURASPPZQGQM-GCCNXGTGSA-N	398	inhibitor
1030	OHRURASPPZQGQM-GCCNXGTGSA-N	500	inhibitor
1031	OHRURASPPZQGQM-GCCNXGTGSA-N	31	inhibitor
1032	OHRURASPPZQGQM-GCCNXGTGSA-N	545	inhibitor
1033	OHRDCQFCAWLDBP-SBUREZEXSA-N	254	antagonist
1034	KKFFOOWORPUAJB-NVXWUHKLSA-N	370	inhibitor
1035	XCGYXEVLQIIEJH-UHFFFAOYSA-N	255	inhibitor
1036	BNTAEJNPQLMGDJ-LLVKDONJSA-N	302	inhibitor
1037	PFPSFENQCNMITC-MRXNPFEDSA-N	430	inhibitor
1038	WXRGFPHDRFQODR-ICLZECGLSA-N	496	inhibitor
1039	ULNXAWLQFZMIHX-UHFFFAOYSA-N	430	inhibitor
1040	PFHDWRIVDDIFRP-UHFFFAOYSA-N	430	inhibitor
1041	NSQSAUGJQHDYNO-UHFFFAOYSA-N	430	inhibitor
1042	CACMCLIHCDTJHL-IDTAVKCVSA-N	17	inhibitor
1043	CACMCLIHCDTJHL-IDTAVKCVSA-N	582	inhibitor
1044	XGVXKJKTISMIOW-ZDUSSCGKSA-N	4	inhibitor
1045	LQTWDAYNGMMHLV-UHFFFAOYSA-N	430	inhibitor
1046	HPODOLXTMDHLLC-QGZVFWFLSA-N	430	inhibitor
1047	PTPNCCWOTBBVJR-UHFFFAOYSA-N	19	antagonist
1048	ATFQBBCQZKVZJN-QMMMGPOBSA-N	364	inhibitor
1049	QLPHOXTXAKOFMU-WBVHZDCISA-N	34	inhibitor
1050	XKQLNDPUQSZBJW-QGHHPUGFSA-N	598	inhibitor
1051	VOVZXURTCKPRDQ-CQSZACIVSA-N	92	inhibitor
1052	YHMDHAMZFMNMTF-MSOLQXFVSA-N	61	inhibitor
1053	IIQUYGWWHIHOCF-UHFFFAOYSA-N	92	inhibitor
1054	OINGHOPGNMYCAB-INIZCTEOSA-N	385	inhibitor
1055	JBGYKRAZYDNCNV-UHFFFAOYSA-N	221	inhibitor
1056	JBGYKRAZYDNCNV-UHFFFAOYSA-N	220	inhibitor
1057	DMIDPTCQPIJYFE-UHFFFAOYSA-N	53	inhibitor
1058	HSVRUECLQUGTDS-UHFFFAOYSA-N	216	inhibitor
1059	VUIRVWPJNKZOSS-UHFFFAOYSA-N	74	inhibitor
1060	VUIRVWPJNKZOSS-UHFFFAOYSA-N	490	inhibitor
1061	XMWUCMFVDXDRDE-NRFANRHFSA-N	62	inhibitor
1062	VIQXILLOJLATEF-UHFFFAOYSA-N	485	inhibitor
1063	UJGTUKMAJVCBIS-UHFFFAOYSA-N	328	inhibitor
1064	ZPNTXOKOIHPCLI-UHFFFAOYSA-N	93	inhibitor
1065	NVGROBHDOYRPAN-FPTDNZKUSA-N	598	inhibitor
1066	VKQBTIMLSDGNLG-QHCPKHFHSA-N	178	antagonist
1067	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	375	inhibitor
1068	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	411	inhibitor
1069	FAEKWTJYAYMJKF-QHCPKHFHSA-N	375	inhibitor
1070	FAEKWTJYAYMJKF-QHCPKHFHSA-N	411	inhibitor
1071	LYPAFUINURXJSG-AWEZNQCLSA-N	397	inhibitor
1072	JGWRKYUXBBNENE-UHFFFAOYSA-N	113	inhibitor
1073	RZLXOEIALAVGKH-UHFFFAOYSA-N	506	inhibitor
1074	ZKIQFLSGMMYCGS-SANMLTNESA-N	456	inhibitor
1075	ZKIQFLSGMMYCGS-SANMLTNESA-N	465	inhibitor
1076	PMJIHLSCWIDGMD-UHFFFAOYSA-N	299	inhibitor
1077	PMJIHLSCWIDGMD-UHFFFAOYSA-N	300	inhibitor
1078	NIHAFOURWLZLFN-UHFFFAOYSA-N	71	inhibitor
1079	NIHAFOURWLZLFN-UHFFFAOYSA-N	299	inhibitor
1080	NIHAFOURWLZLFN-UHFFFAOYSA-N	300	inhibitor
1081	KKMZWHRTQLNOCF-UHFFFAOYSA-N	492	inhibitor
1082	KKMZWHRTQLNOCF-UHFFFAOYSA-N	281	inhibitor
1083	KKMZWHRTQLNOCF-UHFFFAOYSA-N	340	inhibitor
1084	NFHSJYKXENYICE-UHFFFAOYSA-N	5	inhibitor
1085	GOVYBPLHWIEHEJ-UHFFFAOYSA-N	595	inhibitor
1086	GOVYBPLHWIEHEJ-UHFFFAOYSA-N	509	inhibitor
1087	OJQMKCBWYCWFPU-UHFFFAOYSA-N	269	agonist
1088	WXTJCPHELGTTJU-FMKPAKJESA-N	528	inhibitor
1089	JYYLVUFNAHSSFE-UHFFFAOYSA-N	432	inhibitor
1090	DNVFTXQYIYFQBW-UHFFFAOYSA-N	141	covalent inhibitor
1091	DNVFTXQYIYFQBW-UHFFFAOYSA-N	171	covalent inhibitor
1092	DNVFTXQYIYFQBW-UHFFFAOYSA-N	177	covalent inhibitor
1093	DNVFTXQYIYFQBW-UHFFFAOYSA-N	176	covalent inhibitor
1094	NDVITLLKZQXKGU-IBGZPJMESA-N	58	inhibitor
1095	NDVITLLKZQXKGU-IBGZPJMESA-N	77	inhibitor
1096	NDVITLLKZQXKGU-IBGZPJMESA-N	558	inhibitor
1097	NDVITLLKZQXKGU-IBGZPJMESA-N	449	inhibitor
1098	QYJLBHRAPDJOSO-NVXWUHKLSA-N	144	inhibitor
1099	HEAUOKZIVMZVQL-VWLOTQADSA-N	215	antagonist
1100	ASRLBLHATMXGPC-UHFFFAOYSA-N	378	inhibitor
1101	POKVQQVLRJLUAK-UHFFFAOYSA-N	7	inhibitor
1102	RKAFYSIKAVFVPS-UHFFFAOYSA-N	152	molecular glue
1103	RKAFYSIKAVFVPS-UHFFFAOYSA-N	479	molecular glue
1104	XVGSKZXXLKUEIO-MRXNPFEDSA-N	519	inhibitor
1105	NRHPFMQPXSSELC-QHCPKHFHSA-N	458	inhibitor
1106	GJMZWYLOARVASY-NTCAYCPXSA-N	318	covalent inhibitor
1107	KTBSXLIQKWEBRB-UHFFFAOYSA-N	180	inhibitor
1108	HXYXHSDYBDFOFO-INIZCTEOSA-N	401	inhibitor
1109	HHFWQMFTPDFWLM-UHFFFAOYSA-N	128	inhibitor
1110	FSQGWBXWGNWEAV-CMDGGOBGSA-N	100	inhibitor
1111	OXTSYWDBUVRXFF-GDLZYMKVSA-N	210	inhibitor
1112	KRNAOFGYEFKHPB-ANJVHQHFSA-N	64	antagonist
