target_id	source_db	property	ordinal	value
242	Chemical Probes Portal	class	0	Protein kinase
242	Chemical Probes Portal	class	1	Kinase
242	Chemical Probes Portal	subClass	0	TKL
243	Chemical Probes Portal	class	0	Lipid metabolism
243	Chemical Probes Portal	class	1	Enzyme
243	Chemical Probes Portal	subClass	0	Glutathione Peroxidase
244	Chemical Probes Portal	class	0	Kinase
244	Chemical Probes Portal	subClass	0	TKL
245	Chemical Probes Portal	class	0	Ion Channel
245	Chemical Probes Portal	subClass	0	Sodium channel
246	Chemical Probes Portal	class	0	GPCR
246	Chemical Probes Portal	subClass	0	Vasorepressin receptor
247	Chemical Probes Portal	class	0	Synoclein family
248	Chemical Probes Portal	class	0	Enzyme
248	Chemical Probes Portal	subClass	0	Endonuclease
249	Chemical Probes Portal	class	0	Enzyme
249	Chemical Probes Portal	subClass	0	Metallopeptidase
250	Chemical Probes Portal	class	0	Other post-translational modification
250	Chemical Probes Portal	subClass	0	E3 ubiquitin ligase
251	Chemical Probes Portal	class	0	Transcription factor
251	Chemical Probes Portal	subClass	0	Signal transducer and transcription activator
252	Chemical Probes Portal	class	0	GPCR
252	Chemical Probes Portal	subClass	0	Opioid Receptor
253	Chemical Probes Portal	class	0	GPCR
253	Chemical Probes Portal	subClass	0	Opioid receptor
253	Chemical Probes Portal	subClass	1	Opioid receptors
254	Chemical Probes Portal	class	0	GPCR
254	Chemical Probes Portal	subClass	0	Opioid receptor
255	Chemical Probes Portal	class	0	Transcription factor
255	Chemical Probes Portal	class	1	Transcriptional Factor
255	Chemical Probes Portal	subClass	0	Transcriptional Repressor
256	Chemical Probes Portal	class	0	GPCR
256	Chemical Probes Portal	subClass	0	PAC receptor
257	Chemical Probes Portal	class	0	GPCR
257	Chemical Probes Portal	subClass	0	Metabatropic Glutamate Receptor
258	Chemical Probes Portal	class	0	GPCR
259	Chemical Probes Portal	class	0	Transcription factor
259	Chemical Probes Portal	subClass	0	Signal transducer
260	Chemical Probes Portal	class	0	Enzyme
260	Chemical Probes Portal	subClass	0	Reductase
260	Chemical Probes Portal	subClass	1	Hydroxysteroid dehydrogenase
261	Chemical Probes Portal	class	0	Kinase
261	Chemical Probes Portal	class	1	Lipid kinase
261	Chemical Probes Portal	subClass	0	PI3/PI4
261	Chemical Probes Portal	subClass	1	Class I
261	Chemical Probes Portal	subClass	2	PI3/PI4-kinase
262	Chemical Probes Portal	class	0	Kinase
262	Chemical Probes Portal	class	1	Lipid kinase
262	Chemical Probes Portal	subClass	0	PI3/PI4
262	Chemical Probes Portal	subClass	1	PI3/PI4-kinase
263	Chemical Probes Portal	class	0	Kinase
263	Chemical Probes Portal	class	1	Protein kinase
263	Chemical Probes Portal	subClass	0	PI3/PI4
263	Chemical Probes Portal	subClass	1	Atypical
264	Chemical Probes Portal	class	0	Epigenetic
264	Chemical Probes Portal	subClass	0	YEATS
265	Chemical Probes Portal	class	0	Transporter
265	Chemical Probes Portal	subClass	0	Solute carrier
266	Chemical Probes Portal	class	0	Other
266	Chemical Probes Portal	subClass	0	SLC Family
267	Chemical Probes Portal	class	0	GPCR
267	Chemical Probes Portal	subClass	0	Prostaglandin F Receptor
268	Chemical Probes Portal	class	0	GPCR
268	Chemical Probes Portal	subClass	0	Prostaglandin E Receptor 2
269	Chemical Probes Portal	class	0	GPCR
269	Chemical Probes Portal	subClass	0	Prostacyclin receptor
270	Chemical Probes Portal	class	0	Protein metabolism
270	Chemical Probes Portal	subClass	0	Protease
271	Chemical Probes Portal	class	0	NHR
272	Chemical Probes Portal	class	0	Protein kinase
272	Chemical Probes Portal	class	1	Kinase
272	Chemical Probes Portal	subClass	0	TK
273	Chemical Probes Portal	class	0	Enzyme
273	Chemical Probes Portal	class	1	Epigenetic
273	Chemical Probes Portal	subClass	0	Nicotinamide phosphoribosyltransferase
273	Chemical Probes Portal	subClass	1	Phosphoribosyltransferase
274	Chemical Probes Portal	class	0	Protein metabolism
274	Chemical Probes Portal	class	1	Enzyme
274	Chemical Probes Portal	subClass	0	Metallopeptidase
274	Chemical Probes Portal	subClass	1	Peptidase
275	Chemical Probes Portal	class	0	Kinase
275	Chemical Probes Portal	subClass	0	CMGC
276	Chemical Probes Portal	class	0	Kinase
276	Chemical Probes Portal	subClass	0	CMGC
277	Chemical Probes Portal	class	0	Kinase
277	Chemical Probes Portal	subClass	0	STE
278	Chemical Probes Portal	class	0	GPCR
278	Chemical Probes Portal	subClass	0	Chemokine receptor
279	Chemical Probes Portal	class	0	GPCR
279	Chemical Probes Portal	subClass	0	BK-1
280	Chemical Probes Portal	class	0	GPCR
280	Chemical Probes Portal	subClass	0	Melatonin Receptor
281	Chemical Probes Portal	class	0	Kinase
281	Chemical Probes Portal	subClass	0	PIP family
281	Chemical Probes Portal	subClass	1	Lipid Kinase
282	Chemical Probes Portal	class	0	NHR
282	Chemical Probes Portal	subClass	0	Retinoic acid receptor
283	Chemical Probes Portal	class	0	Kinase
283	Chemical Probes Portal	subClass	0	CK1
284	Chemical Probes Portal	class	0	Enzyme
284	Chemical Probes Portal	subClass	0	Dehydrogenase
285	Chemical Probes Portal	class	0	Kinase
285	Chemical Probes Portal	subClass	0	PI3/PI4
285	Chemical Probes Portal	subClass	1	PI3/PI4-kinase
286	Chemical Probes Portal	class	0	Transporter
287	Chemical Probes Portal	class	0	Kinase
287	Chemical Probes Portal	subClass	0	CAMK
288	Chemical Probes Portal	class	0	GPCR
288	Chemical Probes Portal	subClass	0	Neuropeptide Y receptor Y2
288	Chemical Probes Portal	subClass	1	Neuropeptide Y receptor
289	Chemical Probes Portal	class	0	GPCR
289	Chemical Probes Portal	subClass	0	Melatonin Receptor
290	Chemical Probes Portal	class	0	Lipid metabolism
290	Chemical Probes Portal	class	1	Enzyme
290	Chemical Probes Portal	subClass	0	Synthase
291	Chemical Probes Portal	class	0	Kinase
291	Chemical Probes Portal	subClass	0	CMGC
292	Chemical Probes Portal	class	0	Other post-translational modification
292	Chemical Probes Portal	subClass	0	Transferase
293	Chemical Probes Portal	class	0	Kinase
293	Chemical Probes Portal	class	1	Protein kinase
293	Chemical Probes Portal	subClass	0	CK1
294	Chemical Probes Portal	class	0	Kinase
294	Chemical Probes Portal	subClass	0	CMGC
295	Chemical Probes Portal	class	0	Kinase
295	Chemical Probes Portal	subClass	0	CMGC
296	Chemical Probes Portal	class	0	Kinase
296	Chemical Probes Portal	subClass	0	CMGC
297	Chemical Probes Portal	class	0	Enzyme
297	Chemical Probes Portal	subClass	0	Gamma-Secretase Complex
297	Chemical Probes Portal	subClass	1	Gamma-Secretase complex
297	Chemical Probes Portal	subClass	2	Aspartyl protease
298	Chemical Probes Portal	class	0	Guanine nucleotide-exchange factor
299	Chemical Probes Portal	class	0	Kinase
299	Chemical Probes Portal	subClass	0	CMGC
300	Chemical Probes Portal	class	0	Kinase
300	Chemical Probes Portal	subClass	0	CMGC
301	Chemical Probes Portal	class	0	Kinase
301	Chemical Probes Portal	subClass	0	Carbohydrate kinase
301	Chemical Probes Portal	subClass	1	Sugar Kinase
302	Chemical Probes Portal	class	0	Enzyme
302	Chemical Probes Portal	subClass	0	Methionine Aminopeptidase
303	Chemical Probes Portal	class	0	Kinase
303	Chemical Probes Portal	subClass	0	CMGC
304	Chemical Probes Portal	class	0	Kinase
304	Chemical Probes Portal	subClass	0	CMGC
305	Chemical Probes Portal	class	0	Ion Channel
305	Chemical Probes Portal	subClass	0	Sodium Channel
306	Chemical Probes Portal	class	0	Ion Channel
306	Chemical Probes Portal	subClass	0	Sodium channel
307	Chemical Probes Portal	class	0	Transcription factor
307	Chemical Probes Portal	class	1	NHR
307	Chemical Probes Portal	subClass	0	NR1 nuclear hormone receptors
307	Chemical Probes Portal	subClass	1	Orphan Receptor
308	Chemical Probes Portal	class	0	Epigenetic
308	Chemical Probes Portal	subClass	0	Bromodomain
309	Chemical Probes Portal	class	0	Epigenetic
309	Chemical Probes Portal	subClass	0	Bromodomain
310	Chemical Probes Portal	class	0	Kinase
310	Chemical Probes Portal	subClass	0	TKL
311	Chemical Probes Portal	class	0	GPCR
311	Chemical Probes Portal	subClass	0	Chemokine receptor
312	Chemical Probes Portal	class	0	Transcription factor
312	Chemical Probes Portal	subClass	0	Signal transducer and transcription activator
313	Chemical Probes Portal	class	0	Ion Channel
313	Chemical Probes Portal	subClass	0	Potassium Channel
314	Chemical Probes Portal	class	0	Ion Channel
314	Chemical Probes Portal	subClass	0	Chloride channel
315	Chemical Probes Portal	class	0	Protein kinase
315	Chemical Probes Portal	class	1	Kinase
315	Chemical Probes Portal	subClass	0	AGC
316	Chemical Probes Portal	class	0	Protein kinase
316	Chemical Probes Portal	subClass	0	TK
317	Chemical Probes Portal	class	0	Protein kinase
317	Chemical Probes Portal	subClass	0	Ser/Thr Protein Kinase
318	Chemical Probes Portal	class	0	Kinase
318	Chemical Probes Portal	subClass	0	TK
318	Chemical Probes Portal	subClass	1	Tyrosine kinase
319	Chemical Probes Portal	class	0	Motor protein
319	Chemical Probes Portal	subClass	0	Kinesin family
320	Chemical Probes Portal	class	0	Kinase
320	Chemical Probes Portal	subClass	0	Other
321	Chemical Probes Portal	class	0	Kinase
321	Chemical Probes Portal	subClass	0	TKL
322	Chemical Probes Portal	class	0	Kinase
322	Chemical Probes Portal	subClass	0	TKL
323	Chemical Probes Portal	class	0	Kinase
323	Chemical Probes Portal	subClass	0	CMGC
324	Chemical Probes Portal	class	0	Transporter
324	Chemical Probes Portal	class	1	Solute carrier
324	Chemical Probes Portal	subClass	0	Solute carrier
324	Chemical Probes Portal	subClass	1	Monocarboxylate porter
325	Chemical Probes Portal	class	0	Enzyme
325	Chemical Probes Portal	subClass	0	Amino acid transaminase
326	Chemical Probes Portal	class	0	Enzyme
326	Chemical Probes Portal	subClass	0	Phosphodiesterase
327	Chemical Probes Portal	class	0	NHR
327	Chemical Probes Portal	subClass	0	NR1 Subfamily
328	Chemical Probes Portal	class	0	ATPase
328	Chemical Probes Portal	class	1	Enzyme
328	Chemical Probes Portal	subClass	0	AAA+
328	Chemical Probes Portal	subClass	1	ATPase
329	Chemical Probes Portal	class	0	Epigenetic
329	Chemical Probes Portal	subClass	0	Bromodomain
330	Chemical Probes Portal	class	0	GPCR
330	Chemical Probes Portal	subClass	0	Purinoceptor
331	Chemical Probes Portal	class	0	Enzyme
331	Chemical Probes Portal	subClass	0	Protease
331	Chemical Probes Portal	subClass	1	Peptidase
332	Chemical Probes Portal	class	0	Kinase
332	Chemical Probes Portal	subClass	0	CAMK
333	Chemical Probes Portal	class	0	Ion Channel
333	Chemical Probes Portal	subClass	0	Potassium channel
333	Chemical Probes Portal	subClass	1	Potassium Channel
334	Chemical Probes Portal	class	0	Enzyme
334	Chemical Probes Portal	subClass	0	Disintegrin
335	Chemical Probes Portal	class	0	Integral membrane protein
335	Chemical Probes Portal	subClass	0	General secrectory pathway
336	Chemical Probes Portal	class	0	Structural protein
336	Chemical Probes Portal	class	1	WD repeat
336	Chemical Probes Portal	class	2	WD40 Repeat
336	Chemical Probes Portal	subClass	0	WD40-repeat proteins
336	Chemical Probes Portal	subClass	1	WD40 repeat
337	Chemical Probes Portal	class	0	Other
337	Chemical Probes Portal	subClass	0	Immunophilin Protein Family
338	Chemical Probes Portal	class	0	Structural protein
338	Chemical Probes Portal	subClass	0	Cytoskeleton
339	Chemical Probes Portal	class	0	Kinase
339	Chemical Probes Portal	subClass	0	Ser/Thr kinase
339	Chemical Probes Portal	subClass	1	CMGC
340	Chemical Probes Portal	class	0	Kinase
340	Chemical Probes Portal	subClass	0	Lipid Kinase
341	Chemical Probes Portal	class	0	Kinase
341	Chemical Probes Portal	subClass	0	CMGC
342	Chemical Probes Portal	class	0	Kinase
342	Chemical Probes Portal	subClass	0	PI3/PI4
343	Chemical Probes Portal	class	0	Kinase
343	Chemical Probes Portal	subClass	0	TKL
344	Chemical Probes Portal	class	0	Kinase
344	Chemical Probes Portal	subClass	0	CMGC
345	Chemical Probes Portal	class	0	Kinase
345	Chemical Probes Portal	subClass	0	CMGC
346	Chemical Probes Portal	class	0	Kinase
346	Chemical Probes Portal	subClass	0	CMGC
347	Chemical Probes Portal	class	0	Kinase
347	Chemical Probes Portal	subClass	0	CMGC
348	Chemical Probes Portal	class	0	Other post-translational modification
348	Chemical Probes Portal	class	1	Enzyme
348	Chemical Probes Portal	class	2	Post translational modifications
348	Chemical Probes Portal	subClass	0	E3 ubiquitin ligase
348	Chemical Probes Portal	subClass	1	Ubiquitin Ligase
348	Chemical Probes Portal	subClass	2	Ligase
349	Chemical Probes Portal	class	0	Enzyme
349	Chemical Probes Portal	subClass	0	Phosphodiesterase
350	Chemical Probes Portal	class	0	GPCR
350	Chemical Probes Portal	subClass	0	Adrenocorticotropic hormone receptor
351	Chemical Probes Portal	class	0	Enzyme
351	Chemical Probes Portal	subClass	0	Class 2 Dihydroorotate dehydrogenase
352	Chemical Probes Portal	class	0	Kinase
352	Chemical Probes Portal	subClass	0	STE
353	Chemical Probes Portal	class	0	Protein kinase
353	Chemical Probes Portal	class	1	Kinase
353	Chemical Probes Portal	subClass	0	TK
354	Chemical Probes Portal	class	0	Kinase
354	Chemical Probes Portal	subClass	0	TKL
355	Chemical Probes Portal	class	0	Epigenetic
355	Chemical Probes Portal	subClass	0	YEATS
356	Chemical Probes Portal	class	0	Epigenetic
356	Chemical Probes Portal	subClass	0	Protein methyltransferase
357	Chemical Probes Portal	class	0	Nuclear Hormone Receptor
357	Chemical Probes Portal	subClass	0	Nuclear Receptor 1C2
358	Chemical Probes Portal	class	0	Kinase
358	Chemical Probes Portal	subClass	0	TKL
359	Chemical Probes Portal	class	0	Kinase
359	Chemical Probes Portal	subClass	0	TK
360	Chemical Probes Portal	class	0	Kinase
360	Chemical Probes Portal	subClass	0	TK
360	Chemical Probes Portal	subClass	1	Tyr kinase
361	Chemical Probes Portal	class	0	Enzyme
361	Chemical Probes Portal	subClass	0	Lipase
362	Chemical Probes Portal	class	0	Enzyme
362	Chemical Probes Portal	subClass	0	Protein-tyrosine phosphatase
363	Chemical Probes Portal	class	0	Kinase
363	Chemical Probes Portal	class	1	Protein kinase
363	Chemical Probes Portal	subClass	0	TK
363	Chemical Probes Portal	subClass	1	Tyrosin Kinase
363	Chemical Probes Portal	subClass	2	Tyr kinase
364	Chemical Probes Portal	class	0	Transporter
364	Chemical Probes Portal	subClass	0	SLC Family
365	Chemical Probes Portal	class	0	Kinase
365	Chemical Probes Portal	subClass	0	CMGC
366	Chemical Probes Portal	class	0	Nucleic acid metabolism
366	Chemical Probes Portal	subClass	0	Phosphodiesterase
367	Chemical Probes Portal	class	0	Other
367	Chemical Probes Portal	subClass	0	Apoptosis Regulator
367	Chemical Probes Portal	subClass	1	Apoptosis regulator
368	Chemical Probes Portal	class	0	Other
368	Chemical Probes Portal	subClass	0	BCL2 family
369	Chemical Probes Portal	class	0	Nuclear Hormone Receptor
369	Chemical Probes Portal	subClass	0	Nuclear receptor 1C1
370	Chemical Probes Portal	class	0	Enzyme
370	Chemical Probes Portal	subClass	0	Nucleotide exchange factor
370	Chemical Probes Portal	subClass	1	Nucleotide
371	Chemical Probes Portal	class	0	Protein kinase
371	Chemical Probes Portal	subClass	0	TK
372	Chemical Probes Portal	class	0	Enzyme
372	Chemical Probes Portal	subClass	0	Helicase
373	Chemical Probes Portal	class	0	Kinase
373	Chemical Probes Portal	class	1	Protein kinase
373	Chemical Probes Portal	subClass	0	TK
373	Chemical Probes Portal	subClass	1	Tyrosine kinase
373	Chemical Probes Portal	subClass	2	CMGC
374	Chemical Probes Portal	class	0	Kinase
374	Chemical Probes Portal	subClass	0	TK
374	Chemical Probes Portal	subClass	1	Tyr kinase
375	Chemical Probes Portal	class	0	Ion Channel
375	Chemical Probes Portal	subClass	0	Potassium channel
376	Chemical Probes Portal	class	0	Epigenetic
376	Chemical Probes Portal	subClass	0	Bromodomain
376	Chemical Probes Portal	subClass	1	Histone acetyl transferase
377	Chemical Probes Portal	class	0	Other post-translational modification
377	Chemical Probes Portal	subClass	0	N-acetylglucosaminyltransferase
378	Chemical Probes Portal	class	0	Epigenetic
378	Chemical Probes Portal	subClass	0	Bromodomain
379	Chemical Probes Portal	class	0	Protein kinase
379	Chemical Probes Portal	class	1	Kinase
379	Chemical Probes Portal	subClass	0	STE
380	Chemical Probes Portal	class	0	Kinase
380	Chemical Probes Portal	subClass	0	Tyrosine kinase
380	Chemical Probes Portal	subClass	1	TK
381	Chemical Probes Portal	class	0	Ion Channel
381	Chemical Probes Portal	subClass	0	Glutamate receptor
381	Chemical Probes Portal	subClass	1	glutamate-gated ion channel
382	Chemical Probes Portal	class	0	Enzyme
383	Chemical Probes Portal	class	0	Kinase
383	Chemical Probes Portal	subClass	0	CAMK
384	Chemical Probes Portal	class	0	NHR
384	Chemical Probes Portal	subClass	0	NR1 Subfamily
385	Chemical Probes Portal	class	0	Protein kinase
385	Chemical Probes Portal	class	1	Kinase
385	Chemical Probes Portal	subClass	0	STE
386	Chemical Probes Portal	class	0	Protein kinase
386	Chemical Probes Portal	subClass	0	STE
387	Chemical Probes Portal	class	0	Kinase
387	Chemical Probes Portal	class	1	Protein kinase
387	Chemical Probes Portal	subClass	0	CMGC
388	Chemical Probes Portal	class	0	Protein kinase
388	Chemical Probes Portal	subClass	0	STE
389	Chemical Probes Portal	class	0	Enzyme
389	Chemical Probes Portal	subClass	0	Ubiquitin Ligase
390	Chemical Probes Portal	class	0	Protein kinase
390	Chemical Probes Portal	class	1	Kinase
390	Chemical Probes Portal	subClass	0	Atypical
390	Chemical Probes Portal	subClass	1	PI3/PI4
391	Chemical Probes Portal	class	0	Enzyme
391	Chemical Probes Portal	subClass	0	Phospholipase
392	Chemical Probes Portal	class	0	Transcription factor
392	Chemical Probes Portal	subClass	0	Zinc finger
393	Chemical Probes Portal	class	0	Enzyme
393	Chemical Probes Portal	subClass	0	Prolyl isomerase
394	Chemical Probes Portal	class	0	Kinase
394	Chemical Probes Portal	subClass	0	AGC
395	Chemical Probes Portal	class	0	Enzyme
395	Chemical Probes Portal	subClass	0	Isomerase
396	Chemical Probes Portal	class	0	Kinase
396	Chemical Probes Portal	class	1	Protein kinase
396	Chemical Probes Portal	subClass	0	PI3/PI4
396	Chemical Probes Portal	subClass	1	Atypical
397	Chemical Probes Portal	class	0	Kinase
397	Chemical Probes Portal	subClass	0	TKL
398	Chemical Probes Portal	class	0	Epigenetic
398	Chemical Probes Portal	subClass	0	HDAC
399	Chemical Probes Portal	class	0	Kinase
399	Chemical Probes Portal	subClass	0	Lipid kinase
400	Chemical Probes Portal	class	0	Kinase
400	Chemical Probes Portal	subClass	0	CMGC
401	Chemical Probes Portal	class	0	Other
401	Chemical Probes Portal	class	1	Enzyme
401	Chemical Probes Portal	subClass	0	Phosphodiesterase
401	Chemical Probes Portal	subClass	1	pyrophosphatase/phosphodiesterase
401	Chemical Probes Portal	subClass	2	nucleotide pyrophosphatase/phosphodiesterase; lysophospholipase
401	Chemical Probes Portal	subClass	3	Autotaxin
402	Chemical Probes Portal	class	0	Kinase
402	Chemical Probes Portal	subClass	0	TKL
403	Chemical Probes Portal	class	0	Kinase
403	Chemical Probes Portal	subClass	0	Tyr Kinase
404	Chemical Probes Portal	class	0	Kinase
404	Chemical Probes Portal	subClass	0	CMGC
405	Chemical Probes Portal	class	0	Enzyme
405	Chemical Probes Portal	subClass	0	Phosphodiesterase
406	Chemical Probes Portal	class	0	Other post-translational modification
406	Chemical Probes Portal	subClass	0	KEAP1 family
406	Chemical Probes Portal	subClass	1	Protein ubiquitination
407	Chemical Probes Portal	class	0	Kinase
407	Chemical Probes Portal	subClass	0	Ser/Thr Protein Kinase
408	Chemical Probes Portal	class	0	Enzyme
408	Chemical Probes Portal	subClass	0	Helicase
409	Chemical Probes Portal	class	0	Kinase
409	Chemical Probes Portal	subClass	0	TK
410	Chemical Probes Portal	class	0	Enzyme
410	Chemical Probes Portal	subClass	0	Phosphodiesterase
411	Chemical Probes Portal	class	0	Ion Channel
411	Chemical Probes Portal	subClass	0	Potassium channel
412	Chemical Probes Portal	class	0	Kinase
412	Chemical Probes Portal	subClass	0	CAMK
413	Chemical Probes Portal	class	0	GPCR
413	Chemical Probes Portal	subClass	0	Glutamate receptor
414	Chemical Probes Portal	class	0	Epigenetic
415	Chemical Probes Portal	class	0	Enzyme
415	Chemical Probes Portal	subClass	0	methyltransferase
415	Chemical Probes Portal	subClass	1	Methyltransferase
416	Chemical Probes Portal	class	0	Epigenetic
416	Chemical Probes Portal	subClass	0	Bromodomain
417	Chemical Probes Portal	class	0	Kinase
417	Chemical Probes Portal	subClass	0	CMGC
418	Chemical Probes Portal	class	0	DNA Binding
419	Chemical Probes Portal	class	0	Kinase
419	Chemical Probes Portal	subClass	0	AGC
420	Chemical Probes Portal	class	0	GPCR
420	Chemical Probes Portal	subClass	0	Purinergic Receptor
421	Chemical Probes Portal	class	0	Kinase
421	Chemical Probes Portal	subClass	0	AGC
421	Chemical Probes Portal	subClass	1	CAMK
422	Chemical Probes Portal	class	0	Cytohesin
423	Chemical Probes Portal	class	0	Epigenetic
423	Chemical Probes Portal	subClass	0	Transcription factor
423	Chemical Probes Portal	subClass	1	Transcription Factor
424	Chemical Probes Portal	class	0	Epigenetic
424	Chemical Probes Portal	subClass	0	Transcription factor
424	Chemical Probes Portal	subClass	1	Transcription Factor
425	Chemical Probes Portal	class	0	Other
425	Chemical Probes Portal	subClass	0	RNA Binding Protein
426	Chemical Probes Portal	class	0	GPCR
426	Chemical Probes Portal	subClass	0	Proton Sensing GPCR
427	Chemical Probes Portal	class	0	Kinase
427	Chemical Probes Portal	subClass	0	CMGC
428	Chemical Probes Portal	class	0	Ion Channel
428	Chemical Probes Portal	subClass	0	Nicotinic Acetylcholine Receptor
429	Chemical Probes Portal	class	0	Ion Channel
429	Chemical Probes Portal	subClass	0	Sodium Voltage-Gated Channel
430	Chemical Probes Portal	class	0	Epigenetic
430	Chemical Probes Portal	subClass	0	Protein methyltransferase
430	Chemical Probes Portal	subClass	1	Methyltransferase
431	Chemical Probes Portal	class	0	Kinase
431	Chemical Probes Portal	subClass	0	TK
431	Chemical Probes Portal	subClass	1	Tyrosine kinase
431	Chemical Probes Portal	subClass	2	Tyr kinase
432	Chemical Probes Portal	class	0	Kinase
432	Chemical Probes Portal	class	1	Protein kinase
432	Chemical Probes Portal	subClass	0	CMGC
433	Chemical Probes Portal	class	0	Kinase
433	Chemical Probes Portal	subClass	0	TKL
434	Chemical Probes Portal	class	0	Kinase
434	Chemical Probes Portal	subClass	0	TK
434	Chemical Probes Portal	subClass	1	Tyrosine kinase
434	Chemical Probes Portal	subClass	2	Tyr kinase
435	Chemical Probes Portal	class	0	Enzyme
435	Chemical Probes Portal	subClass	0	Glycosyltransferase
436	Chemical Probes Portal	class	0	Kinase
436	Chemical Probes Portal	subClass	0	TK
436	Chemical Probes Portal	subClass	1	Tyrosine kinase
436	Chemical Probes Portal	subClass	2	CMGC
437	Chemical Probes Portal	class	0	Kinase
437	Chemical Probes Portal	subClass	0	Ser/Thr kinase
438	Chemical Probes Portal	class	0	Other post-translational modification
438	Chemical Probes Portal	subClass	0	PARP
439	Chemical Probes Portal	class	0	Epigenetic
439	Chemical Probes Portal	subClass	0	Protein methyltransferase
440	Chemical Probes Portal	class	0	Epigenetic
440	Chemical Probes Portal	subClass	0	Chromatin Regulator
441	Chemical Probes Portal	class	0	Epigenetic
441	Chemical Probes Portal	subClass	0	Bromodomain
442	Chemical Probes Portal	class	0	Orphan receptor
442	Chemical Probes Portal	subClass	0	Sigma receptor
443	Chemical Probes Portal	class	0	Epigenetic
443	Chemical Probes Portal	subClass	0	Chromatin Regulator
444	Chemical Probes Portal	class	0	GPCR
444	Chemical Probes Portal	subClass	0	Free fatty acid receptor
445	Chemical Probes Portal	class	0	Protein kinase
445	Chemical Probes Portal	class	1	Kinase
445	Chemical Probes Portal	subClass	0	TKL
446	Chemical Probes Portal	class	0	Kinase
446	Chemical Probes Portal	subClass	0	CK1
447	Chemical Probes Portal	class	0	Other post-translational modification
447	Chemical Probes Portal	subClass	0	Depalmitoylase
448	Chemical Probes Portal	class	0	Other post-translational modification
448	Chemical Probes Portal	subClass	0	O-acyltransferase
449	Chemical Probes Portal	class	0	Epigenetic
449	Chemical Probes Portal	subClass	0	Histone demethylase
450	Chemical Probes Portal	class	0	Enzyme
450	Chemical Probes Portal	subClass	0	Amidase
451	Chemical Probes Portal	class	0	Kinase
451	Chemical Probes Portal	subClass	0	CK1
452	Chemical Probes Portal	class	0	Epigenetic
452	Chemical Probes Portal	subClass	0	Methyltransferase
453	Chemical Probes Portal	class	0	Kinase
453	Chemical Probes Portal	subClass	0	AGC
454	Chemical Probes Portal	class	0	Enzyme
454	Chemical Probes Portal	subClass	0	Dioxygenase
455	Chemical Probes Portal	class	0	Epigenetic
455	Chemical Probes Portal	subClass	0	ATPase
455	Chemical Probes Portal	subClass	1	Bromodomain
456	Chemical Probes Portal	class	0	Enzyme
456	Chemical Probes Portal	subClass	0	Peptidase
457	Chemical Probes Portal	class	0	GPCR
457	Chemical Probes Portal	subClass	0	Neuropeptide S Receptor
458	Chemical Probes Portal	class	0	Enzyme
458	Chemical Probes Portal	subClass	0	Peptidase
459	Chemical Probes Portal	class	0	Transporter
459	Chemical Probes Portal	subClass	0	Glycoprotein
460	Chemical Probes Portal	class	0	Kinase
460	Chemical Probes Portal	subClass	0	STE
461	Chemical Probes Portal	class	0	Ion Channel
461	Chemical Probes Portal	subClass	0	Solute carrier
462	Chemical Probes Portal	class	0	Ion Channel
462	Chemical Probes Portal	subClass	0	Cation Channel
463	Chemical Probes Portal	class	0	Other post-translational modification
463	Chemical Probes Portal	subClass	0	PARP
464	Chemical Probes Portal	class	0	Enzyme
464	Chemical Probes Portal	subClass	0	SDR
465	Chemical Probes Portal	class	0	Enzyme
465	Chemical Probes Portal	subClass	0	Peptidase
466	Chemical Probes Portal	class	0	Epigenetic
466	Chemical Probes Portal	subClass	0	Methyltransferase
467	Chemical Probes Portal	class	0	Epigenetic
467	Chemical Probes Portal	subClass	0	Bromodomain
468	Chemical Probes Portal	class	0	Kinase
468	Chemical Probes Portal	subClass	0	CAMK
469	Chemical Probes Portal	class	0	Enzyme
469	Chemical Probes Portal	subClass	0	Acyltransferase
470	Chemical Probes Portal	class	0	DNA replication & repair enzyme
470	Chemical Probes Portal	subClass	0	Glycohydrolase
471	Chemical Probes Portal	class	0	Transmembrane protein
471	Chemical Probes Portal	subClass	0	STING family
472	Chemical Probes Portal	class	0	Epigenetic
472	Chemical Probes Portal	subClass	0	Methyltransferase
472	Chemical Probes Portal	subClass	1	Protein methyltransferase
473	Chemical Probes Portal	class	0	Epigenetic
473	Chemical Probes Portal	subClass	0	Protein methyltransferase
474	Chemical Probes Portal	class	0	Transporter
474	Chemical Probes Portal	subClass	0	Solute transporter
475	Chemical Probes Portal	class	0	Kinase
475	Chemical Probes Portal	subClass	0	CAMK
476	Chemical Probes Portal	class	0	Kinase
476	Chemical Probes Portal	subClass	0	CAMK
477	Chemical Probes Portal	class	0	E3 Ligase
478	Chemical Probes Portal	class	0	Epigenetic
478	Chemical Probes Portal	subClass	0	HDAC (Class III)
479	Chemical Probes Portal	class	0	Translation Termination Factor
480	Chemical Probes Portal	class	0	Kinase
480	Chemical Probes Portal	subClass	0	Autophagy Activating Kinases
481	Chemical Probes Portal	class	0	Epigenetic
481	Chemical Probes Portal	subClass	0	Bromodomain
482	Chemical Probes Portal	class	0	Lipid metabolism
482	Chemical Probes Portal	subClass	0	Serine Esterase
483	Chemical Probes Portal	class	0	Kinase
483	Chemical Probes Portal	subClass	0	CAMK
484	Chemical Probes Portal	class	0	Kinase
484	Chemical Probes Portal	subClass	0	Other STK
