inchikey	organism	dose_value	dose_unit	route	dose_raw	source_db	source
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Other	10	mg/kg	PO	2 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	NCT-505
BATCTBJIJJEPHM-UHFFFAOYSA-N	Other	1	mg/kg	PO	1 mg/Kg PO, 0.5 mg/Kg IV	Chemical Probes Portal	PF-04457845
BATCTBJIJJEPHM-UHFFFAOYSA-N	Other	0.5	mg/kg	IV	1 mg/Kg PO, 0.5 mg/Kg IV	Chemical Probes Portal	PF-04457845
QCQQONWEDCOTBV-UHFFFAOYSA-N	Other	5	mg/kg		5-30 mg/Kg	Chemical Probes Portal	A-1331852
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Other	15	mg/kg		15-100 mg/Kg	Chemical Probes Portal	Vimirogant
WUJVPELCYCESAP-UHFFFAOYSA-N	Other	30	mg/kg		30 mg/Kg	Chemical Probes Portal	GPR120-IN-1
ZLTQCDRXWXUYHJ-UHFFFAOYSA-N	Mouse	3	mg/kg	PO	3 mg/kg (oral), 1 mg/kg (IV)	Chemical Probes Portal	NI-42
ZLTQCDRXWXUYHJ-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	3 mg/kg (oral), 1 mg/kg (IV)	Chemical Probes Portal	NI-42
NBTNHSGBRGTFJS-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/kg	Chemical Probes Portal	WH-4-023
KYWWJENKIMRJBI-UHFFFAOYSA-N	Other	50	mg/kg		30 (r), 50 (m) mg/kg/day, 15, 50 mg/Kg (R), 20, 60, and 120 mg/kg/day (ham), 50 mg/Kg (mon)Rab	Chemical Probes Portal	LXR-623
KYWWJENKIMRJBI-UHFFFAOYSA-N	Other	120	mg/kg/day		30 (r), 50 (m) mg/kg/day, 15, 50 mg/Kg (R), 20, 60, and 120 mg/kg/day (ham), 50 mg/Kg (mon)Rab	Chemical Probes Portal	LXR-623
KYWWJENKIMRJBI-UHFFFAOYSA-N	Other	50	mg/kg		30 (r), 50 (m) mg/kg/day, 15, 50 mg/Kg (R), 20, 60, and 120 mg/kg/day (ham), 50 mg/Kg (mon)Rab	Chemical Probes Portal	LXR-623
MPASHPJAIUOWCK-UHFFFAOYSA-N	Rat	100	mg/kg		25, 50, 100 mg/Kg	Chemical Probes Portal	BAY-826
JVCWPUFNLFSKFS-UHFFFAOYSA-N	Mouse	30	mg/kg		3, 10, 30 mg/Kg	Chemical Probes Portal	AC710
KHWCPNJRJCNVRI-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/kg	Chemical Probes Portal	GSK2801
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N	Mouse	30	mg/kg		30 mg/kg	Chemical Probes Portal	Bafetinib
TXEBNKKOLVBTFK-UHFFFAOYSA-N	Other	100	mg/kg		10, 30 and 100 mg/kg	Chemical Probes Portal	BLU9931
CQCWHSDMJBAGDC-UHFFFAOYSA-N	Other	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO, 5-10-30 mg/Kg PO BID, Reviewer suggested: max 30 mg/Kg	Chemical Probes Portal	GNE-781
CQCWHSDMJBAGDC-UHFFFAOYSA-N	Other	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO, 5-10-30 mg/Kg PO BID, Reviewer suggested: max 30 mg/Kg	Chemical Probes Portal	GNE-781
