inchikey	organism	dose_value	dose_unit	route	dose_raw	source_db	source
LQEHCKYYIXQEBM-FUKIBTTHSA-N	Monkey (Cynomolgus)	10	mg/kg	PO	5 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	A-192621
CSJYMAFXYMYNCK-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	BAY-1797
CSJYMAFXYMYNCK-UHFFFAOYSA-N	Rat	2	mg/kg		2 mg/kg	Chemical Probes Portal	BAY-1797
ILHNIWOZZKIBNW-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/kg	Chemical Probes Portal	FB23-2
OAMLIJKKGZLNHE-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	MSD-CYP11B2
OAMLIJKKGZLNHE-UHFFFAOYSA-N	Monkey (Rheus)	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	MSD-CYP11B2
JTCAGRAKUAAYDY-OAHLLOKOSA-N	Rat	5	mg/kg	PO	5 mg/Kg PO, 1 mg/Kg IV	Chemical Probes Portal	MK-7246
JTCAGRAKUAAYDY-OAHLLOKOSA-N	Rat	1	mg/kg	IV	5 mg/Kg PO, 1 mg/Kg IV	Chemical Probes Portal	MK-7246
JTCAGRAKUAAYDY-OAHLLOKOSA-N	Dog	5	mg/kg	PO	5 mg/Kg PO, 1 mg/Kg IV	Chemical Probes Portal	MK-7246
JTCAGRAKUAAYDY-OAHLLOKOSA-N	Dog	1	mg/kg	IV	5 mg/Kg PO, 1 mg/Kg IV	Chemical Probes Portal	MK-7246
FSWFYCYPTDLKON-CMJOXMDJSA-N	Rat				0.52 (IV), 1.04 (PO) mg/Kg	Chemical Probes Portal	MILVEXIAN
FSWFYCYPTDLKON-CMJOXMDJSA-N	Monkey (Cynomolgus)				0.50 (IV), 1.50 (PO) mg/Kg	Chemical Probes Portal	MILVEXIAN
FSWFYCYPTDLKON-CMJOXMDJSA-N	Other					Chemical Probes Portal	MILVEXIAN
SKZQFKBIJUXXCG-INIZCTEOSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	Sivopixant
SKZQFKBIJUXXCG-INIZCTEOSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	Sivopixant
TVGAHWWPABTBCX-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	Vimseltinib
TVGAHWWPABTBCX-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	Vimseltinib
TVGAHWWPABTBCX-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	Vimseltinib
FRBRZGLUFOZRGD-JVPBZIDWSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	GSK046
FRBRZGLUFOZRGD-JVPBZIDWSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	GSK046
FRBRZGLUFOZRGD-JVPBZIDWSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	GSK046
FRBRZGLUFOZRGD-JVPBZIDWSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	GSK046
PXQATVYJKMMHAU-UHFFFAOYSA-N	Rat					Chemical Probes Portal	BI-639667
PXQATVYJKMMHAU-UHFFFAOYSA-N	Dog					Chemical Probes Portal	BI-639667
PXQATVYJKMMHAU-UHFFFAOYSA-N	Monkey (Cynomolgus)					Chemical Probes Portal	BI-639667
YNFDIGJKJPNFFD-SJORKVTESA-N	Rat	4	mg/kg		4 mg/kg	Chemical Probes Portal	BI-99179
RPHDOVLXDYWDGF-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/kg	Chemical Probes Portal	UCSF924
KVJFJJXCBRSCDY-UHFFFAOYSA-N	Mouse	100	mg/kg		100 mg/Kg BID	Chemical Probes Portal	WM-3835
PGIVGIFOWOVINL-GOSISDBHSA-N	Rat	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	BAY-678
WZQLVEPIBAOOGF-RMMWZPCPSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	GSK973
WZQLVEPIBAOOGF-RMMWZPCPSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	GSK973
WZQLVEPIBAOOGF-RMMWZPCPSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	GSK973
WZQLVEPIBAOOGF-RMMWZPCPSA-N	Dog	2	mg/kg		2 mg/Kg	Chemical Probes Portal	GSK973
QZZCUOVXHPAQRQ-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	GSK620
QZZCUOVXHPAQRQ-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	GSK620
QZZCUOVXHPAQRQ-UHFFFAOYSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	GSK620
QZZCUOVXHPAQRQ-UHFFFAOYSA-N	Dog	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	GSK620
JZTTUZXIQIRVAB-FZEVHQGJSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	BI 1950
JZTTUZXIQIRVAB-FZEVHQGJSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	BI 1950
ZLGNYFOIDAVMHY-MPKOGUQCSA-N	Mouse	25	mg/kg	IV	25 mg/Kg IV once weekly, 10 mg/Kg 3 times weekly, 25 mg/Kg 5 days a week for 2 weeks, 50 mg/Kg every other day for 3 weeks	Chemical Probes Portal	MD-224
ZLGNYFOIDAVMHY-MPKOGUQCSA-N	Mouse	10	mg/kg		25 mg/Kg IV once weekly, 10 mg/Kg 3 times weekly, 25 mg/Kg 5 days a week for 2 weeks, 50 mg/Kg every other day for 3 weeks	Chemical Probes Portal	MD-224
ZLGNYFOIDAVMHY-MPKOGUQCSA-N	Mouse	25	mg/kg		25 mg/Kg IV once weekly, 10 mg/Kg 3 times weekly, 25 mg/Kg 5 days a week for 2 weeks, 50 mg/Kg every other day for 3 weeks	Chemical Probes Portal	MD-224
ZLGNYFOIDAVMHY-MPKOGUQCSA-N	Mouse	50	mg/kg		25 mg/Kg IV once weekly, 10 mg/Kg 3 times weekly, 25 mg/Kg 5 days a week for 2 weeks, 50 mg/Kg every other day for 3 weeks	Chemical Probes Portal	MD-224
QULDDKSCVCJTPV-UHFFFAOYSA-N	Mouse	125	mg/kg		31, 62.5, 125 mg/Kg, 75, 150 mg/Kg, 100 mg/Kg	Chemical Probes Portal	BIIB021
QULDDKSCVCJTPV-UHFFFAOYSA-N	Mouse	150	mg/kg		31, 62.5, 125 mg/Kg, 75, 150 mg/Kg, 100 mg/Kg	Chemical Probes Portal	BIIB021
QULDDKSCVCJTPV-UHFFFAOYSA-N	Mouse	100	mg/kg		31, 62.5, 125 mg/Kg, 75, 150 mg/Kg, 100 mg/Kg	Chemical Probes Portal	BIIB021
BLVQHYHDYFTPDV-VCABWLAWSA-N	Other	10	mg/mL		10 mg/mL	Chemical Probes Portal	RGFP966
VLLFGVHGKLDDLW-SFHVURJKSA-N	Rat	0.3	mg		0.3 mg /Kg	Chemical Probes Portal	ATABECESTAT
VLLFGVHGKLDDLW-SFHVURJKSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	ATABECESTAT
VLLFGVHGKLDDLW-SFHVURJKSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	ATABECESTAT
VLLFGVHGKLDDLW-SFHVURJKSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	ATABECESTAT
VLLFGVHGKLDDLW-SFHVURJKSA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	ATABECESTAT
VLLFGVHGKLDDLW-SFHVURJKSA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	ATABECESTAT
UEMQPCYDWCSVCU-UHFFFAOYSA-N	Mouse	3	mg/kg	PO	3 mg/kg (oral), 1 mg/kg (IV)	Chemical Probes Portal	NI-57
UEMQPCYDWCSVCU-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	3 mg/kg (oral), 1 mg/kg (IV)	Chemical Probes Portal	NI-57
XMBSZPZJLPTFMV-UHFFFAOYSA-N	Mouse	3	mg/kg	IV	3 mg/Kg IV, 10 mg/Kg PO, up to 50 mg/Kg	Chemical Probes Portal	DDD85646
XMBSZPZJLPTFMV-UHFFFAOYSA-N	Mouse	10	mg/kg	PO	3 mg/Kg IV, 10 mg/Kg PO, up to 50 mg/Kg	Chemical Probes Portal	DDD85646
XMBSZPZJLPTFMV-UHFFFAOYSA-N	Mouse	50	mg/kg		3 mg/Kg IV, 10 mg/Kg PO, up to 50 mg/Kg	Chemical Probes Portal	DDD85646
QYDASSGXBXGRBS-CKJXQJPGSA-N	Other	1	mg/kg		1 mg/kg and 30 mg/kg	Chemical Probes Portal	KZR-504
QYDASSGXBXGRBS-CKJXQJPGSA-N	Other	30	mg/kg		1 mg/kg and 30 mg/kg	Chemical Probes Portal	KZR-504
YQOLEILXOBUDMU-KRWDZBQOSA-N	Other	3	mg/kg		3-30 mg/Kg	Chemical Probes Portal	BAY-6672
JNSLBXJNVHYNNW-CXNSMIOJSA-N	Mouse	50	mg/kg		50 mg/kg	Chemical Probes Portal	MT1
RNQODBQYMXYMCT-SJORKVTESA-N	Other					Chemical Probes Portal	BAY-386
RFZQYGBLRIKROZ-PCLIKHOPSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	APY0201
RFZQYGBLRIKROZ-PCLIKHOPSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	APY0201
RFZQYGBLRIKROZ-PCLIKHOPSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	APY0201
BPLVDYJDAVYLRQ-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	JNJ-42396302
WNEILUNVMHVMPH-UHFFFAOYSA-N	Other	8	mg/kg		0.5, 1, 2, 4, 8 mg/Kg	Chemical Probes Portal	BAY1217389
AEJOEPSMZCEYJN-HXUWFJFHSA-N	Other	10	mg/kg		10 mg/kg	Chemical Probes Portal	ICI-199441
OJKONCJPCULNOW-DYVFJYSZSA-N	Other	100	mg/kg		1, 3, 10, 100 mg/Kg	Chemical Probes Portal	DS-1971a
YDNOHCOYQVZOMC-UHFFFAOYSA-N	Other	75	mg/kg		75 mg/Kg	Chemical Probes Portal	PI-3065
OFWWWKWUCDUISA-UHFFFAOYSA-N	Rat					Chemical Probes Portal	BAY-299
CDQRIIUMNLMHRH-UHFFFAOYSA-N	Other	10	mg/kg	PO	10 mg/kg (oral); 1 mg/kg (IV)	Chemical Probes Portal	T-26c
CDQRIIUMNLMHRH-UHFFFAOYSA-N	Other	1	mg/kg	IV	10 mg/kg (oral); 1 mg/kg (IV)	Chemical Probes Portal	T-26c
CHEANNSDVJOIBS-MHZLTWQESA-N	Other	1	mg/kg	IV	1 mg/kg, iv; 5 mg/kg, po (M), 0.5 mg/kg, iv; 2 mg/kg, po (R), 0.5 mg/kg, iv; 2 mg/kg, po (C), up to 100 mg/Kg po	Chemical Probes Portal	AM-1638
CHEANNSDVJOIBS-MHZLTWQESA-N	Other	5	mg/kg	PO	1 mg/kg, iv; 5 mg/kg, po (M), 0.5 mg/kg, iv; 2 mg/kg, po (R), 0.5 mg/kg, iv; 2 mg/kg, po (C), up to 100 mg/Kg po	Chemical Probes Portal	AM-1638
CHEANNSDVJOIBS-MHZLTWQESA-N	Other	0.5	mg/kg	IV	1 mg/kg, iv; 5 mg/kg, po (M), 0.5 mg/kg, iv; 2 mg/kg, po (R), 0.5 mg/kg, iv; 2 mg/kg, po (C), up to 100 mg/Kg po	Chemical Probes Portal	AM-1638
CHEANNSDVJOIBS-MHZLTWQESA-N	Other	2	mg/kg	PO	1 mg/kg, iv; 5 mg/kg, po (M), 0.5 mg/kg, iv; 2 mg/kg, po (R), 0.5 mg/kg, iv; 2 mg/kg, po (C), up to 100 mg/Kg po	Chemical Probes Portal	AM-1638
CHEANNSDVJOIBS-MHZLTWQESA-N	Other	0.5	mg/kg	IV	1 mg/kg, iv; 5 mg/kg, po (M), 0.5 mg/kg, iv; 2 mg/kg, po (R), 0.5 mg/kg, iv; 2 mg/kg, po (C), up to 100 mg/Kg po	Chemical Probes Portal	AM-1638
CHEANNSDVJOIBS-MHZLTWQESA-N	Other	2	mg/kg	PO	1 mg/kg, iv; 5 mg/kg, po (M), 0.5 mg/kg, iv; 2 mg/kg, po (R), 0.5 mg/kg, iv; 2 mg/kg, po (C), up to 100 mg/Kg po	Chemical Probes Portal	AM-1638
CHEANNSDVJOIBS-MHZLTWQESA-N	Other	100	mg/kg	PO	1 mg/kg, iv; 5 mg/kg, po (M), 0.5 mg/kg, iv; 2 mg/kg, po (R), 0.5 mg/kg, iv; 2 mg/kg, po (C), up to 100 mg/Kg po	Chemical Probes Portal	AM-1638
QBGKPEROWUKSBK-QPPIDDCLSA-N	Other	50	mg/kg		50 mg/kg	Chemical Probes Portal	RG7112
NRSGWEVTVGZDFC-UHFFFAOYSA-N	Other	1	mg/kg		1 mg/Kg, 3 mg/Kg, 10 mg/Kg, 0.1-0.3 mg/Kg IV	Chemical Probes Portal	BAY-549
NRSGWEVTVGZDFC-UHFFFAOYSA-N	Other	3	mg/kg		1 mg/Kg, 3 mg/Kg, 10 mg/Kg, 0.1-0.3 mg/Kg IV	Chemical Probes Portal	BAY-549
NRSGWEVTVGZDFC-UHFFFAOYSA-N	Other	10	mg/kg		1 mg/Kg, 3 mg/Kg, 10 mg/Kg, 0.1-0.3 mg/Kg IV	Chemical Probes Portal	BAY-549
NRSGWEVTVGZDFC-UHFFFAOYSA-N	Other	0.1	mg/kg	IV	1 mg/Kg, 3 mg/Kg, 10 mg/Kg, 0.1-0.3 mg/Kg IV	Chemical Probes Portal	BAY-549
HUUSXLKCTQDPGL-UHFFFAOYSA-N	Other	3	mg/kg	IV	3 mg/Kg (IV), 20 mg/Kg (PO)	Chemical Probes Portal	MCC950
HUUSXLKCTQDPGL-UHFFFAOYSA-N	Other	20	mg/kg	PO	3 mg/Kg (IV), 20 mg/Kg (PO)	Chemical Probes Portal	MCC950
ARBRHWRTXPWZGN-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 2.5 or 5 mg/Kg PO	Chemical Probes Portal	RP-6306
ARBRHWRTXPWZGN-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/Kg IV, 2.5 or 5 mg/Kg PO	Chemical Probes Portal	RP-6306
PXVFFBGSTYQHRO-REQIQPEASA-N	Other	7.5	mg/kg		7.5-15 mg/Kg	Chemical Probes Portal	DT2216
KPBNHDGDUADAGP-VAWYXSNFSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	DAPORINAD
KPBNHDGDUADAGP-VAWYXSNFSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	DAPORINAD
KPBNHDGDUADAGP-VAWYXSNFSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	DAPORINAD
JFOAJUGFHDCBJJ-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	NMS-P715
JFOAJUGFHDCBJJ-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	NMS-P715
FNYGWXSATBUBER-UHFFFAOYSA-N	Mouse	150	mg/kg		150 mg/kg, 450 mg/kg	Chemical Probes Portal	AGI-5198
FNYGWXSATBUBER-UHFFFAOYSA-N	Mouse	450	mg/kg		150 mg/kg, 450 mg/kg	Chemical Probes Portal	AGI-5198
WVAKRQOMAINQPU-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	AK120413
WVAKRQOMAINQPU-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	AK120413
WVAKRQOMAINQPU-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	AK120413
WVAKRQOMAINQPU-UHFFFAOYSA-N	Rat	4	mg/kg		4 mg/Kg	Chemical Probes Portal	AK120413
NAXSRXHZFIBFMI-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/kg	Chemical Probes Portal	GW3965
ZDBWLRLGUBSLPG-FDHYQTMZSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	SAFit2
KSGZCKSNTAJOJS-DZBMUNJRSA-N	Mouse	1	mg/kg		1 mg/kg (PK study), 0.16 mg/kg once-daily (efficacy study)	Chemical Probes Portal	Cortistatin-A
KSGZCKSNTAJOJS-DZBMUNJRSA-N	Mouse	0.16	mg/kg		1 mg/kg (PK study), 0.16 mg/kg once-daily (efficacy study)	Chemical Probes Portal	Cortistatin-A
JLFSBHQQXIAQEC-UHFFFAOYSA-N	Mouse	30	mg/kg		30-100 mg/kg	Chemical Probes Portal	E7449
FWLMVFUGMHIOAA-UHFFFAOYSA-N	Rat	12.5	mg/kg		12.5-50 mg/Kg	Chemical Probes Portal	Defactinib
FWLMVFUGMHIOAA-UHFFFAOYSA-N	Dog	12.5	mg/kg		12.5-50 mg/Kg	Chemical Probes Portal	Defactinib
XYFPWWZEPKGCCK-GOSISDBHSA-N	Mouse	3.31	mg/kg		3.31 mg/Kg	Chemical Probes Portal	Ibrutinib
XYFPWWZEPKGCCK-GOSISDBHSA-N	Mouse	14.2	mg/kg		14.2 mg/Kg	Chemical Probes Portal	Ibrutinib
LLVZBTWPGQVVLW-SNAWJCMRSA-N	Mouse	2.5	mg/kg		2.5 mg/kg	Chemical Probes Portal	CP-724714
VUVUVNZRUGEAHB-CYBMUJFWSA-N	Mouse	3	mg/mL		3 mg/mL	Chemical Probes Portal	I-BET151
ALGHKWSXJUQNJJ-UHFFFAOYSA-N	Rat	2.5	mg/kg		2.5 mg/Kg	Chemical Probes Portal	ADL-5747
ALGHKWSXJUQNJJ-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	ADL-5747
ALGHKWSXJUQNJJ-UHFFFAOYSA-N	Dog	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	ADL-5747
ALGHKWSXJUQNJJ-UHFFFAOYSA-N	Dog	3	mg/kg		3.0 mg/Kg	Chemical Probes Portal	ADL-5747
QPTCYEYTAWEZNT-UHFFFAOYSA-N	Mouse	30	ug		30 ug	Chemical Probes Portal	UCSF7447
KSERXGMCDHOLSS-LJQANCHMSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	ULIXERTINIB
KSERXGMCDHOLSS-LJQANCHMSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	ULIXERTINIB
BIAVGWDGIJKWRM-FQEVSTJZSA-N	Rat	0.1	mg/kg		6.9 ± 0.1 mg/Kg	Chemical Probes Portal	Talnetant
BIAVGWDGIJKWRM-FQEVSTJZSA-N	Dog	0.02	mg/kg		0.93 ± 0.02 mg/Kg	Chemical Probes Portal	Talnetant
BIAVGWDGIJKWRM-FQEVSTJZSA-N	Rat	0	mg/kg		8.0 ± 0.0 mg/Kg	Chemical Probes Portal	Talnetant
BIAVGWDGIJKWRM-FQEVSTJZSA-N	Dog				4.2 ± 0.2	Chemical Probes Portal	Talnetant
WRCGBYNVBFVRTN-UHFFFAOYSA-N	Mouse	25	mg/kg		25 mg/Kg	Chemical Probes Portal	BO-264
XNULRSOGWPFPBL-REWPJTCUSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	PF-03882845
XNULRSOGWPFPBL-REWPJTCUSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	PF-03882845
ADZBMFGQQWPHMJ-RHSMWYFYSA-N	Mouse	200	mg/kg		200 mg/Kg	Chemical Probes Portal	Sotuletinib
ILOIOIGZFHGSMS-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	OL-135
FROGGFONBYACJB-KRWDZBQOSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	ML252
UQZCQKXJAXKZQH-LBPRGKRZSA-N	Mouse	300	mg/kg		3, 10, 30, 300 mg/Kg	Chemical Probes Portal	RBN-2397
JZCWLJDSIRUGIN-UHFFFAOYSA-N	Mouse	60	mg/kg		60 mg/Kg	Chemical Probes Portal	BERZOSERTIB
LCFFREMLXLZNHE-GBOLQPHISA-N	Rat	2	mg/kg	IV	2 mg/Kg IV, 20 mg/Kg PO	Chemical Probes Portal	RILZABRUTINIB
LCFFREMLXLZNHE-GBOLQPHISA-N	Rat	20	mg/kg	PO	2 mg/Kg IV, 20 mg/Kg PO	Chemical Probes Portal	RILZABRUTINIB
FUIYMYNYUHVDPT-HDJSIYSDSA-N	Rat	1	mg/kg		1-3 mg/Kg	Chemical Probes Portal	T863
FUIYMYNYUHVDPT-HDJSIYSDSA-N	Dog	1	mg/kg		1-3 mg/Kg	Chemical Probes Portal	T863
GRTDDIZIUSADLD-CRAIPNDOSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	SPH3127
GRTDDIZIUSADLD-CRAIPNDOSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	SPH3127
GRTDDIZIUSADLD-CRAIPNDOSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	SPH3127
GRTDDIZIUSADLD-CRAIPNDOSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	SPH3127
OXQNLLVUVDAEHC-OAQYLSRUSA-N	Other					Chemical Probes Portal	ML277
PKNYXWMTHFMHKD-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg BID	Chemical Probes Portal	GW7647
PKNYXWMTHFMHKD-UHFFFAOYSA-N	Other	3	mg/kg		3 mg/Kg BID	Chemical Probes Portal	GW7647
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Mouse	2.5	mg/kg		2.5 mg/Kg	Chemical Probes Portal	BMS-820132
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	BMS-820132
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Rat	2.5	mg/kg		2.5 mg/Kg	Chemical Probes Portal	BMS-820132
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	BMS-820132
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	BMS-820132
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	BMS-820132
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	BMS-820132
OYUDYQMFVRHPIY-UHFFFAOYSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	BMS-820132
USHQRIKZLHNPQR-JTQLQIEISA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 3 mg/Kg PO	Chemical Probes Portal	ICENTICAFTOR
USHQRIKZLHNPQR-JTQLQIEISA-N	Rat	3	mg/kg	PO	1 mg/Kg IV, 3 mg/Kg PO	Chemical Probes Portal	ICENTICAFTOR
USHQRIKZLHNPQR-JTQLQIEISA-N	Dog	0.46	mg/kg	IV	0.46 mg/kg IV, 3 mg/kg PO	Chemical Probes Portal	ICENTICAFTOR
USHQRIKZLHNPQR-JTQLQIEISA-N	Dog	3	mg/kg	PO	0.46 mg/kg IV, 3 mg/kg PO	Chemical Probes Portal	ICENTICAFTOR
USHQRIKZLHNPQR-JTQLQIEISA-N	Monkey (Cynomolgus)	0.1	mg/kg	IV	0.1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	ICENTICAFTOR
USHQRIKZLHNPQR-JTQLQIEISA-N	Monkey (Cynomolgus)	10	mg/kg	PO	0.1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	ICENTICAFTOR
PQUGCKBLVKJMNT-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	SC-560
PQUGCKBLVKJMNT-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	SC-560
WWOOWAHTEXIWBO-QFRSUPTLSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	LLY-283
WULUGQONDYDNKY-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BI-1347
WULUGQONDYDNKY-UHFFFAOYSA-N	Mouse	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BI-1347
WULUGQONDYDNKY-UHFFFAOYSA-N	Rat	3	mg/kg	IV	3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BI-1347
WULUGQONDYDNKY-UHFFFAOYSA-N	Rat	10	mg/kg	PO	3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	BI-1347
YEVOZZZLKJKCCD-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/kg	Chemical Probes Portal	HG-10-102-01
YEVOZZZLKJKCCD-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	HG-10-102-01
YEVOZZZLKJKCCD-UHFFFAOYSA-N	Mouse	100	mg/kg		3, 10, 30, 50, and 100 mg/kg	Chemical Probes Portal	HG-10-102-01
PRNXOFBDXNTIFG-FQEVSTJZSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	AZD3965
PRNXOFBDXNTIFG-FQEVSTJZSA-N	Mouse	100	mg/kg		100 mg/Kg	Chemical Probes Portal	AZD3965
COOGVHJHSCBOQT-MRVPVSSYSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	JNJ-39758979
COOGVHJHSCBOQT-MRVPVSSYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	JNJ-39758979
COOGVHJHSCBOQT-MRVPVSSYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	JNJ-39758979
COOGVHJHSCBOQT-MRVPVSSYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	JNJ-39758979
COOGVHJHSCBOQT-MRVPVSSYSA-N	Dog	2	mg/kg		2 mg/Kg	Chemical Probes Portal	JNJ-39758979
COOGVHJHSCBOQT-MRVPVSSYSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	JNJ-39758979
DLNFTRSEHUWEGO-HUUCEWRRSA-N	Mouse	50	mg/kg		50-200 mg/Kg BID	Chemical Probes Portal	A-446
LIIWIMDSZVNYHY-UHFFFAOYSA-N	Other	5	mg/kg		5 mg/kg	Chemical Probes Portal	ACY-738
PDMXSCCBEBCTGX-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	HSL-IN-1
QBIGUDRHHJTXKG-UUWRZZSWSA-N	Mouse	100	mg/kg		3, 10, 30, 100 mg/kg BID or 60 mg/kg QD	Chemical Probes Portal	JNJ-54119936
QBIGUDRHHJTXKG-UUWRZZSWSA-N	Mouse	60	mg/kg		3, 10, 30, 100 mg/kg BID or 60 mg/kg QD	Chemical Probes Portal	JNJ-54119936
QBIGUDRHHJTXKG-UUWRZZSWSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	JNJ-54119936
