inchikey	verdict	pains	toxicophore	rating_in_cell	rating_in_organism	rating_count	published_date	source_db	source
LLVZBTWPGQVVLW-SNAWJCMRSA-N	recommended	No	No	4	4	3	2015-12-10	Chemical Probes Portal	
GJFCSAPFHAXMSF-UXBLZVDNSA-N	recommended	No	Yes	3.3333333333333335	2	3	2015-12-10	Chemical Probes Portal	
PNYRDVBFYVDJJI-UHFFFAOYSA-N	recommended	No	No	2	0	3	2015-10-02	Chemical Probes Portal	
VUVUVNZRUGEAHB-CYBMUJFWSA-N	recommended	No	No	2.6666666666666665	4	3	2015-07-16	Chemical Probes Portal	
ALGHKWSXJUQNJJ-UHFFFAOYSA-N	recommended	No	No	3	3	1	2022-08-03	Chemical Probes Portal	
QPTCYEYTAWEZNT-UHFFFAOYSA-N	recommended	No	No	3.5	3	2	2020-05-29	Chemical Probes Portal	
HNCVDRFFJZJQRW-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	2	3	2020-11-16	Chemical Probes Portal	
KSERXGMCDHOLSS-LJQANCHMSA-N	recommended	No	No	0	0	0	2022-06-08	Chemical Probes Portal	
BIAVGWDGIJKWRM-FQEVSTJZSA-N	recommended	No	No	0	0	0	2022-10-20	Chemical Probes Portal	
WRCGBYNVBFVRTN-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-03-19	Chemical Probes Portal	
XNULRSOGWPFPBL-REWPJTCUSA-N	recommended	No	No	4	3	1	2022-05-24	Chemical Probes Portal	
ADZBMFGQQWPHMJ-RHSMWYFYSA-N	recommended	No	No	0	0	0	2022-09-23	Chemical Probes Portal	
KYOIGHSNTIJBPW-UHFFFAOYSA-N	recommended	No	No	2.6666666666666665	0	3	2020-07-07	Chemical Probes Portal	
ILOIOIGZFHGSMS-UHFFFAOYSA-N	recommended	No	No	3	0	1	2022-08-03	Chemical Probes Portal	
FROGGFONBYACJB-KRWDZBQOSA-N	recommended	No	No	2	2	2	2022-06-08	Chemical Probes Portal	
UQZCQKXJAXKZQH-LBPRGKRZSA-N	recommended	No	No	4	4	1	2022-10-05	Chemical Probes Portal	
JZCWLJDSIRUGIN-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-06-08	Chemical Probes Portal	
LCFFREMLXLZNHE-GBOLQPHISA-N	recommended	No	Yes	0	0	0	2022-06-08	Chemical Probes Portal	
FUIYMYNYUHVDPT-HDJSIYSDSA-N	recommended	No	No	3	3	1	2022-06-08	Chemical Probes Portal	
XOPYFXBZMVTEJF-PDACKIITSA-N	recommended	No	Yes	3	0	3	2017-07-17	Chemical Probes Portal	
CSWHYHPUEDNIQY-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2022-09-21	Chemical Probes Portal	
PHCFSFBQEROREL-BQBZGAKWSA-N	unsuitable	No	Yes	0	0	0	2021-03-29	Chemical Probes Portal	
WGKGADVPRVLHHZ-ZHRMCQFGSA-N	unsuitable	No	No	0	0	0	2022-09-21	Chemical Probes Portal	
QMGUOJYZJKLOLH-UHFFFAOYSA-N	unsuitable	No	Yes	0	0	0	2017-07-20	Chemical Probes Portal	
GRTDDIZIUSADLD-CRAIPNDOSA-N	recommended	No	No	4	4	2	2022-10-21	Chemical Probes Portal	
OXQNLLVUVDAEHC-OAQYLSRUSA-N	recommended	No	No	3	0	1	2022-11-21	Chemical Probes Portal	
PKNYXWMTHFMHKD-UHFFFAOYSA-N	recommended	No	No	3	3	2	2022-11-07	Chemical Probes Portal	
HRJWSEPIRZRGCL-UHFFFAOYSA-N	recommended	No	No	2.5	0	2	2022-11-07	Chemical Probes Portal	
KBFUQFVFYYBHBT-UHFFFAOYSA-N	recommended	No	No	3.5	0	2	2022-11-03	Chemical Probes Portal	
OYUDYQMFVRHPIY-UHFFFAOYSA-N	recommended	No	Yes	2	4	1	2022-08-03	Chemical Probes Portal	
USHQRIKZLHNPQR-JTQLQIEISA-N	recommended	No	No	4	4	2	2022-10-21	Chemical Probes Portal	
PQUGCKBLVKJMNT-UHFFFAOYSA-N	recommended	No	No	4	3	1	2022-07-12	Chemical Probes Portal	
QGZYDVAGYRLSKP-UHFFFAOYSA-N	unsuitable	No	Yes	0	0	0	2023-01-12	Chemical Probes Portal	
WWOOWAHTEXIWBO-QFRSUPTLSA-N	recommended	No	No	4	4	1	2022-12-20	Chemical Probes Portal	
WULUGQONDYDNKY-UHFFFAOYSA-N	recommended	No	No	0	0	0	2023-01-26	Chemical Probes Portal	
CJAQCMBWGUOBIX-ZUQRMPMESA-M	recommended	No	Yes	3	0	1	2022-11-15	Chemical Probes Portal	
YEVOZZZLKJKCCD-UHFFFAOYSA-N	recommended	No	No	4	3	1	2022-11-09	Chemical Probes Portal	
PRNXOFBDXNTIFG-FQEVSTJZSA-N	recommended	No	No	3	3	1	2023-01-26	Chemical Probes Portal	
PQOOIERVZAXHBP-UHFFFAOYSA-N	recommended	No	No	4	3	3	2015-10-02	Chemical Probes Portal	
COOGVHJHSCBOQT-MRVPVSSYSA-N	recommended	No	No	0	0	0	2022-09-20	Chemical Probes Portal	
DLNFTRSEHUWEGO-HUUCEWRRSA-N	recommended	No	No	3	3	2	2022-03-25	Chemical Probes Portal	
LIIWIMDSZVNYHY-UHFFFAOYSA-N	recommended	No	Yes	3	2.6666666666666665	3	2017-04-10	Chemical Probes Portal	
PDMXSCCBEBCTGX-UHFFFAOYSA-N	recommended	No	Yes	2	2	1	2022-10-05	Chemical Probes Portal	
QBIGUDRHHJTXKG-UUWRZZSWSA-N	recommended	No	No	0	0	0	2022-03-25	Chemical Probes Portal	
JYTISQGEFSHUIR-UHFFFAOYSA-N	recommended	No	No	3	0	2	2022-03-22	Chemical Probes Portal	
GRXCLNMCJWKTAT-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-07-08	Chemical Probes Portal	
VGRLXWFIXGZRMS-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-03-25	Chemical Probes Portal	
PGKXDIMONUAMFR-AREMUKBSSA-N	recommended	No	No	0	0	0	2022-08-03	Chemical Probes Portal	
PWKAYICUBVNJAZ-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-03-25	Chemical Probes Portal	
MSTXJJGAXXJCBY-UHFFFAOYSA-N	recommended	No	No	3.5	3	2	2022-08-03	Chemical Probes Portal	
VHSVKVWHYFBIFJ-HKZYLEAXSA-N	recommended	Yes	No	0	0	0	2023-02-13	Chemical Probes Portal	
IVDUVEGCMXCMSO-FQEVSTJZSA-N	recommended	No	No	4	3	1	2023-01-24	Chemical Probes Portal	
WOAOENGFAAUUGT-UHFFFAOYSA-N	recommended	No	No	4	0	1	2023-01-23	Chemical Probes Portal	
HRJWTAWVFDCTGO-UHFFFAOYSA-N	recommended	No	Yes	2	1	1	2023-01-24	Chemical Probes Portal	
BZZKEPGENYLQSC-FIBGUPNXSA-N	recommended	No	No	4	3.5	2	2023-01-25	Chemical Probes Portal	
XUKUURHRXDUEBC-KAYWLYCHSA-N	recommended	No	No	0	0	0	2017-07-19	Chemical Probes Portal	
WDHOIABIERMLGY-CMJOXMDJSA-N	recommended	No	No	0	0	0	2021-08-11	Chemical Probes Portal	
YTINZZFBHWSAGL-NDEPHWFRSA-N	recommended	No	No	3	3	2	2022-10-21	Chemical Probes Portal	
VNCIWNGCMAKKEO-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	0	3	2023-01-26	Chemical Probes Portal	
OBKXEAXTFZPCHS-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2023-03-31	Chemical Probes Portal	
VRQMAABPASPXMW-HDICACEKSA-N	recommended	No	No	3.5	4	2	2020-12-03	Chemical Probes Portal	
AVKAVKZKOFSSMY-DEOSSOPVSA-N	recommended	No	No	3	0	2	2023-01-25	Chemical Probes Portal	
QGNDVASWIHEXCL-AWEZNQCLSA-N	recommended	No	No	3.5	0	2	2021-03-16	Chemical Probes Portal	
QCIJLRJBZDBVDB-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	0	3	2022-06-13	Chemical Probes Portal	
ZKIRTFGYQVXNGL-UHFFFAOYSA-N	recommended	No	No	3.5	0	2	2023-01-26	Chemical Probes Portal	
AQTNUGRRZDRZIA-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	0	3	2021-02-26	Chemical Probes Portal	
RZFJBSIAXYEPBX-UHFFFAOYSA-N	recommended	No	No	3	0	3	2022-10-17	Chemical Probes Portal	
IXWUILRSNIQHDM-QGZVFWFLSA-N	recommended	No	No	3	0	1	2021-03-16	Chemical Probes Portal	
INAICWLVUAKEPB-QSTFCLMHSA-N	recommended	No	Yes	3.3333333333333335	2	3	2017-03-07	Chemical Probes Portal	
GWGNPYYVGANHRJ-GDBMZVCRSA-N	recommended	No	No	2	0	1	2017-07-20	Chemical Probes Portal	
AUOSKLDNVNGKRR-UHFFFAOYSA-N	recommended	No	No	3	0	3	2022-06-08	Chemical Probes Portal	
KGXBCWANASZZQG-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	0	3	2022-12-20	Chemical Probes Portal	
ZRTFTZCKJUNZIU-HNNXBMFYSA-N	recommended	No	No	3.6666666666666665	0	3	2021-03-16	Chemical Probes Portal	
CZKPAGLXQOQNEI-UHFFFAOYSA-N	recommended	No	Yes	1	1	3	2017-06-27	Chemical Probes Portal	
JKJMWHULJIOKPJ-UHFFFAOYSA-N	recommended	No	No	3	2	1	2023-02-13	Chemical Probes Portal	
TXJZRSRTYPUYRW-GHTZIAJQSA-N	recommended	Yes	Yes	2.25	2	4	2016-10-14	Chemical Probes Portal	
DGEZNRSVGBDHLK-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2023-05-09	Chemical Probes Portal	
ARYUXFNGXHNNDM-UHFFFAOYSA-N	recommended	No	No	2.6666666666666665	1.6666666666666667	3	2023-02-13	Chemical Probes Portal	
WQAVGRAETZEADU-UHFFFAOYSA-N	recommended	No	No	4	4	2	2022-08-22	Chemical Probes Portal	
MLJVGAYSVYMPSB-MSUKGTQXSA-N	recommended	Yes	Yes	3	0	1	2023-05-18	Chemical Probes Portal	
CDJPHTNUARAVMH-SECBINFHSA-N	recommended	No	No	3.6666666666666665	3.6666666666666665	3	2020-01-31	Chemical Probes Portal	
HFNKQEVNSGCOJV-OAHLLOKOSA-N	recommended	No	No	4	4	3	2015-12-10	Chemical Probes Portal	
OQFCHSFVWSLDAO-UHFFFAOYSA-N	recommended	No	No	4	4	1	2023-02-13	Chemical Probes Portal	
WSEQXVZVJXJVFP-FQEVSTJZSA-N	recommended	No	No	4	4	2	2022-06-14	Chemical Probes Portal	
AJBBEYXFRYFVNM-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-07-07	Chemical Probes Portal	
HNOLTAKAPDKZRY-AWEZNQCLSA-N	recommended	No	No	3	0	1	2022-10-05	Chemical Probes Portal	
KJDAGXLMHXUAGV-DGWLBADLSA-N	recommended	No	Yes	3.3333333333333335	3.3333333333333335	3	2020-11-17	Chemical Probes Portal	
FLNYLINBEZROPL-NSOVKSMOSA-N	recommended	No	No	2.3333333333333335	0	3	2023-02-08	Chemical Probes Portal	
GSCPDZHWVNUUFI-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-02-01	Chemical Probes Portal	
CMJJZRAAQMUAFH-INIZCTEOSA-N	recommended	No	No	3	4	1	2023-05-18	Chemical Probes Portal	
MSIJJXOWLFOYIN-UHFFFAOYSA-N	recommended	No	Yes	3	0	1	2023-05-18	Chemical Probes Portal	
FFLJVBPCONQSQW-UHFFFAOYSA-N	recommended	No	No	2.5	2.5	2	2023-05-18	Chemical Probes Portal	
IESAJAZKMLPVIB-VXGBXAGGSA-N	recommended	No	No	3	3	2	2022-02-20	Chemical Probes Portal	
PEMUGDMSUDYLHU-ZEQRLZLVSA-N	recommended	No	Yes	4	4	3	2020-06-10	Chemical Probes Portal	
NXQKSXLFSAEQCZ-SFHVURJKSA-N	recommended	No	Yes	4	4	3	2020-06-10	Chemical Probes Portal	
CAPZLSKZPWSIKV-LJQANCHMSA-N	recommended	No	No	3	0	1	2023-06-12	Chemical Probes Portal	
RIGHCDSORZCRDE-UHFFFAOYSA-N	recommended	No	No	3	2.5	2	2023-05-18	Chemical Probes Portal	
RAXZSEGXMBWYQK-SNVBAGLBSA-N	recommended	No	No	3	2	3	2022-01-31	Chemical Probes Portal	
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	recommended	No	No	1.5	1.5	2	2022-06-08	Chemical Probes Portal	
RHFIAUKMKYHHFA-UHFFFAOYSA-N	recommended	No	No	3	3	3	2021-02-03	Chemical Probes Portal	
LUVOYGUFQRWXGQ-UHFFFAOYSA-N	recommended	Yes	No	0	0	0	2023-10-04	Chemical Probes Portal	
MCLDWKVRXDHDEI-UHFFFAOYSA-N	recommended	No	No	0	0	0	2023-10-04	Chemical Probes Portal	
VSMTYSWGHKYXOF-UHFFFAOYSA-N	recommended	No	No	2	2	1	2023-08-10	Chemical Probes Portal	
NWTCZTAQSRLSCP-UHFFFAOYSA-N	recommended	No	Yes	2.3333333333333335	0	3	2023-08-10	Chemical Probes Portal	
DRSZMILOMUPIBJ-UHFFFAOYSA-N	recommended	No	No	3	2.5	2	2023-08-10	Chemical Probes Portal	
ZLHFILGSQDJULK-UHFFFAOYSA-N	recommended	No	No	0	0	0	2023-08-10	Chemical Probes Portal	
CWLAIOPWFOOJHQ-QHCPKHFHSA-N	recommended	No	No	2.3333333333333335	2	3	2023-08-10	Chemical Probes Portal	
NCDZABJPWMBMIQ-INIZCTEOSA-N	recommended	No	No	3	0	1	2023-08-10	Chemical Probes Portal	
XDJGNPSZQSWJCV-UHFFFAOYSA-N	recommended	No	No	2	1.5	2	2023-06-14	Chemical Probes Portal	
UZWDCWONPYILKI-UHFFFAOYSA-N	recommended	No	No	2.5	3	2	2023-06-12	Chemical Probes Portal	
QJZQFVRFJCGDKF-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	3.6666666666666665	3	2023-06-12	Chemical Probes Portal	
YOVVNQKCSKSHKT-HNNXBMFYSA-N	recommended	No	No	3	3	2	2023-06-12	Chemical Probes Portal	
GBLBJPZSROAGMF-RWYJCYHVSA-N	recommended	No	No	0	0	0	2023-05-17	Chemical Probes Portal	
HWVNEWGKWRGSRK-UHFFFAOYSA-N	recommended	No	No	0	0	0	2023-05-15	Chemical Probes Portal	
KVLFRAWTRWDEDF-IRXDYDNUSA-N	recommended	No	No	4	4	2	2023-04-02	Chemical Probes Portal	
HFLMLZKGLUEWBU-UHFFFAOYSA-N	recommended	No	No	4	3	1	2023-10-09	Chemical Probes Portal	
UKBQFBRPXKGJPY-INIZCTEOSA-N	recommended	No	No	4	4	2	2023-10-09	Chemical Probes Portal	
OAZAPIKYVGRNCO-UHFFFAOYSA-N	recommended	No	No	1	0	1	2023-10-06	Chemical Probes Portal	
RSMYFSPOTCDHHJ-GOSISDBHSA-N	recommended	No	No	3.5	3	2	2023-03-02	Chemical Probes Portal	
GOOYSJIWTIHOGW-UHFFFAOYSA-N	recommended	No	No	3	2.5	2	2023-03-01	Chemical Probes Portal	
JKDGKIBAOAFRPJ-ZBINZKHDSA-N	recommended	No	No	3	2	1	2023-03-01	Chemical Probes Portal	
SJHNWSAWWOAWJH-MRXNPFEDSA-N	recommended	No	No	3	3	1	2023-03-01	Chemical Probes Portal	
DJVYXMINSBMUHH-QAQDUYKDSA-N	recommended	No	No	3	2	2	2023-03-01	Chemical Probes Portal	
CDQQWCLOMUMQMM-UHFFFAOYSA-N	recommended	Yes	Yes	0	0	0	2023-02-13	Chemical Probes Portal	
RQFYFNAGNBUGFC-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	3	3	2023-01-25	Chemical Probes Portal	
COGUZYALRYMQTD-LJQANCHMSA-N	recommended	No	Yes	4	3	1	2023-01-25	Chemical Probes Portal	
WQVPGYMGERDXLH-UHFFFAOYSA-N	recommended	No	Yes	2.5	3	2	2023-01-25	Chemical Probes Portal	
IWMCPJZTADUIFX-UHFFFAOYSA-N	recommended	No	No	3	3	1	2023-01-24	Chemical Probes Portal	
FWJRVGZWNDOOFH-OAHLLOKOSA-N	recommended	No	Yes	0	0	0	2023-01-24	Chemical Probes Portal	
QJSFLEBIQZMJQF-UHFFFAOYSA-N	recommended	No	Yes	2	0	2	2023-01-24	Chemical Probes Portal	
NIPTUMFVYBXSMZ-JOCHJYFZSA-N	recommended	No	No	4	0	2	2023-01-23	Chemical Probes Portal	
WDBUEMWHXKHQNB-NNAUULPKSA-N	recommended	Yes	Yes	4	4	2	2022-12-21	Chemical Probes Portal	
LWXOPXNDPRPGMJ-UHFFFAOYSA-N	recommended	No	Yes	2.5	0	2	2022-12-21	Chemical Probes Portal	
KOZGEDUWAQFVAV-UHFFFAOYSA-N	recommended	No	No	4	0	3	2022-12-20	Chemical Probes Portal	
DMUSMYYDKCXFKR-MRJIRHQNSA-N	recommended	No	Yes	2	2	1	2022-11-22	Chemical Probes Portal	
VNSQFPFWUAZOTQ-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	3	3	2023-10-06	Chemical Probes Portal	
LXRBPWHQMGKMRT-GOSISDBHSA-N	recommended	No	No	4	0	2	2023-06-12	Chemical Probes Portal	
XUOJHVFYSAMHNK-GWMXKSKGSA-N	recommended	No	No	3	3	1	2023-10-09	Chemical Probes Portal	
IVOACCSOISMVBL-UHFFFAOYSA-N	recommended	No	No	4	4	2	2023-10-06	Chemical Probes Portal	
HEUVRFNVTLGKMZ-SANMLTNESA-N	recommended	No	No	2.5	3.5	2	2020-05-21	Chemical Probes Portal	
DNVXATUJJDPFDM-KRWDZBQOSA-N	recommended	No	No	4	3	3	2015-07-13	Chemical Probes Portal	
NZYTZRHHBAJPKN-UHFFFAOYSA-N	recommended	No	No	3.5	0	2	2020-05-29	Chemical Probes Portal	
RCINICONZNJXQF-MZXODVADSA-N	recommended	No	No	4	4	1	2017-06-10	Chemical Probes Portal	
BDYDINKSILYBOL-WMZHIEFXSA-N	recommended	No	No	3.6666666666666665	2	3	2015-11-09	Chemical Probes Portal	
DUCNNEYLFOQFSW-PMERELPUSA-N	recommended	No	No	3	2.5	2	2015-11-10	Chemical Probes Portal	
RPBMXJHQYJLPDN-UHFFFAOYSA-N	recommended	No	No	3.5	0	2	2022-07-01	Chemical Probes Portal	
RNEOHKZPZKEZCQ-UHFFFAOYSA-N	recommended	No	Yes	2	0	1	2023-11-03	Chemical Probes Portal	
UYKVJQCPBDDIFD-ZSEKCTLFSA-N	recommended	No	No	0	0	0	2023-10-31	Chemical Probes Portal	
RMCSKUADBRROSI-UHFFFAOYSA-N	recommended	No	No	4	0	1	2022-08-03	Chemical Probes Portal	
RWRSKMSFZCQDMQ-UHFFFAOYSA-N	recommended	Yes	No	0	0	0	2023-06-30	Chemical Probes Portal	
RIWTUJFFSTVYPW-UHFFFAOYSA-N	recommended	No	No	3	2.3333333333333335	3	2022-06-08	Chemical Probes Portal	
QARLNMDDSQMINK-BVRKHOPBSA-N	recommended	No	No	0	0	0	2022-10-07	Chemical Probes Portal	
HKASDKLLEVWKJA-YADARESESA-N	recommended	No	No	2	3	2	2022-06-08	Chemical Probes Portal	
MDUYWDNWFXSMJJ-XWLWVQCSSA-N	recommended	No	No	0	0	0	2023-10-11	Chemical Probes Portal	
XRDVXQQZLHVEQZ-UHFFFAOYSA-N	recommended	No	No	4	3	1	2023-10-13	Chemical Probes Portal	
MZBOZBMARIQZGX-GRRGFIRHSA-N	recommended	No	No	3	3	3	2017-06-06	Chemical Probes Portal	
LZNFQRSVDZCPTR-SCFUHWHPSA-N	recommended	No	No	2	2	3	2016-07-29	Chemical Probes Portal	
UNRTVIQQMJRQLZ-UHFFFAOYSA-N	recommended	No	No	3	3	1	2023-07-25	Chemical Probes Portal	
LQHDIGAYVSAVRJ-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	2	3	2016-12-12	Chemical Probes Portal	
BWBUPDTUXQDHSX-AWEZNQCLSA-N	recommended	No	No	3	3	2	2023-11-01	Chemical Probes Portal	
ZRHWCAFAIHTQKD-QGZVFWFLSA-N	recommended	No	No	4	2	1	2023-10-16	Chemical Probes Portal	
CQAPXPSWLDAVEG-UHFFFAOYSA-N	recommended	No	No	3	3	1	2023-10-11	Chemical Probes Portal	
YNVKFHIWFDRVNY-UHFFFAOYSA-N	recommended	No	No	3	3	1	2023-10-31	Chemical Probes Portal	
OBJNFLYHUXWUPF-IZZDOVSWSA-N	recommended	No	Yes	3.3333333333333335	3	3	2015-12-10	Chemical Probes Portal	
QVQHWPLHUNEREE-UHFFFAOYSA-N	recommended	No	No	3	3	2	2023-10-31	Chemical Probes Portal	
XVFDNRYZXDHTHT-PXAZEXFGSA-N	recommended	No	No	4	4	3	2022-06-08	Chemical Probes Portal	
IVYQPSHHYIAUFO-VXKWHMMOSA-N	recommended	No	No	3.5	0	2	2023-11-03	Chemical Probes Portal	
RVOZYMPVGIVNJX-UHFFFAOYSA-N	recommended	No	No	2	2	1	2023-10-04	Chemical Probes Portal	
DFQGDHBGRSTTHX-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	3.3333333333333335	3	2023-10-31	Chemical Probes Portal	
HNIFCPBQMKPRCX-UHFFFAOYSA-N	recommended	No	No	2.6666666666666665	2.6666666666666665	3	2023-10-31	Chemical Probes Portal	
REQQVBGILUTQNN-UHFFFAOYSA-N	recommended	No	No	0	0	0	2023-12-20	Chemical Probes Portal	
YJPWVCIGSHWNON-UHFFFAOYSA-N	recommended	No	No	4	4	2	2023-10-31	Chemical Probes Portal	
MCIACXAZCBVDEE-CUUWFGFTSA-N	recommended	No	No	4	4	2	2023-10-16	Chemical Probes Portal	
TVMJSGGZULFVCZ-XMMPIXPASA-N	recommended	No	Yes	3	3	1	2022-12-20	Chemical Probes Portal	
ZAGCLFXBHOXXEN-JPTLTNPLSA-N	recommended	No	Yes	3.6666666666666665	0	3	2020-11-12	Chemical Probes Portal	
YIHHYCIYAIVQKX-MBIULKOWSA-N	recommended	No	No	0	0	0	2024-01-18	Chemical Probes Portal	
MSFPLTWUFWOKBX-IFXJQAMLSA-O	recommended	No	No	2.5	2	6	2017-03-13	Chemical Probes Portal	
BBIPVJCGIASXJB-PKTZIBPZSA-N	recommended	No	No	3	3.6666666666666665	3	2022-06-08	Chemical Probes Portal	
SPMVMDHWKHCIDT-UHFFFAOYSA-N	recommended	No	No	2	2	2	2023-08-10	Chemical Probes Portal	
ZRPZPNYZFSJUPA-UHFFFAOYSA-N	recommended	No	Yes	2	2	1	2020-06-11	Chemical Probes Portal	
TUCIOBMMDDOEMM-RIYZIHGNSA-N	unsuitable	Yes	Yes	0	0	0	2024-02-19	Chemical Probes Portal	
NDRFFOKFYGUOKD-ZDUSSCGKSA-N	recommended	No	No	0	0	0	2024-02-19	Chemical Probes Portal	
HKSZLNNOFSGOKW-FYTWVXJKSA-N	unsuitable	No	No	0	0	0	2016-12-09	Chemical Probes Portal	
OPQRFPHLZZPCCH-PGMHBOJBSA-N	unsuitable	No	Yes	0	0	0	2023-06-19	Chemical Probes Portal	
PJKRNPPUSQSCHN-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	3.6666666666666665	3	2024-01-18	Chemical Probes Portal	
BLSNYSFLZAWBIV-SFHVURJKSA-N	recommended	No	No	3.5	0	2	2024-03-18	Chemical Probes Portal	
QGPXEIMWTKWHMH-DEOSSOPVSA-N	recommended	No	No	0	0	0	2021-12-01	Chemical Probes Portal	
AAHNBILIYONQLX-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-12-01	Chemical Probes Portal	
FRPJGTNLZNXQEX-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-12-01	Chemical Probes Portal	
WDZVWDXOIGQJIO-UHFFFAOYSA-N	recommended	No	Yes	0	0	0	2021-12-01	Chemical Probes Portal	
LWJGMYMNSNVCEM-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-12-01	Chemical Probes Portal	
BEBDKSYNJJVZSO-SECBINFHSA-N	recommended	No	No	0	0	0	2023-12-21	Chemical Probes Portal	
SWOIFXHMBKFCRM-UHFFFAOYSA-N	recommended	Yes	No	0	0	0	2023-05-18	Chemical Probes Portal	
FOECKIWHCOYYFL-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-12-07	Chemical Probes Portal	
UNSHMXUHOHBLIQ-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-12-15	Chemical Probes Portal	
ZGBAPSHWPBXEKN-OPHFCASCSA-N	recommended	No	No	0	0	0	2021-12-15	Chemical Probes Portal	
QVIWDCUKIZPUBD-WLRWWHNQSA-N	recommended	No	No	0	0	0	2022-01-21	Chemical Probes Portal	
XFYUTGIEFKGWND-NRFANRHFSA-N	recommended	No	No	0	0	0	2020-12-03	Chemical Probes Portal	
KIWKRCCIHSGWQS-VIFPVBQESA-N	recommended	Yes	Yes	0	0	0	2022-01-14	Chemical Probes Portal	
OMZCMEYTWSXEPZ-UHFFFAOYSA-N	recommended	No	Yes	0	0	0	2021-01-18	Chemical Probes Portal	
BMLGZNVPWRUVNM-IBGZPJMESA-N	recommended	No	No	0	0	0	2021-01-21	Chemical Probes Portal	
DRIMIUYGTDAQOX-KRWDZBQOSA-N	recommended	No	No	0	0	0	2023-10-16	Chemical Probes Portal	
LZSPYTNDRPEZBK-OXYJHPMESA-N	recommended	No	No	0	0	0	2022-02-09	Chemical Probes Portal	
FSELUFUYNUNZKD-UHFFFAOYSA-N	recommended	No	No	0	0	0	2023-02-24	Chemical Probes Portal	
CYFBRQHYEQKYHH-MRXNPFEDSA-N	recommended	No	No	0	0	0	2022-06-08	Chemical Probes Portal	
AESXAJXKMUNYJP-ZWFIUULVSA-N	recommended	No	No	0	0	0	2023-10-13	Chemical Probes Portal	
CSBKUBOVPUXFLO-MAVVKCOWSA-N	recommended	No	No	0	0	0	2022-02-09	Chemical Probes Portal	
CLSNATLUIXZPMV-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-06-13	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	recommended	No	No	0	0	0	2022-06-13	Chemical Probes Portal	
VERWOWGGCGHDQE-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-02-16	Chemical Probes Portal	
NRJKIOCCERLIDG-GOSISDBHSA-N	recommended	No	No	0	0	0	2021-02-05	Chemical Probes Portal	
BRJXJOWXAFLRTE-OAQYLSRUSA-N	recommended	No	No	0	0	0	2022-05-23	Chemical Probes Portal	
XOQVZSSDIQQUGO-UHFFFAOYSA-N	recommended	No	Yes	0	0	0	2023-10-06	Chemical Probes Portal	
URWYQGVSPQJGGB-DHUJRADRSA-N	recommended	No	No	0	0	0	2022-05-18	Chemical Probes Portal	
HDZWHJYZJWLTAG-UHFFFAOYSA-N	recommended	No	No	0	0	0	2020-07-16	Chemical Probes Portal	
BJXYHBKEQFQVES-NWDGAFQWSA-N	recommended	No	No	0	0	0	2022-03-19	Chemical Probes Portal	
BXKNUXDLZJPPBO-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-06-15	Chemical Probes Portal	
WCPXAGKUVIPMIY-TZQLILQPSA-N	recommended	No	No	0	0	0	2022-06-08	Chemical Probes Portal	
VHSIAYLBCLUAFT-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-12-19	Chemical Probes Portal	
AZXOTZCWQDJCLY-SJCJKPOMSA-N	recommended	No	No	3	3	3	2024-03-26	Chemical Probes Portal	
APLVGTKXOIMODQ-IBGZPJMESA-N	recommended	No	No	0	0	0	2024-03-03	Chemical Probes Portal	
MHMPZSOMHQSWEN-UHFFFAOYSA-N	recommended	No	No	0	0	0	2023-08-10	Chemical Probes Portal	
WGYWHJPQFQGLOQ-UHFFFAOYSA-N	recommended	No	No	3	0	2	2022-09-21	Chemical Probes Portal	
