inchikey	verdict	pains	toxicophore	rating_in_cell	rating_in_organism	rating_count	published_date	source_db	source
ZZUZYEMRHCMVTB-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
HAGVCKULCLQGRF-UHFFFAOYSA-N	unsuitable	Yes	No	0	0	0	2017-07-08	Chemical Probes Portal	
IMUKUMUNZJILCG-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
MMBSCBVEHMETSA-GDAWTGGTSA-N	unsuitable	Yes	No	0	0	0	2017-07-08	Chemical Probes Portal	
LUYWAGVRXKSNLL-DEOSSOPVSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
FDQXEDMRIBACLZ-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
GNFSYBNDPOBXLJ-PLNGDYQASA-N	unsuitable	No	Yes	0	0	0	2017-07-08	Chemical Probes Portal	
HWTVYWVFOWWESR-GFCCVEGCSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
HRYKZAKEAVZGJD-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
VBHDTUSGPSUCNL-KRWDZBQOSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
HWTVYWVFOWWESR-LBPRGKRZSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
NMZRTRAYSHQMPR-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
ZHXIMGYEMBZGOI-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
DTMHAFMUJHYVGK-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
KXSIHXHEHABEJX-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
IJAPPYDYQCXOEF-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
ZLYVTQGSZRQZLA-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
NVVWVYYHTKCIAE-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
GLBZSOQDAOLMGC-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
AXRCEOKUDYDWLF-UHFFFAOYSA-N	unsuitable	No	Yes	0	0	0	2017-07-08	Chemical Probes Portal	
VHBFFQKBGNRLFZ-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
WHTVZRBIWZFKQO-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
PPOQMSJVMJCEAI-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
GNFSYBNDPOBXLJ-SNAWJCMRSA-N	unsuitable	No	Yes	0	0	0	2017-07-08	Chemical Probes Portal	
NZSKSXWSNJEOQY-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
INPZIMSQNZGLHQ-JTQLQIEISA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
YAXDRRKYLDEMKO-INIZCTEOSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
XFDUHJPVQKIXHO-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
YWPMKTWUFVOFPL-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
ISZWRZGKEWQACU-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
PVFGJHYLIHMCQD-UHFFFAOYSA-N	unsuitable	Yes	Yes	0	0	0	2017-07-08	Chemical Probes Portal	
SQVXWIUVAILQRH-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
ZGSXEXBYLJIOGF-ALFLXDJESA-N	unsuitable	No	Yes	0	0	0	2017-07-08	Chemical Probes Portal	
PISBNXWDAGANOP-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
HGEPGGJUGUMFHT-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
YQSZNYLPVBOGPO-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
SDXBGOVSVBZDFL-UHFFFAOYSA-N	unsuitable	No	Yes	0	0	0	2017-07-08	Chemical Probes Portal	
UVSVTDVJQAJIFG-VURMDHGXSA-N	unsuitable	No	Yes	0	0	0	2017-07-08	Chemical Probes Portal	
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
SQCWABLHLAOJBR-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2017-07-08	Chemical Probes Portal	
LPTGUSPVGHUCQF-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2020-03-05	Chemical Probes Portal	
ATUUNJCZCOMUKD-OKILXGFUSA-N	recommended	No	No	3	2.5	2	2020-05-17	Chemical Probes Portal	
AEENEMOEBJOKGN-UHFFFAOYSA-N	unsuitable	No	No	0	0	0	2020-03-05	Chemical Probes Portal	
XKBSPAZCFAIBJL-OAHLLOKOSA-N	recommended	No	No	3	0	1	2020-05-29	Chemical Probes Portal	
KMESAVNRPDKZCQ-UHFFFAOYSA-N	recommended	No	No	4	4	1	2020-05-24	Chemical Probes Portal	
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	recommended	No	No	3.6666666666666665	3.6666666666666665	3	2020-05-24	Chemical Probes Portal	
BTSUNSRQYLVGIS-ADTYUTHVSA-N	recommended	No	Yes	2.3333333333333335	2	3	2020-07-09	Chemical Probes Portal	
PROGRNRRJJYCNX-UHFFFAOYSA-N	recommended	No	No	2	0	2	2020-07-16	Chemical Probes Portal	
JQNINBDKGLWYMU-GEAQBIRJSA-N	recommended	No	No	3	2.5	2	2020-07-10	Chemical Probes Portal	
VSZRYLHBOKTNBO-UHFFFAOYSA-N	recommended	No	No	2	3	1	2020-09-24	Chemical Probes Portal	
CGECJCJUHCZZGO-UHFFFAOYSA-N	recommended	No	No	3	2.5	2	2020-10-22	Chemical Probes Portal	
OTKTZEZTFCAULO-DEOSSOPVSA-N	recommended	No	No	3	3	2	2020-10-23	Chemical Probes Portal	
XMNLWOQHMQRHDV-UHFFFAOYSA-N	recommended	No	No	2	2	2	2020-10-22	Chemical Probes Portal	
BATCTBJIJJEPHM-UHFFFAOYSA-N	recommended	No	No	2	4	1	2020-11-30	Chemical Probes Portal	
AYUNIORJHRXIBJ-TXHRRWQRSA-N	unsuitable	Yes	Yes	0	0	0	2020-12-02	Chemical Probes Portal	
QCQQONWEDCOTBV-UHFFFAOYSA-N	recommended	No	Yes	2	2	2	2021-02-01	Chemical Probes Portal	
BSISGUIVBKDTQO-QIKYYPRYSA-N	recommended	No	No	3	0	3	2021-03-28	Chemical Probes Portal	
XUYMIRYNRKXKOR-HMHJJOSWSA-N	recommended	No	No	3	3	2	2021-05-20	Chemical Probes Portal	
CYPYTURSJDMMMP-WVCUSYJESA-N	unsuitable	No	Yes	0	0	0	2021-05-27	Chemical Probes Portal	
XUSDVLHKNBOGJY-UHFFFAOYSA-N	unsuitable	No	Yes	0	0	0	2021-05-27	Chemical Probes Portal	
JYZJYKOZGGEXSX-UHFFFAOYSA-N	unsuitable	No	Yes	0	0	0	2021-05-27	Chemical Probes Portal	
WUJVPELCYCESAP-UHFFFAOYSA-N	recommended	No	No	2.6666666666666665	2	3	2021-10-06	Chemical Probes Portal	
ZLTQCDRXWXUYHJ-UHFFFAOYSA-N	recommended	No	No	1.6666666666666667	2.5	3	2017-01-30	Chemical Probes Portal	
NBTNHSGBRGTFJS-UHFFFAOYSA-N	recommended	Yes	No	1.8	1.3333333333333333	5	2015-12-10	Chemical Probes Portal	
SOXNKJCQBRQUMS-UHFFFAOYSA-N	recommended	No	No	3	2	3	2021-05-18	Chemical Probes Portal	
KYWWJENKIMRJBI-UHFFFAOYSA-N	recommended	No	No	2.5	4	2	2020-07-16	Chemical Probes Portal	
MPASHPJAIUOWCK-UHFFFAOYSA-N	recommended	No	No	3	3	1	2020-06-15	Chemical Probes Portal	
JVCWPUFNLFSKFS-UHFFFAOYSA-N	recommended	No	No	2	2	2	2020-11-27	Chemical Probes Portal	
FYMVGXGSNIVSKY-NRFANRHFSA-N	recommended	No	Yes	3.3333333333333335	0	3	2021-06-22	Chemical Probes Portal	
KLGQSVMIPOVQAX-UHFFFAOYSA-N	recommended	No	No	1.3333333333333333	0	3	2016-07-29	Chemical Probes Portal	
ZJZWZIXSGNFWQQ-UHFFFAOYSA-N	recommended	No	No	1	1	3	2016-07-29	Chemical Probes Portal	
KHWCPNJRJCNVRI-UHFFFAOYSA-N	recommended	No	No	2.3333333333333335	2	3	2016-07-29	Chemical Probes Portal	
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N	recommended	No	No	2.75	2.5	4	2015-12-10	Chemical Probes Portal	
LVDRREOUMKACNJ-BKMJKUGQSA-N	recommended	No	No	2	0	3	2016-07-29	Chemical Probes Portal	
CXJCGSPAPOTTSF-VURMDHGXSA-N	recommended	No	Yes	3	2	3	2015-12-10	Chemical Probes Portal	
TXEBNKKOLVBTFK-UHFFFAOYSA-N	recommended	No	Yes	3.6666666666666665	4	3	2017-03-14	Chemical Probes Portal	
CQCWHSDMJBAGDC-UHFFFAOYSA-N	recommended	Yes	No	4	4	2	2020-11-25	Chemical Probes Portal	
DSUZLJDXUJUTGI-LLVKDONJSA-N	recommended	No	No	4	4	1	2020-10-22	Chemical Probes Portal	
VWEDZTZAXHMZIL-UHFFFAOYSA-N	recommended	Yes	No	4	3.6666666666666665	3	2020-06-17	Chemical Probes Portal	
PKCDDUHJAFVJJB-VLZXCDOPSA-N	recommended	No	No	4	4	3	2017-06-27	Chemical Probes Portal	
JGQPZPLJOBHHBK-UFXYQILXSA-N	recommended	No	Yes	4	3.6666666666666665	3	2020-11-23	Chemical Probes Portal	
XSMABFRQESMONQ-SFHVURJKSA-N	recommended	No	No	4	4	3	2020-10-22	Chemical Probes Portal	
NGEBYTLALFOQKI-HDJSIYSDSA-N	recommended	No	No	4	4	3	2020-10-23	Chemical Probes Portal	
RENRQMCACQEWFC-UGKGYDQZSA-N	recommended	No	No	4	4	1	2020-07-10	Chemical Probes Portal	
JKCSCHXVWPSGBG-OPKPGBGESA-N	recommended	No	Yes	4	4	2	2020-06-04	Chemical Probes Portal	
MPMKMQHJHDHPBE-RUZDIDTESA-N	recommended	No	No	4	4	1	2021-01-12	Chemical Probes Portal	
HNLHOKSDTBAERS-CWIPYCOQSA-N	recommended	No	No	4	4	3	2017-06-06	Chemical Probes Portal	
MXUSGDMIHGLCNC-HNNXBMFYSA-N	recommended	No	Yes	4	4	1	2020-07-28	Chemical Probes Portal	
LXRZVMYMQHNYJB-UNXOBOICSA-N	recommended	No	No	4	4	2	2021-03-16	Chemical Probes Portal	
TXZPMHLMPKIUGK-UHFFFAOYSA-N	recommended	No	No	4	4	3	2015-07-16	Chemical Probes Portal	
RUPXKSLKGSSZCP-UHFFFAOYSA-N	recommended	No	No	3.5	3.5	2	2021-01-12	Chemical Probes Portal	
ONBSHRSJOPSEGS-INIZCTEOSA-N	recommended	No	No	3.6666666666666665	3.6666666666666665	3	2020-09-23	Chemical Probes Portal	
TVTXCJFHQKSQQM-LJQIRTBHSA-N	recommended	No	No	3.6666666666666665	3.6666666666666665	3	2017-06-06	Chemical Probes Portal	
GBJVVSCPOBPEIT-UHFFFAOYSA-N	recommended	No	Yes	3.6666666666666665	3.6666666666666665	3	2015-12-10	Chemical Probes Portal	
GBAKVEWPYUIGHN-UHFFFAOYSA-N	recommended	No	No	4	2	2	2020-05-25	Chemical Probes Portal	
NBOJHRYUGLRASX-UHFFFAOYSA-N	recommended	No	No	4	2	1	2020-11-30	Chemical Probes Portal	
DJOVLOYCGXNVPI-UHFFFAOYSA-N	recommended	No	No	4	2	3	2015-10-02	Chemical Probes Portal	
WGJCHHJGGFCCRS-DEYDLUNASA-N	recommended	No	No	4	0	3	2020-03-05	Chemical Probes Portal	
QXCXMVYVUHVFLP-UHFFFAOYSA-N	recommended	No	No	4	0	2	2020-06-12	Chemical Probes Portal	
KNOUWGGQMADIBV-KRWDZBQOSA-N	recommended	No	No	4	0	3	2017-02-16	Chemical Probes Portal	
LUHCYAOYQIFNRN-UHFFFAOYSA-N	recommended	No	Yes	4	0	3	2020-11-12	Chemical Probes Portal	
IDKAKZRYYDCJDU-HBMMIIHUSA-N	recommended	No	No	3.75	3.75	4	2017-06-06	Chemical Probes Portal	
SGIWFELWJPNFDH-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	4	3	2017-07-18	Chemical Probes Portal	
QADPYRIHXKWUSV-UHFFFAOYSA-N	recommended	Yes	No	3.6666666666666665	3.3333333333333335	3	2015-12-10	Chemical Probes Portal	
YYDUWLSETXNJJT-MTJSOVHGSA-N	recommended	No	No	3.6666666666666665	3	3	2020-11-17	Chemical Probes Portal	
BLNNXJOEJRKHAM-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	3.3333333333333335	3	2020-05-29	Chemical Probes Portal	
ZMNWFTYYYCSSTF-SOAUALDESA-N	recommended	No	No	3.6666666666666665	3.3333333333333335	3	2020-11-25	Chemical Probes Portal	
LXFOLMYKSYSZQS-XKHGBIBOSA-N	recommended	No	No	3.6666666666666665	3.3333333333333335	3	2015-10-02	Chemical Probes Portal	
XQFINGFCBFHOPE-WXUXXXNLSA-N	recommended	No	No	3.6666666666666665	4	3	2015-10-02	Chemical Probes Portal	
CGWBJJZOKGZCSJ-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	0	3	2017-03-13	Chemical Probes Portal	
AIOCFZJGGGEWDK-UHFFFAOYSA-N	recommended	No	Yes	3.6666666666666665	0	3	2020-11-30	Chemical Probes Portal	
RUBYHLPRZRMTJO-MOVYNIQHSA-N	recommended	No	Yes	3.6666666666666665	0	3	2020-10-14	Chemical Probes Portal	
RDALZZCKQFLGJP-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	3.6666666666666665	3	2021-05-26	Chemical Probes Portal	
JBHLOPKIPKTRSU-UHFFFAOYSA-N	recommended	No	Yes	3.5	4	2	2020-05-26	Chemical Probes Portal	
LQSHXYHWYGKAMX-FQEVSTJZSA-N	recommended	No	No	3.5	3.5	2	2020-10-27	Chemical Probes Portal	
AQTPWCUIYUOEMG-INIZCTEOSA-N	recommended	No	No	3.5	2.5	2	2020-10-21	Chemical Probes Portal	
JFGOILLZIAIYGA-UHFFFAOYSA-N	recommended	No	Yes	3.5	2.5	2	2021-02-18	Chemical Probes Portal	
RPMGXDCRCWWCRY-JTQLQIEISA-N	recommended	No	No	3.5	4	2	2020-05-24	Chemical Probes Portal	
RIJLVEAXPNLDTC-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	3.6666666666666665	3	2017-02-10	Chemical Probes Portal	
HWGQMRYQVZSGDQ-HZPDHXFCSA-N	recommended	No	No	3.3333333333333335	3.6666666666666665	3	2016-07-29	Chemical Probes Portal	
SEDFZSHSBUXKAC-NIYFSFCBSA-N	recommended	No	No	3.3333333333333335	3	3	2020-06-23	Chemical Probes Portal	
ZOPNBMMVVZRSGH-NRFANRHFSA-N	recommended	No	No	3.3333333333333335	3.3333333333333335	3	2021-01-21	Chemical Probes Portal	
BWYBBMQLUKXECQ-GIVPXCGWSA-N	recommended	No	No	3.3333333333333335	3.3333333333333335	3	2020-10-27	Chemical Probes Portal	
CVWXJKQAOSCOAB-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	4	3	2015-12-10	Chemical Probes Portal	
VRVJKILQRBSEAG-LFPIHBKWSA-N	recommended	No	No	3.3333333333333335	3	3	2020-05-20	Chemical Probes Portal	
UQRCJCNVNUFYDX-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-04-28	Chemical Probes Portal	
LWXLECMNBTVASW-UHFFFAOYSA-N	recommended	Yes	No	4	3	1	2020-11-25	Chemical Probes Portal	
AILRADAXUVEEIR-UHFFFAOYSA-N	recommended	No	Yes	0	0	0	2021-02-16	Chemical Probes Portal	
HUFOZJXAKZVRNJ-UHFFFAOYSA-N	recommended	No	Yes	0	0	0	2021-01-07	Chemical Probes Portal	
GHVMTHKJUAOZJP-CGTJXYLNSA-N	recommended	No	Yes	0	0	0	2021-06-22	Chemical Probes Portal	
ZEGMEJVULDALSH-NSHDSACASA-N	recommended	No	No	0	0	0	2021-03-16	Chemical Probes Portal	
SNCRCEGCQVMUBS-DNVCBOLYSA-N	recommended	No	No	0	0	0	2017-07-20	Chemical Probes Portal	
FNBUZGRPJLEIMO-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-11-19	Chemical Probes Portal	
OBSYBRPAKCASQB-AGQYDFLVSA-N	recommended	No	No	3	3	3	2015-07-16	Chemical Probes Portal	
ORDHXXHTBUZRCN-NTEUORMPSA-N	recommended	No	No	0	0	0	2021-11-06	Chemical Probes Portal	
CUBDGLIBZGKXKQ-ZBLYBZFDSA-N	recommended	No	No	3	3	2	2021-03-26	Chemical Probes Portal	
XPLWBHWPOUEOSJ-GSZYCOFVSA-N	recommended	No	No	3	3	1	2017-07-27	Chemical Probes Portal	
YSVWFFNZZGLLAI-XNTOLAJGSA-N	recommended	No	Yes	0	0	0	2021-12-01	Chemical Probes Portal	
LPCWQWNRCGWRFC-UHFFFAOYSA-N	recommended	No	Yes	3	0	1	2020-06-17	Chemical Probes Portal	
JYTIXGYXBIBOMN-UHFFFAOYSA-N	recommended	No	No	4	4	1	2021-01-30	Chemical Probes Portal	
KLHOCHQJHXNKAS-UHFFFAOYSA-N	recommended	No	No	3.6666666666666665	3	3	2017-01-17	Chemical Probes Portal	
IFRGXKKQHBVPCQ-UHFFFAOYSA-N	recommended	No	No	3	3	1	2020-12-02	Chemical Probes Portal	
BKLJDIJJOOQUFG-UHFFFAOYSA-N	recommended	No	No	3.5	3	2	2021-04-19	Chemical Probes Portal	
FYQFEJFTCLKXTQ-UHFFFAOYSA-N	recommended	No	No	3	2.5	2	2020-07-16	Chemical Probes Portal	
RRELDGDKULRRDM-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-01-14	Chemical Probes Portal	
IYHHRZBKXXKDDY-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-01-26	Chemical Probes Portal	
DYUTWRFEEOPXMN-UHFFFAOYSA-N	recommended	No	No	0	0	0	2022-02-10	Chemical Probes Portal	
AUYCSWFYKYVCLD-HXUWFJFHSA-N	recommended	Yes	No	0	0	0	2022-02-10	Chemical Probes Portal	
OEDSFMUSNZDJFD-UHFFFAOYSA-N	recommended	No	No	3.3333333333333335	3.3333333333333335	3	2020-04-29	Chemical Probes Portal	
QMHRLXNEGYTSRV-UHFFFAOYSA-N	recommended	No	No	3	4	2	2021-04-12	Chemical Probes Portal	
LQEHCKYYIXQEBM-FUKIBTTHSA-N	recommended	No	No	4	4	1	2022-02-08	Chemical Probes Portal	
WEGLOYDTDILXDA-OAHLLOKOSA-N	recommended	No	No	3	0	1	2022-01-14	Chemical Probes Portal	
CSJYMAFXYMYNCK-UHFFFAOYSA-N	recommended	No	No	4	4	1	2022-01-14	Chemical Probes Portal	
ILHNIWOZZKIBNW-UHFFFAOYSA-N	recommended	No	Yes	2.5	2.5	2	2021-12-20	Chemical Probes Portal	
OAMLIJKKGZLNHE-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-12-14	Chemical Probes Portal	
JTCAGRAKUAAYDY-OAHLLOKOSA-N	recommended	Yes	No	0	0	0	2021-12-13	Chemical Probes Portal	
FSWFYCYPTDLKON-CMJOXMDJSA-N	recommended	No	No	0	0	0	2021-11-22	Chemical Probes Portal	
SKZQFKBIJUXXCG-INIZCTEOSA-N	recommended	No	No	0	0	0	2021-11-22	Chemical Probes Portal	
TVGAHWWPABTBCX-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-11-22	Chemical Probes Portal	
FRBRZGLUFOZRGD-JVPBZIDWSA-N	recommended	No	No	4	3	1	2022-02-11	Chemical Probes Portal	
PXQATVYJKMMHAU-UHFFFAOYSA-N	recommended	No	No	3	4	1	2022-02-01	Chemical Probes Portal	
YNFDIGJKJPNFFD-SJORKVTESA-N	recommended	No	No	4	4	2	2022-01-31	Chemical Probes Portal	
PCJVXTDIDUMIRR-QGZVFWFLSA-N	recommended	No	No	0	0	0	2022-02-20	Chemical Probes Portal	
RPHDOVLXDYWDGF-UHFFFAOYSA-N	recommended	No	No	4	2.5	2	2022-02-08	Chemical Probes Portal	
KVJFJJXCBRSCDY-UHFFFAOYSA-N	recommended	No	Yes	3	1.5	2	2022-01-21	Chemical Probes Portal	
PGIVGIFOWOVINL-GOSISDBHSA-N	recommended	No	No	2	2	1	2022-01-21	Chemical Probes Portal	
WZQLVEPIBAOOGF-RMMWZPCPSA-N	recommended	No	No	3.5	3.5	2	2022-02-11	Chemical Probes Portal	
QZZCUOVXHPAQRQ-UHFFFAOYSA-N	recommended	No	No	4	4	2	2022-02-11	Chemical Probes Portal	
JZTTUZXIQIRVAB-FZEVHQGJSA-N	recommended	No	No	4	3	2	2022-03-09	Chemical Probes Portal	
ZLGNYFOIDAVMHY-MPKOGUQCSA-N	recommended	No	No	3.6666666666666665	3.6666666666666665	3	2020-11-24	Chemical Probes Portal	
QULDDKSCVCJTPV-UHFFFAOYSA-N	recommended	No	No	3.5	3	2	2020-12-01	Chemical Probes Portal	
BLVQHYHDYFTPDV-VCABWLAWSA-N	recommended	No	Yes	3	3	3	2017-04-10	Chemical Probes Portal	
VLLFGVHGKLDDLW-SFHVURJKSA-N	recommended	No	No	2.5	3	2	2022-03-19	Chemical Probes Portal	
UEMQPCYDWCSVCU-UHFFFAOYSA-N	recommended	No	No	3	2.3333333333333335	3	2017-07-25	Chemical Probes Portal	
XMBSZPZJLPTFMV-UHFFFAOYSA-N	recommended	No	No	0	0	0	2021-02-02	Chemical Probes Portal	
WILMROCKORZEMQ-VJVIIGMYSA-N	recommended	No	No	4	0	1	2022-01-21	Chemical Probes Portal	
FYICDSWKKFSYOM-UHFFFAOYSA-N	recommended	No	Yes	1.6666666666666667	0	3	2015-12-10	Chemical Probes Portal	
NBDJDKAXIGWAIM-XZOQPEGZSA-N	recommended	No	No	3.3333333333333335	0	3	2021-12-20	Chemical Probes Portal	
QYDASSGXBXGRBS-CKJXQJPGSA-N	recommended	No	Yes	3.6666666666666665	3.3333333333333335	3	2017-06-21	Chemical Probes Portal	
YQOLEILXOBUDMU-KRWDZBQOSA-N	recommended	No	No	4	4	1	2021-03-01	Chemical Probes Portal	
JNSLBXJNVHYNNW-CXNSMIOJSA-N	recommended	No	No	4	4	3	2016-11-04	Chemical Probes Portal	
GACOFEKSDCOVMV-RRYXBOBMSA-N	recommended	No	Yes	2	1	3	2017-01-31	Chemical Probes Portal	
SQNZDYHMCMIGGV-TZPPCSJFSA-N	recommended	No	No	4	2	3	2020-03-05	Chemical Probes Portal	
RNQODBQYMXYMCT-SJORKVTESA-N	recommended	No	No	4	0	1	2022-06-08	Chemical Probes Portal	
RFZQYGBLRIKROZ-PCLIKHOPSA-N	recommended	No	Yes	0	0	0	2022-06-16	Chemical Probes Portal	
BPLVDYJDAVYLRQ-UHFFFAOYSA-N	recommended	No	No	2.5	2.5	2	2022-06-08	Chemical Probes Portal	
UJLAWZDWDVHWOW-YPMHNXCESA-N	recommended	No	No	3.6666666666666665	3.5	3	2015-12-10	Chemical Probes Portal	
WNEILUNVMHVMPH-UHFFFAOYSA-N	recommended	No	No	3	3	2	2021-02-05	Chemical Probes Portal	
NMJMRSQTDLRCRQ-UHFFFAOYSA-N	recommended	No	No	2.6666666666666665	2	3	2015-12-10	Chemical Probes Portal	
AEJOEPSMZCEYJN-HXUWFJFHSA-N	recommended	No	No	3	2.6666666666666665	3	2017-08-09	Chemical Probes Portal	
BFTKDWYIRJGJCA-CYBMUJFWSA-N	recommended	No	No	2.3333333333333335	0	3	2017-04-25	Chemical Probes Portal	
OJKONCJPCULNOW-DYVFJYSZSA-N	recommended	No	No	3.6666666666666665	3	3	2021-01-29	Chemical Probes Portal	
YDNOHCOYQVZOMC-UHFFFAOYSA-N	recommended	No	No	3	2.5	2	2020-12-17	Chemical Probes Portal	
OFWWWKWUCDUISA-UHFFFAOYSA-N	recommended	No	No	2.3333333333333335	1	3	2017-05-11	Chemical Probes Portal	
CDQRIIUMNLMHRH-UHFFFAOYSA-N	recommended	No	No	3	2	2	2017-08-09	Chemical Probes Portal	
CHEANNSDVJOIBS-MHZLTWQESA-N	recommended	No	No	2.5	3	2	2021-01-21	Chemical Probes Portal	
SFMJNHNUOVADRW-UHFFFAOYSA-N	recommended	No	Yes	3	0	3	2015-12-10	Chemical Probes Portal	
AOZPVMOOEJAZGK-UHFFFAOYSA-N	recommended	No	No	2.6666666666666665	2	3	2015-12-10	Chemical Probes Portal	
UMRRDXVUROEIKJ-JCXBGQGISA-N	recommended	No	No	2.6666666666666665	0	3	2016-09-09	Chemical Probes Portal	
QBGKPEROWUKSBK-QPPIDDCLSA-N	recommended	No	No	3	3.5	2	2017-06-06	Chemical Probes Portal	
NRSGWEVTVGZDFC-UHFFFAOYSA-N	recommended	No	No	3	3	3	2020-06-06	Chemical Probes Portal	
HUUSXLKCTQDPGL-UHFFFAOYSA-N	recommended	No	No	3	3	2	2020-07-10	Chemical Probes Portal	
ARBRHWRTXPWZGN-UHFFFAOYSA-N	recommended	Yes	No	0	0	0	2022-07-28	Chemical Probes Portal	
PXVFFBGSTYQHRO-REQIQPEASA-N	recommended	No	Yes	3.6666666666666665	3.6666666666666665	3	2020-12-03	Chemical Probes Portal	
LIMCHOLAKDUZDS-XARBDFOFSA-N	recommended	No	Yes	3.3333333333333335	2	3	2020-12-17	Chemical Probes Portal	
QMGHHBHPDDAGGO-IIWOMYBWSA-N	recommended	No	No	3	0	3	2020-11-12	Chemical Probes Portal	
KPBNHDGDUADAGP-VAWYXSNFSA-N	recommended	No	Yes	0	0	0	2022-07-04	Chemical Probes Portal	
JFOAJUGFHDCBJJ-UHFFFAOYSA-N	recommended	No	No	2	2	1	2022-06-15	Chemical Probes Portal	
FNYGWXSATBUBER-UHFFFAOYSA-N	recommended	No	No	2	2.5	3	2015-11-10	Chemical Probes Portal	
WVAKRQOMAINQPU-UHFFFAOYSA-N	recommended	No	No	3	3	1	2022-08-03	Chemical Probes Portal	
NAXSRXHZFIBFMI-UHFFFAOYSA-N	recommended	No	No	3	3.6666666666666665	3	2017-07-18	Chemical Probes Portal	
RZXMIHOUHYSGJO-UHFFFAOYSA-N	recommended	No	No	2.6666666666666665	0	3	2017-05-30	Chemical Probes Portal	
ZDBWLRLGUBSLPG-FDHYQTMZSA-N	recommended	No	No	0	0	0	2022-09-20	Chemical Probes Portal	
KSGZCKSNTAJOJS-DZBMUNJRSA-N	recommended	No	No	1.6666666666666667	1.5	3	2016-09-09	Chemical Probes Portal	
JLFSBHQQXIAQEC-UHFFFAOYSA-N	recommended	No	No	3	3	3	2016-07-29	Chemical Probes Portal	
FWLMVFUGMHIOAA-UHFFFAOYSA-N	recommended	No	No	2	2	1	2022-03-16	Chemical Probes Portal	
XYFPWWZEPKGCCK-GOSISDBHSA-N	recommended	No	Yes	0	0	0	2021-06-10	Chemical Probes Portal	
