target_key	level	ordinal	value	source_db	source
P30530	subclass	0	Tyrosine kinase	Chemical Probes Portal	
P30559	class	0	GPCR	Chemical Probes Portal	
P30559	subclass	0	Oxytocin receptor	Chemical Probes Portal	
P30968	class	0	GPCR	Chemical Probes Portal	
P30968	subclass	0	GnRH receptor	Chemical Probes Portal	
P30968	subclass	1	Hormone Receptor	Chemical Probes Portal	
P31153	class	0	Other post-translational modification	Chemical Probes Portal	
P31153	subclass	0	Methionine Adenosyltransferase	Chemical Probes Portal	
P31639	class	0	Transporter	Chemical Probes Portal	
P31639	subclass	0	Solute carrier	Chemical Probes Portal	
P31644	class	0	Ion Channel	Chemical Probes Portal	
P31645	class	0	Transporter	Chemical Probes Portal	
P31645	subclass	0	Serotonin transporter	Chemical Probes Portal	
P31749	class	0	Kinase	Chemical Probes Portal	
P31749	subclass	0	AGC	Chemical Probes Portal	
P31751	class	0	Kinase	Chemical Probes Portal	
P31751	subclass	0	AGC	Chemical Probes Portal	
P31939	class	0	Other	Chemical Probes Portal	
P31939	subclass	0	formyltransferase and cyclohydrolase	Chemical Probes Portal	
P32239	class	0	GPCR	Chemical Probes Portal	
P32239	subclass	0	Cholecystokinin Receptor	Chemical Probes Portal	
P32245	class	0	GPCR	Chemical Probes Portal	
P32245	subclass	0	Melanocortin Receptor	Chemical Probes Portal	
P32246	class	0	GPCR	Chemical Probes Portal	
P32246	subclass	0	Chemokine Receptor	Chemical Probes Portal	
P32247	class	0	GPCR	Chemical Probes Portal	
P32247	subclass	0	Bombesin receptor	Chemical Probes Portal	
P32745	class	0	GPCR	Chemical Probes Portal	
P32745	subclass	0	Somatostatin Receptor	Chemical Probes Portal	
P32745	subclass	1	Somatostatin receptor	Chemical Probes Portal	
P33981	class	0	Kinase	Chemical Probes Portal	
P33981	subclass	0	Ser/Thr Kinase	Chemical Probes Portal	
P34913	class	0	Other	Chemical Probes Portal	
P34913	subclass	0	Epoxide Hydrolase 2	Chemical Probes Portal	
P34969	class	0	GPCR	Chemical Probes Portal	
P34969	subclass	0	Serotonin receptor	Chemical Probes Portal	
P35408	class	0	GPCR	Chemical Probes Portal	
P35408	subclass	0	Prostaglandin receptor	Chemical Probes Portal	
P35462	class	0	GPCR	Chemical Probes Portal	
P35462	subclass	0	Dopamine receptor	Chemical Probes Portal	
P35557	class	0	Kinase	Chemical Probes Portal	
P35557	subclass	0	Hexokinase	Chemical Probes Portal	
P35590	class	0	Kinase	Chemical Probes Portal	
P35590	subclass	0	TK	Chemical Probes Portal	
P35916	class	0	Kinase	Chemical Probes Portal	
P35916	subclass	0	Tyrosine kinase	Chemical Probes Portal	
P35968	class	0	Kinase	Chemical Probes Portal	
P35968	subclass	0	TK	Chemical Probes Portal	
P35968	subclass	1	Tyrosine kinase	Chemical Probes Portal	
P36507	class	0	Kinase	Chemical Probes Portal	
P36507	subclass	0	STE	Chemical Probes Portal	
P36544	class	0	Ion Channel	Chemical Probes Portal	
P36544	subclass	0	Cys-Loop Receptor	Chemical Probes Portal	
P36639	class	0	Epigenetic	Chemical Probes Portal	
P36639	subclass	0	Nudix Hydrolase	Chemical Probes Portal	
P36888	class	0	Kinase	Chemical Probes Portal	
P36888	subclass	0	TK	Chemical Probes Portal	
P36896	class	0	Kinase	Chemical Probes Portal	
P36896	subclass	0	TKL	Chemical Probes Portal	
P36897	class	0	Protein kinase	Chemical Probes Portal	
P36897	class	1	Kinase	Chemical Probes Portal	
P36897	subclass	0	TKL	Chemical Probes Portal	
P36969	class	0	Lipid metabolism	Chemical Probes Portal	
P36969	class	1	Enzyme	Chemical Probes Portal	
P36969	subclass	0	Glutathione Peroxidase	Chemical Probes Portal	
P37023	class	0	Kinase	Chemical Probes Portal	
P37023	subclass	0	TKL	Chemical Probes Portal	
P37088	class	0	Ion Channel	Chemical Probes Portal	
P37088	subclass	0	Sodium channel	Chemical Probes Portal	
P37288	class	0	GPCR	Chemical Probes Portal	
P37288	subclass	0	Vasorepressin receptor	Chemical Probes Portal	
P37840	class	0	Synoclein family	Chemical Probes Portal	
P39748	class	0	Enzyme	Chemical Probes Portal	
P39748	subclass	0	Endonuclease	Chemical Probes Portal	
P39900	class	0	Enzyme	Chemical Probes Portal	
P39900	subclass	0	Metallopeptidase	Chemical Probes Portal	
P40337	class	0	Other post-translational modification	Chemical Probes Portal	
P40337	subclass	0	E3 ubiquitin ligase	Chemical Probes Portal	
P40763	class	0	Transcription factor	Chemical Probes Portal	
P40763	subclass	0	Signal transducer and transcription activator	Chemical Probes Portal	
P41143	class	0	GPCR	Chemical Probes Portal	
P41143	subclass	0	Opioid Receptor	Chemical Probes Portal	
P41145	class	0	GPCR	Chemical Probes Portal	
P41145	subclass	0	Opioid receptor	Chemical Probes Portal	
P41145	subclass	1	Opioid receptors	Chemical Probes Portal	
P41146	class	0	GPCR	Chemical Probes Portal	
P41146	subclass	0	Opioid receptor	Chemical Probes Portal	
P41182	class	0	Transcription factor	Chemical Probes Portal	
P41182	class	1	Transcriptional Factor	Chemical Probes Portal	
P41182	subclass	0	Transcriptional Repressor	Chemical Probes Portal	
P41586	class	0	GPCR	Chemical Probes Portal	
P41586	subclass	0	PAC receptor	Chemical Probes Portal	
P41594	class	0	GPCR	Chemical Probes Portal	
P41594	subclass	0	Metabatropic Glutamate Receptor	Chemical Probes Portal	
P41595	class	0	GPCR	Chemical Probes Portal	
P42226	class	0	Transcription factor	Chemical Probes Portal	
P42226	subclass	0	Signal transducer	Chemical Probes Portal	
P42330	class	0	Enzyme	Chemical Probes Portal	
P42330	subclass	0	Reductase	Chemical Probes Portal	
P42330	subclass	1	Hydroxysteroid dehydrogenase	Chemical Probes Portal	
P42336	class	0	Kinase	Chemical Probes Portal	
P42336	class	1	Lipid kinase	Chemical Probes Portal	
P42336	subclass	0	PI3/PI4	Chemical Probes Portal	
P42336	subclass	1	Class I	Chemical Probes Portal	
P42336	subclass	2	PI3/PI4-kinase	Chemical Probes Portal	
P42338	class	0	Kinase	Chemical Probes Portal	
P42338	class	1	Lipid kinase	Chemical Probes Portal	
P42338	subclass	0	PI3/PI4	Chemical Probes Portal	
P42338	subclass	1	PI3/PI4-kinase	Chemical Probes Portal	
P42345	class	0	Kinase	Chemical Probes Portal	
P42345	class	1	Protein kinase	Chemical Probes Portal	
P42345	subclass	0	PI3/PI4	Chemical Probes Portal	
P42345	subclass	1	Atypical	Chemical Probes Portal	
P42568	class	0	Epigenetic	Chemical Probes Portal	
P42568	subclass	0	YEATS	Chemical Probes Portal	
P43003	class	0	Transporter	Chemical Probes Portal	
P43003	subclass	0	Solute carrier	Chemical Probes Portal	
P43004	class	0	Other	Chemical Probes Portal	
P43004	subclass	0	SLC Family	Chemical Probes Portal	
P43088	class	0	GPCR	Chemical Probes Portal	
P43088	subclass	0	Prostaglandin F Receptor	Chemical Probes Portal	
P43116	class	0	GPCR	Chemical Probes Portal	
P43116	subclass	0	Prostaglandin E Receptor 2	Chemical Probes Portal	
P43119	class	0	GPCR	Chemical Probes Portal	
P43119	subclass	0	Prostacyclin receptor	Chemical Probes Portal	
P43235	class	0	Protein metabolism	Chemical Probes Portal	
P43235	subclass	0	Protease	Chemical Probes Portal	
P43354	class	0	NHR	Chemical Probes Portal	
P43405	class	0	Protein kinase	Chemical Probes Portal	
P43405	class	1	Kinase	Chemical Probes Portal	
P43405	subclass	0	TK	Chemical Probes Portal	
P43490	class	0	Enzyme	Chemical Probes Portal	
P43490	class	1	Epigenetic	Chemical Probes Portal	
P43490	subclass	0	Nicotinamide phosphoribosyltransferase	Chemical Probes Portal	
P43490	subclass	1	Phosphoribosyltransferase	Chemical Probes Portal	
P45452	class	0	Protein metabolism	Chemical Probes Portal	
P45452	class	1	Enzyme	Chemical Probes Portal	
P45452	subclass	0	Metallopeptidase	Chemical Probes Portal	
P45452	subclass	1	Peptidase	Chemical Probes Portal	
P45983	class	0	Kinase	Chemical Probes Portal	
P45983	subclass	0	CMGC	Chemical Probes Portal	
P45984	class	0	Kinase	Chemical Probes Portal	
P45984	subclass	0	CMGC	Chemical Probes Portal	
P45985	class	0	Kinase	Chemical Probes Portal	
P45985	subclass	0	STE	Chemical Probes Portal	
P46092	class	0	GPCR	Chemical Probes Portal	
P46092	subclass	0	Chemokine receptor	Chemical Probes Portal	
P46663	class	0	GPCR	Chemical Probes Portal	
P46663	subclass	0	BK-1	Chemical Probes Portal	
P48039	class	0	GPCR	Chemical Probes Portal	
P48039	subclass	0	Melatonin Receptor	Chemical Probes Portal	
P48426	class	0	Kinase	Chemical Probes Portal	
P48426	subclass	0	PIP family	Chemical Probes Portal	
P48426	subclass	1	Lipid Kinase	Chemical Probes Portal	
P48443	class	0	NHR	Chemical Probes Portal	
P48443	subclass	0	Retinoic acid receptor	Chemical Probes Portal	
P48730	class	0	Kinase	Chemical Probes Portal	
P48730	subclass	0	CK1	Chemical Probes Portal	
P48735	class	0	Enzyme	Chemical Probes Portal	
P48735	subclass	0	Dehydrogenase	Chemical Probes Portal	
P48736	class	0	Kinase	Chemical Probes Portal	
P48736	subclass	0	PI3/PI4	Chemical Probes Portal	
P48736	subclass	1	PI3/PI4-kinase	Chemical Probes Portal	
P48764	class	0	Transporter	Chemical Probes Portal	
P49137	class	0	Kinase	Chemical Probes Portal	
P49137	subclass	0	CAMK	Chemical Probes Portal	
P49146	class	0	GPCR	Chemical Probes Portal	
P49146	subclass	0	Neuropeptide Y receptor Y2	Chemical Probes Portal	
P49146	subclass	1	Neuropeptide Y receptor	Chemical Probes Portal	
P49286	class	0	GPCR	Chemical Probes Portal	
P49286	subclass	0	Melatonin Receptor	Chemical Probes Portal	
P49327	class	0	Lipid metabolism	Chemical Probes Portal	
P49327	class	1	Enzyme	Chemical Probes Portal	
P49327	subclass	0	Synthase	Chemical Probes Portal	
P49336	class	0	Kinase	Chemical Probes Portal	
P49336	subclass	0	CMGC	Chemical Probes Portal	
P49356	class	0	Other post-translational modification	Chemical Probes Portal	
P49356	subclass	0	Transferase	Chemical Probes Portal	
P49674	class	0	Kinase	Chemical Probes Portal	
P49674	class	1	Protein kinase	Chemical Probes Portal	
P49674	subclass	0	CK1	Chemical Probes Portal	
P49759	class	0	Kinase	Chemical Probes Portal	
P49759	subclass	0	CMGC	Chemical Probes Portal	
P49760	class	0	Kinase	Chemical Probes Portal	
P49760	subclass	0	CMGC	Chemical Probes Portal	
P49761	class	0	Kinase	Chemical Probes Portal	
P49761	subclass	0	CMGC	Chemical Probes Portal	
P49768	class	0	Enzyme	Chemical Probes Portal	
P49768	subclass	0	Gamma-Secretase Complex	Chemical Probes Portal	
P49768	subclass	1	Gamma-Secretase complex	Chemical Probes Portal	
P49768	subclass	2	Aspartyl protease	Chemical Probes Portal	
P49770	class	0	Guanine nucleotide-exchange factor	Chemical Probes Portal	
P49840	class	0	Kinase	Chemical Probes Portal	
P49840	subclass	0	CMGC	Chemical Probes Portal	
P49841	class	0	Kinase	Chemical Probes Portal	
P49841	subclass	0	CMGC	Chemical Probes Portal	
P50053	class	0	Kinase	Chemical Probes Portal	
P50053	subclass	0	Carbohydrate kinase	Chemical Probes Portal	
P50053	subclass	1	Sugar Kinase	Chemical Probes Portal	
P50579	class	0	Enzyme	Chemical Probes Portal	
P50579	subclass	0	Methionine Aminopeptidase	Chemical Probes Portal	
P50613	class	0	Kinase	Chemical Probes Portal	
P50613	subclass	0	CMGC	Chemical Probes Portal	
P50750	class	0	Kinase	Chemical Probes Portal	
P50750	subclass	0	CMGC	Chemical Probes Portal	
P51168	class	0	Ion Channel	Chemical Probes Portal	
P51168	subclass	0	Sodium Channel	Chemical Probes Portal	
P51170	class	0	Ion Channel	Chemical Probes Portal	
P51170	subclass	0	Sodium channel	Chemical Probes Portal	
P51449	class	0	Transcription factor	Chemical Probes Portal	
P51449	class	1	NHR	Chemical Probes Portal	
P51449	subclass	0	NR1 nuclear hormone receptors	Chemical Probes Portal	
P51449	subclass	1	Orphan Receptor	Chemical Probes Portal	
P51531	class	0	Epigenetic	Chemical Probes Portal	
P51531	subclass	0	Bromodomain	Chemical Probes Portal	
P51532	class	0	Epigenetic	Chemical Probes Portal	
P51532	subclass	0	Bromodomain	Chemical Probes Portal	
P51617	class	0	Kinase	Chemical Probes Portal	
P51617	subclass	0	TKL	Chemical Probes Portal	
P51681	class	0	GPCR	Chemical Probes Portal	
P51681	subclass	0	Chemokine receptor	Chemical Probes Portal	
P51692	class	0	Transcription factor	Chemical Probes Portal	
P51692	subclass	0	Signal transducer and transcription activator	Chemical Probes Portal	
P51787	class	0	Ion Channel	Chemical Probes Portal	
P51787	subclass	0	Potassium Channel	Chemical Probes Portal	
P51788	class	0	Ion Channel	Chemical Probes Portal	
P51788	subclass	0	Chloride channel	Chemical Probes Portal	
P51812	class	0	Protein kinase	Chemical Probes Portal	
P51812	class	1	Kinase	Chemical Probes Portal	
P51812	subclass	0	AGC	Chemical Probes Portal	
P51813	class	0	Protein kinase	Chemical Probes Portal	
P51813	subclass	0	TK	Chemical Probes Portal	
P51955	class	0	Protein kinase	Chemical Probes Portal	
P51955	subclass	0	Ser/Thr Protein Kinase	Chemical Probes Portal	
P52333	class	0	Kinase	Chemical Probes Portal	
P52333	subclass	0	TK	Chemical Probes Portal	
P52333	subclass	1	Tyrosine kinase	Chemical Probes Portal	
P52732	class	0	Motor protein	Chemical Probes Portal	
P52732	subclass	0	Kinesin family	Chemical Probes Portal	
P53350	class	0	Kinase	Chemical Probes Portal	
P53350	subclass	0	Other	Chemical Probes Portal	
P53667	class	0	Kinase	Chemical Probes Portal	
P53667	subclass	0	TKL	Chemical Probes Portal	
P53671	class	0	Kinase	Chemical Probes Portal	
P53671	subclass	0	TKL	Chemical Probes Portal	
P53779	class	0	Kinase	Chemical Probes Portal	
P53779	subclass	0	CMGC	Chemical Probes Portal	
P53985	class	0	Transporter	Chemical Probes Portal	
P53985	class	1	Solute carrier	Chemical Probes Portal	
P53985	subclass	0	Solute carrier	Chemical Probes Portal	
P53985	subclass	1	Monocarboxylate porter	Chemical Probes Portal	
P54687	class	0	Enzyme	Chemical Probes Portal	
P54687	subclass	0	Amino acid transaminase	Chemical Probes Portal	
P54750	class	0	Enzyme	Chemical Probes Portal	
P54750	subclass	0	Phosphodiesterase	Chemical Probes Portal	
P55055	class	0	NHR	Chemical Probes Portal	
P55055	subclass	0	NR1 Subfamily	Chemical Probes Portal	
P55072	class	0	ATPase	Chemical Probes Portal	
P55072	class	1	Enzyme	Chemical Probes Portal	
P55072	subclass	0	AAA+	Chemical Probes Portal	
P55072	subclass	1	ATPase	Chemical Probes Portal	
P55201	class	0	Epigenetic	Chemical Probes Portal	
P55201	subclass	0	Bromodomain	Chemical Probes Portal	
P56373	class	0	GPCR	Chemical Probes Portal	
P56373	subclass	0	Purinoceptor	Chemical Probes Portal	
P56817	class	0	Enzyme	Chemical Probes Portal	
P56817	subclass	0	Protease	Chemical Probes Portal	
P56817	subclass	1	Peptidase	Chemical Probes Portal	
P57059	class	0	Kinase	Chemical Probes Portal	
P57059	subclass	0	CAMK	Chemical Probes Portal	
P57789	class	0	Ion Channel	Chemical Probes Portal	
P57789	subclass	0	Potassium channel	Chemical Probes Portal	
P57789	subclass	1	Potassium Channel	Chemical Probes Portal	
P58397	class	0	Enzyme	Chemical Probes Portal	
P58397	subclass	0	Disintegrin	Chemical Probes Portal	
P61619	class	0	Integral membrane protein	Chemical Probes Portal	
P61619	subclass	0	General secrectory pathway	Chemical Probes Portal	
P61964	class	0	Structural protein	Chemical Probes Portal	
P61964	class	1	WD repeat	Chemical Probes Portal	
P61964	class	2	WD40 Repeat	Chemical Probes Portal	
P61964	subclass	0	WD40-repeat proteins	Chemical Probes Portal	
P61964	subclass	1	WD40 repeat	Chemical Probes Portal	
P62942	class	0	Other	Chemical Probes Portal	
P62942	subclass	0	Immunophilin Protein Family	Chemical Probes Portal	
P63267	class	0	Structural protein	Chemical Probes Portal	
P63267	subclass	0	Cytoskeleton	Chemical Probes Portal	
P68400	class	0	Kinase	Chemical Probes Portal	
P68400	subclass	0	Ser/Thr kinase	Chemical Probes Portal	
P68400	subclass	1	CMGC	Chemical Probes Portal	
P78356	class	0	Kinase	Chemical Probes Portal	
P78356	subclass	0	Lipid Kinase	Chemical Probes Portal	
P78362	class	0	Kinase	Chemical Probes Portal	
P78362	subclass	0	CMGC	Chemical Probes Portal	
P78527	class	0	Kinase	Chemical Probes Portal	
P78527	subclass	0	PI3/PI4	Chemical Probes Portal	
P80192	class	0	Kinase	Chemical Probes Portal	
P80192	subclass	0	TKL	Chemical Probes Portal	
Q00534	class	0	Kinase	Chemical Probes Portal	
Q00534	subclass	0	CMGC	Chemical Probes Portal	
Q00535	class	0	Kinase	Chemical Probes Portal	
Q00535	subclass	0	CMGC	Chemical Probes Portal	
Q00536	class	0	Kinase	Chemical Probes Portal	
Q00536	subclass	0	CMGC	Chemical Probes Portal	
Q00537	class	0	Kinase	Chemical Probes Portal	
Q00537	subclass	0	CMGC	Chemical Probes Portal	
Q00987	class	0	Other post-translational modification	Chemical Probes Portal	
Q00987	class	1	Enzyme	Chemical Probes Portal	
Q00987	class	2	Post translational modifications	Chemical Probes Portal	
Q00987	subclass	0	E3 ubiquitin ligase	Chemical Probes Portal	
Q00987	subclass	1	Ubiquitin Ligase	Chemical Probes Portal	
Q00987	subclass	2	Ligase	Chemical Probes Portal	
Q01064	class	0	Enzyme	Chemical Probes Portal	
Q01064	subclass	0	Phosphodiesterase	Chemical Probes Portal	
Q01718	class	0	GPCR	Chemical Probes Portal	
Q01718	subclass	0	Adrenocorticotropic hormone receptor	Chemical Probes Portal	
Q02127	class	0	Enzyme	Chemical Probes Portal	
Q02127	subclass	0	Class 2 Dihydroorotate dehydrogenase	Chemical Probes Portal	
Q02750	class	0	Kinase	Chemical Probes Portal	
Q02750	subclass	0	STE	Chemical Probes Portal	
Q02763	class	0	Protein kinase	Chemical Probes Portal	
Q02763	class	1	Kinase	Chemical Probes Portal	
Q02763	subclass	0	TK	Chemical Probes Portal	
Q02779	class	0	Kinase	Chemical Probes Portal	
Q02779	subclass	0	TKL	Chemical Probes Portal	
Q03111	class	0	Epigenetic	Chemical Probes Portal	
Q03111	subclass	0	YEATS	Chemical Probes Portal	
Q03164	class	0	Epigenetic	Chemical Probes Portal	
Q03164	subclass	0	Protein methyltransferase	Chemical Probes Portal	
Q03181	class	0	Nuclear Hormone Receptor	Chemical Probes Portal	
Q03181	subclass	0	Nuclear Receptor 1C2	Chemical Probes Portal	
Q04771	class	0	Kinase	Chemical Probes Portal	
Q04771	subclass	0	TKL	Chemical Probes Portal	
Q04912	class	0	Kinase	Chemical Probes Portal	
Q04912	subclass	0	TK	Chemical Probes Portal	
Q05397	class	0	Kinase	Chemical Probes Portal	
Q05397	subclass	0	TK	Chemical Probes Portal	
Q05397	subclass	1	Tyr kinase	Chemical Probes Portal	
Q05469	class	0	Enzyme	Chemical Probes Portal	
Q05469	subclass	0	Lipase	Chemical Probes Portal	
Q06124	class	0	Enzyme	Chemical Probes Portal	
Q06124	subclass	0	Protein-tyrosine phosphatase	Chemical Probes Portal	
Q06187	class	0	Kinase	Chemical Probes Portal	
Q06187	class	1	Protein kinase	Chemical Probes Portal	
Q06187	subclass	0	TK	Chemical Probes Portal	
Q06187	subclass	1	Tyrosin Kinase	Chemical Probes Portal	
Q06187	subclass	2	Tyr kinase	Chemical Probes Portal	
Q06495	class	0	Transporter	Chemical Probes Portal	
Q06495	subclass	0	SLC Family	Chemical Probes Portal	
Q07002	class	0	Kinase	Chemical Probes Portal	
Q07002	subclass	0	CMGC	Chemical Probes Portal	
Q07343	class	0	Nucleic acid metabolism	Chemical Probes Portal	
Q07343	subclass	0	Phosphodiesterase	Chemical Probes Portal	
Q07817	class	0	Other	Chemical Probes Portal	
Q07817	subclass	0	Apoptosis Regulator	Chemical Probes Portal	
Q07817	subclass	1	Apoptosis regulator	Chemical Probes Portal	
Q07820	class	0	Other	Chemical Probes Portal	
Q07820	subclass	0	BCL2 family	Chemical Probes Portal	
Q07869	class	0	Nuclear Hormone Receptor	Chemical Probes Portal	
Q07869	subclass	0	Nuclear receptor 1C1	Chemical Probes Portal	
Q07889	class	0	Enzyme	Chemical Probes Portal	
Q07889	subclass	0	Nucleotide exchange factor	Chemical Probes Portal	
Q07889	subclass	1	Nucleotide	Chemical Probes Portal	
Q07912	class	0	Protein kinase	Chemical Probes Portal	
Q07912	subclass	0	TK	Chemical Probes Portal	
Q08211	class	0	Enzyme	Chemical Probes Portal	
Q08211	subclass	0	Helicase	Chemical Probes Portal	
Q08345	class	0	Kinase	Chemical Probes Portal	
Q08345	class	1	Protein kinase	Chemical Probes Portal	
Q08345	subclass	0	TK	Chemical Probes Portal	
Q08345	subclass	1	Tyrosine kinase	Chemical Probes Portal	
Q08345	subclass	2	CMGC	Chemical Probes Portal	
Q08881	class	0	Kinase	Chemical Probes Portal	
Q08881	subclass	0	TK	Chemical Probes Portal	
Q08881	subclass	1	Tyr kinase	Chemical Probes Portal	
Q09428	class	0	Ion Channel	Chemical Probes Portal	
Q09428	subclass	0	Potassium channel	Chemical Probes Portal	
Q09472	class	0	Epigenetic	Chemical Probes Portal	
Q09472	subclass	0	Bromodomain	Chemical Probes Portal	
Q09472	subclass	1	Histone acetyl transferase	Chemical Probes Portal	
Q10469	class	0	Other post-translational modification	Chemical Probes Portal	
Q10469	subclass	0	N-acetylglucosaminyltransferase	Chemical Probes Portal	
Q12830	class	0	Epigenetic	Chemical Probes Portal	
Q12830	subclass	0	Bromodomain	Chemical Probes Portal	
Q12852	class	0	Protein kinase	Chemical Probes Portal	
Q12852	class	1	Kinase	Chemical Probes Portal	
Q12852	subclass	0	STE	Chemical Probes Portal	
Q12866	class	0	Kinase	Chemical Probes Portal	
Q12866	subclass	0	Tyrosine kinase	Chemical Probes Portal	
Q12866	subclass	1	TK	Chemical Probes Portal	
Q12879	class	0	Ion Channel	Chemical Probes Portal	
Q12879	subclass	0	Glutamate receptor	Chemical Probes Portal	
Q12879	subclass	1	glutamate-gated ion channel	Chemical Probes Portal	
Q13085	class	0	Enzyme	Chemical Probes Portal	
Q13131	class	0	Kinase	Chemical Probes Portal	
Q13131	subclass	0	CAMK	Chemical Probes Portal	
Q13133	class	0	NHR	Chemical Probes Portal	
Q13133	subclass	0	NR1 Subfamily	Chemical Probes Portal	
Q13153	class	0	Protein kinase	Chemical Probes Portal	
Q13153	class	1	Kinase	Chemical Probes Portal	
Q13153	subclass	0	STE	Chemical Probes Portal	
Q13163	class	0	Protein kinase	Chemical Probes Portal	
Q13163	subclass	0	STE	Chemical Probes Portal	
Q13164	class	0	Kinase	Chemical Probes Portal	
Q13164	class	1	Protein kinase	Chemical Probes Portal	
Q13164	subclass	0	CMGC	Chemical Probes Portal	
Q13177	class	0	Protein kinase	Chemical Probes Portal	
Q13177	subclass	0	STE	Chemical Probes Portal	
Q13191	class	0	Enzyme	Chemical Probes Portal	
Q13191	subclass	0	Ubiquitin Ligase	Chemical Probes Portal	
Q13315	class	0	Protein kinase	Chemical Probes Portal	
Q13315	class	1	Kinase	Chemical Probes Portal	
Q13315	subclass	0	Atypical	Chemical Probes Portal	
Q13315	subclass	1	PI3/PI4	Chemical Probes Portal	
Q13393	class	0	Enzyme	Chemical Probes Portal	
Q13393	subclass	0	Phospholipase	Chemical Probes Portal	
Q13422	class	0	Transcription factor	Chemical Probes Portal	
Q13422	subclass	0	Zinc finger	Chemical Probes Portal	
Q13451	class	0	Enzyme	Chemical Probes Portal	
Q13451	subclass	0	Prolyl isomerase	Chemical Probes Portal	
Q13464	class	0	Kinase	Chemical Probes Portal	
Q13464	subclass	0	AGC	Chemical Probes Portal	
Q13526	class	0	Enzyme	Chemical Probes Portal	
Q13526	subclass	0	Isomerase	Chemical Probes Portal	
Q13535	class	0	Kinase	Chemical Probes Portal	
Q13535	class	1	Protein kinase	Chemical Probes Portal	
Q13535	subclass	0	PI3/PI4	Chemical Probes Portal	
Q13535	subclass	1	Atypical	Chemical Probes Portal	
Q13546	class	0	Kinase	Chemical Probes Portal	
Q13546	subclass	0	TKL	Chemical Probes Portal	
Q13547	class	0	Epigenetic	Chemical Probes Portal	
Q13547	subclass	0	HDAC	Chemical Probes Portal	
Q13574	class	0	Kinase	Chemical Probes Portal	
Q13574	subclass	0	Lipid kinase	Chemical Probes Portal	
Q13627	class	0	Kinase	Chemical Probes Portal	
Q13627	subclass	0	CMGC	Chemical Probes Portal	
Q13822	class	0	Other	Chemical Probes Portal	
Q13822	class	1	Enzyme	Chemical Probes Portal	
Q13822	subclass	0	Phosphodiesterase	Chemical Probes Portal	
Q13822	subclass	1	pyrophosphatase/phosphodiesterase	Chemical Probes Portal	
Q13822	subclass	2	nucleotide pyrophosphatase/phosphodiesterase; lysophospholipase	Chemical Probes Portal	
Q13822	subclass	3	Autotaxin	Chemical Probes Portal	
Q13873	class	0	Kinase	Chemical Probes Portal	
Q13873	subclass	0	TKL	Chemical Probes Portal	
Q13882	class	0	Kinase	Chemical Probes Portal	
Q13882	subclass	0	Tyr Kinase	Chemical Probes Portal	
Q14004	class	0	Kinase	Chemical Probes Portal	
Q14004	subclass	0	CMGC	Chemical Probes Portal	
Q14123	class	0	Enzyme	Chemical Probes Portal	
Q14123	subclass	0	Phosphodiesterase	Chemical Probes Portal	
Q14145	class	0	Other post-translational modification	Chemical Probes Portal	
Q14145	subclass	0	KEAP1 family	Chemical Probes Portal	
Q14145	subclass	1	Protein ubiquitination	Chemical Probes Portal	
Q14164	class	0	Kinase	Chemical Probes Portal	
Q14164	subclass	0	Ser/Thr Protein Kinase	Chemical Probes Portal	
Q14191	class	0	Enzyme	Chemical Probes Portal	
Q14191	subclass	0	Helicase	Chemical Probes Portal	
Q14289	class	0	Kinase	Chemical Probes Portal	
Q14289	subclass	0	TK	Chemical Probes Portal	
Q14432	class	0	Enzyme	Chemical Probes Portal	
Q14432	subclass	0	Phosphodiesterase	Chemical Probes Portal	
Q14654	class	0	Ion Channel	Chemical Probes Portal	
Q14654	subclass	0	Potassium channel	Chemical Probes Portal	
Q14680	class	0	Kinase	Chemical Probes Portal	
Q14680	subclass	0	CAMK	Chemical Probes Portal	
Q14833	class	0	GPCR	Chemical Probes Portal	
Q14833	subclass	0	Glutamate receptor	Chemical Probes Portal	
Q15022	class	0	Epigenetic	Chemical Probes Portal	
Q15047	class	0	Enzyme	Chemical Probes Portal	
Q15047	subclass	0	methyltransferase	Chemical Probes Portal	
Q15047	subclass	1	Methyltransferase	Chemical Probes Portal	
Q15059	class	0	Epigenetic	Chemical Probes Portal	
Q15059	subclass	0	Bromodomain	Chemical Probes Portal	
Q15131	class	0	Kinase	Chemical Probes Portal	
Q15131	subclass	0	CMGC	Chemical Probes Portal	
Q15233	class	0	DNA Binding	Chemical Probes Portal	
Q15349	class	0	Kinase	Chemical Probes Portal	
Q15349	subclass	0	AGC	Chemical Probes Portal	
Q15391	class	0	GPCR	Chemical Probes Portal	
Q15391	subclass	0	Purinergic Receptor	Chemical Probes Portal	
Q15418	class	0	Kinase	Chemical Probes Portal	
Q15418	subclass	0	AGC	Chemical Probes Portal	
Q15418	subclass	1	CAMK	Chemical Probes Portal	
Q15438	class	0	Cytohesin	Chemical Probes Portal	
Q15561	class	0	Epigenetic	Chemical Probes Portal	
Q15561	subclass	0	Transcription factor	Chemical Probes Portal	
Q15561	subclass	1	Transcription Factor	Chemical Probes Portal	
Q15562	class	0	Epigenetic	Chemical Probes Portal	
Q15562	subclass	0	Transcription factor	Chemical Probes Portal	
Q15562	subclass	1	Transcription Factor	Chemical Probes Portal	
Q15717	class	0	Other	Chemical Probes Portal	
Q15717	subclass	0	RNA Binding Protein	Chemical Probes Portal	
Q15743	class	0	GPCR	Chemical Probes Portal	
