resource	xref	inchikey
canSAR	1881839	BLVQHYHDYFTPDV-VCABWLAWSA-N
canSAR	1782304	VLLFGVHGKLDDLW-SFHVURJKSA-N
canSAR	1874277	UEMQPCYDWCSVCU-UHFFFAOYSA-N
canSAR	433471	XMBSZPZJLPTFMV-UHFFFAOYSA-N
canSAR	1005436	WILMROCKORZEMQ-VJVIIGMYSA-N
canSAR	2948442	FYICDSWKKFSYOM-UHFFFAOYSA-N
canSAR	3318350	NBDJDKAXIGWAIM-XZOQPEGZSA-N
canSAR	318266	QYDASSGXBXGRBS-CKJXQJPGSA-N
canSAR	3312899	YQOLEILXOBUDMU-KRWDZBQOSA-N
canSAR	2960689	JNSLBXJNVHYNNW-CXNSMIOJSA-N
canSAR	453310	GACOFEKSDCOVMV-RRYXBOBMSA-N
canSAR	2960266	SQNZDYHMCMIGGV-TZPPCSJFSA-N
canSAR	3323196	RNQODBQYMXYMCT-SJORKVTESA-N
canSAR	327159	RFZQYGBLRIKROZ-PCLIKHOPSA-N
canSAR	1750473	BPLVDYJDAVYLRQ-UHFFFAOYSA-N
canSAR	1423145	UJLAWZDWDVHWOW-YPMHNXCESA-N
canSAR	2937790	WNEILUNVMHVMPH-UHFFFAOYSA-N
canSAR	769427	NMJMRSQTDLRCRQ-UHFFFAOYSA-N
canSAR	1689202	AEJOEPSMZCEYJN-HXUWFJFHSA-N
canSAR	220825	BFTKDWYIRJGJCA-CYBMUJFWSA-N
canSAR	2872291	OJKONCJPCULNOW-DYVFJYSZSA-N
canSAR	3145795	YDNOHCOYQVZOMC-UHFFFAOYSA-N
canSAR	484030	OFWWWKWUCDUISA-UHFFFAOYSA-N
canSAR	563683	CDQRIIUMNLMHRH-UHFFFAOYSA-N
canSAR	774862	CHEANNSDVJOIBS-MHZLTWQESA-N
canSAR	787801	SFMJNHNUOVADRW-UHFFFAOYSA-N
canSAR	829470	AOZPVMOOEJAZGK-UHFFFAOYSA-N
canSAR	979628	UMRRDXVUROEIKJ-JCXBGQGISA-N
canSAR	942550	QBGKPEROWUKSBK-QPPIDDCLSA-N
canSAR	103049	NRSGWEVTVGZDFC-UHFFFAOYSA-N
canSAR	116400	HUUSXLKCTQDPGL-UHFFFAOYSA-N
canSAR	3872897	ARBRHWRTXPWZGN-UHFFFAOYSA-N
canSAR	3313532	PXVFFBGSTYQHRO-REQIQPEASA-N
canSAR	3151460	LIMCHOLAKDUZDS-XARBDFOFSA-N
canSAR	1040148	QMGHHBHPDDAGGO-IIWOMYBWSA-N
canSAR	174287	KPBNHDGDUADAGP-VAWYXSNFSA-N
canSAR	941114	JFOAJUGFHDCBJJ-UHFFFAOYSA-N
canSAR	596719	FNYGWXSATBUBER-UHFFFAOYSA-N
canSAR	1613413	WVAKRQOMAINQPU-UHFFFAOYSA-N
canSAR	838143	NAXSRXHZFIBFMI-UHFFFAOYSA-N
canSAR	312564	RZXMIHOUHYSGJO-UHFFFAOYSA-N
canSAR	982146	ZDBWLRLGUBSLPG-FDHYQTMZSA-N
canSAR	668427	KSGZCKSNTAJOJS-DZBMUNJRSA-N
canSAR	1572017	JLFSBHQQXIAQEC-UHFFFAOYSA-N
canSAR	652417	FWLMVFUGMHIOAA-UHFFFAOYSA-N
canSAR	503835	XYFPWWZEPKGCCK-GOSISDBHSA-N
canSAR	626411	LLVZBTWPGQVVLW-SNAWJCMRSA-N
canSAR	774340	GJFCSAPFHAXMSF-UXBLZVDNSA-N
canSAR	891142	PNYRDVBFYVDJJI-UHFFFAOYSA-N
canSAR	375924	VUVUVNZRUGEAHB-CYBMUJFWSA-N
canSAR	165588	ALGHKWSXJUQNJJ-UHFFFAOYSA-N
canSAR	2962188	QPTCYEYTAWEZNT-UHFFFAOYSA-N
canSAR	2863040	HNCVDRFFJZJQRW-UHFFFAOYSA-N
canSAR	211897	KSERXGMCDHOLSS-LJQANCHMSA-N
canSAR	141783	BIAVGWDGIJKWRM-FQEVSTJZSA-N
canSAR	3445205	WRCGBYNVBFVRTN-UHFFFAOYSA-N
canSAR	263441	XNULRSOGWPFPBL-REWPJTCUSA-N
canSAR	139722	ADZBMFGQQWPHMJ-RHSMWYFYSA-N
canSAR	1687445	KYOIGHSNTIJBPW-UHFFFAOYSA-N
canSAR	1591631	ILOIOIGZFHGSMS-UHFFFAOYSA-N
canSAR	1447040	FROGGFONBYACJB-KRWDZBQOSA-N
canSAR	3319306	UQZCQKXJAXKZQH-LBPRGKRZSA-N
canSAR	527711	JZCWLJDSIRUGIN-UHFFFAOYSA-N
canSAR	943370	LCFFREMLXLZNHE-GBOLQPHISA-N
canSAR	161110	FUIYMYNYUHVDPT-HDJSIYSDSA-N
canSAR	924789	XOPYFXBZMVTEJF-PDACKIITSA-N
canSAR	1610895	CSWHYHPUEDNIQY-UHFFFAOYSA-N
canSAR	27596	PHCFSFBQEROREL-BQBZGAKWSA-N
canSAR	2912974	WGKGADVPRVLHHZ-ZHRMCQFGSA-N
canSAR	321917	QMGUOJYZJKLOLH-UHFFFAOYSA-N
canSAR	485193	GRTDDIZIUSADLD-CRAIPNDOSA-N
canSAR	454716	OXQNLLVUVDAEHC-OAQYLSRUSA-N
canSAR	614275	PKNYXWMTHFMHKD-UHFFFAOYSA-N
canSAR	882128	HRJWSEPIRZRGCL-UHFFFAOYSA-N
canSAR	1605420	KBFUQFVFYYBHBT-UHFFFAOYSA-N
canSAR	3622973	OYUDYQMFVRHPIY-UHFFFAOYSA-N
canSAR	2975052	USHQRIKZLHNPQR-JTQLQIEISA-N
canSAR	1483595	PQUGCKBLVKJMNT-UHFFFAOYSA-N
canSAR	3450665	QGZYDVAGYRLSKP-UHFFFAOYSA-N
canSAR	1684099	WWOOWAHTEXIWBO-QFRSUPTLSA-N
canSAR	2843074	WULUGQONDYDNKY-UHFFFAOYSA-N
canSAR	584508	CJAQCMBWGUOBIX-ZUQRMPMESA-M
canSAR	1750413	YEVOZZZLKJKCCD-UHFFFAOYSA-N
canSAR	619815	PRNXOFBDXNTIFG-FQEVSTJZSA-N
canSAR	878173	PQOOIERVZAXHBP-UHFFFAOYSA-N
canSAR	90095	COOGVHJHSCBOQT-MRVPVSSYSA-N
canSAR	3550552	DLNFTRSEHUWEGO-HUUCEWRRSA-N
canSAR	1227519	LIIWIMDSZVNYHY-UHFFFAOYSA-N
canSAR	316006	PDMXSCCBEBCTGX-UHFFFAOYSA-N
canSAR	3550546	QBIGUDRHHJTXKG-UUWRZZSWSA-N
canSAR	3550557	JYTISQGEFSHUIR-UHFFFAOYSA-N
canSAR	536599	GRXCLNMCJWKTAT-UHFFFAOYSA-N
canSAR	3511561	VGRLXWFIXGZRMS-UHFFFAOYSA-N
canSAR	759847	PGKXDIMONUAMFR-AREMUKBSSA-N
canSAR	3550547	PWKAYICUBVNJAZ-UHFFFAOYSA-N
canSAR	520081	MSTXJJGAXXJCBY-UHFFFAOYSA-N
canSAR	1714743	VHSVKVWHYFBIFJ-HKZYLEAXSA-N
canSAR	392882	IVDUVEGCMXCMSO-FQEVSTJZSA-N
canSAR	2842990	WOAOENGFAAUUGT-UHFFFAOYSA-N
canSAR	760641	HRJWTAWVFDCTGO-UHFFFAOYSA-N
canSAR	3129874	BZZKEPGENYLQSC-FIBGUPNXSA-N
canSAR	840349	XUKUURHRXDUEBC-KAYWLYCHSA-N
canSAR	3323307	WDHOIABIERMLGY-CMJOXMDJSA-N
canSAR	3339798	YTINZZFBHWSAGL-NDEPHWFRSA-N
canSAR	3590579	VNCIWNGCMAKKEO-UHFFFAOYSA-N
canSAR	7664	OBKXEAXTFZPCHS-UHFFFAOYSA-N
canSAR	2011599	VRQMAABPASPXMW-HDICACEKSA-N
canSAR	2920724	AVKAVKZKOFSSMY-DEOSSOPVSA-N
canSAR	3210317	QGNDVASWIHEXCL-AWEZNQCLSA-N
canSAR	120324	QCIJLRJBZDBVDB-UHFFFAOYSA-N
canSAR	750804	ZKIRTFGYQVXNGL-UHFFFAOYSA-N
canSAR	3059760	AQTNUGRRZDRZIA-UHFFFAOYSA-N
canSAR	867113	RZFJBSIAXYEPBX-UHFFFAOYSA-N
canSAR	3313071	IXWUILRSNIQHDM-QGZVFWFLSA-N
canSAR	1574321	INAICWLVUAKEPB-QSTFCLMHSA-N
canSAR	232973	GWGNPYYVGANHRJ-GDBMZVCRSA-N
canSAR	3137904	AUOSKLDNVNGKRR-UHFFFAOYSA-N
canSAR	837250	KGXBCWANASZZQG-UHFFFAOYSA-N
canSAR	3313072	ZRTFTZCKJUNZIU-HNNXBMFYSA-N
canSAR	2982640	CZKPAGLXQOQNEI-UHFFFAOYSA-N
canSAR	457169	JKJMWHULJIOKPJ-UHFFFAOYSA-N
canSAR	387211	TXJZRSRTYPUYRW-GHTZIAJQSA-N
canSAR	31029	DGEZNRSVGBDHLK-UHFFFAOYSA-N
canSAR	1078770	ARYUXFNGXHNNDM-UHFFFAOYSA-N
canSAR	3872894	WQAVGRAETZEADU-UHFFFAOYSA-N
canSAR	3894180	MLJVGAYSVYMPSB-MSUKGTQXSA-N
canSAR	1300914	CDJPHTNUARAVMH-SECBINFHSA-N
canSAR	1406851	HFNKQEVNSGCOJV-OAHLLOKOSA-N
canSAR	3315025	OQFCHSFVWSLDAO-UHFFFAOYSA-N
canSAR	1516244	WSEQXVZVJXJVFP-FQEVSTJZSA-N
canSAR	679096	AJBBEYXFRYFVNM-UHFFFAOYSA-N
canSAR	3935384	HNOLTAKAPDKZRY-AWEZNQCLSA-N
canSAR	613948	KJDAGXLMHXUAGV-DGWLBADLSA-N
canSAR	322202	FLNYLINBEZROPL-NSOVKSMOSA-N
canSAR	67064	GSCPDZHWVNUUFI-UHFFFAOYSA-N
canSAR	3213765	CMJJZRAAQMUAFH-INIZCTEOSA-N
canSAR	3156773	MSIJJXOWLFOYIN-UHFFFAOYSA-N
canSAR	3886767	FFLJVBPCONQSQW-UHFFFAOYSA-N
canSAR	3173350	IESAJAZKMLPVIB-VXGBXAGGSA-N
canSAR	2948441	PEMUGDMSUDYLHU-ZEQRLZLVSA-N
canSAR	2942155	NXQKSXLFSAEQCZ-SFHVURJKSA-N
canSAR	3935412	CAPZLSKZPWSIKV-LJQANCHMSA-N
canSAR	3895457	RIGHCDSORZCRDE-UHFFFAOYSA-N
canSAR	3196879	RAXZSEGXMBWYQK-SNVBAGLBSA-N
canSAR	792243	MVCOAUNKQVWQHZ-UHFFFAOYSA-N
canSAR	466313	RHFIAUKMKYHHFA-UHFFFAOYSA-N
canSAR	3935431	LUVOYGUFQRWXGQ-UHFFFAOYSA-N
canSAR	3935429	MCLDWKVRXDHDEI-UHFFFAOYSA-N
canSAR	3453318	VSMTYSWGHKYXOF-UHFFFAOYSA-N
canSAR	3160151	NWTCZTAQSRLSCP-UHFFFAOYSA-N
canSAR	1902215	DRSZMILOMUPIBJ-UHFFFAOYSA-N
canSAR	721492	ZLHFILGSQDJULK-UHFFFAOYSA-N
canSAR	3935434	CWLAIOPWFOOJHQ-QHCPKHFHSA-N
canSAR	278210	NCDZABJPWMBMIQ-INIZCTEOSA-N
canSAR	874973	XDJGNPSZQSWJCV-UHFFFAOYSA-N
canSAR	718414	UZWDCWONPYILKI-UHFFFAOYSA-N
canSAR	578727	QJZQFVRFJCGDKF-UHFFFAOYSA-N
canSAR	643373	YOVVNQKCSKSHKT-HNNXBMFYSA-N
canSAR	3218777	GBLBJPZSROAGMF-RWYJCYHVSA-N
canSAR	322852	HWVNEWGKWRGSRK-UHFFFAOYSA-N
canSAR	574349	KVLFRAWTRWDEDF-IRXDYDNUSA-N
canSAR	293552	HFLMLZKGLUEWBU-UHFFFAOYSA-N
canSAR	2865424	UKBQFBRPXKGJPY-INIZCTEOSA-N
canSAR	3886348	OAZAPIKYVGRNCO-UHFFFAOYSA-N
canSAR	668436	RSMYFSPOTCDHHJ-GOSISDBHSA-N
canSAR	230769	GOOYSJIWTIHOGW-UHFFFAOYSA-N
canSAR	1785299	JKDGKIBAOAFRPJ-ZBINZKHDSA-N
canSAR	3316728	SJHNWSAWWOAWJH-MRXNPFEDSA-N
canSAR	135759	DJVYXMINSBMUHH-QAQDUYKDSA-N
canSAR	1785169	CDQQWCLOMUMQMM-UHFFFAOYSA-N
canSAR	2976831	RQFYFNAGNBUGFC-UHFFFAOYSA-N
canSAR	3339086	COGUZYALRYMQTD-LJQANCHMSA-N
canSAR	3580467	WQVPGYMGERDXLH-UHFFFAOYSA-N
canSAR	870554	IWMCPJZTADUIFX-UHFFFAOYSA-N
canSAR	1421673	FWJRVGZWNDOOFH-OAHLLOKOSA-N
canSAR	3900947	QJSFLEBIQZMJQF-UHFFFAOYSA-N
canSAR	2855705	NIPTUMFVYBXSMZ-JOCHJYFZSA-N
canSAR	3445795	WDBUEMWHXKHQNB-NNAUULPKSA-N
canSAR	3445418	LWXOPXNDPRPGMJ-UHFFFAOYSA-N
canSAR	2888304	KOZGEDUWAQFVAV-UHFFFAOYSA-N
canSAR	3567225	DMUSMYYDKCXFKR-MRJIRHQNSA-N
canSAR	4118799	VNSQFPFWUAZOTQ-UHFFFAOYSA-N
canSAR	3935406	LXRBPWHQMGKMRT-GOSISDBHSA-N
canSAR	4127410	XUOJHVFYSAMHNK-GWMXKSKGSA-N
canSAR	659577	IVOACCSOISMVBL-UHFFFAOYSA-N
canSAR	2920851	HEUVRFNVTLGKMZ-SANMLTNESA-N
canSAR	375603	DNVXATUJJDPFDM-KRWDZBQOSA-N
canSAR	2897449	NZYTZRHHBAJPKN-UHFFFAOYSA-N
canSAR	991478	RCINICONZNJXQF-MZXODVADSA-N
canSAR	2905553	BDYDINKSILYBOL-WMZHIEFXSA-N
canSAR	2942156	DUCNNEYLFOQFSW-PMERELPUSA-N
canSAR	1681330	RPBMXJHQYJLPDN-UHFFFAOYSA-N
canSAR	877101	RNEOHKZPZKEZCQ-UHFFFAOYSA-N
canSAR	3245128	UYKVJQCPBDDIFD-ZSEKCTLFSA-N
canSAR	338263	RMCSKUADBRROSI-UHFFFAOYSA-N
canSAR	3931021	RWRSKMSFZCQDMQ-UHFFFAOYSA-N
canSAR	3196344	RIWTUJFFSTVYPW-UHFFFAOYSA-N
canSAR	3060670	QARLNMDDSQMINK-BVRKHOPBSA-N
canSAR	577259	HKASDKLLEVWKJA-YADARESESA-N
canSAR	2979899	MDUYWDNWFXSMJJ-XWLWVQCSSA-N
canSAR	300539	XRDVXQQZLHVEQZ-UHFFFAOYSA-N
canSAR	737489	MZBOZBMARIQZGX-GRRGFIRHSA-N
canSAR	2870539	LZNFQRSVDZCPTR-SCFUHWHPSA-N
canSAR	3931189	UNRTVIQQMJRQLZ-UHFFFAOYSA-N
canSAR	2933153	LQHDIGAYVSAVRJ-UHFFFAOYSA-N
canSAR	2855624	BWBUPDTUXQDHSX-AWEZNQCLSA-N
canSAR	1534082	ZRHWCAFAIHTQKD-QGZVFWFLSA-N
canSAR	3891163	CQAPXPSWLDAVEG-UHFFFAOYSA-N
canSAR	1448719	YNVKFHIWFDRVNY-UHFFFAOYSA-N
canSAR	853184	OBJNFLYHUXWUPF-IZZDOVSWSA-N
canSAR	3929729	QVQHWPLHUNEREE-UHFFFAOYSA-N
canSAR	3178755	XVFDNRYZXDHTHT-PXAZEXFGSA-N
canSAR	3156595	IVYQPSHHYIAUFO-VXKWHMMOSA-N
canSAR	3935432	RVOZYMPVGIVNJX-UHFFFAOYSA-N
canSAR	917167	DFQGDHBGRSTTHX-UHFFFAOYSA-N
canSAR	173082	HNIFCPBQMKPRCX-UHFFFAOYSA-N
canSAR	875576	REQQVBGILUTQNN-UHFFFAOYSA-N
canSAR	564583	YJPWVCIGSHWNON-UHFFFAOYSA-N
canSAR	288905	MCIACXAZCBVDEE-CUUWFGFTSA-N
canSAR	3446866	TVMJSGGZULFVCZ-XMMPIXPASA-N
canSAR	3312898	ZAGCLFXBHOXXEN-JPTLTNPLSA-N
canSAR	3879371	YIHHYCIYAIVQKX-MBIULKOWSA-N
canSAR	2843266	MSFPLTWUFWOKBX-IFXJQAMLSA-O
canSAR	783181	BBIPVJCGIASXJB-PKTZIBPZSA-N
canSAR	436369	SPMVMDHWKHCIDT-UHFFFAOYSA-N
canSAR	320348	ZRPZPNYZFSJUPA-UHFFFAOYSA-N
canSAR	3444910	TUCIOBMMDDOEMM-RIYZIHGNSA-N
canSAR	3930066	NDRFFOKFYGUOKD-ZDUSSCGKSA-N
canSAR	624063	HKSZLNNOFSGOKW-FYTWVXJKSA-N
canSAR	1660579	OPQRFPHLZZPCCH-PGMHBOJBSA-N
canSAR	4199064	PJKRNPPUSQSCHN-UHFFFAOYSA-N
canSAR	2927247	BLSNYSFLZAWBIV-SFHVURJKSA-N
canSAR	623542	QGPXEIMWTKWHMH-DEOSSOPVSA-N
canSAR	741271	AAHNBILIYONQLX-UHFFFAOYSA-N
canSAR	1323829	FRPJGTNLZNXQEX-UHFFFAOYSA-N
canSAR	428751	WDZVWDXOIGQJIO-UHFFFAOYSA-N
canSAR	356356	LWJGMYMNSNVCEM-UHFFFAOYSA-N
canSAR	3897346	BEBDKSYNJJVZSO-SECBINFHSA-N
canSAR	3935390	SWOIFXHMBKFCRM-UHFFFAOYSA-N
canSAR	630519	FOECKIWHCOYYFL-UHFFFAOYSA-N
canSAR	3213584	UNSHMXUHOHBLIQ-UHFFFAOYSA-N
canSAR	3234851	ZGBAPSHWPBXEKN-OPHFCASCSA-N
canSAR	3550533	QVIWDCUKIZPUBD-WLRWWHNQSA-N
canSAR	388599	XFYUTGIEFKGWND-NRFANRHFSA-N
canSAR	3550532	KIWKRCCIHSGWQS-VIFPVBQESA-N
canSAR	555762	OMZCMEYTWSXEPZ-UHFFFAOYSA-N
canSAR	612739	BMLGZNVPWRUVNM-IBGZPJMESA-N
canSAR	534216	DRIMIUYGTDAQOX-KRWDZBQOSA-N
canSAR	3325783	LZSPYTNDRPEZBK-OXYJHPMESA-N
canSAR	3652871	FSELUFUYNUNZKD-UHFFFAOYSA-N
canSAR	3597778	CYFBRQHYEQKYHH-MRXNPFEDSA-N
canSAR	888515	AESXAJXKMUNYJP-ZWFIUULVSA-N
canSAR	995003	CSBKUBOVPUXFLO-MAVVKCOWSA-N
canSAR	462663	CLSNATLUIXZPMV-UHFFFAOYSA-N
canSAR	735548	NTIFDLOQPKMIJK-AJTFRIOCSA-N
canSAR	776071	VERWOWGGCGHDQE-UHFFFAOYSA-N
canSAR	813139	NRJKIOCCERLIDG-GOSISDBHSA-N
canSAR	3872899	BRJXJOWXAFLRTE-OAQYLSRUSA-N
canSAR	4199063	XOQVZSSDIQQUGO-UHFFFAOYSA-N
canSAR	964366	URWYQGVSPQJGGB-DHUJRADRSA-N
canSAR	859517	HDZWHJYZJWLTAG-UHFFFAOYSA-N
canSAR	3319446	BJXYHBKEQFQVES-NWDGAFQWSA-N
canSAR	723380	BXKNUXDLZJPPBO-UHFFFAOYSA-N
canSAR	3622969	WCPXAGKUVIPMIY-TZQLILQPSA-N
canSAR	561495	VHSIAYLBCLUAFT-UHFFFAOYSA-N
canSAR	3218587	AZXOTZCWQDJCLY-SJCJKPOMSA-N
canSAR	4199101	APLVGTKXOIMODQ-IBGZPJMESA-N
canSAR	3935433	MHMPZSOMHQSWEN-UHFFFAOYSA-N
canSAR	1869623	WGYWHJPQFQGLOQ-UHFFFAOYSA-N
canSAR	3550555	TXIYVFVMXNFNRX-UHFFFAOYSA-N
canSAR	316666	MAHFVAHPQSLLJF-IBGZPJMESA-N
canSAR	2968658	BNYXRPMABDQJJR-UHFFFAOYSA-N
canSAR	4199102	PIJSEUOSRTYUJM-UHFFFAOYSA-N
canSAR	3148788	UCBIQZUJJSVQHL-UHFFFAOYSA-N
canSAR	3550539	WBFJDKLBAAHKIL-UHFFFAOYSA-N
canSAR	3318578	DVIVLYHDLNAXAT-OAQYLSRUSA-N
canSAR	2937943	HZRJHVDNTDBTOZ-QGZVFWFLSA-N
canSAR	741335	LHGUZCKPFXXVPV-GOSISDBHSA-N
canSAR	461444	QKKIWEILHCXECO-UHFFFAOYSA-N
canSAR	4199099	KLGDKBPAEMOECW-UHFFFAOYSA-N
canSAR	3546596	KIEQQZZDWUNUQK-UHFFFAOYSA-N
canSAR	3550544	HLHNFJNSQZZUNW-MAEOIBBWSA-N
canSAR	1693860	GCWIQUVXWZWCLE-INIZCTEOSA-N
canSAR	625199	AUIFRJWXYUNPPV-QFIPXVFZSA-N
canSAR	3183084	KHVVJKLNKLQLJZ-SFHVURJKSA-N
canSAR	255911	SAAYRHKJHDIDPH-UHFFFAOYSA-N
canSAR	3935396	VGFHPNRWHOQLEB-UHFFFAOYSA-N
canSAR	455810	FHCSBLWRGCOVPT-UHFFFAOYSA-N
canSAR	3212927	WQNRDXHKVSKUPI-UHFFFAOYSA-N
canSAR	2897274	VUIITYLFSAXKIQ-UHFFFAOYSA-N
canSAR	218601	WQKXOAJVNFOHNZ-UHFFFAOYSA-N
canSAR	3318719	KTACUAZSJJIUKD-QXONSOMPSA-N
canSAR	2912953	IEFFSHLHNYVSEF-UHFFFAOYSA-N
canSAR	3222830	LVEUPFUJRKZPEN-UHFFFAOYSA-N
canSAR	114504	DDKHTWASHUKHLD-UHFFFAOYSA-N
canSAR	3550542	YCFFONJEHNSECY-UHFFFAOYSA-N
canSAR	3929995	DZIHITUUUPJMOQ-UHFFFAOYSA-N
canSAR	543527	JRJKATLTRNXYCE-UHFFFAOYSA-N
canSAR	379664	IFSDAJWBUCMOAH-HNNXBMFYSA-N
canSAR	3239852	BXDZOYLPNAIDOC-UHFFFAOYSA-N
canSAR	3244218	WGMNFJAFXXXRLZ-GEVKEYJPSA-N
canSAR	3935430	OCQCKUTZHBQNEI-UHFFFAOYSA-N
canSAR	2879307	PFZRXJIYAFANHP-IBGZPJMESA-N
canSAR	4138183	KGJVKYSVVOQPDL-UHFFFAOYSA-N
canSAR	1875008	MRHRACKJKBOJEI-UHFFFAOYSA-N
canSAR	3444996	ZOIBZSZLMJDVDQ-UHFFFAOYSA-N
canSAR	4199097	XASOHFCUIQARJT-UHFFFAOYSA-N
canSAR	1588366	JCSGFHVFHSKIJH-UHFFFAOYSA-N
canSAR	3929850	HEVVNKYNJCSHFA-UHFFFAOYSA-N
canSAR	3886352	KFRGPUFONMCXQI-RUZDIDTESA-N
canSAR	624473	XKFTZKGMDDZMJI-HSZRJFAPSA-N
canSAR	519536	QPGYAMIHXLCFTJ-UHFFFAOYSA-N
canSAR	63385	HKROEBDHHKMNBZ-CHBKHGQFSA-N
canSAR	2879300	DFQAJLQXPSPNJE-UHFFFAOYSA-N
canSAR	747413	HOTSVKDMIYWWIY-UHFFFAOYSA-N
canSAR	531916	AECDBHGVIIRMOI-UHFFFAOYSA-N
canSAR	1034345	PTAMRJLIOCHJMQ-PYNGZGNASA-N
canSAR	332727	JGPJQFOROWSRRS-UHFFFAOYSA-N
canSAR	4448017	QEASMQZYZCGOSA-UHFFFAOYSA-N
canSAR	2948538	VQINULODWGEVBB-UHFFFAOYSA-N
canSAR	3935387	GPXQUPCJIJBXHJ-UHFFFAOYSA-N
canSAR	1897280	YHYKUSGACIYRML-KRWDZBQOSA-N
canSAR	7437474	UWPFUBNCDABUEE-SIFUEBAJSA-N
canSAR	4214392	VLYNCWZASZUTNV-FCQUAONHSA-N
canSAR	3935414	XKDHFIPNTTUSIA-UHFFFAOYSA-N
canSAR	3931139	ALGPVOJFIGPPPX-VIFPVBQESA-N
canSAR	3449721	UOZVVPXKJGOFIG-UHFFFAOYSA-N
canSAR	1443338	PCOXPBOKDABARQ-UHFFFAOYSA-N
canSAR	20808	YXEWPGYLMHXLPS-UHFFFAOYSA-N
canSAR	51045	MSYKRHVOOPPJKU-BDAKNGLRSA-N
canSAR	7159458	GCVYFXYBQCKHCH-UHFFFAOYSA-N
canSAR	4209877	JGLGMFHQGRAHAO-HXUWFJFHSA-N
canSAR	4497458	XKYVECRUZPCRQR-UHFFFAOYSA-N
canSAR	3884520	GHNYLVIESIGHDJ-OAQYLSRUSA-N
canSAR	120344	YHLQVQKZDZYMIP-MOPGFXCFSA-N
canSAR	563431	NDAZATDQFDPQBD-UHFFFAOYSA-N
canSAR	3315041	UCJZOKGUEJUNIO-IINYFYTJSA-N
canSAR	3895302	ZLVKIBLQXFILMA-IKGGRYGDSA-N
canSAR	3935408	STPSLAZMEWZDAJ-AREMUKBSSA-N
canSAR	4199104	JQLMEZBHIJSVKR-UHFFFAOYSA-N
canSAR	3129634	VBYGXNURPHQSPG-MUUNZHRXSA-N
canSAR	1860952	DZTGIRNXWSZBIM-QURGRASLSA-N
canSAR	3932768	YLHSFRZHEMHKAF-UHFFFAOYSA-N
canSAR	790313	YDPMMWAOCCOULO-JBRSBNLGSA-N
canSAR	302035	SPDQRCUBFSRAFI-DOMZBBRYSA-N
canSAR	3935393	DORZPJWJOBMQKC-UHFFFAOYSA-N
canSAR	2897507	NDEORODKVUYMFQ-NHCUHLMSSA-N
canSAR	7437477	CFUSHHQUUUZFAG-UHFFFAOYSA-N
canSAR	3182031	IIKPYJZUOZRTIB-UHFFFAOYSA-N
canSAR	382669	WKDNQONLGXOZRG-HRNNMHKYSA-N
canSAR	3445603	HEAGNKNMQVIVMM-UHFFFAOYSA-N
canSAR	3313090	GPMTWAPXRJMXCC-UHFFFAOYSA-N
canSAR	211902	JNAABFZPXJJMPX-UHFFFAOYSA-N
canSAR	611302	JWZAQUXBYYOGFA-UHFFFAOYSA-N
canSAR	1756830	WMCOYUSJXXCHFH-UHFFFAOYSA-N
canSAR	7158974	SZZJHKUNVBZYMT-RGULYWFUSA-N
canSAR	706860	GHKMIOAEPALCFS-UHFFFAOYSA-N
canSAR	3313745	RTFQFPZKDYMMMJ-RIAKQDHQSA-N
canSAR	3314963	YJOJMGTVKMABKQ-FIQOPJFZSA-N
canSAR	972138	YNDJPWSVYYRNTJ-MEXKHVBFSA-N
canSAR	3314133	JECHBTRAPARMGI-KMIZWFMDSA-N
canSAR	3314073	QUQTXFIMYFMULC-OGOZKGDESA-N
canSAR	3313082	ZSCOIFSUFMYZEZ-YSWDPXALSA-N
canSAR	3228219	BQXUPNKLZNSUMC-YUQWMIPFSA-N
canSAR	3213557	PACRWHUPEPCFHX-UHFFFAOYSA-N
canSAR	3314425	ZUODKONSNNHSAJ-AMLBMYBGSA-N
canSAR	1036881	XIRQUXILNXIWDI-UHFFFAOYSA-N
canSAR	3313080	WMBSSRAFHKGIRA-UHFFFAOYSA-N
canSAR	7432016	LJGCXHMGIUJXDV-UHFFFAOYSA-N
canSAR	3935382	HZHUKQLWLNDVDZ-IBDVCRJISA-N
canSAR	2958551	XPEJZXWPKDAYFX-UHFFFAOYSA-N
canSAR	256471	SYRVEVZSXHRXIX-KRWDZBQOSA-N
canSAR	137942	WAFNVKVWBPXGHK-QDUSTFBWSA-N
canSAR	4209857	BUIJBFHGUQJYSD-XZOQPEGZSA-N
canSAR	476826	BLFBSGVUERKSST-UHFFFAOYSA-N
canSAR	4199075	GRKYJLSMFYQHMP-APASRLOHSA-N
canSAR	3313976	ZOJWMCDSTRTTOW-UHFFFAOYSA-N
canSAR	613941	MOWXJLUYGFNTAL-DEOSSOPVSA-N
canSAR	3317313	BPLPIBNWDLPUKP-UHFFFAOYSA-N
canSAR	7437481	SMVCNKJTRUVRLZ-UHFFFAOYSA-N
canSAR	3882367	OMISHRJQMYQPMG-UHFFFAOYSA-N
canSAR	3872903	LTOAWFRZXVPHAJ-UHFFFAOYSA-N
canSAR	607333	AOTRIQLYUAFVSC-UHFFFAOYSA-N
canSAR	3930676	IPDMIUDPUBUHSU-INIZCTEOSA-N
canSAR	3634675	ATKHYZXUMVNCIO-UHFFFAOYSA-N
canSAR	3879341	WXRCLFFPZXJCLS-UHFFFAOYSA-N
