resource	xref	inchikey
canSAR	338098	KLKKWCPJBTXWOV-UHFFFAOYSA-N
canSAR	2888249	IPUJINDWAGRAHN-KNXBSLHKSA-N
canSAR	3196383	FMQWOAKTQPLQBR-SANMLTNESA-N
canSAR	618499	JOFQERPJMGKMMX-QGZVFWFLSA-N
canSAR	4199105	CRLZRGXSDBAEFD-UHFFFAOYSA-N
canSAR	4199096	IKPNRMYDOSNVAU-UHFFFAOYSA-N
canSAR	4199066	OYDTWNVVTPPDDO-UHFFFAOYSA-N
canSAR	7380012	UEMPFKOYBHCUIG-QVIWBNHYSA-N
canSAR	3932205	ILPWEAHQRAWJIU-OAHLLOKOSA-N
canSAR	3879279	DVFCRTGTEXUFIN-GFCCVEGCSA-N
canSAR	7437482	WAVPKLNVEGDDGC-LFIBNONCSA-N
canSAR	238828	LTWQQWSXYYXVGA-UHFFFAOYSA-N
canSAR	3145566	KPABJHHKKJIDGX-JOCHJYFZSA-N
canSAR	4199067	HPBOMWKBZHYYGE-UHFFFAOYSA-N
canSAR	297861	JDUBGYFRJFOXQC-KRWDZBQOSA-N
canSAR	4447934	MCRHRRIGPAVFNY-SFHVURJKSA-N
canSAR	7160398	FXMIIWBGTCDJJQ-UHFFFAOYSA-N
canSAR	4199070	HKXSBJJCHBFTMB-UHFFFAOYSA-N
canSAR	4199094	IRKXKBMGTVDZAJ-UHFFFAOYSA-N
canSAR	4004004	VBTBURGKMCKOJC-UHFFFAOYSA-N
canSAR	7437484	IYFCFYWXRIVCTH-OAHLLOKOSA-N
canSAR	7110366	JOAFWIHZEBKYQK-OAHLLOKOSA-N
canSAR	7052217	QJRFBKYETDVAJQ-ZEQKJWHPSA-N
canSAR	7437475	FVZCFUKXGUUDBQ-ZWSMLAFMSA-N
canSAR	829563	YPPSMYLMSKHYAY-UHFFFAOYSA-N
canSAR	7018258	XDPRKJSOJYMCMZ-UHFFFAOYSA-N
canSAR	1129932	HUQKUJNSVHEHIH-UHFFFAOYSA-N
canSAR	1236171	LMXYVLFTZRPNRV-KMKOMSMNSA-N
canSAR	4205887	GPKLWRHHVIBYEO-KMKOMSMNSA-N
canSAR	4141755	FOLSZCLZVLICGG-GJYPPUQNSA-N
canSAR	748651	AKCDDYGYIGPEKL-JQOQJDEVSA-N
canSAR	1761250	CAOSCCRYLYQBES-UHFFFAOYSA-N
canSAR	3971069	HFOBENSCBRZVSP-NRFSWKIWSA-N
canSAR	7437487	XYKISMBNQVUKPW-GOSISDBHSA-N
canSAR	1817032	GMZCYCKIXQZORP-UHFFFAOYSA-N
canSAR	7302075	VDGNPEFFHQRGOP-UHFFFAOYSA-N
canSAR	7369215	JJRRWLVKNLMRSA-UHFFFAOYSA-N
canSAR	7382686	ZZFKEZYGYPWBGP-UHFFFAOYSA-N
canSAR	7437493	STQKUEFQEVDNLU-UHFFFAOYSA-N
canSAR	7437486	MVYWULXPOKYILU-UHFFFAOYSA-N
canSAR	1478189	VZAFGXCWAWRULT-UONOGXRCSA-N
canSAR	6614335	OLEFHQBTXFCZON-HXUWFJFHSA-N
canSAR	3879607	WZMIWVZGYMKUDV-UHFFFAOYSA-N
canSAR	7400695	LPQXZOJIUVOCAL-NRFANRHFSA-N
canSAR	7160166	KHLKLLMMPVSSQY-UHFFFAOYSA-N
canSAR	3339609	YBXRSCXGRPSTMW-CYBMUJFWSA-N
canSAR	3887017	SCLLZBIBSFTLIN-INOGPEIASA-N
canSAR	3449864	XVECNLUKQDKOST-UHFFFAOYSA-N
canSAR	3558528	CKFRXCBNKKOFGO-IGEOTXOUSA-N
canSAR	3141075	FFPHMUIGESPOTK-UHFFFAOYSA-N
canSAR	1040919	DNHPDWGIXIMXSA-CXNSMIOJSA-N
canSAR	519764	MMJPVSDTLGFIQW-UHFFFAOYSA-N
canSAR	7364934	KVMGAIOTUIGROS-AZUAARDMSA-N
canSAR	7437494	ZGTWRRCZLAOQMY-UHFFFAOYSA-N
canSAR	7437489	UFKFTBGGMLIIME-DEOSSOPVSA-N
canSAR	880963	ZHXNIYGJAOPMSO-UHFFFAOYSA-N
canSAR	3178381	HCDAVCLCBXIYPW-QGZVFWFLSA-N
canSAR	3142971	MVULIYLBRNHLEE-LFHXYJAASA-N
canSAR	7437490	RXSCURXNWIHEAV-UHFFFAOYSA-N
canSAR	3898951	BOXZMOCGSKLDAH-OUZJXKGJSA-N
canSAR	1040176	FYSWLIFIYIVHPI-DDWISSAJSA-N
canSAR	4199074	KBTKRNXLECYGBY-NERSTHRASA-N
canSAR	3550549	OFNZESNEBSQKSE-BQGOKDIQSA-N
canSAR	3313890	GJCIYFAPQUEGNE-UHFFFAOYSA-N
canSAR	7019051	AZBRPAQQOMDJLZ-UHFFFAOYSA-N
canSAR	311842	AWNXKZVIZARMME-UHFFFAOYSA-N
canSAR	326840	FSZPIAXLCCQFCM-FCQUAONHSA-N
canSAR	1821612	UZANYRRVDZSQGV-UHFFFAOYSA-N
canSAR	420608	YBMGNDPBARCLFT-UHFFFAOYSA-N
canSAR	767103	GEPYBHCJBORHCE-SFHVURJKSA-N
canSAR	1478198	YTGYWPTWNBGCLG-UHFFFAOYSA-N
canSAR	466009	CCAWRGNYALGPQH-UHFFFAOYSA-N
canSAR	623531	JCKGSPAAPQRPBW-OAQYLSRUSA-N
canSAR	1780473	BJFSUDWKXGMUKA-UHFFFAOYSA-N
canSAR	878306	RNAMYOYQYRYFQY-UHFFFAOYSA-N
canSAR	727620	QOECJCJVIMVJGX-UHFFFAOYSA-N
canSAR	873612	DPJNKUOXBZSZAI-UHFFFAOYSA-N
canSAR	387221	WBKCKEHGXNWYMO-UHFFFAOYSA-N
canSAR	1550951	BKCDJTRMYWSXMC-UHFFFAOYSA-N
canSAR	2849142	TWKYXZSXXXKKJU-FQEVSTJZSA-N
canSAR	661904	OTTJIRVZJJGFTK-SFHVURJKSA-N
canSAR	135764	ZKXZLIFRWWKZRY-KRWDZBQOSA-N
canSAR	2972225	ABGOSOMRWSYAOB-UHFFFAOYSA-N
canSAR	820132	PSOXOVKYGWBTPB-UHFFFAOYSA-N
canSAR	353731	MPUQHZXIXSTTDU-QXGSTGNESA-N
canSAR	1783947	DYIRSNMPIZZNBK-UHFFFAOYSA-N
canSAR	738542	DRLCSJFKKILATL-YWCVFVGNSA-N
canSAR	947606	HXZRMADPDYFMEB-FTTMEYFSSA-N
canSAR	997103	QFJCIRLUMZQUOT-HPLJOQBZSA-N
canSAR	805747	ZDNGJXBUEQNFBQ-GCJKJVERSA-N
canSAR	979085	QJJXYPPXXYFBGM-LFZNUXCKSA-N
canSAR	689769	YKNAKDFZAWQEEO-IBGZPJMESA-N
canSAR	716535	QJZRFPJCWMNVAV-HHHXNRCGSA-N
canSAR	1081646	JNAHVYVRKWKWKQ-CYBMUJFWSA-N
canSAR	422599	FDLYAMZZIXQODN-UHFFFAOYSA-N
canSAR	1512158	PCHKPVIQAHNQLW-CQSZACIVSA-N
canSAR	576596	ULXXDDBFHOBEHA-CWDCEQMOSA-N
canSAR	388399	KXBDTLQSDKGAEB-UHFFFAOYSA-N
canSAR	3312904	ZVWPOIUAPXDLMB-UHFFFAOYSA-N
canSAR	2982200	LGWDVWIZDPGCFG-UHFFFAOYSA-N
canSAR	524939	SQSZANZGUXWJEA-UHFFFAOYSA-N
canSAR	671949	IFWUBRBMMNTBRZ-UHFFFAOYSA-N
canSAR	746858	GMPQGWXPDRNCBL-UHFFFAOYSA-N
canSAR	1897397	CYOHGALHFOKKQC-UHFFFAOYSA-N
canSAR	609832	REVJNSVNICWODC-KIDMSAQOSA-N
canSAR	752635	NDVQUNZCNAMROD-RZUBCFFCSA-N
canSAR	469255	DFBDRVGWBHBJNR-BBNFHIFMSA-N
canSAR	1887473	RRZVGDGTWNQAPW-UHFFFAOYSA-N
canSAR	633821	ITTRLTNMFYIYPA-UHFFFAOYSA-N
canSAR	1688668	OIGNJSKKLXVSLS-VWUMJDOOSA-N
canSAR	3164072	PMQUGSPFUBGJCZ-CHOKWEPUSA-N
canSAR	308448	QKPUKWQKXUUTOK-UHFFFAOYSA-N
canSAR	2920849	MFYLCAMJNGIULC-KCVUFLITSA-N
canSAR	2913054	PIEQDBPBBQPLPL-UHFFFAOYSA-N
canSAR	7052943	UMUQEMHROZVOTF-LJQANCHMSA-N
canSAR	959554	BHUZLJOUHMBZQY-YXQOSMAKSA-N
canSAR	3313085	VPQCHIWQHIOPQS-UHFFFAOYSA-N
canSAR	3450313	HXBRBOYWXDLHDC-UHFFFAOYSA-N
canSAR	1380420	FQAXDSVNYVVQSE-UHFFFAOYSA-N
canSAR	7437496	VTFWALACVWFKNO-OCJYXSBASA-N
canSAR	168214	RJTJRVASUFIDQM-UHFFFAOYSA-N
canSAR	2968794	MDGIEDNDSFMSLP-UHFFFAOYSA-N
canSAR	747084	BHKDKKZMPODMIQ-UHFFFAOYSA-N
canSAR	3312900	NMQUSJQZQWKQBL-UHFFFAOYSA-N
canSAR	685872	OSXFATOLZGZLSK-UHFFFAOYSA-N
canSAR	3932029	KMFLQPJJHQNKKF-UHFFFAOYSA-N
canSAR	1808649	DUIHHZKTCSNTGM-UHFFFAOYSA-N
canSAR	1988291	LBVKEEFIPBQIMD-JTQLQIEISA-N
canSAR	659994	FIVSJYGQAIEMOC-ZGNKEGEESA-N
canSAR	7437498	WMOAPWVQPPIAFY-HSZRJFAPSA-N
canSAR	7159151	YCBIMOYJAYMCOJ-CCEZHUSRSA-N
canSAR	7437499	JLNAZAXGWJVJEC-UHFFFAOYSA-N
canSAR	7308775	YLGMPWWMPCGYBF-UHFFFAOYSA-N
canSAR	3930871	RGHLRMNPUGUZEY-UHFFFAOYSA-N
canSAR	3314752	GYKNPXCQINZRLL-UHFFFAOYSA-N
canSAR	1654535	RDLSKDOSNKLEAQ-UHFFFAOYSA-N
canSAR	2920807	KGSBEYKVWODBRD-ICSRJNTNSA-N
canSAR	4231536	XSQUJFKRXZMOKA-PAFIKIDNSA-N
canSAR	3313084	ISNXAOFEMNFJCO-YUXAGFNASA-N
canSAR	1750990	XUZMWHLSFXCVMG-UHFFFAOYSA-N
canSAR	3340446	SGSFONPFVRRJLS-UHFFFAOYSA-N
canSAR	517482	LGLHCXISMKHLIK-UHFFFAOYSA-N
canSAR	129909	XLOGLWKOHPIJLV-UHFFFAOYSA-N
canSAR	1716784	LOGJQOUIVKBFGH-YBEGLDIGSA-N
canSAR	885852	JIFCFQDXHMUPGP-UHFFFAOYSA-N
canSAR	467169	NDEXUOWTGYUVGA-LJQANCHMSA-N
canSAR	1618107	MUOKSQABCJCOPU-UHFFFAOYSA-N
canSAR	1825686	CMWRPDHVGMHLSZ-GFCCVEGCSA-N
canSAR	829372	DADASRPKWOGKCU-FVTQAUBDSA-N
canSAR	432350	HZASIAXCPXTISQ-NVXWUHKLSA-N
canSAR	1644683	AUMDBEHGJRZSOO-UHFFFAOYSA-N
canSAR	945181	HDAJDNHIBCDLQF-RUZDIDTESA-N
canSAR	387296	LCVIRAZGMYMNNT-UHFFFAOYSA-N
canSAR	299737	STUWGJZDJHPWGZ-LBPRGKRZSA-N
canSAR	2954220	HTFNVAVTYILUCF-UHFFFAOYSA-N
canSAR	1891880	VEPKQEUBKLEPRA-UHFFFAOYSA-N
canSAR	696603	KDGFLJKFZUIJMX-UHFFFAOYSA-N
canSAR	495280	AHJRHEGDXFFMBM-UHFFFAOYSA-N
canSAR	660740	ZBCMHWUFWQFPLV-VVOJOOEHSA-N
canSAR	735997	IVUGFMLRJOCGAS-UHFFFAOYSA-N
canSAR	466885	JCINBYQJBYJGDM-UHFFFAOYSA-N
canSAR	597831	JUSFANSTBFGBAF-IRXDYDNUSA-N
canSAR	380624	HXMGCTFLLWPVFM-GOSISDBHSA-N
canSAR	1606527	DEZZLWQELQORIU-RELWKKBWSA-N
canSAR	1723579	BCZUAADEACICHN-UHFFFAOYSA-N
canSAR	418517	AQGNHMOJWBZFQQ-UHFFFAOYSA-N
canSAR	295716	IENLGMOXAQMNEH-CYBMUJFWSA-N
canSAR	627580	LHNIIDJUOCFXAP-UHFFFAOYSA-N
canSAR	129518	PSICWGWNIOOULV-UHFFFAOYSA-N
canSAR	2945471	UYUHRKLITDJEHB-UHFFFAOYSA-N
canSAR	617626	MJSHVHLADKXCML-RQNOJGIXSA-N
canSAR	1514280	MYKOWOGZBMOVBJ-UHFFFAOYSA-N
canSAR	740659	AHYMHWXQRWRBKT-UHFFFAOYSA-N
canSAR	4210034	VASPFLVEEOBQOS-UHFFFAOYSA-N
canSAR	651981	AYCPARAPKDAOEN-LJQANCHMSA-N
canSAR	327322	DEEOXSOLTLIWMG-UHFFFAOYSA-N
canSAR	1597130	SCFMWQIQBVZOQR-UHFFFAOYSA-N
canSAR	1913977	DTEKTGDVSARYDS-UHFFFAOYSA-N
canSAR	763292	XQVVPGYIWAGRNI-JOCHJYFZSA-N
canSAR	641963	QAPAJIZPZGWAND-UHFFFAOYSA-N
canSAR	713353	KTUFNOKKBVMGRW-UHFFFAOYSA-N
canSAR	990201	LQBVNQSMGBZMKD-UHFFFAOYSA-N
canSAR	922883	SOYCFODXNRVBTI-UHFFFAOYSA-N
canSAR	841272	JKMWZKPAXZBYEH-JWHWKPFMSA-N
canSAR	990301	XMVAWGSQPHFXKU-UHFFFAOYSA-N
canSAR	2959159	ZFBHXVOCZBPADE-SSEXGKCCSA-N
canSAR	3935410	SXQZEMXQTRNLRZ-HXUWFJFHSA-N
canSAR	2897538	GXTJETQFYHZHNB-GASCZTMLSA-N
canSAR	2843004	QLXULUNLCRKWRD-UHFFFAOYSA-N
canSAR	923369	JWZSSEWMVYKYKW-UHFFFAOYSA-N
canSAR	4448820	VYWRYBZVVSPTQN-SANMLTNESA-N
canSAR	3048723	OZFFKOSQNBBYCA-UHFFFAOYSA-N
canSAR	735720	ONIQOQHATWINJY-UHFFFAOYSA-N
canSAR	118241	WBLVOWHFRUAMCP-UHFFFAOYSA-N
canSAR	3313073	DTBGJTHCIGPRDA-UHFFFAOYSA-N
canSAR	537794	DKZYXHCYPUVGAF-JCNLHEQBSA-N
canSAR	3128514	SXWMIXPJPNCXQQ-UHFFFAOYSA-N
canSAR	732889	BKWJAKQVGHWELA-UHFFFAOYSA-N
canSAR	2849516	YKDZIFFKQUNVHH-UHFFFAOYSA-N
canSAR	240606	GJYVLTPTDBQQCY-UHFFFAOYSA-N
canSAR	295376	IRTDIKMSKMREGO-OAHLLOKOSA-N
canSAR	1711060	SUNXHXDJOIXABJ-NSHDSACASA-N
canSAR	887849	CDOOFZZILLRUQH-GDLZYMKVSA-N
canSAR	597001	VMJFTOSOFDEKTM-UHFFFAOYSA-N
canSAR	3313065	WKIALOXOAZXGMG-UHFFFAOYSA-N
canSAR	3313070	XWQVQSXLXAXOPJ-QNGMFEMESA-N
canSAR	1788744	KNLROUBMVYVLGX-UHFFFAOYSA-N
canSAR	385619	AUWUGRCKTQSGJY-HHHXNRCGSA-N
canSAR	536706	IXZOHGPZAQLIBH-NRFANRHFSA-N
canSAR	3929252	GSGDUDAFETZSPM-IATAILRESA-N
canSAR	3145062	BANRYGZZIMCKNA-OYGJEQPESA-N
canSAR	3312892	PWBHUSLMHZLGRN-UHFFFAOYSA-N
canSAR	2879308	WCPTUQOMNJBIET-CALCHBBNSA-N
canSAR	703029	NWGMIELHSCQGOG-ZDUSSCGKSA-N
canSAR	1301406	FMTVWAGUJRUAKE-UHFFFAOYSA-N
canSAR	680376	OHRURASPPZQGQM-GCCNXGTGSA-N
canSAR	1912797	OHRDCQFCAWLDBP-SBUREZEXSA-N
canSAR	3985626	KKFFOOWORPUAJB-NVXWUHKLSA-N
canSAR	3313079	XCGYXEVLQIIEJH-UHFFFAOYSA-N
canSAR	1780427	BNTAEJNPQLMGDJ-LLVKDONJSA-N
canSAR	468943	PFPSFENQCNMITC-MRXNPFEDSA-N
canSAR	856426	WXRGFPHDRFQODR-ICLZECGLSA-N
canSAR	826223	ULNXAWLQFZMIHX-UHFFFAOYSA-N
canSAR	209990	PFHDWRIVDDIFRP-UHFFFAOYSA-N
canSAR	873616	NSQSAUGJQHDYNO-UHFFFAOYSA-N
canSAR	1868908	CACMCLIHCDTJHL-IDTAVKCVSA-N
canSAR	1583368	XGVXKJKTISMIOW-ZDUSSCGKSA-N
canSAR	2937942	LQTWDAYNGMMHLV-UHFFFAOYSA-N
canSAR	753681	HPODOLXTMDHLLC-QGZVFWFLSA-N
canSAR	714811	PTPNCCWOTBBVJR-UHFFFAOYSA-N
canSAR	1685260	ATFQBBCQZKVZJN-QMMMGPOBSA-N
canSAR	590098	QLPHOXTXAKOFMU-WBVHZDCISA-N
canSAR	2888113	XKQLNDPUQSZBJW-QGHHPUGFSA-N
canSAR	403250	VOVZXURTCKPRDQ-CQSZACIVSA-N
canSAR	3451465	YHMDHAMZFMNMTF-MSOLQXFVSA-N
canSAR	270147	IIQUYGWWHIHOCF-UHFFFAOYSA-N
canSAR	536057	OINGHOPGNMYCAB-INIZCTEOSA-N
canSAR	2860091	JBGYKRAZYDNCNV-UHFFFAOYSA-N
canSAR	1385905	DMIDPTCQPIJYFE-UHFFFAOYSA-N
canSAR	3232522	HSVRUECLQUGTDS-UHFFFAOYSA-N
canSAR	207292	VUIRVWPJNKZOSS-UHFFFAOYSA-N
canSAR	873758	XMWUCMFVDXDRDE-NRFANRHFSA-N
canSAR	3186334	VIQXILLOJLATEF-UHFFFAOYSA-N
canSAR	700581	UJGTUKMAJVCBIS-UHFFFAOYSA-N
canSAR	3217678	ZPNTXOKOIHPCLI-UHFFFAOYSA-N
canSAR	3225199	NVGROBHDOYRPAN-FPTDNZKUSA-N
canSAR	3154025	VKQBTIMLSDGNLG-QHCPKHFHSA-N
canSAR	490179	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
canSAR	494113	FAEKWTJYAYMJKF-QHCPKHFHSA-N
canSAR	135972	LYPAFUINURXJSG-AWEZNQCLSA-N
canSAR	220962	JGWRKYUXBBNENE-UHFFFAOYSA-N
canSAR	3319832	RZLXOEIALAVGKH-UHFFFAOYSA-N
canSAR	724876	ZKIQFLSGMMYCGS-SANMLTNESA-N
canSAR	1568061	PMJIHLSCWIDGMD-UHFFFAOYSA-N
canSAR	4199062	NIHAFOURWLZLFN-UHFFFAOYSA-N
canSAR	3150449	KKMZWHRTQLNOCF-UHFFFAOYSA-N
canSAR	741719	NFHSJYKXENYICE-UHFFFAOYSA-N
canSAR	1730991	GOVYBPLHWIEHEJ-UHFFFAOYSA-N
canSAR	331323	OJQMKCBWYCWFPU-UHFFFAOYSA-N
canSAR	7047193	WXTJCPHELGTTJU-FMKPAKJESA-N
canSAR	170254	JYYLVUFNAHSSFE-UHFFFAOYSA-N
canSAR	906703	DNVFTXQYIYFQBW-UHFFFAOYSA-N
canSAR	2883294	NDVITLLKZQXKGU-IBGZPJMESA-N
canSAR	3494562	QYJLBHRAPDJOSO-NVXWUHKLSA-N
canSAR	903998	HEAUOKZIVMZVQL-VWLOTQADSA-N
canSAR	3929687	ASRLBLHATMXGPC-UHFFFAOYSA-N
canSAR	7437506	POKVQQVLRJLUAK-UHFFFAOYSA-N
canSAR	3896798	RKAFYSIKAVFVPS-UHFFFAOYSA-N
canSAR	3930534	XVGSKZXXLKUEIO-MRXNPFEDSA-N
canSAR	3182425	NRHPFMQPXSSELC-QHCPKHFHSA-N
canSAR	2879306	GJMZWYLOARVASY-NTCAYCPXSA-N
canSAR	830262	KTBSXLIQKWEBRB-UHFFFAOYSA-N
canSAR	663954	HXYXHSDYBDFOFO-INIZCTEOSA-N
canSAR	4444938	HHFWQMFTPDFWLM-UHFFFAOYSA-N
canSAR	7384185	FSQGWBXWGNWEAV-CMDGGOBGSA-N
canSAR	3878851	OXTSYWDBUVRXFF-GDLZYMKVSA-N
canSAR	856770	KRNAOFGYEFKHPB-ANJVHQHFSA-N
canSAR	367223	LBFYQISQYCGDDW-UHFFFAOYSA-N
canSAR	6609142	WBFSPPPOPIJCLF-UHFFFAOYSA-N
canSAR	7437511	XFBJUMZGUOUWSC-UHFFFAOYSA-N
canSAR	7361546	JLIJJLLYTGASQX-UHFFFAOYSA-N
canSAR	7437516	FUEYCNUHTBZPRF-SVBPBHIXSA-N
canSAR	7437518	KDTQFQYXTWVBCC-UHFFFAOYSA-N
canSAR	7437510	GSLHDZCTAHKMDW-UHFFFAOYSA-N
canSAR	7437519	DXAQGYQVEJTSTD-UHFFFAOYSA-N
canSAR	1576834	ODRITQGYYWHQGM-INIZCTEOSA-N
canSAR	7437521	BODASLVEZBWITD-ACCUITESSA-N
canSAR	4199103	XBWKVZHZUZNMJE-UHFFFAOYSA-N
canSAR	242363	OYMNPJXKQVTQTR-UHFFFAOYSA-N
canSAR	469191	BXNMZRPTQFVRFA-QGZVFWFLSA-N
canSAR	1807068	WCWUXEGQKLTGDX-LLVKDONJSA-N
canSAR	3238048	HTCJUBZBSJQWBW-CQSZACIVSA-N
canSAR	414493	VSOUDUXMPUHJEU-UHFFFAOYSA-N
canSAR	999076	RSJAXPUYVJKAAA-JPGJPTAESA-N
canSAR	716719	ATALOFNDEOCMKK-OITMNORJSA-N
canSAR	325365	ATHZIFFSGSWIAU-UHFFFAOYSA-N
canSAR	3053852	UXZAJSZFFARTEI-YRPNKDGESA-N
canSAR	7437503	YHGBLECINAKBKX-UHFFFAOYSA-N
canSAR	2964977	NCWQLHHDGDXIJN-UHFFFAOYSA-N
canSAR	755402	OAEWNSKRLBVVBV-QSEAXJEQSA-N
canSAR	4199072	QLOHOGRMRUDDPM-LBPRGKRZSA-N
canSAR	454421	FOBFICSYUINKAA-XMMPIXPASA-N
canSAR	866320	PUKBOVABABRILL-YZNIXAGQSA-N
canSAR	3581837	FJZNNKJZHQFMCK-LRDDRELGSA-N
canSAR	725968	BZCALJIHZVNMGJ-HSZRJFAPSA-N
canSAR	233191	KDFQABSFVYLGPM-QFIPXVFZSA-N
canSAR	3194418	PZGSYNNVPNLHQG-SANMLTNESA-N
canSAR	1402318	OGJGQVFWEPNYSB-UHFFFAOYSA-N
canSAR	1390754	AGVNHDNTFYHZNL-QGZVFWFLSA-N
canSAR	3881267	VXNAMCLMCBLNOL-NFQMXDRXSA-N
canSAR	4199098	HVVLGXULBVAFRZ-UHFFFAOYSA-N
canSAR	862913	HLCHESOMJVGDSJ-LOYHVIPDSA-N
canSAR	3935413	VOSAWOSMGPKQEQ-OALUTQOASA-N
canSAR	4233127	DTCZNKWBDTXEBS-UHFFFAOYSA-N
canSAR	1099527	PTOIAAWZLUQTIO-GXFFZTMASA-N
canSAR	136711	TYXSIXOYTBHZFA-UHFFFAOYSA-N
canSAR	442977	PMEQBGAGFZDWQX-UHFFFAOYSA-N
canSAR	7437528	ZPCGODCPRDIFRQ-UHFFFAOYSA-N
canSAR	1394412	CZQHHVNHHHRRDU-UHFFFAOYSA-N
canSAR	2920850	QXURFIGBRGWPQD-UHFFFAOYSA-N
canSAR	1247060	AFJRYPJIKHMNGL-UHFFFAOYSA-N
canSAR	7437531	LPORLBPACXEOET-UHFFFAOYSA-N
canSAR	3317379	GQCXHIKRWBIQMD-AKJBCIBTSA-N
canSAR	7437520	QAKJEKTXKXAPBP-MGCURZBSSA-N
canSAR	7437507	ZUFHZMHKCFCIHV-JRFCFUNGSA-N
canSAR	7437509	LTNDTFYBIKTRBQ-UHFFFAOYSA-N
canSAR	865059	OVUNRYUVDVWTTE-UHFFFAOYSA-N
canSAR	3932671	HUOLMBXGHHSYHC-QWQFASRJSA-N
canSAR	7115511	CEGVLCNHZDUFIJ-NSHDSACASA-N
canSAR	4152804	ZVDNXHUSIKGTSF-UHFFFAOYSA-N
canSAR	4199071	QJWQAZTYFYCFQU-RMKNXTFCSA-N
canSAR	7393626	NORRDWRSNUOCBV-XCIZWWPASA-N
canSAR	3636579	CLCTZVRHDOAUGJ-SYVGMNBRSA-N
canSAR	4108201	JNTJTCXFIXNXDV-VIFPVBQESA-N
canSAR	4231935	DTWUUAFTYSMNQX-GFCCVEGCSA-N
canSAR	7437529	FZJKQMONKPFLEO-NZIMVQFPSA-N
canSAR	724624	JFHROPTYMMSOLG-UHFFFAOYSA-N
canSAR	7377603	BZJPCUQQPJJBTP-FGZHOGPDSA-N
canSAR	7437478	OLAGZWUBPYQCBR-JSKJCRAUSA-N
canSAR	7437479	KVDLSQZBDWJNSG-VINRIKPSSA-N
canSAR	7437480	ISQCXAWAHDJCRH-FKDRFZFOSA-N
canSAR	7019444	JBTHUOYYUUPUOZ-LIHPQFRDSA-N
canSAR	7437483	PTARASCXNREVCH-UHFFFAOYSA-N
canSAR	7437485	AJQAXIIJKPCAOP-XVNGORCSSA-N
canSAR	7158941	PLCITURFVJNAFH-GUQHISFFSA-N
canSAR	7018955	NIQFZCJNEODJTE-CSIWTOAPSA-N
canSAR	7437533	DYDFSGCLYIZSAQ-UHFFFAOYSA-N
canSAR	7437532	ANAOJSKQILNLRY-MWTRTKDXSA-N
canSAR	7437527	FIFRHLLUVCAOIK-SJCJKPOMSA-N
canSAR	7437525	MMHYOHYLSFWJJB-ZDUSSCGKSA-N
canSAR	7437524	YPXUKPNZQTWCRR-UHFFFAOYSA-N
canSAR	7437517	DJOZFERTDDZPJO-UHFFFAOYSA-N
canSAR	7437515	YOOKRVNCYQFKCT-UHFFFAOYSA-N
canSAR	7437512	RGHSVQHKNJAFGR-QFIPXVFZSA-N
canSAR	7437505	XHMSDQXEIBTTBE-QFIPXVFZSA-N
canSAR	7437502	FFUVDKANSJZSAK-JDXGNMNLSA-N
canSAR	7437500	XRAUKWUDYSUHJM-LLVKDONJSA-N
canSAR	7020373	IYFKRANQUJUTKF-UHFFFAOYSA-N
canSAR	7437495	LDFDXTNMCGLUMQ-YGKODULZSA-N
canSAR	7402267	RIEBAXQZOMUWKX-UHFFFAOYSA-N
canSAR	7159527	LPDOIXPRZOWBJV-HOCLYGCPSA-N
canSAR	7437530	HGQYUHFFAIXWDI-GOSISDBHSA-N
canSAR	7019217	APEYSKGQWJKJAZ-LCLGPXMOSA-N
canSAR	7368215	FHFUBRLTXZVOQX-UHFFFAOYSA-N
canSAR	7392138	CLUWNSLFLMBFKA-RMCUFUCFSA-N
canSAR	7437488	PWYJKWQDDHJXMJ-YKCITUTQSA-N
canSAR	7437491	GPZKXLCJTKULAU-UHFFFAOYSA-N
canSAR	3314779	BXCPYBFBMAWDDY-UHFFFAOYSA-N
canSAR	7437476	SVKZUEZCCKLNIM-UHFFFAOYSA-N
canSAR	7437526	LFCNOSRNWFMQLB-UHFFFAOYSA-N
canSAR	3935385	HKSBXNVKPFTBIG-WUEKOBJSSA-N
canSAR	7437497	LPKVYTQGJNTZKY-UHFFFAOYSA-N
canSAR	4448637	DQRZNYPHOWVXPQ-YDUPODKQSA-N
canSAR	7019664	REPLCRNGGWSKTN-JYQLQLLISA-N
canSAR	7380061	ZOSWUNAJRAEGEW-YTIGDUPRSA-N
canSAR	7437501	CSTHTJLTORVUST-UHFFFAOYSA-N
canSAR	3932923	ZGSWGXNEXAXEGV-XFCHVEHOSA-N
canSAR	3313753	PPNNFXIBKLCMTI-WXEAQWFJSA-N
canSAR	7437508	DLQNQQYGRWMPES-LFHXKVDGSA-N
canSAR	3161206	IPNTVOAQOGRLQB-JJMBTQCASA-N
canSAR	3312896	IVARZBJJMMUJHI-SQKKEFIPSA-N
canSAR	3314930	OGAOHACYLUBWJQ-UHFFFAOYSA-N
canSAR	4199073	QGJQNPNZAYRDMS-OESUUHGFSA-N
canSAR	7404784	USEHXUPBCSTAIO-RAUDMRIHSA-N
canSAR	7159088	BOMRVPKXCINUMI-ZEGZQYLTSA-N
canSAR	751766	DOVSNSDMRJVTMR-JOCHJYFZSA-N
canSAR	7437492	WFVKDTWKNVLGGS-UHFFFAOYSA-N
