target_key	source_db	property	ordinal	value
P31939	Chemical Probes Portal	subClass	0	formyltransferase and cyclohydrolase
P32239	Chemical Probes Portal	class	0	GPCR
P32239	Chemical Probes Portal	subClass	0	Cholecystokinin Receptor
P32245	Chemical Probes Portal	class	0	GPCR
P32245	Chemical Probes Portal	subClass	0	Melanocortin Receptor
P32246	Chemical Probes Portal	class	0	GPCR
P32246	Chemical Probes Portal	subClass	0	Chemokine Receptor
P32247	Chemical Probes Portal	class	0	GPCR
P32247	Chemical Probes Portal	subClass	0	Bombesin receptor
P32745	Chemical Probes Portal	class	0	GPCR
P32745	Chemical Probes Portal	subClass	0	Somatostatin Receptor
P32745	Chemical Probes Portal	subClass	1	Somatostatin receptor
P33981	Chemical Probes Portal	class	0	Kinase
P33981	Chemical Probes Portal	subClass	0	Ser/Thr Kinase
P34913	Chemical Probes Portal	class	0	Other
P34913	Chemical Probes Portal	subClass	0	Epoxide Hydrolase 2
P34969	Chemical Probes Portal	class	0	GPCR
P34969	Chemical Probes Portal	subClass	0	Serotonin receptor
P35408	Chemical Probes Portal	class	0	GPCR
P35408	Chemical Probes Portal	subClass	0	Prostaglandin receptor
P35462	Chemical Probes Portal	class	0	GPCR
P35462	Chemical Probes Portal	subClass	0	Dopamine receptor
P35557	Chemical Probes Portal	class	0	Kinase
P35557	Chemical Probes Portal	subClass	0	Hexokinase
P35590	Chemical Probes Portal	class	0	Kinase
P35590	Chemical Probes Portal	subClass	0	TK
P35916	Chemical Probes Portal	class	0	Kinase
P35916	Chemical Probes Portal	subClass	0	Tyrosine kinase
P35968	Chemical Probes Portal	class	0	Kinase
P35968	Chemical Probes Portal	subClass	0	TK
P35968	Chemical Probes Portal	subClass	1	Tyrosine kinase
P36507	Chemical Probes Portal	class	0	Kinase
P36507	Chemical Probes Portal	subClass	0	STE
P36544	Chemical Probes Portal	class	0	Ion Channel
P36544	Chemical Probes Portal	subClass	0	Cys-Loop Receptor
P36639	Chemical Probes Portal	class	0	Epigenetic
P36639	Chemical Probes Portal	subClass	0	Nudix Hydrolase
P36888	Chemical Probes Portal	class	0	Kinase
P36888	Chemical Probes Portal	subClass	0	TK
P36896	Chemical Probes Portal	class	0	Kinase
P36896	Chemical Probes Portal	subClass	0	TKL
P36897	Chemical Probes Portal	class	0	Protein kinase
P36897	Chemical Probes Portal	class	1	Kinase
P36897	Chemical Probes Portal	subClass	0	TKL
P36969	Chemical Probes Portal	class	0	Lipid metabolism
P36969	Chemical Probes Portal	class	1	Enzyme
P36969	Chemical Probes Portal	subClass	0	Glutathione Peroxidase
P37023	Chemical Probes Portal	class	0	Kinase
P37023	Chemical Probes Portal	subClass	0	TKL
P37088	Chemical Probes Portal	class	0	Ion Channel
P37088	Chemical Probes Portal	subClass	0	Sodium channel
P37288	Chemical Probes Portal	class	0	GPCR
P37288	Chemical Probes Portal	subClass	0	Vasorepressin receptor
P37840	Chemical Probes Portal	class	0	Synoclein family
P39748	Chemical Probes Portal	class	0	Enzyme
P39748	Chemical Probes Portal	subClass	0	Endonuclease
P39900	Chemical Probes Portal	class	0	Enzyme
P39900	Chemical Probes Portal	subClass	0	Metallopeptidase
P40337	Chemical Probes Portal	class	0	Other post-translational modification
P40337	Chemical Probes Portal	subClass	0	E3 ubiquitin ligase
P40763	Chemical Probes Portal	class	0	Transcription factor
P40763	Chemical Probes Portal	subClass	0	Signal transducer and transcription activator
P41143	Chemical Probes Portal	class	0	GPCR
P41143	Chemical Probes Portal	subClass	0	Opioid Receptor
P41145	Chemical Probes Portal	class	0	GPCR
P41145	Chemical Probes Portal	subClass	0	Opioid receptor
P41145	Chemical Probes Portal	subClass	1	Opioid receptors
P41146	Chemical Probes Portal	class	0	GPCR
P41146	Chemical Probes Portal	subClass	0	Opioid receptor
P41182	Chemical Probes Portal	class	0	Transcription factor
P41182	Chemical Probes Portal	class	1	Transcriptional Factor
P41182	Chemical Probes Portal	subClass	0	Transcriptional Repressor
P41586	Chemical Probes Portal	class	0	GPCR
P41586	Chemical Probes Portal	subClass	0	PAC receptor
P41594	Chemical Probes Portal	class	0	GPCR
P41594	Chemical Probes Portal	subClass	0	Metabatropic Glutamate Receptor
P41595	Chemical Probes Portal	class	0	GPCR
P42226	Chemical Probes Portal	class	0	Transcription factor
P42226	Chemical Probes Portal	subClass	0	Signal transducer
P42330	Chemical Probes Portal	class	0	Enzyme
P42330	Chemical Probes Portal	subClass	0	Reductase
P42330	Chemical Probes Portal	subClass	1	Hydroxysteroid dehydrogenase
P42336	Chemical Probes Portal	class	0	Kinase
P42336	Chemical Probes Portal	class	1	Lipid kinase
P42336	Chemical Probes Portal	subClass	0	PI3/PI4
P42336	Chemical Probes Portal	subClass	1	Class I
P42336	Chemical Probes Portal	subClass	2	PI3/PI4-kinase
P42338	Chemical Probes Portal	class	0	Kinase
P42338	Chemical Probes Portal	class	1	Lipid kinase
P42338	Chemical Probes Portal	subClass	0	PI3/PI4
P42338	Chemical Probes Portal	subClass	1	PI3/PI4-kinase
P42345	Chemical Probes Portal	class	0	Kinase
P42345	Chemical Probes Portal	class	1	Protein kinase
P42345	Chemical Probes Portal	subClass	0	PI3/PI4
P42345	Chemical Probes Portal	subClass	1	Atypical
P42568	Chemical Probes Portal	class	0	Epigenetic
P42568	Chemical Probes Portal	subClass	0	YEATS
P43003	Chemical Probes Portal	class	0	Transporter
P43003	Chemical Probes Portal	subClass	0	Solute carrier
P43004	Chemical Probes Portal	class	0	Other
P43004	Chemical Probes Portal	subClass	0	SLC Family
P43088	Chemical Probes Portal	class	0	GPCR
P43088	Chemical Probes Portal	subClass	0	Prostaglandin F Receptor
P43116	Chemical Probes Portal	class	0	GPCR
P43116	Chemical Probes Portal	subClass	0	Prostaglandin E Receptor 2
P43119	Chemical Probes Portal	class	0	GPCR
P43119	Chemical Probes Portal	subClass	0	Prostacyclin receptor
P43235	Chemical Probes Portal	class	0	Protein metabolism
P43235	Chemical Probes Portal	subClass	0	Protease
P43354	Chemical Probes Portal	class	0	NHR
P43405	Chemical Probes Portal	class	0	Protein kinase
P43405	Chemical Probes Portal	class	1	Kinase
P43405	Chemical Probes Portal	subClass	0	TK
P43490	Chemical Probes Portal	class	0	Enzyme
P43490	Chemical Probes Portal	class	1	Epigenetic
P43490	Chemical Probes Portal	subClass	0	Nicotinamide phosphoribosyltransferase
P43490	Chemical Probes Portal	subClass	1	Phosphoribosyltransferase
P45452	Chemical Probes Portal	class	0	Protein metabolism
P45452	Chemical Probes Portal	class	1	Enzyme
P45452	Chemical Probes Portal	subClass	0	Metallopeptidase
P45452	Chemical Probes Portal	subClass	1	Peptidase
P45983	Chemical Probes Portal	class	0	Kinase
P45983	Chemical Probes Portal	subClass	0	CMGC
P45984	Chemical Probes Portal	class	0	Kinase
P45984	Chemical Probes Portal	subClass	0	CMGC
P45985	Chemical Probes Portal	class	0	Kinase
P45985	Chemical Probes Portal	subClass	0	STE
P46092	Chemical Probes Portal	class	0	GPCR
P46092	Chemical Probes Portal	subClass	0	Chemokine receptor
P46663	Chemical Probes Portal	class	0	GPCR
P46663	Chemical Probes Portal	subClass	0	BK-1
P48039	Chemical Probes Portal	class	0	GPCR
P48039	Chemical Probes Portal	subClass	0	Melatonin Receptor
P48426	Chemical Probes Portal	class	0	Kinase
P48426	Chemical Probes Portal	subClass	0	PIP family
P48426	Chemical Probes Portal	subClass	1	Lipid Kinase
P48443	Chemical Probes Portal	class	0	NHR
P48443	Chemical Probes Portal	subClass	0	Retinoic acid receptor
P48730	Chemical Probes Portal	class	0	Kinase
P48730	Chemical Probes Portal	subClass	0	CK1
P48735	Chemical Probes Portal	class	0	Enzyme
P48735	Chemical Probes Portal	subClass	0	Dehydrogenase
P48736	Chemical Probes Portal	class	0	Kinase
P48736	Chemical Probes Portal	subClass	0	PI3/PI4
P48736	Chemical Probes Portal	subClass	1	PI3/PI4-kinase
P48764	Chemical Probes Portal	class	0	Transporter
P49137	Chemical Probes Portal	class	0	Kinase
P49137	Chemical Probes Portal	subClass	0	CAMK
P49146	Chemical Probes Portal	class	0	GPCR
P49146	Chemical Probes Portal	subClass	0	Neuropeptide Y receptor Y2
P49146	Chemical Probes Portal	subClass	1	Neuropeptide Y receptor
P49286	Chemical Probes Portal	class	0	GPCR
P49286	Chemical Probes Portal	subClass	0	Melatonin Receptor
P49327	Chemical Probes Portal	class	0	Lipid metabolism
P49327	Chemical Probes Portal	class	1	Enzyme
P49327	Chemical Probes Portal	subClass	0	Synthase
P49336	Chemical Probes Portal	class	0	Kinase
P49336	Chemical Probes Portal	subClass	0	CMGC
P49356	Chemical Probes Portal	class	0	Other post-translational modification
P49356	Chemical Probes Portal	subClass	0	Transferase
P49674	Chemical Probes Portal	class	0	Kinase
P49674	Chemical Probes Portal	class	1	Protein kinase
P49674	Chemical Probes Portal	subClass	0	CK1
P49759	Chemical Probes Portal	class	0	Kinase
P49759	Chemical Probes Portal	subClass	0	CMGC
P49760	Chemical Probes Portal	class	0	Kinase
P49760	Chemical Probes Portal	subClass	0	CMGC
P49761	Chemical Probes Portal	class	0	Kinase
P49761	Chemical Probes Portal	subClass	0	CMGC
P49768	Chemical Probes Portal	class	0	Enzyme
P49768	Chemical Probes Portal	subClass	0	Gamma-Secretase Complex
P49768	Chemical Probes Portal	subClass	1	Gamma-Secretase complex
P49768	Chemical Probes Portal	subClass	2	Aspartyl protease
P49770	Chemical Probes Portal	class	0	Guanine nucleotide-exchange factor
P49840	Chemical Probes Portal	class	0	Kinase
P49840	Chemical Probes Portal	subClass	0	CMGC
P49841	Chemical Probes Portal	class	0	Kinase
P49841	Chemical Probes Portal	subClass	0	CMGC
P50053	Chemical Probes Portal	class	0	Kinase
P50053	Chemical Probes Portal	subClass	0	Carbohydrate kinase
P50053	Chemical Probes Portal	subClass	1	Sugar Kinase
P50579	Chemical Probes Portal	class	0	Enzyme
P50579	Chemical Probes Portal	subClass	0	Methionine Aminopeptidase
P50613	Chemical Probes Portal	class	0	Kinase
P50613	Chemical Probes Portal	subClass	0	CMGC
P50750	Chemical Probes Portal	class	0	Kinase
P50750	Chemical Probes Portal	subClass	0	CMGC
P51168	Chemical Probes Portal	class	0	Ion Channel
P51168	Chemical Probes Portal	subClass	0	Sodium Channel
P51170	Chemical Probes Portal	class	0	Ion Channel
P51170	Chemical Probes Portal	subClass	0	Sodium channel
P51449	Chemical Probes Portal	class	0	Transcription factor
P51449	Chemical Probes Portal	class	1	NHR
P51449	Chemical Probes Portal	subClass	0	NR1 nuclear hormone receptors
P51449	Chemical Probes Portal	subClass	1	Orphan Receptor
P51531	Chemical Probes Portal	class	0	Epigenetic
P51531	Chemical Probes Portal	subClass	0	Bromodomain
P51532	Chemical Probes Portal	class	0	Epigenetic
P51532	Chemical Probes Portal	subClass	0	Bromodomain
P51617	Chemical Probes Portal	class	0	Kinase
P51617	Chemical Probes Portal	subClass	0	TKL
P51681	Chemical Probes Portal	class	0	GPCR
P51681	Chemical Probes Portal	subClass	0	Chemokine receptor
P51692	Chemical Probes Portal	class	0	Transcription factor
P51692	Chemical Probes Portal	subClass	0	Signal transducer and transcription activator
P51787	Chemical Probes Portal	class	0	Ion Channel
P51787	Chemical Probes Portal	subClass	0	Potassium Channel
P51788	Chemical Probes Portal	class	0	Ion Channel
P51788	Chemical Probes Portal	subClass	0	Chloride channel
P51812	Chemical Probes Portal	class	0	Protein kinase
P51812	Chemical Probes Portal	class	1	Kinase
P51812	Chemical Probes Portal	subClass	0	AGC
P51813	Chemical Probes Portal	class	0	Protein kinase
P51813	Chemical Probes Portal	subClass	0	TK
P51955	Chemical Probes Portal	class	0	Protein kinase
P51955	Chemical Probes Portal	subClass	0	Ser/Thr Protein Kinase
P52333	Chemical Probes Portal	class	0	Kinase
P52333	Chemical Probes Portal	subClass	0	TK
P52333	Chemical Probes Portal	subClass	1	Tyrosine kinase
P52732	Chemical Probes Portal	class	0	Motor protein
P52732	Chemical Probes Portal	subClass	0	Kinesin family
P53350	Chemical Probes Portal	class	0	Kinase
P53350	Chemical Probes Portal	subClass	0	Other
P53667	Chemical Probes Portal	class	0	Kinase
P53667	Chemical Probes Portal	subClass	0	TKL
P53671	Chemical Probes Portal	class	0	Kinase
P53671	Chemical Probes Portal	subClass	0	TKL
P53779	Chemical Probes Portal	class	0	Kinase
P53779	Chemical Probes Portal	subClass	0	CMGC
P53985	Chemical Probes Portal	class	0	Transporter
P53985	Chemical Probes Portal	class	1	Solute carrier
P53985	Chemical Probes Portal	subClass	0	Solute carrier
P53985	Chemical Probes Portal	subClass	1	Monocarboxylate porter
P54687	Chemical Probes Portal	class	0	Enzyme
P54687	Chemical Probes Portal	subClass	0	Amino acid transaminase
P54750	Chemical Probes Portal	class	0	Enzyme
P54750	Chemical Probes Portal	subClass	0	Phosphodiesterase
P55055	Chemical Probes Portal	class	0	NHR
P55055	Chemical Probes Portal	subClass	0	NR1 Subfamily
P55072	Chemical Probes Portal	class	0	ATPase
P55072	Chemical Probes Portal	class	1	Enzyme
P55072	Chemical Probes Portal	subClass	0	AAA+
P55072	Chemical Probes Portal	subClass	1	ATPase
P55201	Chemical Probes Portal	class	0	Epigenetic
P55201	Chemical Probes Portal	subClass	0	Bromodomain
P56373	Chemical Probes Portal	class	0	GPCR
P56373	Chemical Probes Portal	subClass	0	Purinoceptor
P56817	Chemical Probes Portal	class	0	Enzyme
P56817	Chemical Probes Portal	subClass	0	Protease
P56817	Chemical Probes Portal	subClass	1	Peptidase
P57059	Chemical Probes Portal	class	0	Kinase
P57059	Chemical Probes Portal	subClass	0	CAMK
P57789	Chemical Probes Portal	class	0	Ion Channel
P57789	Chemical Probes Portal	subClass	0	Potassium channel
P57789	Chemical Probes Portal	subClass	1	Potassium Channel
P58397	Chemical Probes Portal	class	0	Enzyme
P58397	Chemical Probes Portal	subClass	0	Disintegrin
P61619	Chemical Probes Portal	class	0	Integral membrane protein
P61619	Chemical Probes Portal	subClass	0	General secrectory pathway
P61964	Chemical Probes Portal	class	0	Structural protein
P61964	Chemical Probes Portal	class	1	WD repeat
P61964	Chemical Probes Portal	class	2	WD40 Repeat
P61964	Chemical Probes Portal	subClass	0	WD40-repeat proteins
P61964	Chemical Probes Portal	subClass	1	WD40 repeat
P62942	Chemical Probes Portal	class	0	Other
P62942	Chemical Probes Portal	subClass	0	Immunophilin Protein Family
P63267	Chemical Probes Portal	class	0	Structural protein
P63267	Chemical Probes Portal	subClass	0	Cytoskeleton
P68400	Chemical Probes Portal	class	0	Kinase
P68400	Chemical Probes Portal	subClass	0	Ser/Thr kinase
P68400	Chemical Probes Portal	subClass	1	CMGC
P78356	Chemical Probes Portal	class	0	Kinase
P78356	Chemical Probes Portal	subClass	0	Lipid Kinase
P78362	Chemical Probes Portal	class	0	Kinase
P78362	Chemical Probes Portal	subClass	0	CMGC
P78527	Chemical Probes Portal	class	0	Kinase
P78527	Chemical Probes Portal	subClass	0	PI3/PI4
P80192	Chemical Probes Portal	class	0	Kinase
P80192	Chemical Probes Portal	subClass	0	TKL
Q00534	Chemical Probes Portal	class	0	Kinase
Q00534	Chemical Probes Portal	subClass	0	CMGC
Q00535	Chemical Probes Portal	class	0	Kinase
Q00535	Chemical Probes Portal	subClass	0	CMGC
Q00536	Chemical Probes Portal	class	0	Kinase
Q00536	Chemical Probes Portal	subClass	0	CMGC
Q00537	Chemical Probes Portal	class	0	Kinase
Q00537	Chemical Probes Portal	subClass	0	CMGC
Q00987	Chemical Probes Portal	class	0	Other post-translational modification
Q00987	Chemical Probes Portal	class	1	Enzyme
Q00987	Chemical Probes Portal	class	2	Post translational modifications
Q00987	Chemical Probes Portal	subClass	0	E3 ubiquitin ligase
Q00987	Chemical Probes Portal	subClass	1	Ubiquitin Ligase
Q00987	Chemical Probes Portal	subClass	2	Ligase
Q01064	Chemical Probes Portal	class	0	Enzyme
Q01064	Chemical Probes Portal	subClass	0	Phosphodiesterase
Q01718	Chemical Probes Portal	class	0	GPCR
Q01718	Chemical Probes Portal	subClass	0	Adrenocorticotropic hormone receptor
Q02127	Chemical Probes Portal	class	0	Enzyme
Q02127	Chemical Probes Portal	subClass	0	Class 2 Dihydroorotate dehydrogenase
Q02750	Chemical Probes Portal	class	0	Kinase
Q02750	Chemical Probes Portal	subClass	0	STE
Q02763	Chemical Probes Portal	class	0	Protein kinase
Q02763	Chemical Probes Portal	class	1	Kinase
Q02763	Chemical Probes Portal	subClass	0	TK
Q02779	Chemical Probes Portal	class	0	Kinase
Q02779	Chemical Probes Portal	subClass	0	TKL
Q03111	Chemical Probes Portal	class	0	Epigenetic
Q03111	Chemical Probes Portal	subClass	0	YEATS
Q03164	Chemical Probes Portal	class	0	Epigenetic
Q03164	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q03181	Chemical Probes Portal	class	0	Nuclear Hormone Receptor
Q03181	Chemical Probes Portal	subClass	0	Nuclear Receptor 1C2
Q04771	Chemical Probes Portal	class	0	Kinase
Q04771	Chemical Probes Portal	subClass	0	TKL
Q04912	Chemical Probes Portal	class	0	Kinase
Q04912	Chemical Probes Portal	subClass	0	TK
Q05397	Chemical Probes Portal	class	0	Kinase
Q05397	Chemical Probes Portal	subClass	0	TK
Q05397	Chemical Probes Portal	subClass	1	Tyr kinase
Q05469	Chemical Probes Portal	class	0	Enzyme
Q05469	Chemical Probes Portal	subClass	0	Lipase
Q06124	Chemical Probes Portal	class	0	Enzyme
Q06124	Chemical Probes Portal	subClass	0	Protein-tyrosine phosphatase
Q06187	Chemical Probes Portal	class	0	Kinase
Q06187	Chemical Probes Portal	class	1	Protein kinase
Q06187	Chemical Probes Portal	subClass	0	TK
Q06187	Chemical Probes Portal	subClass	1	Tyrosin Kinase
Q06187	Chemical Probes Portal	subClass	2	Tyr kinase
Q06495	Chemical Probes Portal	class	0	Transporter
Q06495	Chemical Probes Portal	subClass	0	SLC Family
Q07002	Chemical Probes Portal	class	0	Kinase
Q07002	Chemical Probes Portal	subClass	0	CMGC
Q07343	Chemical Probes Portal	class	0	Nucleic acid metabolism
Q07343	Chemical Probes Portal	subClass	0	Phosphodiesterase
Q07817	Chemical Probes Portal	class	0	Other
Q07817	Chemical Probes Portal	subClass	0	Apoptosis Regulator
Q07817	Chemical Probes Portal	subClass	1	Apoptosis regulator
Q07820	Chemical Probes Portal	class	0	Other
Q07820	Chemical Probes Portal	subClass	0	BCL2 family
Q07869	Chemical Probes Portal	class	0	Nuclear Hormone Receptor
Q07869	Chemical Probes Portal	subClass	0	Nuclear receptor 1C1
Q07889	Chemical Probes Portal	class	0	Enzyme
Q07889	Chemical Probes Portal	subClass	0	Nucleotide exchange factor
Q07889	Chemical Probes Portal	subClass	1	Nucleotide
Q07912	Chemical Probes Portal	class	0	Protein kinase
Q07912	Chemical Probes Portal	subClass	0	TK
Q08211	Chemical Probes Portal	class	0	Enzyme
Q08211	Chemical Probes Portal	subClass	0	Helicase
Q08345	Chemical Probes Portal	class	0	Kinase
Q08345	Chemical Probes Portal	class	1	Protein kinase
Q08345	Chemical Probes Portal	subClass	0	TK
Q08345	Chemical Probes Portal	subClass	1	Tyrosine kinase
Q08345	Chemical Probes Portal	subClass	2	CMGC
Q08881	Chemical Probes Portal	class	0	Kinase
Q08881	Chemical Probes Portal	subClass	0	TK
Q08881	Chemical Probes Portal	subClass	1	Tyr kinase
Q09428	Chemical Probes Portal	class	0	Ion Channel
Q09428	Chemical Probes Portal	subClass	0	Potassium channel
Q09472	Chemical Probes Portal	class	0	Epigenetic
Q09472	Chemical Probes Portal	subClass	0	Bromodomain
Q09472	Chemical Probes Portal	subClass	1	Histone acetyl transferase
Q10469	Chemical Probes Portal	class	0	Other post-translational modification
Q10469	Chemical Probes Portal	subClass	0	N-acetylglucosaminyltransferase
Q12830	Chemical Probes Portal	class	0	Epigenetic
Q12830	Chemical Probes Portal	subClass	0	Bromodomain
Q12852	Chemical Probes Portal	class	0	Protein kinase
Q12852	Chemical Probes Portal	class	1	Kinase
Q12852	Chemical Probes Portal	subClass	0	STE
Q12866	Chemical Probes Portal	class	0	Kinase
Q12866	Chemical Probes Portal	subClass	0	Tyrosine kinase
Q12866	Chemical Probes Portal	subClass	1	TK
Q12879	Chemical Probes Portal	class	0	Ion Channel
Q12879	Chemical Probes Portal	subClass	0	Glutamate receptor
Q12879	Chemical Probes Portal	subClass	1	glutamate-gated ion channel
Q13085	Chemical Probes Portal	class	0	Enzyme
Q13131	Chemical Probes Portal	class	0	Kinase
Q13131	Chemical Probes Portal	subClass	0	CAMK
Q13133	Chemical Probes Portal	class	0	NHR
Q13133	Chemical Probes Portal	subClass	0	NR1 Subfamily
Q13153	Chemical Probes Portal	class	0	Protein kinase
Q13153	Chemical Probes Portal	class	1	Kinase
Q13153	Chemical Probes Portal	subClass	0	STE
Q13163	Chemical Probes Portal	class	0	Protein kinase
Q13163	Chemical Probes Portal	subClass	0	STE
Q13164	Chemical Probes Portal	class	0	Kinase
Q13164	Chemical Probes Portal	class	1	Protein kinase
Q13164	Chemical Probes Portal	subClass	0	CMGC
Q13177	Chemical Probes Portal	class	0	Protein kinase
Q13177	Chemical Probes Portal	subClass	0	STE
Q13191	Chemical Probes Portal	class	0	Enzyme
Q13191	Chemical Probes Portal	subClass	0	Ubiquitin Ligase
Q13315	Chemical Probes Portal	class	0	Protein kinase
Q13315	Chemical Probes Portal	class	1	Kinase
Q13315	Chemical Probes Portal	subClass	0	Atypical
Q13315	Chemical Probes Portal	subClass	1	PI3/PI4
Q13393	Chemical Probes Portal	class	0	Enzyme
Q13393	Chemical Probes Portal	subClass	0	Phospholipase
Q13422	Chemical Probes Portal	class	0	Transcription factor
Q13422	Chemical Probes Portal	subClass	0	Zinc finger
Q13451	Chemical Probes Portal	class	0	Enzyme
Q13451	Chemical Probes Portal	subClass	0	Prolyl isomerase
Q13464	Chemical Probes Portal	class	0	Kinase
Q13464	Chemical Probes Portal	subClass	0	AGC
Q13526	Chemical Probes Portal	class	0	Enzyme
Q13526	Chemical Probes Portal	subClass	0	Isomerase
Q13535	Chemical Probes Portal	class	0	Kinase
Q13535	Chemical Probes Portal	class	1	Protein kinase
Q13535	Chemical Probes Portal	subClass	0	PI3/PI4
Q13535	Chemical Probes Portal	subClass	1	Atypical
Q13546	Chemical Probes Portal	class	0	Kinase
Q13546	Chemical Probes Portal	subClass	0	TKL
Q13547	Chemical Probes Portal	class	0	Epigenetic
Q13547	Chemical Probes Portal	subClass	0	HDAC
Q13574	Chemical Probes Portal	class	0	Kinase
Q13574	Chemical Probes Portal	subClass	0	Lipid kinase
Q13627	Chemical Probes Portal	class	0	Kinase
Q13627	Chemical Probes Portal	subClass	0	CMGC
Q13822	Chemical Probes Portal	class	0	Other
Q13822	Chemical Probes Portal	class	1	Enzyme
Q13822	Chemical Probes Portal	subClass	0	Phosphodiesterase
Q13822	Chemical Probes Portal	subClass	1	pyrophosphatase/phosphodiesterase
Q13822	Chemical Probes Portal	subClass	2	nucleotide pyrophosphatase/phosphodiesterase; lysophospholipase
Q13822	Chemical Probes Portal	subClass	3	Autotaxin
Q13873	Chemical Probes Portal	class	0	Kinase
Q13873	Chemical Probes Portal	subClass	0	TKL
Q13882	Chemical Probes Portal	class	0	Kinase
Q13882	Chemical Probes Portal	subClass	0	Tyr Kinase
Q14004	Chemical Probes Portal	class	0	Kinase
Q14004	Chemical Probes Portal	subClass	0	CMGC
Q14123	Chemical Probes Portal	class	0	Enzyme
Q14123	Chemical Probes Portal	subClass	0	Phosphodiesterase
Q14145	Chemical Probes Portal	class	0	Other post-translational modification
Q14145	Chemical Probes Portal	subClass	0	KEAP1 family
Q14145	Chemical Probes Portal	subClass	1	Protein ubiquitination
Q14164	Chemical Probes Portal	class	0	Kinase
Q14164	Chemical Probes Portal	subClass	0	Ser/Thr Protein Kinase
Q14191	Chemical Probes Portal	class	0	Enzyme
Q14191	Chemical Probes Portal	subClass	0	Helicase
Q14289	Chemical Probes Portal	class	0	Kinase
Q14289	Chemical Probes Portal	subClass	0	TK
Q14432	Chemical Probes Portal	class	0	Enzyme
Q14432	Chemical Probes Portal	subClass	0	Phosphodiesterase
Q14654	Chemical Probes Portal	class	0	Ion Channel
Q14654	Chemical Probes Portal	subClass	0	Potassium channel
Q14680	Chemical Probes Portal	class	0	Kinase
Q14680	Chemical Probes Portal	subClass	0	CAMK
Q14833	Chemical Probes Portal	class	0	GPCR
Q14833	Chemical Probes Portal	subClass	0	Glutamate receptor
Q15022	Chemical Probes Portal	class	0	Epigenetic
Q15047	Chemical Probes Portal	class	0	Enzyme
Q15047	Chemical Probes Portal	subClass	0	methyltransferase
Q15047	Chemical Probes Portal	subClass	1	Methyltransferase
Q15059	Chemical Probes Portal	class	0	Epigenetic
Q15059	Chemical Probes Portal	subClass	0	Bromodomain
Q15131	Chemical Probes Portal	class	0	Kinase
Q15131	Chemical Probes Portal	subClass	0	CMGC
Q15233	Chemical Probes Portal	class	0	DNA Binding
Q15349	Chemical Probes Portal	class	0	Kinase
Q15349	Chemical Probes Portal	subClass	0	AGC
Q15391	Chemical Probes Portal	class	0	GPCR
Q15391	Chemical Probes Portal	subClass	0	Purinergic Receptor
Q15418	Chemical Probes Portal	class	0	Kinase
Q15418	Chemical Probes Portal	subClass	0	AGC
Q15418	Chemical Probes Portal	subClass	1	CAMK
Q15438	Chemical Probes Portal	class	0	Cytohesin
Q15561	Chemical Probes Portal	class	0	Epigenetic
Q15561	Chemical Probes Portal	subClass	0	Transcription factor
Q15561	Chemical Probes Portal	subClass	1	Transcription Factor
Q15562	Chemical Probes Portal	class	0	Epigenetic
Q15562	Chemical Probes Portal	subClass	0	Transcription factor
Q15562	Chemical Probes Portal	subClass	1	Transcription Factor
Q15717	Chemical Probes Portal	class	0	Other
Q15717	Chemical Probes Portal	subClass	0	RNA Binding Protein
Q15743	Chemical Probes Portal	class	0	GPCR
Q15743	Chemical Probes Portal	subClass	0	Proton Sensing GPCR
Q15759	Chemical Probes Portal	class	0	Kinase
Q15759	Chemical Probes Portal	subClass	0	CMGC
Q15825	Chemical Probes Portal	class	0	Ion Channel
Q15825	Chemical Probes Portal	subClass	0	Nicotinic Acetylcholine Receptor
Q15858	Chemical Probes Portal	class	0	Ion Channel
Q15858	Chemical Probes Portal	subClass	0	Sodium Voltage-Gated Channel
Q15910	Chemical Probes Portal	class	0	Epigenetic
Q15910	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q15910	Chemical Probes Portal	subClass	1	Methyltransferase
Q16288	Chemical Probes Portal	class	0	Kinase
Q16288	Chemical Probes Portal	subClass	0	TK
Q16288	Chemical Probes Portal	subClass	1	Tyrosine kinase
Q16288	Chemical Probes Portal	subClass	2	Tyr kinase
Q16539	Chemical Probes Portal	class	0	Kinase
Q16539	Chemical Probes Portal	class	1	Protein kinase
Q16539	Chemical Probes Portal	subClass	0	CMGC
Q16584	Chemical Probes Portal	class	0	Kinase
Q16584	Chemical Probes Portal	subClass	0	TKL
Q16620	Chemical Probes Portal	class	0	Kinase
Q16620	Chemical Probes Portal	subClass	0	TK
Q16620	Chemical Probes Portal	subClass	1	Tyrosine kinase
Q16620	Chemical Probes Portal	subClass	2	Tyr kinase
Q16739	Chemical Probes Portal	class	0	Enzyme
Q16739	Chemical Probes Portal	subClass	0	Glycosyltransferase
Q16832	Chemical Probes Portal	class	0	Kinase
Q16832	Chemical Probes Portal	subClass	0	TK
Q16832	Chemical Probes Portal	subClass	1	Tyrosine kinase
Q16832	Chemical Probes Portal	subClass	2	CMGC
Q2M2I8	Chemical Probes Portal	class	0	Kinase
Q2M2I8	Chemical Probes Portal	subClass	0	Ser/Thr kinase
Q2NL67	Chemical Probes Portal	class	0	Other post-translational modification
Q2NL67	Chemical Probes Portal	subClass	0	PARP
Q4FZB7	Chemical Probes Portal	class	0	Epigenetic
