target_key	source_db	property	ordinal	value
Q4FZB7	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q56A73	Chemical Probes Portal	class	0	Epigenetic
Q56A73	Chemical Probes Portal	subClass	0	Chromatin Regulator
Q58F21	Chemical Probes Portal	class	0	Epigenetic
Q58F21	Chemical Probes Portal	subClass	0	Bromodomain
Q5BJF2	Chemical Probes Portal	class	0	Orphan receptor
Q5BJF2	Chemical Probes Portal	subClass	0	Sigma receptor
Q5JUX0	Chemical Probes Portal	class	0	Epigenetic
Q5JUX0	Chemical Probes Portal	subClass	0	Chromatin Regulator
Q5NUL3	Chemical Probes Portal	class	0	GPCR
Q5NUL3	Chemical Probes Portal	subClass	0	Free fatty acid receptor
Q5S007	Chemical Probes Portal	class	0	Protein kinase
Q5S007	Chemical Probes Portal	class	1	Kinase
Q5S007	Chemical Probes Portal	subClass	0	TKL
Q5TCY1	Chemical Probes Portal	class	0	Kinase
Q5TCY1	Chemical Probes Portal	subClass	0	CK1
Q5VST6	Chemical Probes Portal	class	0	Other post-translational modification
Q5VST6	Chemical Probes Portal	subClass	0	Depalmitoylase
Q5VTY9	Chemical Probes Portal	class	0	Other post-translational modification
Q5VTY9	Chemical Probes Portal	subClass	0	O-acyltransferase
Q6B0I6	Chemical Probes Portal	class	0	Epigenetic
Q6B0I6	Chemical Probes Portal	subClass	0	Histone demethylase
Q6GMR7	Chemical Probes Portal	class	0	Enzyme
Q6GMR7	Chemical Probes Portal	subClass	0	Amidase
Q6IQ55	Chemical Probes Portal	class	0	Kinase
Q6IQ55	Chemical Probes Portal	subClass	0	CK1
Q6P2P2	Chemical Probes Portal	class	0	Epigenetic
Q6P2P2	Chemical Probes Portal	subClass	0	Methyltransferase
Q6P5Z2	Chemical Probes Portal	class	0	Kinase
Q6P5Z2	Chemical Probes Portal	subClass	0	AGC
Q6P6C2	Chemical Probes Portal	class	0	Enzyme
Q6P6C2	Chemical Probes Portal	subClass	0	Dioxygenase
Q6PL18	Chemical Probes Portal	class	0	Epigenetic
Q6PL18	Chemical Probes Portal	subClass	0	ATPase
Q6PL18	Chemical Probes Portal	subClass	1	Bromodomain
Q6V1X1	Chemical Probes Portal	class	0	Enzyme
Q6V1X1	Chemical Probes Portal	subClass	0	Peptidase
Q6W5P4	Chemical Probes Portal	class	0	GPCR
Q6W5P4	Chemical Probes Portal	subClass	0	Neuropeptide S Receptor
Q70CQ3	Chemical Probes Portal	class	0	Enzyme
Q70CQ3	Chemical Probes Portal	subClass	0	Peptidase
Q7L0J3	Chemical Probes Portal	class	0	Transporter
Q7L0J3	Chemical Probes Portal	subClass	0	Glycoprotein
Q7L7X3	Chemical Probes Portal	class	0	Kinase
Q7L7X3	Chemical Probes Portal	subClass	0	STE
Q7LBE3	Chemical Probes Portal	class	0	Ion Channel
Q7LBE3	Chemical Probes Portal	subClass	0	Solute carrier
Q7Z2W7	Chemical Probes Portal	class	0	Ion Channel
Q7Z2W7	Chemical Probes Portal	subClass	0	Cation Channel
Q7Z3E1	Chemical Probes Portal	class	0	Other post-translational modification
Q7Z3E1	Chemical Probes Portal	subClass	0	PARP
Q7Z5P4	Chemical Probes Portal	class	0	Enzyme
Q7Z5P4	Chemical Probes Portal	subClass	0	SDR
Q86TI2	Chemical Probes Portal	class	0	Enzyme
Q86TI2	Chemical Probes Portal	subClass	0	Peptidase
Q86U44	Chemical Probes Portal	class	0	Epigenetic
Q86U44	Chemical Probes Portal	subClass	0	Methyltransferase
Q86U86	Chemical Probes Portal	class	0	Epigenetic
Q86U86	Chemical Probes Portal	subClass	0	Bromodomain
Q86V86	Chemical Probes Portal	class	0	Kinase
Q86V86	Chemical Probes Portal	subClass	0	CAMK
Q86VF5	Chemical Probes Portal	class	0	Enzyme
Q86VF5	Chemical Probes Portal	subClass	0	Acyltransferase
Q86W56	Chemical Probes Portal	class	0	DNA replication & repair enzyme
Q86W56	Chemical Probes Portal	subClass	0	Glycohydrolase
Q86WV6	Chemical Probes Portal	class	0	Transmembrane protein
Q86WV6	Chemical Probes Portal	subClass	0	STING family
Q86X55	Chemical Probes Portal	class	0	Epigenetic
Q86X55	Chemical Probes Portal	subClass	0	Methyltransferase
Q86X55	Chemical Probes Portal	subClass	1	Protein methyltransferase
Q86Y97	Chemical Probes Portal	class	0	Epigenetic
Q86Y97	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q86YT5	Chemical Probes Portal	class	0	Transporter
Q86YT5	Chemical Probes Portal	subClass	0	Solute transporter
Q86YV6	Chemical Probes Portal	class	0	Kinase
Q86YV6	Chemical Probes Portal	subClass	0	CAMK
Q8IU85	Chemical Probes Portal	class	0	Kinase
Q8IU85	Chemical Probes Portal	subClass	0	CAMK
Q8IVV7	Chemical Probes Portal	class	0	E3 Ligase
Q8IXJ6	Chemical Probes Portal	class	0	Epigenetic
Q8IXJ6	Chemical Probes Portal	subClass	0	HDAC (Class III)
Q8IYD1	Chemical Probes Portal	class	0	Translation Termination Factor
Q8IYT8	Chemical Probes Portal	class	0	Kinase
Q8IYT8	Chemical Probes Portal	subClass	0	Autophagy Activating Kinases
Q8IZX4	Chemical Probes Portal	class	0	Epigenetic
Q8IZX4	Chemical Probes Portal	subClass	0	Bromodomain
Q8N2K0	Chemical Probes Portal	class	0	Lipid metabolism
Q8N2K0	Chemical Probes Portal	subClass	0	Serine Esterase
Q8N568	Chemical Probes Portal	class	0	Kinase
Q8N568	Chemical Probes Portal	subClass	0	CAMK
Q8N5S9	Chemical Probes Portal	class	0	Kinase
Q8N5S9	Chemical Probes Portal	subClass	0	Other STK
Q8N5S9	Chemical Probes Portal	subClass	1	Other
Q8N884	Chemical Probes Portal	class	0	Enzyme
Q8N884	Chemical Probes Portal	subClass	0	Synthase
Q8NB16	Chemical Probes Portal	class	0	Kinase
Q8NB16	Chemical Probes Portal	subClass	0	Other kinase
Q8NCG7	Chemical Probes Portal	class	0	Enzyme
Q8NCG7	Chemical Probes Portal	subClass	0	Lipase
Q8NEB9	Chemical Probes Portal	class	0	Kinase
Q8NEB9	Chemical Probes Portal	subClass	0	PI3/PI4 Kinase
Q8NEB9	Chemical Probes Portal	subClass	1	PI3/PI4-kinase family
Q8NEB9	Chemical Probes Portal	subClass	2	PI3/PI4
Q8NER1	Chemical Probes Portal	class	0	Ion Channel
Q8TAF3	Chemical Probes Portal	class	0	Other post-translational modification
Q8TAF3	Chemical Probes Portal	subClass	0	Deubiquitinase
Q8TBC4	Chemical Probes Portal	class	0	Enzyme
Q8TBC4	Chemical Probes Portal	class	1	Other post-translational modification
Q8TBC4	Chemical Probes Portal	subClass	0	Ubiquitin-conjugating enzyme
Q8TBX8	Chemical Probes Portal	class	0	Kinase
Q8TBX8	Chemical Probes Portal	subClass	0	Phosphatidylinositol Kinase
Q8TBX8	Chemical Probes Portal	subClass	1	Lipid kinase
Q8TBX8	Chemical Probes Portal	subClass	2	Lipid Kinase
Q8TDX5	Chemical Probes Portal	class	0	Enzyme
Q8TDX5	Chemical Probes Portal	subClass	0	Carboxylase
Q8TDX7	Chemical Probes Portal	class	0	Kinase
Q8TDX7	Chemical Probes Portal	subClass	0	Ser/Thr Kinase
Q8TE04	Chemical Probes Portal	class	0	Kinase
Q8TE04	Chemical Probes Portal	subClass	0	Pantothenate kinase
Q8TEK3	Chemical Probes Portal	class	0	Epigenetic
Q8TEK3	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q8WTS6	Chemical Probes Portal	class	0	Epigenetic
Q8WTS6	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q8WYB5	Chemical Probes Portal	class	0	Epigenetic
Q8WYB5	Chemical Probes Portal	subClass	0	MYST family
Q92633	Chemical Probes Portal	class	0	GPCR
Q92769	Chemical Probes Portal	class	0	Epigenetic
Q92769	Chemical Probes Portal	subClass	0	HDAC
Q92793	Chemical Probes Portal	class	0	Epigenetic
Q92793	Chemical Probes Portal	subClass	0	Bromodomain
Q92793	Chemical Probes Portal	subClass	1	Histone acetyltransferase
Q92794	Chemical Probes Portal	class	0	Epigenetic
Q92794	Chemical Probes Portal	class	1	Other
Q92794	Chemical Probes Portal	subClass	0	MYST family
Q92794	Chemical Probes Portal	subClass	1	Lysine Acetyltransferase
Q92800	Chemical Probes Portal	class	0	Epigenetic
Q92800	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q92830	Chemical Probes Portal	class	0	Epigenetic
Q92830	Chemical Probes Portal	subClass	0	Bromodomain
Q92831	Chemical Probes Portal	class	0	Epigenetic
Q92831	Chemical Probes Portal	subClass	0	Bromodomain
Q92918	Chemical Probes Portal	class	0	Kinase
Q92918	Chemical Probes Portal	subClass	0	STE
Q93009	Chemical Probes Portal	class	0	Enzyme
Q93009	Chemical Probes Portal	subClass	0	Peptidase
Q969F8	Chemical Probes Portal	class	0	GPCR
Q969F8	Chemical Probes Portal	subClass	0	KISS 1 Receptor
Q969S8	Chemical Probes Portal	class	0	Enzyme
Q969S8	Chemical Probes Portal	class	1	Epigenetic
Q969S8	Chemical Probes Portal	subClass	0	Deacetylase
Q969S8	Chemical Probes Portal	subClass	1	Histone Deacetylase
Q969S8	Chemical Probes Portal	subClass	2	HDAC
Q96BR1	Chemical Probes Portal	class	0	Kinase
Q96BR1	Chemical Probes Portal	subClass	0	AGC
Q96GD4	Chemical Probes Portal	class	0	Kinase
Q96GD4	Chemical Probes Portal	subClass	0	cell cycle-regulated kinase
Q96GD4	Chemical Probes Portal	subClass	1	Ser/Thr kinase
Q96GD4	Chemical Probes Portal	subClass	2	Ser/Thr Kinase
Q96GX5	Chemical Probes Portal	class	0	Kinase
Q96GX5	Chemical Probes Portal	subClass	0	AGC
Q96JM7	Chemical Probes Portal	class	0	Epigenetic
Q96JM7	Chemical Probes Portal	subClass	0	Malignant brain tumor Reader
Q96KQ7	Chemical Probes Portal	class	0	Epigenetic
Q96KQ7	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q96KQ7	Chemical Probes Portal	subClass	1	Methyltransferase
Q96LA8	Chemical Probes Portal	class	0	Epigenetic
Q96LA8	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q96LA8	Chemical Probes Portal	subClass	1	Methyltransferase
Q96LB1	Chemical Probes Portal	class	0	GPCR
Q96LB1	Chemical Probes Portal	subClass	0	Mast cell-specific receptor
Q96P20	Chemical Probes Portal	class	0	Other
Q96P20	Chemical Probes Portal	class	1	Inflammasome
Q96P20	Chemical Probes Portal	class	2	NLRP family
Q96P20	Chemical Probes Portal	subClass	0	NACHT, LRR and PYD domains-containing Protein
Q96PD7	Chemical Probes Portal	class	0	Enzyme
Q96PD7	Chemical Probes Portal	subClass	0	Acyltransferase
Q96PN6	Chemical Probes Portal	class	0	Enzyme
Q96PN6	Chemical Probes Portal	subClass	0	Adenylyl Cyclase
Q96PN6	Chemical Probes Portal	subClass	1	Cyclase
Q96Q15	Chemical Probes Portal	class	0	Kinase
Q96Q15	Chemical Probes Portal	subClass	0	PI3/PI4
Q96Q40	Chemical Probes Portal	class	0	Kinase
Q96Q40	Chemical Probes Portal	subClass	0	CMGC
Q96RI1	Chemical Probes Portal	class	0	Transcription factor
Q96RI1	Chemical Probes Portal	subClass	0	Nuclear Receptor
Q96RR4	Chemical Probes Portal	class	0	Kinase
Q96RR4	Chemical Probes Portal	subClass	0	Other STK
Q96RR4	Chemical Probes Portal	subClass	1	Other
Q96SB4	Chemical Probes Portal	class	0	Kinase
Q96SB4	Chemical Probes Portal	subClass	0	CMGC
Q96SW2	Chemical Probes Portal	class	0	Other post-translational modification
Q96SW2	Chemical Probes Portal	class	1	post-translational modification
Q96SW2	Chemical Probes Portal	class	2	Post-translational
Q96SW2	Chemical Probes Portal	subClass	0	E3 Ligase
Q99418	Chemical Probes Portal	class	0	Cytohesin
Q99527	Chemical Probes Portal	class	0	GPCR
Q99538	Chemical Probes Portal	class	0	Enzyme
Q99538	Chemical Probes Portal	subClass	0	Endopeptidase
Q99558	Chemical Probes Portal	class	0	Kinase
Q99558	Chemical Probes Portal	subClass	0	STE
Q99571	Chemical Probes Portal	class	0	Ion Channel
Q99571	Chemical Probes Portal	subClass	0	ATP Receptor
Q99572	Chemical Probes Portal	class	0	Ion Channel
Q99572	Chemical Probes Portal	subClass	0	P2X Family
Q99594	Chemical Probes Portal	class	0	Epigenetic
Q99594	Chemical Probes Portal	subClass	0	Transcription factor
Q99594	Chemical Probes Portal	subClass	1	Transcription Factor
Q99640	Chemical Probes Portal	class	0	Kinase
Q99640	Chemical Probes Portal	subClass	0	Ser/Thr kinase
Q99643	Chemical Probes Portal	class	0	Other
Q99643	Chemical Probes Portal	subClass	0	TCA cycle
Q99685	Chemical Probes Portal	class	0	Enzyme
Q99685	Chemical Probes Portal	subClass	0	Lipase
Q99814	Chemical Probes Portal	class	0	Transcription factor
Q99814	Chemical Probes Portal	subClass	0	Hypoxia-Inducible Factor
Q99865	Chemical Probes Portal	class	0	Epigenetic
Q99865	Chemical Probes Portal	subClass	0	Chromatin Regulator
Q99873	Chemical Probes Portal	class	0	Epigenetic
Q99873	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q9BPZ2	Chemical Probes Portal	class	0	Epigenetic
Q9BPZ2	Chemical Probes Portal	subClass	0	Chromatin Regulator
Q9BUB5	Chemical Probes Portal	class	0	Kinase
Q9BUB5	Chemical Probes Portal	subClass	0	CAMK
Q9BV23	Chemical Probes Portal	class	0	Enzyme
Q9BV23	Chemical Probes Portal	subClass	0	Lipase
Q9BVS4	Chemical Probes Portal	class	0	Kinase
Q9BVS4	Chemical Probes Portal	subClass	0	RIO Type
Q9BVS4	Chemical Probes Portal	subClass	1	RIO type
Q9BWU1	Chemical Probes Portal	class	0	Kinase
Q9BWU1	Chemical Probes Portal	subClass	0	CMGC
Q9BXF3	Chemical Probes Portal	class	0	Epigenetic
Q9BXF3	Chemical Probes Portal	subClass	0	Bromodomain
Q9BY41	Chemical Probes Portal	class	0	Epigenetic
Q9BY41	Chemical Probes Portal	subClass	0	HDAC
Q9BY41	Chemical Probes Portal	subClass	1	Histone deacetylase
Q9BYW2	Chemical Probes Portal	class	0	Epigenetic
Q9BYW2	Chemical Probes Portal	subClass	0	Histone Methyltransferase
Q9BZ23	Chemical Probes Portal	class	0	Kinase
Q9BZ23	Chemical Probes Portal	subClass	0	Pantothenate kinase
Q9BZ95	Chemical Probes Portal	class	0	Epigenetic
Q9BZ95	Chemical Probes Portal	subClass	0	Methyltransferase
Q9C0B1	Chemical Probes Portal	class	0	Epigenetic
Q9C0B1	Chemical Probes Portal	class	1	Enzyme
Q9C0B1	Chemical Probes Portal	subClass	0	RNA demethylase
Q9C0B1	Chemical Probes Portal	subClass	1	FTO family
Q9GZN0	Chemical Probes Portal	class	0	GPCR
Q9GZN0	Chemical Probes Portal	subClass	0	Striatum specific receptor
Q9GZT9	Chemical Probes Portal	class	0	Enzyme
Q9GZT9	Chemical Probes Portal	subClass	0	Hydrolase
Q9GZV3	Chemical Probes Portal	class	0	Transporter
Q9GZV3	Chemical Probes Portal	subClass	0	Solute carrier
Q9H093	Chemical Probes Portal	class	0	Kinase
Q9H093	Chemical Probes Portal	subClass	0	CAMK
Q9H0E9	Chemical Probes Portal	class	0	Epigenetic
Q9H0E9	Chemical Probes Portal	subClass	0	Bromodomain
Q9H0K1	Chemical Probes Portal	class	0	Kinase
Q9H0K1	Chemical Probes Portal	subClass	0	CAMK
Q9H2K2	Chemical Probes Portal	class	0	Other post-translational modification
Q9H2K2	Chemical Probes Portal	subClass	0	PARP
Q9H3N8	Chemical Probes Portal	class	0	GPCR
Q9H3N8	Chemical Probes Portal	subClass	0	Histamine Receptor
Q9H3R0	Chemical Probes Portal	class	0	Epigenetic
Q9H3R0	Chemical Probes Portal	subClass	0	Protein Demethylase
Q9H3R0	Chemical Probes Portal	subClass	1	Histone demethylase
Q9H4B4	Chemical Probes Portal	class	0	Kinase
Q9H4B4	Chemical Probes Portal	subClass	0	Other
Q9H773	Chemical Probes Portal	class	0	Enzyme
Q9H773	Chemical Probes Portal	subClass	0	Pyrophosphatase
Q9H7B4	Chemical Probes Portal	class	0	Epigenetic
Q9H7B4	Chemical Probes Portal	subClass	0	Methyltransferase
Q9H8M2	Chemical Probes Portal	class	0	Epigenetic
Q9H8M2	Chemical Probes Portal	subClass	0	Bromodomain
Q9H903	Chemical Probes Portal	class	0	Enzyme
Q9H903	Chemical Probes Portal	subClass	0	Dehydrogenase
Q9H999	Chemical Probes Portal	class	0	Kinase
Q9H999	Chemical Probes Portal	subClass	0	Pantothenate kinase
Q9H9B1	Chemical Probes Portal	class	0	Epigenetic
Q9H9B1	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q9H9B1	Chemical Probes Portal	subClass	1	Methyltransferase
Q9HAZ1	Chemical Probes Portal	class	0	Kinase
Q9HAZ1	Chemical Probes Portal	subClass	0	CMGC
Q9HBA0	Chemical Probes Portal	class	0	Ion Channel
Q9HBA0	Chemical Probes Portal	subClass	0	Ca transporter
Q9HBH9	Chemical Probes Portal	class	0	Kinase
Q9HBH9	Chemical Probes Portal	subClass	0	CAMK
Q9NPC1	Chemical Probes Portal	class	0	GPCR
Q9NPC1	Chemical Probes Portal	subClass	0	BLT family
Q9NPI1	Chemical Probes Portal	class	0	Epigenetic
Q9NPI1	Chemical Probes Portal	subClass	0	Bromodomain
Q9NQU5	Chemical Probes Portal	class	0	Protein kinase
Q9NQU5	Chemical Probes Portal	class	1	Kinase
Q9NQU5	Chemical Probes Portal	subClass	0	STE
Q9NQV7	Chemical Probes Portal	class	0	Epigenetic
Q9NQV7	Chemical Probes Portal	subClass	0	Histone methyltransferase
Q9NR22	Chemical Probes Portal	class	0	Epigenetic
Q9NR22	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q9NR48	Chemical Probes Portal	class	0	Epigenetic
Q9NR48	Chemical Probes Portal	subClass	0	HMT
Q9NR97	Chemical Probes Portal	class	0	Toll-Like Receptor
Q9NR97	Chemical Probes Portal	class	1	GPCR
Q9NR97	Chemical Probes Portal	subClass	0	Toll-like receptor
Q9NRG4	Chemical Probes Portal	class	0	Epigenetic
Q9NRG4	Chemical Probes Portal	subClass	0	Protein methyltransferase
Q9NRG4	Chemical Probes Portal	subClass	1	Methyltransferase
Q9NRM7	Chemical Probes Portal	class	0	Kinase
Q9NRM7	Chemical Probes Portal	subClass	0	AGC
Q9NS75	Chemical Probes Portal	class	0	GPCR
Q9NS75	Chemical Probes Portal	subClass	0	Cysteinyl leukotriene receptor
Q9NSD7	Chemical Probes Portal	class	0	GPCR
Q9NSD7	Chemical Probes Portal	subClass	0	Rexaxin receptor
Q9NSY1	Chemical Probes Portal	class	0	Kinase
Q9NSY1	Chemical Probes Portal	subClass	0	Ser/Thr kinase
Q9NV35	Chemical Probes Portal	class	0	Epigenetic
Q9NV35	Chemical Probes Portal	subClass	0	Nudix Hydrolase
Q9NVM4	Chemical Probes Portal	class	0	Epigenetic
Q9NVM4	Chemical Probes Portal	subClass	0	Methyltransferase
Q9NVM4	Chemical Probes Portal	subClass	1	Protein methyltransferase
Q9NWM0	Chemical Probes Portal	class	0	Enzyme
Q9NWM0	Chemical Probes Portal	subClass	0	Oxidase
Q9NWZ3	Chemical Probes Portal	class	0	Kinase
Q9NWZ3	Chemical Probes Portal	subClass	0	TKL
Q9NYK1	Chemical Probes Portal	class	0	Toll-Like Receptor
Q9NYV4	Chemical Probes Portal	class	0	Kinase
Q9NYV4	Chemical Probes Portal	subClass	0	CMGC
Q9NYY3	Chemical Probes Portal	class	0	Kinase
Q9NYY3	Chemical Probes Portal	subClass	0	Other
Q9NZJ5	Chemical Probes Portal	class	0	Kinase
Q9NZJ5	Chemical Probes Portal	subClass	0	Other
Q9NZJ5	Chemical Probes Portal	subClass	1	Ser/Thr Kinase
Q9NZQ7	Chemical Probes Portal	class	0	Receptor ligand
Q9NZQ7	Chemical Probes Portal	class	1	Programmed Cell Deatch
Q9NZQ7	Chemical Probes Portal	subClass	0	Cell death receptor ligand
Q9P1W9	Chemical Probes Portal	class	0	Kinase
Q9P1W9	Chemical Probes Portal	subClass	0	CAMK
Q9P286	Chemical Probes Portal	class	0	Protein kinase
Q9P286	Chemical Probes Portal	class	1	Kinase
Q9P286	Chemical Probes Portal	subClass	0	STE
Q9P289	Chemical Probes Portal	class	0	Kinase
Q9P289	Chemical Probes Portal	subClass	0	STE
Q9UBE0	Chemical Probes Portal	class	0	Enzyme
Q9UBE0	Chemical Probes Portal	subClass	0	SUMOylation Enzyme
Q9UBN4	Chemical Probes Portal	class	0	Ion Channel
Q9UBN4	Chemical Probes Portal	subClass	0	Transient receptor potential channels
Q9UBN7	Chemical Probes Portal	class	0	Epigenetic
Q9UBN7	Chemical Probes Portal	subClass	0	HDAC
Q9UBP0	Chemical Probes Portal	class	0	Enzyme
Q9UBP0	Chemical Probes Portal	subClass	0	ATPase
Q9UBT2	Chemical Probes Portal	class	0	Enzyme
Q9UBT2	Chemical Probes Portal	subClass	0	SUMOylation Enzyme
Q9UDY8	Chemical Probes Portal	class	0	Enzyme
Q9UDY8	Chemical Probes Portal	subClass	0	Peptidase
Q9UEE5	Chemical Probes Portal	class	0	Kinase
Q9UEE5	Chemical Probes Portal	subClass	0	CAMK
Q9UGN5	Chemical Probes Portal	class	0	Other post-translational modification
Q9UGN5	Chemical Probes Portal	subClass	0	PARP
Q9UHD2	Chemical Probes Portal	class	0	Protein kinase
Q9UHD2	Chemical Probes Portal	class	1	Kinase
Q9UHD2	Chemical Probes Portal	subClass	0	Ser/Thr Protein Kinase
Q9UHD2	Chemical Probes Portal	subClass	1	Ser/Thr kinase
Q9UIF8	Chemical Probes Portal	class	0	Epigenetic
Q9UIF8	Chemical Probes Portal	subClass	0	Bromodomain
Q9UIF9	Chemical Probes Portal	class	0	Epigenetic
Q9UIF9	Chemical Probes Portal	subClass	0	Bromodomain
Q9UK32	Chemical Probes Portal	class	0	Kinase
Q9UK32	Chemical Probes Portal	subClass	0	AGC
Q9UK80	Chemical Probes Portal	class	0	Enzyme
Q9UK80	Chemical Probes Portal	subClass	0	USP subfamily
Q9UKE5	Chemical Probes Portal	class	0	Kinase
Q9UKE5	Chemical Probes Portal	subClass	0	STE
Q9UKK9	Chemical Probes Portal	class	0	Epigenetic
Q9UKK9	Chemical Probes Portal	subClass	0	Nudix Hydrolase
Q9UKK9	Chemical Probes Portal	subClass	1	Nudix hydrolase
Q9UKK9	Chemical Probes Portal	subClass	2	Nudix
Q9UKP4	Chemical Probes Portal	class	0	Enzyme
Q9UKP4	Chemical Probes Portal	subClass	0	Disintegrin
Q9UKS7	Chemical Probes Portal	class	0	Transcription factor
Q9UKS7	Chemical Probes Portal	subClass	0	Zinc Finger
Q9UKT9	Chemical Probes Portal	class	0	Transcription factor
Q9UKT9	Chemical Probes Portal	subClass	0	Zinc Finger
Q9UL54	Chemical Probes Portal	class	0	Kinase
Q9UL54	Chemical Probes Portal	subClass	0	STE
Q9UL62	Chemical Probes Portal	class	0	Ion Channel
Q9UL62	Chemical Probes Portal	subClass	0	Transient receptor potential channels
Q9ULC6	Chemical Probes Portal	class	0	Enzyme
Q9ULC6	Chemical Probes Portal	subClass	0	Deiminase
Q9ULD4	Chemical Probes Portal	class	0	Epigenetic
Q9ULD4	Chemical Probes Portal	subClass	0	Bromodomain
Q9ULI0	Chemical Probes Portal	class	0	Epigenetic
Q9ULI0	Chemical Probes Portal	subClass	0	Bromodomain
Q9ULW8	Chemical Probes Portal	class	0	Enzyme
Q9ULW8	Chemical Probes Portal	subClass	0	Deiminase
Q9UM07	Chemical Probes Portal	class	0	Epigenetic
Q9UM07	Chemical Probes Portal	class	1	Enzyme
Q9UM07	Chemical Probes Portal	subClass	0	Arginine deaminase
Q9UM07	Chemical Probes Portal	subClass	1	Deiminase
Q9UM73	Chemical Probes Portal	class	0	Kinase
Q9UM73	Chemical Probes Portal	subClass	0	RTK
Q9UM73	Chemical Probes Portal	subClass	1	TK
Q9UNQ0	Chemical Probes Portal	class	0	Transporter
Q9UNQ0	Chemical Probes Portal	subClass	0	ABCG family
Q9UNW8	Chemical Probes Portal	class	0	GPCR
Q9UPE1	Chemical Probes Portal	class	0	Kinase
Q9UPE1	Chemical Probes Portal	subClass	0	CMGC
Q9UQ84	Chemical Probes Portal	class	0	Enzyme
Q9UQ84	Chemical Probes Portal	subClass	0	Endonuclease
Q9UQ88	Chemical Probes Portal	class	0	Kinase
Q9UQ88	Chemical Probes Portal	subClass	0	CMGC
Q9UQB9	Chemical Probes Portal	class	0	Kinase
Q9UQB9	Chemical Probes Portal	subClass	0	Ser/Thr kinase
Q9UQB9	Chemical Probes Portal	subClass	1	Ser/Thr Kinase
Q9UQB9	Chemical Probes Portal	subClass	2	cell cycle-regulated kinase
Q9Y233	Chemical Probes Portal	class	0	Epigenetic
Q9Y233	Chemical Probes Portal	class	1	Enzyme
Q9Y233	Chemical Probes Portal	subClass	0	Phosphodiesterase
Q9Y243	Chemical Probes Portal	class	0	Kinase
Q9Y243	Chemical Probes Portal	subClass	0	AGC
Q9Y2I7	Chemical Probes Portal	class	0	Kinase
Q9Y2I7	Chemical Probes Portal	subClass	0	Serine Kinase
Q9Y2I7	Chemical Probes Portal	subClass	1	Serine kinase
Q9Y2J8	Chemical Probes Portal	class	0	Enzyme
Q9Y2J8	Chemical Probes Portal	subClass	0	Deiminase
Q9Y2K2	Chemical Probes Portal	class	0	Kinase
Q9Y2K2	Chemical Probes Portal	subClass	0	CAMK
Q9Y2T5	Chemical Probes Portal	class	0	GPCR
Q9Y2T5	Chemical Probes Portal	subClass	0	A orphan G protein-coupled receptor
Q9Y345	Chemical Probes Portal	class	0	Transporter
Q9Y345	Chemical Probes Portal	subClass	0	SLC family
Q9Y463	Chemical Probes Portal	class	0	Protein kinase
Q9Y463	Chemical Probes Portal	class	1	Kinase
Q9Y463	Chemical Probes Portal	subClass	0	CMGC
Q9Y4B6	Chemical Probes Portal	class	0	Structural protein
Q9Y570	Chemical Probes Portal	class	0	Enzyme
Q9Y570	Chemical Probes Portal	subClass	0	Serine hydrolase
Q9Y572	Chemical Probes Portal	class	0	Kinase
Q9Y572	Chemical Probes Portal	subClass	0	TKL
Q9Y5N5	Chemical Probes Portal	class	0	Epigenetic
Q9Y5Y4	Chemical Probes Portal	class	0	GPCR
Q9Y5Y4	Chemical Probes Portal	subClass	0	Prostaglandin D2 receptor
Q9Y5Y9	Chemical Probes Portal	class	0	Ion Channel
Q9Y5Y9	Chemical Probes Portal	subClass	0	Sodium channel
Q9Y5Z0	Chemical Probes Portal	class	0	Enzyme
Q9Y5Z0	Chemical Probes Portal	subClass	0	Protease
Q9Y5Z0	Chemical Probes Portal	subClass	1	Peptidase
Q9Y616	Chemical Probes Portal	class	0	Kinase
Q9Y616	Chemical Probes Portal	subClass	0	TKL
Q9Y657	Chemical Probes Portal	class	0	Transcription factor
Q9Y657	Chemical Probes Portal	class	1	Epigenetic
Q9Y657	Chemical Probes Portal	subClass	0	Chromatin regulator
Q9Y657	Chemical Probes Portal	subClass	1	Chromatin Regulator
Q9Y6A5	Chemical Probes Portal	class	0	Motor Spindle Protein
Q9Y6E0	Chemical Probes Portal	class	0	Kinase
Q9Y6E0	Chemical Probes Portal	subClass	0	STE
Q9Y6Q9	Chemical Probes Portal	class	0	Nuclear receptor
Q9Y6Q9	Chemical Probes Portal	subClass	0	SRC family
