inchikey	organism	dose_value	dose_unit	route	dose_raw	source_db	source
JOAFWIHZEBKYQK-OAHLLOKOSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
JOAFWIHZEBKYQK-OAHLLOKOSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JOAFWIHZEBKYQK-OAHLLOKOSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
JOAFWIHZEBKYQK-OAHLLOKOSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JOAFWIHZEBKYQK-OAHLLOKOSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
QJRFBKYETDVAJQ-ZEQKJWHPSA-N	Rat	5	mg/kg		5 mg/kg	Chemical Probes Portal	
QJRFBKYETDVAJQ-ZEQKJWHPSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
QJRFBKYETDVAJQ-ZEQKJWHPSA-N	Dog	2.5	mg/kg		2.5 mg/Kg	Chemical Probes Portal	
QJRFBKYETDVAJQ-ZEQKJWHPSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
FVZCFUKXGUUDBQ-ZWSMLAFMSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FVZCFUKXGUUDBQ-ZWSMLAFMSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
FVZCFUKXGUUDBQ-ZWSMLAFMSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
YPPSMYLMSKHYAY-UHFFFAOYSA-N	Mouse	2.5	mg/kg		2.5 mg/kg	Chemical Probes Portal	
FOLSZCLZVLICGG-GJYPPUQNSA-N	Mouse	1	mg/kg	IV	1 mg/kg IV, 15 mg/kg PO	Chemical Probes Portal	
FOLSZCLZVLICGG-GJYPPUQNSA-N	Mouse	15	mg/kg	PO	1 mg/kg IV, 15 mg/kg PO	Chemical Probes Portal	
FOLSZCLZVLICGG-GJYPPUQNSA-N	Monkey (Cynomolgus)	0.5	mg/kg	IV	0.5 mg/kg IV, 1 mg/kg PO	Chemical Probes Portal	
FOLSZCLZVLICGG-GJYPPUQNSA-N	Monkey (Cynomolgus)	1	mg/kg	PO	0.5 mg/kg IV, 1 mg/kg PO	Chemical Probes Portal	
AKCDDYGYIGPEKL-JQOQJDEVSA-N	Rat	40	mg/kg		10/40 mg/kg	Chemical Probes Portal	
AKCDDYGYIGPEKL-JQOQJDEVSA-N	Dog	5	mg/kg		5 mg/kg and 20 mg/kg	Chemical Probes Portal	
AKCDDYGYIGPEKL-JQOQJDEVSA-N	Dog	20	mg/kg		5 mg/kg and 20 mg/kg	Chemical Probes Portal	
HFOBENSCBRZVSP-NRFSWKIWSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 30 mg/Kg PO	Chemical Probes Portal	
HFOBENSCBRZVSP-NRFSWKIWSA-N	Mouse	30	mg/kg	PO	1 mg/Kg IV, 30 mg/Kg PO	Chemical Probes Portal	
XYKISMBNQVUKPW-GOSISDBHSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
XYKISMBNQVUKPW-GOSISDBHSA-N	Mouse					Chemical Probes Portal	
JJRRWLVKNLMRSA-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
ZZFKEZYGYPWBGP-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
ZZFKEZYGYPWBGP-UHFFFAOYSA-N	Mouse	60	mg/kg		60 mg/Kg	Chemical Probes Portal	
STQKUEFQEVDNLU-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/kg	Chemical Probes Portal	
MVYWULXPOKYILU-UHFFFAOYSA-N	Mouse	0.5	mg/kg	IV	0.5 mg/Kg IV, 30 mg/Kg PO	Chemical Probes Portal	
MVYWULXPOKYILU-UHFFFAOYSA-N	Mouse	30	mg/kg	PO	0.5 mg/Kg IV, 30 mg/Kg PO	Chemical Probes Portal	
OLEFHQBTXFCZON-HXUWFJFHSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
OLEFHQBTXFCZON-HXUWFJFHSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
OLEFHQBTXFCZON-HXUWFJFHSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
OLEFHQBTXFCZON-HXUWFJFHSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
OLEFHQBTXFCZON-HXUWFJFHSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
OLEFHQBTXFCZON-HXUWFJFHSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
WZMIWVZGYMKUDV-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
WZMIWVZGYMKUDV-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
LPQXZOJIUVOCAL-NRFANRHFSA-N	Mouse	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
LPQXZOJIUVOCAL-NRFANRHFSA-N	Mouse	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
LPQXZOJIUVOCAL-NRFANRHFSA-N	Rat	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
LPQXZOJIUVOCAL-NRFANRHFSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
LPQXZOJIUVOCAL-NRFANRHFSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
LPQXZOJIUVOCAL-NRFANRHFSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YBXRSCXGRPSTMW-CYBMUJFWSA-N	Mouse					Chemical Probes Portal	
YBXRSCXGRPSTMW-CYBMUJFWSA-N	Rat					Chemical Probes Portal	
YBXRSCXGRPSTMW-CYBMUJFWSA-N	Dog					Chemical Probes Portal	
YBXRSCXGRPSTMW-CYBMUJFWSA-N	Mouse	4	mg/kg		4 mg/Kg	Chemical Probes Portal	
YBXRSCXGRPSTMW-CYBMUJFWSA-N	Mouse	4	mg/kg		4 mg/Kg	Chemical Probes Portal	
SCLLZBIBSFTLIN-INOGPEIASA-N	Mouse	30	mg/kg		30 mgKg	Chemical Probes Portal	
DNHPDWGIXIMXSA-CXNSMIOJSA-N	Rat	1	mg/kg		1-30 mg/Kg	Chemical Probes Portal	
DNHPDWGIXIMXSA-CXNSMIOJSA-N	Mouse	1	mg/kg		1-10 mg/Kg	Chemical Probes Portal	
MMJPVSDTLGFIQW-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
MMJPVSDTLGFIQW-UHFFFAOYSA-N	Rat	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
KVMGAIOTUIGROS-AZUAARDMSA-N	Mouse	1	mg/kg		0.03, 0.1, 0.3 and 1 mg/kg	Chemical Probes Portal	
ZGTWRRCZLAOQMY-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
ZHXNIYGJAOPMSO-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
ZHXNIYGJAOPMSO-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
RXSCURXNWIHEAV-UHFFFAOYSA-N	Mouse	0.2	mg/kg		0.2 mg/Kg	Chemical Probes Portal	
RXSCURXNWIHEAV-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
BJFSUDWKXGMUKA-UHFFFAOYSA-N	Mouse	180	mg/kg		180 mg/kg	Chemical Probes Portal	
RNAMYOYQYRYFQY-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	Chemical Probes Portal	
QOECJCJVIMVJGX-UHFFFAOYSA-N	Mouse	1	mg/mL		1 mg/mL	Chemical Probes Portal	
DPJNKUOXBZSZAI-UHFFFAOYSA-N	Mouse	150	mg/kg		15, 50 or 150 mg/kg	Chemical Probes Portal	
OTTJIRVZJJGFTK-SFHVURJKSA-N	Other	0.8	mg/kg		0.8 mg/kg (rat), 10-100 mg/kg (mouse)	Chemical Probes Portal	
OTTJIRVZJJGFTK-SFHVURJKSA-N	Other	10	mg/kg		0.8 mg/kg (rat), 10-100 mg/kg (mouse)	Chemical Probes Portal	
ZKXZLIFRWWKZRY-KRWDZBQOSA-N	Mouse	10	mg/kg		10 mg/kg, 2 mg/kg (IV)	Chemical Probes Portal	
ZKXZLIFRWWKZRY-KRWDZBQOSA-N	Mouse	2	mg/kg	IV	10 mg/kg, 2 mg/kg (IV)	Chemical Probes Portal	
PSOXOVKYGWBTPB-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg, 40 mg/Kg, 50 mg/Kg	Chemical Probes Portal	
PSOXOVKYGWBTPB-UHFFFAOYSA-N	Mouse	40	mg/kg		30 mg/Kg, 40 mg/Kg, 50 mg/Kg	Chemical Probes Portal	
PSOXOVKYGWBTPB-UHFFFAOYSA-N	Mouse	50	mg/kg		30 mg/Kg, 40 mg/Kg, 50 mg/Kg	Chemical Probes Portal	
MPUQHZXIXSTTDU-QXGSTGNESA-N	Other	10	mg/kg		10-60 mg/kg	Chemical Probes Portal	
DYIRSNMPIZZNBK-UHFFFAOYSA-N	Mouse	40	mg/kg		4 and 40 mg/kg	Chemical Probes Portal	
DRLCSJFKKILATL-YWCVFVGNSA-N	Other	0.5	mg/kg		0.5 mg/kg (rat)	Chemical Probes Portal	
ZDNGJXBUEQNFBQ-GCJKJVERSA-N	Rat	35	umol/kg		35-50 µmol/kg	Chemical Probes Portal	
QJJXYPPXXYFBGM-LFZNUXCKSA-N	Rat	10	mg/kg		1, 2, 5, 10 mg/Kg	Chemical Probes Portal	
YKNAKDFZAWQEEO-IBGZPJMESA-N	Mouse	3	mg/mL		3 mg/mL	Chemical Probes Portal	
QJZRFPJCWMNVAV-HHHXNRCGSA-N	Mouse					Chemical Probes Portal	
QJZRFPJCWMNVAV-HHHXNRCGSA-N	Mouse					Chemical Probes Portal	
JNAHVYVRKWKWKQ-CYBMUJFWSA-N	Other	10	mg/kg		10 mg/kg (mice), 5 mg/kg (rat)	Chemical Probes Portal	
JNAHVYVRKWKWKQ-CYBMUJFWSA-N	Other	5	mg/kg		10 mg/kg (mice), 5 mg/kg (rat)	Chemical Probes Portal	
FDLYAMZZIXQODN-UHFFFAOYSA-N	Other	10	mg/kg		10 mg/kg (mouse)  , 15 mg/kg (rat), 2.5 mg/kg (dog)	Chemical Probes Portal	
FDLYAMZZIXQODN-UHFFFAOYSA-N	Other	15	mg/kg		10 mg/kg (mouse)  , 15 mg/kg (rat), 2.5 mg/kg (dog)	Chemical Probes Portal	
FDLYAMZZIXQODN-UHFFFAOYSA-N	Other	2.5	mg/kg		10 mg/kg (mouse)  , 15 mg/kg (rat), 2.5 mg/kg (dog)	Chemical Probes Portal	
PCHKPVIQAHNQLW-CQSZACIVSA-N	Other					Chemical Probes Portal	
ULXXDDBFHOBEHA-CWDCEQMOSA-N	Mouse	20	mg/kg		20 mg/kg	Chemical Probes Portal	
KXBDTLQSDKGAEB-UHFFFAOYSA-N	Other	50	mg/kg		50 mg/kg	Chemical Probes Portal	
LGWDVWIZDPGCFG-UHFFFAOYSA-N	Mouse				2 (IV), 10 (PO) mg/Kg	Chemical Probes Portal	
SQSZANZGUXWJEA-UHFFFAOYSA-N	Other	100	mg/kg		30, 60, 100 mg/Kg	Chemical Probes Portal	
GMPQGWXPDRNCBL-UHFFFAOYSA-N	Other	10	mg/kg		10 mg/kg	Chemical Probes Portal	
CYOHGALHFOKKQC-UHFFFAOYSA-N	Mouse	10	mg/kg		10-100 mg/kg	Chemical Probes Portal	
REVJNSVNICWODC-KIDMSAQOSA-N	Mouse	300	mg/kg		300 mg/kg (with extended release vehicle)	Chemical Probes Portal	
DFBDRVGWBHBJNR-BBNFHIFMSA-N	Other	5	mg/kg		5-100 mg/Kg	Chemical Probes Portal	
RRZVGDGTWNQAPW-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	Chemical Probes Portal	
ITTRLTNMFYIYPA-UHFFFAOYSA-N	Other	1	mg/kg	IV	1 mg/Kg IV, 10-25 mg/Kg PO	Chemical Probes Portal	
ITTRLTNMFYIYPA-UHFFFAOYSA-N	Other	10	mg/kg	PO	1 mg/Kg IV, 10-25 mg/Kg PO	Chemical Probes Portal	
PMQUGSPFUBGJCZ-CHOKWEPUSA-N	Other	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
PMQUGSPFUBGJCZ-CHOKWEPUSA-N	Other	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
QKPUKWQKXUUTOK-UHFFFAOYSA-N	Other	80	mg/kg		80 mg/kg	Chemical Probes Portal	
MFYLCAMJNGIULC-KCVUFLITSA-N	Other	0.5	mg/kg		0.5 mg/Kg, 16 mg/Kg, 25 mg/Kg	Chemical Probes Portal	
MFYLCAMJNGIULC-KCVUFLITSA-N	Other	16	mg/kg		0.5 mg/Kg, 16 mg/Kg, 25 mg/Kg	Chemical Probes Portal	
MFYLCAMJNGIULC-KCVUFLITSA-N	Other	25	mg/kg		0.5 mg/Kg, 16 mg/Kg, 25 mg/Kg	Chemical Probes Portal	
PIEQDBPBBQPLPL-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg, 60 mg/Kg	Chemical Probes Portal	
PIEQDBPBBQPLPL-UHFFFAOYSA-N	Mouse	60	mg/kg		30 mg/Kg, 60 mg/Kg	Chemical Probes Portal	
UMUQEMHROZVOTF-LJQANCHMSA-N	Mouse	3	mg/kg		3 mg/kg	Chemical Probes Portal	
VPQCHIWQHIOPQS-UHFFFAOYSA-N	Mouse	15	mg/kg	IV	15 mg/Kg IV, 30 mg/Kg IP	Chemical Probes Portal	
VPQCHIWQHIOPQS-UHFFFAOYSA-N	Mouse	30	mg/kg	IP	15 mg/Kg IV, 30 mg/Kg IP	Chemical Probes Portal	
HXBRBOYWXDLHDC-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
HXBRBOYWXDLHDC-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
HXBRBOYWXDLHDC-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
FQAXDSVNYVVQSE-UHFFFAOYSA-N	Other	30	mg/kg		5, 10, 30 mg/Kg	Chemical Probes Portal	
VTFWALACVWFKNO-OCJYXSBASA-N	Rat	0.3	mg/kg		0.3 mg/kg	Chemical Probes Portal	
VTFWALACVWFKNO-OCJYXSBASA-N	Rat	1	mg/kg		1.0 mg/kg	Chemical Probes Portal	
VTFWALACVWFKNO-OCJYXSBASA-N	Dog	0.3	mg/kg		0.3 mg/kg	Chemical Probes Portal	
VTFWALACVWFKNO-OCJYXSBASA-N	Dog	1	mg/kg		1.0 mg/kg	Chemical Probes Portal	
VTFWALACVWFKNO-OCJYXSBASA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/kg	Chemical Probes Portal	
VTFWALACVWFKNO-OCJYXSBASA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
RJTJRVASUFIDQM-UHFFFAOYSA-N	Rat	2.5	mg/kg		2.5 mg/Kg	Chemical Probes Portal	
RJTJRVASUFIDQM-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
RJTJRVASUFIDQM-UHFFFAOYSA-N	Dog	1.5	mg/kg		1.5 mg/Kg	Chemical Probes Portal	
MDGIEDNDSFMSLP-UHFFFAOYSA-N	Other	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
BHKDKKZMPODMIQ-UHFFFAOYSA-N	Other				1 IV, 3 PO mg/Kg (M), 0.5 IV, 3 PO mg/Kg (R), 0.1 IV, 0.3 PO mg/Kg (D)	Chemical Probes Portal	
NMQUSJQZQWKQBL-UHFFFAOYSA-N	Other	25	mg/kg		25 mg/Kg	Chemical Probes Portal	
LBVKEEFIPBQIMD-JTQLQIEISA-N	Other	3	mg/kg	IV	3 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 50-100 mg/Kg	Chemical Probes Portal	
LBVKEEFIPBQIMD-JTQLQIEISA-N	Other	10	mg/kg	PO	3 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 50-100 mg/Kg	Chemical Probes Portal	
LBVKEEFIPBQIMD-JTQLQIEISA-N	Other	50	mg/kg		3 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 50-100 mg/Kg	Chemical Probes Portal	
FIVSJYGQAIEMOC-ZGNKEGEESA-N	Other	0.3	mg/kg		0.3 mg/kg, 1.0 mg/Kg IV, o.3 mg/Kg PO	Chemical Probes Portal	
FIVSJYGQAIEMOC-ZGNKEGEESA-N	Other	1	mg/kg	IV	0.3 mg/kg, 1.0 mg/Kg IV, o.3 mg/Kg PO	Chemical Probes Portal	
FIVSJYGQAIEMOC-ZGNKEGEESA-N	Other	3	mg/kg	PO	0.3 mg/kg, 1.0 mg/Kg IV, o.3 mg/Kg PO	Chemical Probes Portal	
WMOAPWVQPPIAFY-HSZRJFAPSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
JLNAZAXGWJVJEC-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
JLNAZAXGWJVJEC-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
JLNAZAXGWJVJEC-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JLNAZAXGWJVJEC-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
JLNAZAXGWJVJEC-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JLNAZAXGWJVJEC-UHFFFAOYSA-N	Dog	6.72	mg/kg		6.72 mg/Kg	Chemical Probes Portal	
YLGMPWWMPCGYBF-UHFFFAOYSA-N	Mouse					Chemical Probes Portal	
YLGMPWWMPCGYBF-UHFFFAOYSA-N	Rat					Chemical Probes Portal	
YLGMPWWMPCGYBF-UHFFFAOYSA-N	Dog					Chemical Probes Portal	
YLGMPWWMPCGYBF-UHFFFAOYSA-N	Monkey (Cynomolgus)					Chemical Probes Portal	
RGHLRMNPUGUZEY-UHFFFAOYSA-N	Rat					Chemical Probes Portal	
RGHLRMNPUGUZEY-UHFFFAOYSA-N	Rat					Chemical Probes Portal	
RGHLRMNPUGUZEY-UHFFFAOYSA-N	Mouse	25	mg/kg		25 mg/kg	Chemical Probes Portal	
RDLSKDOSNKLEAQ-UHFFFAOYSA-N	Other				1 (IV), 5-30 (PO) mg/Kg	Chemical Probes Portal	
KGSBEYKVWODBRD-ICSRJNTNSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
XSQUJFKRXZMOKA-PAFIKIDNSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
XSQUJFKRXZMOKA-PAFIKIDNSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
XUZMWHLSFXCVMG-UHFFFAOYSA-N	Other	10	mg/kg		1, 3, 10 mg/Kg	Chemical Probes Portal	
SGSFONPFVRRJLS-UHFFFAOYSA-N	Rat	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
SGSFONPFVRRJLS-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
SGSFONPFVRRJLS-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
SGSFONPFVRRJLS-UHFFFAOYSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
SGSFONPFVRRJLS-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
SGSFONPFVRRJLS-UHFFFAOYSA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
SGSFONPFVRRJLS-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
XLOGLWKOHPIJLV-UHFFFAOYSA-N	Other	2	mg/kg	PO	2 mg/kg oral, 1 mg/kg IV crossover (mouse and rat)	Chemical Probes Portal	
XLOGLWKOHPIJLV-UHFFFAOYSA-N	Other	1	mg/kg	IV	2 mg/kg oral, 1 mg/kg IV crossover (mouse and rat)	Chemical Probes Portal	
LOGJQOUIVKBFGH-YBEGLDIGSA-N	Mouse	2	mg/kg		2-4 mg/Kg	Chemical Probes Portal	
JIFCFQDXHMUPGP-UHFFFAOYSA-N	Mouse	100	mg/kg		100 mg/kg	Chemical Probes Portal	
NDEXUOWTGYUVGA-LJQANCHMSA-N	Other	40	mg/kg		4, 20, and 40 mg/kg (4 mg/kg)	Chemical Probes Portal	
NDEXUOWTGYUVGA-LJQANCHMSA-N	Other	4	mg/kg		4, 20, and 40 mg/kg (4 mg/kg)	Chemical Probes Portal	
MUOKSQABCJCOPU-UHFFFAOYSA-N	Mouse	75	mg/mL		75 mg/mL	Chemical Probes Portal	
CMWRPDHVGMHLSZ-GFCCVEGCSA-N	Rat	3	mg/kg		3 mg/kg	Chemical Probes Portal	
DADASRPKWOGKCU-FVTQAUBDSA-N	Other	2.4	mg/kg		2.4-20 mg/kg	Chemical Probes Portal	
HZASIAXCPXTISQ-NVXWUHKLSA-N	Other					Chemical Probes Portal	
AUMDBEHGJRZSOO-UHFFFAOYSA-N	Other	100	mg/kg		100 mg/kg	Chemical Probes Portal	
STUWGJZDJHPWGZ-LBPRGKRZSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	
HTFNVAVTYILUCF-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/kg	Chemical Probes Portal	
VEPKQEUBKLEPRA-UHFFFAOYSA-N	Other	40	mg/kg		40 mg/kg (43 mg/kg)	Chemical Probes Portal	
VEPKQEUBKLEPRA-UHFFFAOYSA-N	Other	43	mg/kg		40 mg/kg (43 mg/kg)	Chemical Probes Portal	
KDGFLJKFZUIJMX-UHFFFAOYSA-N	Mouse	6	mg/kg		6 mg/kg	Chemical Probes Portal	
ZBCMHWUFWQFPLV-VVOJOOEHSA-N	Other	30	mg/kg		10, 20, and 30 mg/kg	Chemical Probes Portal	
IVUGFMLRJOCGAS-UHFFFAOYSA-N	Mouse	3.75	mg/kg		3.75-15 mg/kg	Chemical Probes Portal	
JCINBYQJBYJGDM-UHFFFAOYSA-N	Other	1	mg/kg		1-100 mg/kg	Chemical Probes Portal	
JUSFANSTBFGBAF-IRXDYDNUSA-N	Other	4	uM/kg		4 uM/kg (rat), 7.5-15 mg/kg (mouse)	Chemical Probes Portal	
JUSFANSTBFGBAF-IRXDYDNUSA-N	Other	7.5	mg/kg		4 uM/kg (rat), 7.5-15 mg/kg (mouse)	Chemical Probes Portal	
HXMGCTFLLWPVFM-GOSISDBHSA-N	Mouse					Chemical Probes Portal	
DEZZLWQELQORIU-RELWKKBWSA-N	Mouse	25	mg/kg		25 mg/kg	Chemical Probes Portal	
IENLGMOXAQMNEH-CYBMUJFWSA-N	Mouse	25	mg/kg		25 - 150 mg/kg	Chemical Probes Portal	
LHNIIDJUOCFXAP-UHFFFAOYSA-N	Mouse				75 ng/kg	Chemical Probes Portal	
MJSHVHLADKXCML-RQNOJGIXSA-N	Mouse	3	mg/mL		3 mg/mL	Chemical Probes Portal	
AHYMHWXQRWRBKT-UHFFFAOYSA-N	Mouse	100	mg/kg		3, 10, 30, and 100 mg/kg	Chemical Probes Portal	
VASPFLVEEOBQOS-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
VASPFLVEEOBQOS-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
VASPFLVEEOBQOS-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
VASPFLVEEOBQOS-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
VASPFLVEEOBQOS-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
VASPFLVEEOBQOS-UHFFFAOYSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
AYCPARAPKDAOEN-LJQANCHMSA-N	Mouse	7.5	mg/kg		7.5-30 mg/kg	Chemical Probes Portal	
DEEOXSOLTLIWMG-UHFFFAOYSA-N	Other	10	mg/kg		10-100 mg/kg	Chemical Probes Portal	
QAPAJIZPZGWAND-UHFFFAOYSA-N	Other	2	mg/kg		2 mg/kg	Chemical Probes Portal	
LQBVNQSMGBZMKD-UHFFFAOYSA-N	Other	12.5	mg/kg		12.5 mg/kg	Chemical Probes Portal	
SOYCFODXNRVBTI-UHFFFAOYSA-N	Other	5	mg/kg		5 mg/kg	Chemical Probes Portal	
ZFBHXVOCZBPADE-SSEXGKCCSA-N	Other	25	mg/kg		25 mg/kg, Reviewer suggested dose: 6.25-25 mg/Kg IV	Chemical Probes Portal	
ZFBHXVOCZBPADE-SSEXGKCCSA-N	Other	6.25	mg/kg	IV	25 mg/kg, Reviewer suggested dose: 6.25-25 mg/Kg IV	Chemical Probes Portal	
GXTJETQFYHZHNB-GASCZTMLSA-N	Mouse	10	mg/kg		10 mg/Kg, 100 mg/Kg	Chemical Probes Portal	
GXTJETQFYHZHNB-GASCZTMLSA-N	Mouse	100	mg/kg		10 mg/Kg, 100 mg/Kg	Chemical Probes Portal	
QLXULUNLCRKWRD-UHFFFAOYSA-N	Other				2.9 (IV) mg/kg, 33 (PO) mg/kg	Chemical Probes Portal	
ONIQOQHATWINJY-UHFFFAOYSA-N	Mouse	100	mg/kg		100 mg/Kg	Chemical Probes Portal	
WBLVOWHFRUAMCP-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
WBLVOWHFRUAMCP-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/kg	Chemical Probes Portal	
DTBGJTHCIGPRDA-UHFFFAOYSA-N	Mouse	30	mg/kg		30-50 mg/Kg	Chemical Probes Portal	
DKZYXHCYPUVGAF-JCNLHEQBSA-N	Other	1	mg/kg		1-20 mg/Kg	Chemical Probes Portal	
SXWMIXPJPNCXQQ-UHFFFAOYSA-N	Other	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
BKWJAKQVGHWELA-UHFFFAOYSA-N	Other	20	mg/kg		5, 10, or 20 mg/kg, Reviewer suggest: 20 and 30 mg/Kg	Chemical Probes Portal	
BKWJAKQVGHWELA-UHFFFAOYSA-N	Other	30	mg/kg		5, 10, or 20 mg/kg, Reviewer suggest: 20 and 30 mg/Kg	Chemical Probes Portal	
IRTDIKMSKMREGO-OAHLLOKOSA-N	Other	1	mg/kg	IV	1 mg/Kg (IV), 10 mg/Kg (PO), 10 mg/Kg (IP)	Chemical Probes Portal	
IRTDIKMSKMREGO-OAHLLOKOSA-N	Other	10	mg/kg	PO	1 mg/Kg (IV), 10 mg/Kg (PO), 10 mg/Kg (IP)	Chemical Probes Portal	
