inchikey	source_db	property	ordinal	value
SQVXWIUVAILQRH-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1161709
SQVXWIUVAILQRH-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/nsc-123414
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	rating_in_cell	0	0
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	rating_in_organism	0	0
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	rating_count	0	0
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	unsuitable	0	Yes
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	pains	0	No
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	toxicophore	0	Yes
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	published_date	0	2017-07-08
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	canSAR_ID	0	344422
ZGSXEXBYLJIOGF-ALFLXDJESA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/iwr-1
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2017-07-08
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1499401
PISBNXWDAGANOP-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/ag-014376
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2017-07-08
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1903925
HGEPGGJUGUMFHT-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/ku-0058948
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2017-07-08
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1696288
YQSZNYLPVBOGPO-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/ku-58684
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	Yes
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2017-07-08
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1401652
SDXBGOVSVBZDFL-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/cep-6800
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	rating_in_cell	0	0
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	rating_in_organism	0	0
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	rating_count	0	0
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	unsuitable	0	Yes
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	pains	0	No
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	toxicophore	0	Yes
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	published_date	0	2017-07-08
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	canSAR_ID	0	99599
UVSVTDVJQAJIFG-VURMDHGXSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/lfm-a13
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2017-07-08
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	56360
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/4-bromo-benzamide
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2017-07-08
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1107542
SQCWABLHLAOJBR-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/wlh
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-03-05
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	3312888
LPTGUSPVGHUCQF-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/ruski-41
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	rating_in_cell	0	3
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	rating_in_organism	0	2.5
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	rating_count	0	2
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	unsuitable	0	No
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	pains	0	No
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	toxicophore	0	No
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	published_date	0	2020-05-17
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	canSAR_ID	0	137938
ATUUNJCZCOMUKD-OKILXGFUSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/mli-2
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-03-05
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1861430
AEENEMOEBJOKGN-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/ruski-43
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	rating_in_cell	0	3
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	rating_in_organism	0	0
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	rating_count	0	1
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	unsuitable	0	No
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	pains	0	No
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	toxicophore	0	No
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	published_date	0	2020-05-29
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	canSAR_ID	0	2968796
XKBSPAZCFAIBJL-OAHLLOKOSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/r-zinc-3573
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	4
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	4
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	1
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-05-24
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	2913055
KMESAVNRPDKZCQ-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/bi-1935
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	rating_in_cell	0	3.6666666666666665
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	rating_in_organism	0	3.6666666666666665
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	rating_count	0	3
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	unsuitable	0	No
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	pains	0	No
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	toxicophore	0	No
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	published_date	0	2020-05-24
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	canSAR_ID	0	752127
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/bi-2545
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	rating_in_cell	0	2.3333333333333335
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	rating_in_organism	0	2
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	rating_count	0	3
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	unsuitable	0	No
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	pains	0	No
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	toxicophore	0	Yes
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	published_date	0	2020-07-09
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	canSAR_ID	0	2959399
BTSUNSRQYLVGIS-ADTYUTHVSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/m-808
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	2
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	2
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-07-16
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	770107
PROGRNRRJJYCNX-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/cmld-2
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	rating_in_cell	0	3
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	rating_in_organism	0	2.5
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	rating_count	0	2
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	unsuitable	0	No
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	pains	0	No
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	toxicophore	0	No
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	published_date	0	2020-07-10
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	canSAR_ID	0	2945470
JQNINBDKGLWYMU-GEAQBIRJSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/amg-176-0
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	2
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	3
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	1
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-09-24
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	3150984
VSZRYLHBOKTNBO-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/tp-020
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	3
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	2.5
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	2
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-10-22
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	750570
CGECJCJUHCZZGO-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/mbm-55
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	rating_in_cell	0	3
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	rating_in_organism	0	3
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	rating_count	0	2
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	unsuitable	0	No
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	pains	0	No
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	toxicophore	0	No
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	published_date	0	2020-10-23
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	canSAR_ID	0	788421
OTKTZEZTFCAULO-DEOSSOPVSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/gsk2973980a
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	2
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	2
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	2
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-10-22
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	753008
XMNLWOQHMQRHDV-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/nct-505
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	2
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	4
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	1
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2020-11-30
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	516958
BATCTBJIJJEPHM-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/pf-04457845
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	rating_in_cell	0	0
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	rating_in_organism	0	0
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	rating_count	0	0
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	unsuitable	0	Yes
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	pains	0	Yes
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	toxicophore	0	Yes
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	published_date	0	2020-12-02
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	canSAR_ID	0	866964
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/tanespimycin-17-aag
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	2
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	2
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	2
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	Yes
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2021-02-01
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	937342
QCQQONWEDCOTBV-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/1331852
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	rating_in_cell	0	3
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	rating_in_organism	0	0
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	rating_count	0	3
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	unsuitable	0	No
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	pains	0	No
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	toxicophore	0	No
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	published_date	0	2021-03-28
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	canSAR_ID	0	3194987
BSISGUIVBKDTQO-QIKYYPRYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/bay-850
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	rating_in_cell	0	3
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	rating_in_organism	0	3
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	rating_count	0	2
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	unsuitable	0	No
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	pains	0	No
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	toxicophore	0	No
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	published_date	0	2021-05-20
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	canSAR_ID	0	788372
XUYMIRYNRKXKOR-HMHJJOSWSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/vimirogant
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	rating_in_cell	0	0
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	rating_in_organism	0	0
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	rating_count	0	0
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	unsuitable	0	Yes
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	pains	0	No
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	toxicophore	0	Yes
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	published_date	0	2021-05-27
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	canSAR_ID	0	3313089
CYPYTURSJDMMMP-WVCUSYJESA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/tris-dba-palladium
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	Yes
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2021-05-27
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	296713
XUSDVLHKNBOGJY-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/d-nmappd
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	0
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	0
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	0
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	Yes
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	Yes
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2021-05-27
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1052019
JYZJYKOZGGEXSX-UHFFFAOYSA-N	Chemical Probes Portal	url	0	https://www.chemicalprobes.org/unsuitables/2-hydroxymyristic-acid
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_cell	0	2.6666666666666665
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	rating_in_organism	0	2
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	rating_count	0	3
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	unsuitable	0	No
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	pains	0	No
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	toxicophore	0	No
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	published_date	0	2021-10-06
WUJVPELCYCESAP-UHFFFAOYSA-N	Chemical Probes Portal	canSAR_ID	0	1877870
