uniprot_id	target_key	hgnc	species
O43174	CYP26A1	CYP26A1	Homo sapiens (Human)
Q02318	CYP27A1	CYP27A1	Homo sapiens (Human)
O15528	CYP27B1	CYP27B1	Homo sapiens (Human)
P11509	CYP2A6	CYP2A6	Homo sapiens (Human)
P20813	CYP2B6	CYP2B6	Homo sapiens (Human)
P33261	CYP2C19	CYP2C19	Homo sapiens (Human)
P11712	CYP2C9	CYP2C9	Homo sapiens (Human)
P10635	CYP2D6	CYP2D6	Homo sapiens (Human)
Q8TAV3	CYP2W1	CYP2W1	Homo sapiens (Human)
P08684	CYP3A4	CYP3A4	Homo sapiens (Human)
P20815	CYP3A5	CYP3A5	Homo sapiens (Human)
Q02928	CYP4A11	CYP4A11	Homo sapiens (Human)
P78329	CYP4F2	CYP4F2	Homo sapiens (Human)
Q16850	CYP51A1	CYP51A1	Homo sapiens (Human)
P22680	CYP7A1	CYP7A1	Homo sapiens (Human)
Q9Y271	CYSLTR1	CYSLTR1	Homo sapiens (Human)
Q9NS75	CYSLTR2	CYSLTR2	Homo sapiens (Human)
Q15438	CYTH1	CYTH1	Homo sapiens (Human)
Q99418	CYTH2	CYTH2	Homo sapiens (Human)
Q9Y4D2	DAGLA	DAGLA	Homo sapiens (Human)
Q8NCG7	DAGLB	DAGLB	Homo sapiens (Human)
P14920	DAO	DAO	Homo sapiens (Human)
P53355	DAPK1	DAPK1	Homo sapiens (Human)
O43293	DAPK3	DAPK3	Homo sapiens (Human)
P09172	DBH	DBH	Homo sapiens (Human)
Q66K64	DCAF15	DCAF15	Homo sapiens (Human)
P27707	DCK	DCK	Homo sapiens (Human)
Q96C86	DCPS	DCPS	Homo sapiens (Human)
Q9H773	DCTPP1	DCTPP1	Homo sapiens (Human)
Q96GG9	DCUN1D1	DCUN1D1	Homo sapiens (Human)
P20711	DDC	DDC	Homo sapiens (Human)
Q08345	DDR1	DDR1	Homo sapiens (Human)
Q16832	DDR2	DDR2	Homo sapiens (Human)
O00571	DDX3X	DDX3X	Homo sapiens (Human)
P17844	DDX5	DDX5	Homo sapiens (Human)
O15121	DEGS1	DEGS1	Homo sapiens (Human)
O75907	DGAT1	DGAT1	Homo sapiens (Human)
Q96PD7	DGAT2	DGAT2	Homo sapiens (Human)
Q15392	DHCR24	DHCR24	Homo sapiens (Human)
Q9UBM7	DHCR7	DHCR7	Homo sapiens (Human)
P00374	DHFR	DHFR	Homo sapiens (Human)
O43323	DHH	DHH	Homo sapiens (Human)
Q02127	DHODH	DHODH	Homo sapiens (Human)
P49366	DHPS	DHPS	Homo sapiens (Human)
P49895	DIO1	DIO1	Homo sapiens (Human)
P10515	DLAT	DLAT	Homo sapiens (Human)
P25685	DNAJB1	DNAJB1	Homo sapiens (Human)
Q13609	DNASE1L3	DNASE1L3	Homo sapiens (Human)
Q05193	DNM1	DNM1	Homo sapiens (Human)
P50570	DNM2	DNM2	Homo sapiens (Human)
P26358	DNMT1	DNMT1	Homo sapiens (Human)
Q9Y6K1	DNMT3A	DNMT3A	Homo sapiens (Human)
Q9H7D0	DOCK5	DOCK5	Homo sapiens (Human)
Q8TEK3	DOT1L	DOT1L	Homo sapiens (Human)
P16444	DPEP1	DPEP1	Homo sapiens (Human)
P27487	DPP4	DPP4	Homo sapiens (Human)
Q9UHL4	DPP7	DPP7	Homo sapiens (Human)
Q6V1X1	DPP8	DPP8	Homo sapiens (Human)
Q86TI2	DPP9	DPP9	Homo sapiens (Human)
Q12882	DPYD	DPYD	Homo sapiens (Human)
P21728	DRD1	DRD1	Homo sapiens (Human)
P14416	DRD2	DRD2	Homo sapiens (Human)
P35462	DRD3	DRD3	Homo sapiens (Human)
P21917	DRD4	DRD4	Homo sapiens (Human)
P21918	DRD5	DRD5	Homo sapiens (Human)
P23919	DTYMK	DTYMK	Homo sapiens (Human)
Q16828	DUSP6	DUSP6	Homo sapiens (Human)
P33316	DUT	DUT	Homo sapiens (Human)
Q13627	DYRK1A	DYRK1A	Homo sapiens (Human)
Q9Y463	DYRK1B	DYRK1B	Homo sapiens (Human)
Q92630	DYRK2	DYRK2	Homo sapiens (Human)
O43781	DYRK3	DYRK3	Homo sapiens (Human)
P27487	Dpp4	DPP4	Homo sapiens (Human)
Q15125	EBP	EBP	Homo sapiens (Human)
P42892	ECE1	ECE1	Homo sapiens (Human)
P0DPD6	ECE2	ECE2	Homo sapiens (Human)
P25101	EDNRA	EDNRA	Homo sapiens (Human)
P24530	EDNRB	EDNRB	Homo sapiens (Human)
O75530	EED	EED	Homo sapiens (Human)
P68104	EEF1A1	EEF1A1	Homo sapiens (Human)
P00533	EGFR	EGFR	Homo sapiens (Human)
Q9GZT9	EGLN1	EGLN1	Homo sapiens (Human)
Q96KS0	EGLN2	EGLN2	Homo sapiens (Human)
Q9H6Z9	EGLN3	EGLN3	Homo sapiens (Human)
Q9H9B1	EHMT1	EHMT1	Homo sapiens (Human)
Q96KQ7	EHMT2	EHMT2	Homo sapiens (Human)
Q9BQI3	EIF2AK1	EIF2AK1	Homo sapiens (Human)
P19525	EIF2AK2	EIF2AK2	Homo sapiens (Human)
Q9NZJ5	EIF2AK3	EIF2AK3	Homo sapiens (Human)
Q9UI10	EIF2B4	EIF2B4	Homo sapiens (Human)
P60842	EIF4A1	EIF4A1	Homo sapiens (Human)
Q14240	EIF4A2	EIF4A2	Homo sapiens (Human)
P38919	EIF4A3	EIF4A3	Homo sapiens (Human)
P06730	EIF4E	EIF4E	Homo sapiens (Human)
Q04637	EIF4G1	EIF4G1	Homo sapiens (Human)
P08246	ELANE	ELANE	Homo sapiens (Human)
Q15717	ELAVL1	ELAVL1	Homo sapiens (Human)
Q9H5J4	ELOVL6	ELOVL6	Homo sapiens (Human)
O95163	ELP1	ELP1	Homo sapiens (Human)
Q9HC35	EML4	EML4	Homo sapiens (Human)
P17813	ENG	ENG	Homo sapiens (Human)
Q16206	ENOX2	ENOX2	Homo sapiens (Human)
Q07075	ENPEP	ENPEP	Homo sapiens (Human)
Q13822	ENPP2	ENPP2	Homo sapiens (Human)
O14638	ENPP3	ENPP3	Homo sapiens (Human)
Q9Y6X5	ENPP4	ENPP4	Homo sapiens (Human)
Q6UWR7	ENPP6	ENPP6	Homo sapiens (Human)
Q09472	EP300	EP300	Homo sapiens (Human)
Q99814	EPAS1	EPAS1	Homo sapiens (Human)
P29317	EPHA2	EPHA2	Homo sapiens (Human)
P54753	EPHB3	EPHB3	Homo sapiens (Human)
P54760	EPHB4	EPHB4	Homo sapiens (Human)
P34913	EPHX2	EPHX2	Homo sapiens (Human)
P07814	EPRS1	EPRS1	Homo sapiens (Human)
P04626	ERBB2	ERBB2	Homo sapiens (Human)
P21860	ERBB3	ERBB3	Homo sapiens (Human)
Q15303	ERBB4	ERBB4	Homo sapiens (Human)
P07992	ERCC1	ERCC1	Homo sapiens (Human)
P19447	ERCC3	ERCC3	Homo sapiens (Human)
Q92889	ERCC4	ERCC4	Homo sapiens (Human)
P28715	ERCC5	ERCC5	Homo sapiens (Human)
O75460	ERN1	ERN1	Homo sapiens (Human)
P03372	ESR1	ESR1	Homo sapiens (Human)
Q92731	ESR2	ESR2	Homo sapiens (Human)
P11474	ESRRA	ESRRA	Homo sapiens (Human)
P62508	ESRRG	ESRRG	Homo sapiens (Human)
Q01844	EWSR1	EWSR1	Homo sapiens (Human)
Q92800	EZH1	EZH1	Homo sapiens (Human)
Q15910	EZH2	EZH2	Homo sapiens (Human)
P00742	F10	F10	Homo sapiens (Human)
P03951	F11	F11	Homo sapiens (Human)
P00748	F12	F12	Homo sapiens (Human)
P00734	F2	F2	Homo sapiens (Human)
P25116	F2R	F2R	Homo sapiens (Human)
P55085	F2RL1	F2RL1	Homo sapiens (Human)
Q96RI0	F2RL3	F2RL3	Homo sapiens (Human)
P08709	F7	F7	Homo sapiens (Human)
P00740	F9	F9	Homo sapiens (Human)
O00519	FAAH	FAAH	Homo sapiens (Human)
P07148	FABP1	FABP1	Homo sapiens (Human)
A6NFH5	FABP12	FABP12	Homo sapiens (Human)
P12104	FABP2	FABP2	Homo sapiens (Human)
P05413	FABP3	FABP3	Homo sapiens (Human)
P15090	FABP4	FABP4	Homo sapiens (Human)
Q01469	FABP5	FABP5	Homo sapiens (Human)
P51161	FABP6	FABP6	Homo sapiens (Human)
O15540	FABP7	FABP7	Homo sapiens (Human)
Q0Z7S8	FABP9	FABP9	Homo sapiens (Human)
O60427	FADS1	FADS1	Homo sapiens (Human)
O95363	FARS2	FARS2	Homo sapiens (Human)
P49327	FASN	FASN	Homo sapiens (Human)
P09467	FBP1	FBP1	Homo sapiens (Human)
O00757	FBP2	FBP2	Homo sapiens (Human)
Q9UK99	FBXO3	FBXO3	Homo sapiens (Human)
P12319	FCER1A	FCER1A	Homo sapiens (Human)
P06734	FCER2	FCER2	Homo sapiens (Human)
P37268	FDFT1	FDFT1	Homo sapiens (Human)
P14324	FDPS	FDPS	Homo sapiens (Human)
P39748	FEN1	FEN1	Homo sapiens (Human)
O14842	FFAR1	FFAR1	Homo sapiens (Human)
O15552	FFAR2	FFAR2	Homo sapiens (Human)
O14843	FFAR3	FFAR3	Homo sapiens (Human)
Q5NUL3	FFAR4	FFAR4	Homo sapiens (Human)
P05230	FGF1	FGF1	Homo sapiens (Human)
P09038	FGF2	FGF2	Homo sapiens (Human)
P08620	FGF4	FGF4	Homo sapiens (Human)
P11362	FGFR1	FGFR1	Homo sapiens (Human)
P21802	FGFR2	FGFR2	Homo sapiens (Human)
P22607	FGFR3	FGFR3	Homo sapiens (Human)
P22455	FGFR4	FGFR4	Homo sapiens (Human)
P62942	FKBP1A	FKBP1A	Homo sapiens (Human)
Q02790	FKBP4	FKBP4	Homo sapiens (Human)
Q13451	FKBP5	FKBP5	Homo sapiens (Human)
Q01543	FLI1	FLI1	Homo sapiens (Human)
P21333	FLNA	FLNA	Homo sapiens (Human)
P17948	FLT1	FLT1	Homo sapiens (Human)
P36888	FLT3	FLT3	Homo sapiens (Human)
P35916	FLT4	FLT4	Homo sapiens (Human)
P49354	FNTA	FNTA	Homo sapiens (Human)
P49356	FNTB	FNTB	Homo sapiens (Human)
Q04609	FOLH1	FOLH1	Homo sapiens (Human)
P15328	FOLR1	FOLR1	Homo sapiens (Human)
P21462	FPR1	FPR1	Homo sapiens (Human)
P25090	FPR2	FPR2	Homo sapiens (Human)
P23945	FSHR	FSHR	Homo sapiens (Human)
P04066	FUCA1	FUCA1	Homo sapiens (Human)
P09958	FURIN	FURIN	Homo sapiens (Human)
P21217	FUT3	FUT3	Homo sapiens (Human)
P54710	FXYD2	FXYD2	Homo sapiens (Human)
P06241	FYN	FYN	Homo sapiens (Human)
Q9ULV1	FZD4	FZD4	Homo sapiens (Human)
P35575	G6PC	G6PC1	Homo sapiens (Human)
P10253	GAA	GAA	Homo sapiens (Human)
Q9UBS5	GABBR1	GABBR1	Homo sapiens (Human)
O75899	GABBR2	GABBR2	Homo sapiens (Human)
P14867	GABRA1	GABRA1	Homo sapiens (Human)
P47869	GABRA2	GABRA2	Homo sapiens (Human)
P34903	GABRA3	GABRA3	Homo sapiens (Human)
P48169	GABRA4	GABRA4	Homo sapiens (Human)
P31644	GABRA5	GABRA5	Homo sapiens (Human)
Q16445	GABRA6	GABRA6	Homo sapiens (Human)
P18505	GABRB1	GABRB1	Homo sapiens (Human)
P47870	GABRB2	GABRB2	Homo sapiens (Human)
P28472	GABRB3	GABRB3	Homo sapiens (Human)
O14764	GABRD	GABRD	Homo sapiens (Human)
P78334	GABRE	GABRE	Homo sapiens (Human)
Q8N1C3	GABRG1	GABRG1	Homo sapiens (Human)
P18507	GABRG2	GABRG2	Homo sapiens (Human)
Q99928	GABRG3	GABRG3	Homo sapiens (Human)
O00591	GABRP	GABRP	Homo sapiens (Human)
Q9UN88	GABRQ	GABRQ	Homo sapiens (Human)
P24046	GABRR1	GABRR1	Homo sapiens (Human)
P28476	GABRR2	GABRR2	Homo sapiens (Human)
O14976	GAK	GAK	Homo sapiens (Human)
P47211	GALR1	GALR1	Homo sapiens (Human)
O43603	GALR2	GALR2	Homo sapiens (Human)
O60755	GALR3	GALR3	Homo sapiens (Human)
Q8TET4	GANC	GANC	Homo sapiens (Human)
P04406	GAPDH	GAPDH	Homo sapiens (Human)
P22102	GART	GART	Homo sapiens (Human)
P04062	GBA	GBA1	Homo sapiens (Human)
Q9HCG7	GBA2	GBA2	Homo sapiens (Human)
Q92538	GBF1	GBF1	Homo sapiens (Human)
P47871	GCGR	GCGR	Homo sapiens (Human)
P35557	GCK	GCK	Homo sapiens (Human)
Q96RP9	GFM1	GFM1	Homo sapiens (Human)
P56159	GFRA1	GFRA1	Homo sapiens (Human)
P38435	GGCX	GGCX	Homo sapiens (Human)
O95749	GGPS1	GGPS1	Homo sapiens (Human)
P19440	GGT1	GGT1	Homo sapiens (Human)
P01241	GH1	GH1	Homo sapiens (Human)
Q92847	GHSR	GHSR	Homo sapiens (Human)
P48165	GJA8	GJA8	Homo sapiens (Human)
Q9UKL4	GJD2	GJD2	Homo sapiens (Human)
P06280	GLA	GLA	Homo sapiens (Human)
P08151	GLI1	GLI1	Homo sapiens (Human)
Q04760	GLO1	GLO1	Homo sapiens (Human)
P43220	GLP1R	GLP1R	Homo sapiens (Human)
P23415	GLRA1	GLRA1	Homo sapiens (Human)
P23416	GLRA2	GLRA2	Homo sapiens (Human)
O75311	GLRA3	GLRA3	Homo sapiens (Human)
O94925	GLS	GLS	Homo sapiens (Human)
P49915	GMPS	GMPS	Homo sapiens (Human)
P29992	GNA11	GNA11	Homo sapiens (Human)
P50148	GNAQ	GNAQ	Homo sapiens (Human)
P01148	GNRH1	GNRH1	Homo sapiens (Human)
P30968	GNRHR	GNRHR	Homo sapiens (Human)
Q8TDU6	GPBAR1	GPBAR1	Homo sapiens (Human)
P21695	GPD1	GPD1	Homo sapiens (Human)
P43304	GPD2	GPD2	Homo sapiens (Human)
Q99527	GPER1	GPER1	Homo sapiens (Human)
Q8TDV5	GPR119	GPR119	Homo sapiens (Human)
Q6DWJ6	GPR139	GPR139	Homo sapiens (Human)
Q7Z601	GPR142	GPR142	Homo sapiens (Human)
Q13304	GPR17	GPR17	Homo sapiens (Human)
O14626	GPR171	GPR171	Homo sapiens (Human)
P32249	GPR183	GPR183	Homo sapiens (Human)
P46089	GPR3	GPR3	Homo sapiens (Human)
Q9UPC5	GPR34	GPR34	Homo sapiens (Human)
Q9HC97	GPR35	GPR35	Homo sapiens (Human)
P46093	GPR4	GPR4	Homo sapiens (Human)
Q9Y2T5	GPR52	GPR52	Homo sapiens (Human)
Q9Y2T6	GPR55	GPR55	Homo sapiens (Human)
P46095	GPR6	GPR6	Homo sapiens (Human)
Q8IYL9	GPR65	GPR65	Homo sapiens (Human)
Q15743	GPR68	GPR68	Homo sapiens (Human)
Q9NQS5	GPR84	GPR84	Homo sapiens (Human)
Q9GZN0	GPR88	GPR88	Homo sapiens (Human)
P36969	GPX4	GPX4	Homo sapiens (Human)
P62993	GRB2	GRB2	Homo sapiens (Human)
P42261	GRIA1	GRIA1	Homo sapiens (Human)
P42262	GRIA2	GRIA2	Homo sapiens (Human)
P42263	GRIA3	GRIA3	Homo sapiens (Human)
P48058	GRIA4	GRIA4	Homo sapiens (Human)
P39086	GRIK1	GRIK1	Homo sapiens (Human)
Q13002	GRIK2	GRIK2	Homo sapiens (Human)
Q13003	GRIK3	GRIK3	Homo sapiens (Human)
Q16099	GRIK4	GRIK4	Homo sapiens (Human)
Q16478	GRIK5	GRIK5	Homo sapiens (Human)
Q05586	GRIN1	GRIN1	Homo sapiens (Human)
Q12879	GRIN2A	GRIN2A	Homo sapiens (Human)
Q13224	GRIN2B	GRIN2B	Homo sapiens (Human)
Q14957	GRIN2C	GRIN2C	Homo sapiens (Human)
O15399	GRIN2D	GRIN2D	Homo sapiens (Human)
Q8TCU5	GRIN3A	GRIN3A	Homo sapiens (Human)
O60391	GRIN3B	GRIN3B	Homo sapiens (Human)
Q15835	GRK1	GRK1	Homo sapiens (Human)
P25098	GRK2	GRK2	Homo sapiens (Human)
P35626	GRK3	GRK3	Homo sapiens (Human)
Q13255	GRM1	GRM1	Homo sapiens (Human)
Q14416	GRM2	GRM2	Homo sapiens (Human)
Q14832	GRM3	GRM3	Homo sapiens (Human)
Q14833	GRM4	GRM4	Homo sapiens (Human)
P41594	GRM5	GRM5	Homo sapiens (Human)
O15303	GRM6	GRM6	Homo sapiens (Human)
Q14831	GRM7	GRM7	Homo sapiens (Human)
O00222	GRM8	GRM8	Homo sapiens (Human)
P30550	GRPR	GRPR	Homo sapiens (Human)
P57764	GSDMD	GSDMD	Homo sapiens (Human)
P49840	GSK3A	GSK3A	Homo sapiens (Human)
P49841	GSK3B	GSK3B	Homo sapiens (Human)
P28161	GSTM2	GSTM2	Homo sapiens (Human)
P09211	GSTP1	GSTP1	Homo sapiens (Human)
Q02108	GUCY1A1	GUCY1A1	Homo sapiens (Human)
P33402	GUCY1A2	GUCY1A2	Homo sapiens (Human)
Q02153	GUCY1B1	GUCY1B1	Homo sapiens (Human)
O75343	GUCY1B2	GUCY1B2	Homo sapiens (Human)
P25092	GUCY2C	GUCY2C	Homo sapiens (Human)
P13807	GYS1	GYS1	Homo sapiens (Human)
P10144	GZMB	GZMB	Homo sapiens (Human)
Q8TF76	HASPIN	HASPIN	Homo sapiens (Human)
O14929	HAT1	HAT1	Homo sapiens (Human)
P68871	HBB	HBB	Homo sapiens (Human)
Q8TDS4	HCAR2	HCAR2	Homo sapiens (Human)
P49019	HCAR3	HCAR3	Homo sapiens (Human)
P08631	HCK	HCK	Homo sapiens (Human)
O60741	HCN1	HCN1	Homo sapiens (Human)
Q9UL51	HCN2	HCN2	Homo sapiens (Human)
Q9P1Z3	HCN3	HCN3	Homo sapiens (Human)
Q9Y3Q4	HCN4	HCN4	Homo sapiens (Human)
O43612	HCRT	HCRT	Homo sapiens (Human)
O43613	HCRTR1	HCRTR1	Homo sapiens (Human)
O43614	HCRTR2	HCRTR2	Homo sapiens (Human)
Q13547	HDAC1	HDAC1	Homo sapiens (Human)
Q969S8	HDAC10	HDAC10	Homo sapiens (Human)
Q96DB2	HDAC11	HDAC11	Homo sapiens (Human)
Q92769	HDAC2	HDAC2	Homo sapiens (Human)
O15379	HDAC3	HDAC3	Homo sapiens (Human)
P56524	HDAC4	HDAC4	Homo sapiens (Human)
Q9UQL6	HDAC5	HDAC5	Homo sapiens (Human)
Q9UBN7	HDAC6	HDAC6	Homo sapiens (Human)
Q8WUI4	HDAC7	HDAC7	Homo sapiens (Human)
Q9BY41	HDAC8	HDAC8	Homo sapiens (Human)
Q9UKV0	HDAC9	HDAC9	Homo sapiens (Human)
P19113	HDC	HDC	Homo sapiens (Human)
P06865	HEXA	HEXA	Homo sapiens (Human)
P07686	HEXB	HEXB	Homo sapiens (Human)
P14210	HGF	HGF	Homo sapiens (Human)
Q5VTY9	HHAT	HHAT	Homo sapiens (Human)
Q16665	HIF1A	HIF1A	Homo sapiens (Human)
P49773	HINT1	HINT1	Homo sapiens (Human)
P52789	HK2	HK2	Homo sapiens (Human)
Q8TCT9	HM13	HM13	Homo sapiens (Human)
P09429	HMGB1	HMGB1	Homo sapiens (Human)
P26583	HMGB2	HMGB2	Homo sapiens (Human)
P04035	HMGCR	HMGCR	Homo sapiens (Human)
P09601	HMOX1	HMOX1	Homo sapiens (Human)
P50135	HNMT	HNMT	Homo sapiens (Human)
P00738	HP	HP	Homo sapiens (Human)
P32754	HPD	HPD	Homo sapiens (Human)
P15428	HPGD	HPGD	Homo sapiens (Human)
O60760	HPGDS	HPGDS	Homo sapiens (Human)
P05981	HPN	HPN	Homo sapiens (Human)
P00492	HPRT1	HPRT1	Homo sapiens (Human)
Q9Y251	HPSE	HPSE	Homo sapiens (Human)
P35367	HRH1	HRH1	Homo sapiens (Human)
P25021	HRH2	HRH2	Homo sapiens (Human)
Q9Y5N1	HRH3	HRH3	Homo sapiens (Human)
Q9H3N8	HRH4	HRH4	Homo sapiens (Human)
P28845	HSD11B1	HSD11B1	Homo sapiens (Human)
P80365	HSD11B2	HSD11B2	Homo sapiens (Human)
P14061	HSD17B1	HSD17B1	Homo sapiens (Human)
Q99714	HSD17B10	HSD17B10	Homo sapiens (Human)
Q8NBQ5	HSD17B11	HSD17B11	Homo sapiens (Human)
Q53GQ0	HSD17B12	HSD17B12	Homo sapiens (Human)
Q7Z5P4	HSD17B13	HSD17B13	Homo sapiens (Human)
Q9BPX1	HSD17B14	HSD17B14	Homo sapiens (Human)
P37059	HSD17B2	HSD17B2	Homo sapiens (Human)
P37058	HSD17B3	HSD17B3	Homo sapiens (Human)
P51659	HSD17B4	HSD17B4	Homo sapiens (Human)
O14756	HSD17B6	HSD17B6	Homo sapiens (Human)
P56937	HSD17B7	HSD17B7	Homo sapiens (Human)
Q92506	HSD17B8	HSD17B8	Homo sapiens (Human)
P14060	HSD3B1	HSD3B1	Homo sapiens (Human)
P26439	HSD3B2	HSD3B2	Homo sapiens (Human)
Q9H2F3	HSD3B7	HSD3B7	Homo sapiens (Human)
P07900	HSP90AA1	HSP90AA1	Homo sapiens (Human)
P08238	HSP90AB1	HSP90AB1	Homo sapiens (Human)
P14625	HSP90B1	HSP90B1	Homo sapiens (Human)
P0DMV8	HSPA1A	HSPA1A	Homo sapiens (Human)
P54652	HSPA2	HSPA2	Homo sapiens (Human)
P34932	HSPA4	HSPA4	Homo sapiens (Human)
P11142	HSPA8	HSPA8	Homo sapiens (Human)
P04792	HSPB1	HSPB1	Homo sapiens (Human)
P08908	HTR1A	HTR1A	Homo sapiens (Human)
P28222	HTR1B	HTR1B	Homo sapiens (Human)
P28221	HTR1D	HTR1D	Homo sapiens (Human)
P28566	HTR1E	HTR1E	Homo sapiens (Human)
P30939	HTR1F	HTR1F	Homo sapiens (Human)
P28223	HTR2A	HTR2A	Homo sapiens (Human)
P41595	HTR2B	HTR2B	Homo sapiens (Human)
P28335	HTR2C	HTR2C	Homo sapiens (Human)
P46098	HTR3A	HTR3A	Homo sapiens (Human)
O95264	HTR3B	HTR3B	Homo sapiens (Human)
Q8WXA8	HTR3C	HTR3C	Homo sapiens (Human)
Q70Z44	HTR3D	HTR3D	Homo sapiens (Human)
A5X5Y0	HTR3E	HTR3E	Homo sapiens (Human)
Q13639	HTR4	HTR4	Homo sapiens (Human)
P47898	HTR5A	HTR5A	Homo sapiens (Human)
P50406	HTR6	HTR6	Homo sapiens (Human)
P34969	HTR7	HTR7	Homo sapiens (Human)
Q92743	HTRA1	HTRA1	Homo sapiens (Human)
O43464	HTRA2	HTRA2	Homo sapiens (Human)
P41252	IARS1	IARS1	Homo sapiens (Human)
P05362	ICAM1	ICAM1	Homo sapiens (Human)
O60725	ICMT	ICMT	Homo sapiens (Human)
P14735	IDE	IDE	Homo sapiens (Human)
O75874	IDH1	IDH1	Homo sapiens (Human)
P48735	IDH2	IDH2	Homo sapiens (Human)
P14902	IDO1	IDO1	Homo sapiens (Human)
P08069	IGF1R	IGF1R	Homo sapiens (Human)
P22692	IGFBP4	IGFBP4	Homo sapiens (Human)
P01854	IGHE	IGHE	Homo sapiens (Human)
Q14623	IHH	IHH	Homo sapiens (Human)
O14920	IKBKB	IKBKB	Homo sapiens (Human)
Q14164	IKBKE	IKBKE	Homo sapiens (Human)
Q9Y6K9	IKBKG	IKBKG	Homo sapiens (Human)
P22301	IL10	IL10	Homo sapiens (Human)
P01584	IL1B	IL1B	Homo sapiens (Human)
P60568	IL2	IL2	Homo sapiens (Human)
P05112	IL4	IL4	Homo sapiens (Human)
P05113	IL5	IL5	Homo sapiens (Human)
Q01344	IL5RA	IL5RA	Homo sapiens (Human)
P05231	IL6	IL6	Homo sapiens (Human)
Q13418	ILK	ILK	Homo sapiens (Human)
P29218	IMPA1	IMPA1	Homo sapiens (Human)
P20839	IMPDH1	IMPDH1	Homo sapiens (Human)
P12268	IMPDH2	IMPDH2	Homo sapiens (Human)
O15357	INPPL1	INPPL1	Homo sapiens (Human)
P06213	INSR	INSR	Homo sapiens (Human)
P51617	IRAK1	IRAK1	Homo sapiens (Human)
O43187	IRAK2	IRAK2	Homo sapiens (Human)
Q9NWZ3	IRAK4	IRAK4	Homo sapiens (Human)
P08514	ITGA2B	ITGA2B	Homo sapiens (Human)
P26006	ITGA3	ITGA3	Homo sapiens (Human)
P13612	ITGA4	ITGA4	Homo sapiens (Human)
P08648	ITGA5	ITGA5	Homo sapiens (Human)
P23229	ITGA6	ITGA6	Homo sapiens (Human)
P20701	ITGAL	ITGAL	Homo sapiens (Human)
P06756	ITGAV	ITGAV	Homo sapiens (Human)
P05556	ITGB1	ITGB1	Homo sapiens (Human)
P05107	ITGB2	ITGB2	Homo sapiens (Human)
P05106	ITGB3	ITGB3	Homo sapiens (Human)
P18084	ITGB5	ITGB5	Homo sapiens (Human)
P18564	ITGB6	ITGB6	Homo sapiens (Human)
Q08881	ITK	ITK	Homo sapiens (Human)
P27987	ITPKB	ITPKB	Homo sapiens (Human)
Q14643	ITPR1	ITPR1	Homo sapiens (Human)
Q14571	ITPR2	ITPR2	Homo sapiens (Human)
Q14573	ITPR3	ITPR3	Homo sapiens (Human)
P23458	JAK1	JAK1	Homo sapiens (Human)
O60674	JAK2	JAK2	Homo sapiens (Human)
P52333	JAK3	JAK3	Homo sapiens (Human)
P05412	JUN	JUN	Homo sapiens (Human)
Q92830	KAT2A	KAT2A	Homo sapiens (Human)
Q92831	KAT2B	KAT2B	Homo sapiens (Human)
Q92993	KAT5	KAT5	Homo sapiens (Human)
Q92794	KAT6A	KAT6A	Homo sapiens (Human)
Q8WYB5	KAT6B	KAT6B	Homo sapiens (Human)
Q09470	KCNA1	KCNA1	Homo sapiens (Human)
P16389	KCNA2	KCNA2	Homo sapiens (Human)
P22001	KCNA3	KCNA3	Homo sapiens (Human)
P22459	KCNA4	KCNA4	Homo sapiens (Human)
P22460	KCNA5	KCNA5	Homo sapiens (Human)
P17658	KCNA6	KCNA6	Homo sapiens (Human)
Q96RP8	KCNA7	KCNA7	Homo sapiens (Human)
Q13303	KCNAB2	KCNAB2	Homo sapiens (Human)
P48547	KCNC1	KCNC1	Homo sapiens (Human)
Q96PR1	KCNC2	KCNC2	Homo sapiens (Human)
Q14003	KCNC3	KCNC3	Homo sapiens (Human)
Q9NZV8	KCND2	KCND2	Homo sapiens (Human)
Q9UK17	KCND3	KCND3	Homo sapiens (Human)
P15382	KCNE1	KCNE1	Homo sapiens (Human)
Q9Y6J6	KCNE2	KCNE2	Homo sapiens (Human)
Q9Y6H6	KCNE3	KCNE3	Homo sapiens (Human)
Q8WWG9	KCNE4	KCNE4	Homo sapiens (Human)
O95259	KCNH1	KCNH1	Homo sapiens (Human)
Q12809	KCNH2	KCNH2	Homo sapiens (Human)
Q9ULD8	KCNH3	KCNH3	Homo sapiens (Human)
Q9H252	KCNH6	KCNH6	Homo sapiens (Human)
Q9NS40	KCNH7	KCNH7	Homo sapiens (Human)
P48048	KCNJ1	KCNJ1	Homo sapiens (Human)
P78508	KCNJ10	KCNJ10	Homo sapiens (Human)
Q14654	KCNJ11	KCNJ11	Homo sapiens (Human)
Q14500	KCNJ12	KCNJ12	Homo sapiens (Human)
Q15842	KCNJ8	KCNJ8	Homo sapiens (Human)
O00180	KCNK1	KCNK1	Homo sapiens (Human)
Q7Z418	KCNK18	KCNK18	Homo sapiens (Human)
O95069	KCNK2	KCNK2	Homo sapiens (Human)
O14649	KCNK3	KCNK3	Homo sapiens (Human)
Q9Y257	KCNK6	KCNK6	Homo sapiens (Human)
Q9NPC2	KCNK9	KCNK9	Homo sapiens (Human)
Q12791	KCNMA1	KCNMA1	Homo sapiens (Human)
Q16558	KCNMB1	KCNMB1	Homo sapiens (Human)
