inchikey	target_key	moa	bioactivity_type	relation	value	unit	assay_type	assay_description	cell_line	concentration	concentration_unit	source_db	source	source_xref	xref_id
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	Lung weight	=	0.1571	g	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) in B6C3F1/OLAC/HSD mice was observed after administration of 12.5 mg/kg dose				ChEMBL	CHEMBL1125374	CHEMBL876761	95828
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	Lung weight	=	0.135	g	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) in B6C3F1/OLAC/HSD mice was observed after administration of 25 mg/kg dose				ChEMBL	CHEMBL1125374	CHEMBL650899	95829
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	Lung weight	=	0.0929	g	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) was observed after administration of 50 mg/kg dose				ChEMBL	CHEMBL1125374	CHEMBL652710	95830
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	Lung weight	>	0.2686	g	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) in B6C3F1/OLAC/HSD mice was observed after administration of 100 mg/kg dose				ChEMBL	CHEMBL1125374	CHEMBL650898	95831
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	No. of lung lesions	=	97.89	unspecified	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) in B6C3F1/OLAC/HSD mice was observed after administration of 12.5 mg/kg				ChEMBL	CHEMBL1125374	CHEMBL647378	95832
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	No. of lung lesions	=	72.38	unspecified	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) in B6C3F1/OLAC/HSD mice was observed after administration of 25 mg/kg dose				ChEMBL	CHEMBL1125374	CHEMBL647379	95833
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	No. of lung lesions	=	66.6	unspecified	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) in B6C3F1/OLAC/HSD mice was observed after administration of 50 mg/kg dose				ChEMBL	CHEMBL1125374	CHEMBL875426	95834
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	No. of lung lesions	>	140.29	unspecified	F	Effect on metastases of B16F10.9 melanoma cells (intraperitoneally implanted) in B6C3F1/OLAC/HSD mice was observed after administration of 100 mg/kg dose				ChEMBL	CHEMBL1125374	CHEMBL647377	95835
GYKLFBYWXZYSOW-UHFFFAOYSA-N	HL-60	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	49500.0	nM	F	Concentration required for 50% proliferation inhibition of human promyelocytic HL-60 cell line				ChEMBL	CHEMBL1125374	CHEMBL688071	95836
GYKLFBYWXZYSOW-UHFFFAOYSA-N	WEHI	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	75000.0	nM	F	Concentration required for 50% proliferation inhibition of myelomonocytic WEHI cell line				ChEMBL	CHEMBL1125374	CHEMBL818653	95837
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	82000.0	nM	F	Inhibitory activity on growth of B16F10.9 melanoma cell line				ChEMBL	CHEMBL1125374	CHEMBL650264	95838
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16-F10	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	60000.0	nM	F	Effect on appearance of B16F10.9 colonies in semisolid agar				ChEMBL	CHEMBL1125374	CHEMBL884038	95839
GYKLFBYWXZYSOW-UHFFFAOYSA-N	Unchecked	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	T/C	=	177.0	%	F	T/C value was determined				ChEMBL	CHEMBL1125374	CHEMBL841017	95840
GYKLFBYWXZYSOW-UHFFFAOYSA-N	Unchecked	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	T/C	=	148.0	%	F	T/C value was determined				ChEMBL	CHEMBL1125374	CHEMBL841017	95841
GYKLFBYWXZYSOW-UHFFFAOYSA-N	B16	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	LD50	=	1360.0	mg.kg-1	T	Lethal dose was determined				ChEMBL	CHEMBL1125374	CHEMBL650265	95842
GYKLFBYWXZYSOW-UHFFFAOYSA-N	3LLD122	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	35000.0	nM	F	Concentration required to inhibit the colony formation of lung carcinoma (3LLD122) cell lines by 50%				ChEMBL	CHEMBL1133463	CHEMBL615590	269511
GYKLFBYWXZYSOW-UHFFFAOYSA-N	MIA PaCa-2	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	30000.0	nM	F	Concentration required to inhibit the colony formation of pancreatic human (PACA) cell lines by 50%				ChEMBL	CHEMBL1133463	CHEMBL762843	269512
GYKLFBYWXZYSOW-UHFFFAOYSA-N	MES-SA	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	40000.0	nM	F	Concentration required for 50% inhibition of human MES-SA cell proliferation				ChEMBL	CHEMBL1142659	CHEMBL833468	1414878
GYKLFBYWXZYSOW-UHFFFAOYSA-N	NON-PROTEIN TARGET	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	46000.0	nM	F	Concentration required for 50% inhibition of human MES-DX5 cell proliferation				ChEMBL	CHEMBL1142659	CHEMBL826409	1414879
GYKLFBYWXZYSOW-UHFFFAOYSA-N	PC-3	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	56000.0	nM	F	Concentration required for 50% inhibition of human PC-3 cell proliferation				ChEMBL	CHEMBL1142659	CHEMBL834630	1414880
GYKLFBYWXZYSOW-UHFFFAOYSA-N	HT-29	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	52000.0	nM	F	Concentration required for 50% inhibition of human HT-29 cell proliferation				ChEMBL	CHEMBL1142659	CHEMBL834650	1414881
GYKLFBYWXZYSOW-UHFFFAOYSA-N	HL-60	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	36000.0	nM	F	Concentration required for 50% inhibition of human HL-60 cell proliferation				ChEMBL	CHEMBL1142659	CHEMBL834649	1414882
GYKLFBYWXZYSOW-UHFFFAOYSA-N	HL-60	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	=	49000.0	nM	F	Concentration required for 50% inhibition of human HL-60 MX2 cell proliferation				ChEMBL	CHEMBL1142659	CHEMBL833863	1414883
GYKLFBYWXZYSOW-UHFFFAOYSA-N	SARS-CoV-2	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	>	20000.0	nM	F	Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging				ChEMBL	CHEMBL4651402	CHEMBL4651403	22080524
GYKLFBYWXZYSOW-UHFFFAOYSA-N	SARS-CoV-2	Apoptosis Inducers;Histone Deacetylase (HDAC) Inhibitors;Angiogenesis Inhibitors	IC50	>	19952.62	nM	F	Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging				ChEMBL	CHEMBL4651402	CHEMBL4651403	22080525
WTDRDQBEARUVNC-LURJTMIESA-N	Epidermal growth factor receptor	Dopamine Precursors	IC50	=	900000.0	nM	B	Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase				ChEMBL	CHEMBL1124610	CHEMBL674643	34051
WTDRDQBEARUVNC-LURJTMIESA-N	Epidermal growth factor receptor	Dopamine Precursors	Ki	=		nM	B	Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation				ChEMBL	CHEMBL1124610	CHEMBL676063	34052
WTDRDQBEARUVNC-LURJTMIESA-N	Homo sapiens	Dopamine Precursors	Peff	=	3.4	unspecified	A	Effective permeability measured in human.				ChEMBL	CHEMBL1131593	CHEMBL876052	138992
WTDRDQBEARUVNC-LURJTMIESA-N	No relevant target	Dopamine Precursors	pKa	=	12.73	unspecified	P	pKa value of the compound. (extrapolated values)				ChEMBL	CHEMBL1131593	CHEMBL634097	138993
WTDRDQBEARUVNC-LURJTMIESA-N	No relevant target	Dopamine Precursors	LogP	<	-2.0	unspecified	P	Partition coefficient (logP)				ChEMBL	CHEMBL1131593	CHEMBL876332	138994
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	Log Pion	<	-2.0	unspecified	A	Partition coefficient value and its ionic species.				ChEMBL	CHEMBL1131593	CHEMBL636381	138995
WTDRDQBEARUVNC-LURJTMIESA-N	No relevant target	Dopamine Precursors	GOF	=	1.4	unspecified	P	GOF value represents multisets of log P data				ChEMBL	CHEMBL1131593	CHEMBL633119	138996
WTDRDQBEARUVNC-LURJTMIESA-N	No relevant target	Dopamine Precursors	LogD7.4	<	-2.0	unspecified	P	Distribution coefficient in octanol/water at pH 7.4				ChEMBL	CHEMBL1131593	CHEMBL640127	138997
WTDRDQBEARUVNC-LURJTMIESA-N	No relevant target	Dopamine Precursors	LogD6.5	<	-2.0	unspecified	P	Distribution coefficient in octanol/water at pH 6.5				ChEMBL	CHEMBL1131593	CHEMBL641756	138998
WTDRDQBEARUVNC-LURJTMIESA-N	No relevant target	Dopamine Precursors	LogD5.5	<	-2.0	unspecified	P	Distribution coefficient in octanol/water at pH 5.5				ChEMBL	CHEMBL1131593	CHEMBL857877	138999
WTDRDQBEARUVNC-LURJTMIESA-N	No relevant target	Dopamine Precursors	CLogP	=	-2.92	unspecified	P	Calculated partition coefficient (clogP)				ChEMBL	CHEMBL1131593	CHEMBL623856	139000
WTDRDQBEARUVNC-LURJTMIESA-N	YT-NU	Dopamine Precursors	Inhibition	=	24.0	%	F	Growth inhibition of YT-nu cell lines at 1.0 mM concentration				ChEMBL	CHEMBL1121845	CHEMBL822470	250187
WTDRDQBEARUVNC-LURJTMIESA-N	Don	Dopamine Precursors	Inhibition	=	6.0	%	F	Growth inhibition of Don-6 cell lines at 1.0 mM concentration				ChEMBL	CHEMBL1121845	CHEMBL672885	250188
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	BBB Impermeable	=		unspecified	A	BBB penetration classification				ChEMBL	CHEMBL1133022	CHEMBL741257	662100
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Cmax	=	1120.0	nM	A	Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of mouse after oral administration of 0.05 mmol/kg				ChEMBL	CHEMBL1123485	CHEMBL626881	826517
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	Tmax	=	0.5	hr	A	Time of maximum L-Dopa plasma concentration was measured in mouse ofter oral administration of the compound				ChEMBL	CHEMBL1123485	CHEMBL633510	826518
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Cmax	=	4730.0	nM	A	Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of mouse after oral administration of 0.05 mmol/kg				ChEMBL	CHEMBL1123485	CHEMBL626881	826519
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Tmax	=	0.5	hr	A	Time of maximum L-Dopa plasma concentration was measured in mouse				ChEMBL	CHEMBL1123485	CHEMBL633509	826520
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Cmax	=	16200.0	nM	A	Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of mouse after oral administration of 0.05 mmol/kg				ChEMBL	CHEMBL1123485	CHEMBL623794	826521
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Tmax	=	1.0	hr	A	Time of maximum L-Dopa plasma concentration was measured in mouse				ChEMBL	CHEMBL1123485	CHEMBL633509	826522
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Cmax	=	52000.0	nM	A	Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of rat after oral administration of 0.05 mmol/kg				ChEMBL	CHEMBL1123485	CHEMBL623795	826523
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Tmax	=	3.0	hr	A	Time of maximum L-Dopa plasma concentration was measured in mouse				ChEMBL	CHEMBL1123485	CHEMBL633509	826524
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	Cmax	=	9500.0	nM	A	Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of monkey after oral administration of 0.05 mmol/kg				ChEMBL	CHEMBL1123485	CHEMBL623793	826525
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Tmax	=	0.4167	hr	A	Time of maximum L-Dopa plasma concentration was measured in mouse				ChEMBL	CHEMBL1123485	CHEMBL633509	826526
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	Cmax	=	8100.0	nM	A	Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of monkey after oral administration of 0.05 mmol/kg				ChEMBL	CHEMBL1123485	CHEMBL626880	826527
WTDRDQBEARUVNC-LURJTMIESA-N	Mus musculus	Dopamine Precursors	Tmax	=	1.5	hr	A	Time of maximum L-Dopa plasma concentration was measured in mouse				ChEMBL	CHEMBL1123485	CHEMBL633509	826528
WTDRDQBEARUVNC-LURJTMIESA-N	Tyrosinase	Dopamine Precursors	IC50	=	8400000.0	nM	B	Inhibitory activity against mushroom tyrosinase				ChEMBL	CHEMBL1136117	CHEMBL814342	1022367
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Permeability	=	5.38	unspecified	F	Dimensionless membrane permeability (Pm) from in situ single-pass rat jejunal perfusion at a concentration of 0.1 mM				ChEMBL	CHEMBL1128829	CHEMBL789425	1104654
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	Activity	=	0.03	%	A	Net water uptake by a carrier mediated transport (%cm) mechanism				ChEMBL	CHEMBL1128829	CHEMBL628476	1104655
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Counts of rotation	=	287.0	turns hr-1	F	Reduction of (+)-methamphetamine-induced rotational counts on unilateral-lesion rats at a dose of 4.20 mg/Kg after 1 h				ChEMBL	CHEMBL1128829	CHEMBL781714	1104656
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	F	=	33.0	%	A	Percent of oral bioavailability up to 1000 mg/day				ChEMBL	CHEMBL1128829	CHEMBL631988	1104657
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 13	Dopamine Precursors	KA	=	43.0	uM	B	Activation of mouse recombinant CA13 by CO2 hydrase method				ChEMBL	CHEMBL1138969	CHEMBL866145	1759492
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 2	Dopamine Precursors	KA	=	11.4	uM	B	Activation of human recombinant CA2 by CO2 hydrase assay				ChEMBL	CHEMBL1138969	CHEMBL869780	1759493
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 1	Dopamine Precursors	KA	=	3.1	uM	B	Activation of human recombinant CA1 by CO2 hydrase assay				ChEMBL	CHEMBL1138969	CHEMBL869779	1759494
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Cp	=	83.0	ug ml-1	A	Plasma concentration in Wistar rat at 65.46 mg/kg, po after 2 hrs				ChEMBL	CHEMBL1139876	CHEMBL918911	1855453
WTDRDQBEARUVNC-LURJTMIESA-N	Unchecked	Dopamine Precursors	Activity	=		unspecified	F	Pro-oxidant effect on Fe(2+)/H2O2-induced deoxyribose degradation relative to control				ChEMBL	CHEMBL1139876	CHEMBL918916	1855495
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Activity	=	203.4	U/g.Hb	F	Antioxidant activity assessed as decrease in SOD activity in Wistar rat plasma at 184.79 mg/kg, po after 1.5 hrs				ChEMBL	CHEMBL1139876	CHEMBL918915	1855741
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Activity	=	795.6	U/g	F	Antioxidant activity assessed as increase in glutathione peroxidase activity in Wistar rat plasma at 184.79 mg/kg, po after 1.5 hrs				ChEMBL	CHEMBL1139876	CHEMBL918914	1855742
WTDRDQBEARUVNC-LURJTMIESA-N	Tyrosinase	Dopamine Precursors	Km	=	860000.0	nM	B	Activity of mushroom tyrosinase				ChEMBL	CHEMBL1142904	CHEMBL903896	1874087
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 1	Dopamine Precursors	KA	=	3.1	uM	B	Activation of human recombinant CA1 by CO2 hydrase assay				ChEMBL	CHEMBL1145387	CHEMBL889435	1902646
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 2	Dopamine Precursors	KA	=	11.4	uM	B	Activation of human recombinant CA2 by CO2 hydrase assay				ChEMBL	CHEMBL1145387	CHEMBL889437	1902663
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 7	Dopamine Precursors	KA	=	58.3	uM	B	Activation of human recombinant CA7 by CO2 hydrase assay				ChEMBL	CHEMBL1145387	CHEMBL889439	1902680
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 14	Dopamine Precursors	KA	=	12.1	uM	B	Activation of of human recombinant CA14 by CO2 hydrase assay				ChEMBL	CHEMBL1145387	CHEMBL889441	1902697
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 5A, mitochondrial	Dopamine Precursors	KA	=	0.036	uM	B	Activation of human recombinant carbonic anhydrase 5A by stopped-flow CO2 hydrase method				ChEMBL	CHEMBL1139064	CHEMBL885803	2017305
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 5B, mitochondrial	Dopamine Precursors	KA	=	0.063	uM	B	Activation of human recombinant carbonic anhydrase 5B by stopped-flow CO2 hydrase method				ChEMBL	CHEMBL1139064	CHEMBL885804	2017321
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 1	Dopamine Precursors	Ka	=	3.1	uM	B	Activation of human recombinant CA1 by stopped flow CO2 hydrase method				ChEMBL	CHEMBL1139982	CHEMBL887923	2032249
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 2	Dopamine Precursors	Ka	=	11.4	uM	B	Activation of human recombinant CA2 by stopped flow CO2 hydrase method				ChEMBL	CHEMBL1139982	CHEMBL887924	2032265
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 6	Dopamine Precursors	Ka	=	18.0	uM	B	Activation of human recombinant CA6 by stopped flow CO2 hydrase method				ChEMBL	CHEMBL1139982	CHEMBL887925	2032281
WTDRDQBEARUVNC-LURJTMIESA-N	Zone of skin	Dopamine Precursors	log Kp	=	-7.75	unspecified	A	Permeability coefficient in human skin				ChEMBL	CHEMBL1141284	CHEMBL926551	2058626
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 1	Dopamine Precursors	KA	=	3.1	uM	B	Activation of human recombinant CA1 by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1142388	CHEMBL932481	2143087
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 2	Dopamine Precursors	KA	=	11.4	uM	B	Activation of human recombinant CA2 by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1142388	CHEMBL932482	2143104
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 9	Dopamine Precursors	KA	=	51.3	uM	B	Activation of human recombinant CA9 catalytic domain by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1142388	CHEMBL932483	2143121
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 12	Dopamine Precursors	KA	=	1.67	uM	B	Activation of human recombinant CA12 catalytic domain by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1142388	CHEMBL932484	2143138
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	permeability	=	0.0	10'6cm/s	A	Membrane permeability by PAMPA				ChEMBL	CHEMBL1156575	CHEMBL1008143	2240758
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	permeability	=	0.0	%	A	Membrane permeability assessed as passive transport after 4 hrs by PAMPA				ChEMBL	CHEMBL1156575	CHEMBL1008144	2240801
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	permeability	=	0.0	10'6cm/s	A	Membrane permeability by PAMPA in presence of 20% 1-propanol				ChEMBL	CHEMBL1156575	CHEMBL1008145	2240804
WTDRDQBEARUVNC-LURJTMIESA-N	ADMET	Dopamine Precursors	permeability	=	0.0	%	A	Membrane permeability assessed as passive transport after 4 hrs by PAMPA in presence of 20% 1-propanol				ChEMBL	CHEMBL1156575	CHEMBL1008146	2240807
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Tmax	=	1.03	hr	A	Tmax in Sprague-Dawley rat assessed as L-dopa level at 0.332 mmol/kg, po				ChEMBL	CHEMBL1139364	CHEMBL1010243	2248982
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Cmax	=	28551.14	nM	A	Cmax in Sprague-Dawley rat assessed as L-dopa level at 0.332 mmol/kg, po				ChEMBL	CHEMBL1139364	CHEMBL1010244	2248983
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	AUC	=	117730.0	ng.hr.mL-1	A	AUC in Sprague-Dawley rat assessed as L-dopa level at 0.332 mmol/kg, po				ChEMBL	CHEMBL1139364	CHEMBL1010245	2248984
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	AUMC	=	1053.92	ug/ml.hr'2	A	AUMC in Sprague-Dawley rat assessed as L-dopa level at 0.332 mmol/kg, po				ChEMBL	CHEMBL1139364	CHEMBL1010246	2248985
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	MRT	=	8.95	hr	A	Mean residence time in Sprague-Dawley rat assessed as L-dopa level at 0.332 mmol/kg, po				ChEMBL	CHEMBL1139364	CHEMBL1010247	2248986
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Activity	=	3.36	pmol/mg	F	Antiparkinson activity in Wistar rat striatum assessed as L-dopa levels per mg of tissue at 1 umol/kg, icv after 1 week				ChEMBL	CHEMBL1139364	CHEMBL1011121	2249017
WTDRDQBEARUVNC-LURJTMIESA-N	Rattus norvegicus	Dopamine Precursors	Activity	=	0.07	pmol/mg	F	Antiparkinson activity in Wistar rat striatum assessed as dopamine levels per mg of tissue at 1 umol/kg, icv after 1 week				ChEMBL	CHEMBL1139364	CHEMBL1011122	2249018
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 2	Dopamine Precursors	Ka	=	11.4	uM	B	Activation of human recombinant CA2 by stopped-flow CO2 hydrase method				ChEMBL	CHEMBL1153299	CHEMBL1017972	2271830
WTDRDQBEARUVNC-LURJTMIESA-N	Unchecked	Dopamine Precursors	Ka	=	11.4	uM	B	Activation of Methanothermobacter thermautotrophicus recombinant Cab by stopped-flow CO2 hydrase method				ChEMBL	CHEMBL1153299	CHEMBL1017973	2271831
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase	Dopamine Precursors	Ka	=	90.0	uM	B	Activation of yeast recombinant CA by stopped-flow CO2 hydrase method				ChEMBL	CHEMBL1153299	CHEMBL1017974	2271832
WTDRDQBEARUVNC-LURJTMIESA-N	Solute carrier family 22 member 1	Dopamine Precursors	Inhibition	=	21.7	%	B	Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells at 100 uM by confocal microscopy				ChEMBL	CHEMBL1140113	CHEMBL993349	2364281
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 1	Dopamine Precursors	Ka	=	3.1	uM	B	Activation of human recombinant CA1 at 10 uM by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1155874	CHEMBL970750	2566137
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 2	Dopamine Precursors	Ka	=	11.4	uM	B	Activation of human recombinant CA2 at 10 uM by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1155874	CHEMBL970751	2566138
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 3	Dopamine Precursors	Ka	=	13.5	uM	B	Activation of human recombinant CA3 at 10 uM by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1155874	CHEMBL970752	2566139
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 4	Dopamine Precursors	Ka	=	15.3	uM	B	Activation of human recombinant truncated CA4 at 10 uM by stopped-flow CO2 hydration method				ChEMBL	CHEMBL1155874	CHEMBL970753	2566140
WTDRDQBEARUVNC-LURJTMIESA-N	Amine oxidase [flavin-containing] B	Dopamine Precursors	Activity	=		unspecified	B	Inhibition of human recombinant MAOB at 1 mM by fluorimetric method				ChEMBL	CHEMBL1152129	CHEMBL965571	2590723
WTDRDQBEARUVNC-LURJTMIESA-N	Amine oxidase [flavin-containing] B	Dopamine Precursors	Activity	=		unspecified	B	Inhibition of human brain MAOB				ChEMBL	CHEMBL1152129	CHEMBL965576	2590737
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 1	Dopamine Precursors	KA	=	3.1	uM	B	Activation of human recombinant CA1 by stopped-flow CO2 hydrase assay				ChEMBL	CHEMBL1152133	CHEMBL965608	2593044
WTDRDQBEARUVNC-LURJTMIESA-N	Carbonic anhydrase 2	Dopamine Precursors	KA	=	11.4	uM	B	Activation of human recombinant CA2 by stopped-flow CO2 hydrase assay				ChEMBL	CHEMBL1152133	CHEMBL953312	2593061
WTDRDQBEARUVNC-LURJTMIESA-N	Unchecked	Dopamine Precursors	KA	=	11.4	uM	B	Activation of Methanobacterium thermoautotrophicum beta-class CA by stopped-flow CO2 hydrase assay				ChEMBL	CHEMBL1152133	CHEMBL953314	2593079
